# event_ticker=KXATPMATCH-25NOV05ADDJAC
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Kyrian Jacquet
# fav_player=Dan Added
# dog_player=Kyrian Jacquet
# kalshi_date=2025-11-05
timestamp,Dan Added,Kyrian Jacquet
2025-11-04T23:22:00Z,38.00,
2025-11-04T23:23:00Z,38.00,
2025-11-04T23:32:00Z,38.00,62.00
2025-11-04T23:36:00Z,38.00,62.00
2025-11-04T23:45:00Z,38.00,62.00
2025-11-05T00:03:00Z,38.00,63.00
2025-11-05T00:04:00Z,38.00,63.00
2025-11-05T00:07:00Z,38.00,63.00
2025-11-05T00:14:00Z,37.00,63.00
2025-11-05T00:25:00Z,37.00,63.00
2025-11-05T00:28:00Z,38.00,63.00
2025-11-05T00:37:00Z,38.00,62.00
2025-11-05T01:03:00Z,38.00,63.00
2025-11-05T01:05:00Z,38.00,63.00
2025-11-05T01:18:00Z,38.00,63.00
2025-11-05T01:25:00Z,38.00,63.00
2025-11-05T01:27:00Z,38.00,63.00
2025-11-05T01:36:00Z,38.00,63.00
2025-11-05T01:38:00Z,38.00,63.00
2025-11-05T01:42:00Z,38.00,63.00
2025-11-05T01:53:00Z,38.00,63.00
2025-11-05T02:07:00Z,38.00,63.00
2025-11-05T02:08:00Z,37.00,63.00
2025-11-05T02:12:00Z,38.00,63.00
2025-11-05T02:20:00Z,37.00,63.00
2025-11-05T02:32:00Z,37.00,63.00
2025-11-05T02:40:00Z,37.00,63.00
2025-11-05T03:01:00Z,37.00,65.00
2025-11-05T03:03:00Z,37.00,65.00
2025-11-05T03:04:00Z,37.00,65.00
2025-11-05T03:06:00Z,37.00,65.00
2025-11-05T03:09:00Z,37.00,65.00
2025-11-05T03:15:00Z,36.00,65.00
2025-11-05T03:21:00Z,36.00,65.00
2025-11-05T03:24:00Z,36.00,65.00
2025-11-05T03:27:00Z,36.00,65.00
2025-11-05T03:33:00Z,36.00,64.00
2025-11-05T03:34:00Z,36.00,64.00
2025-11-05T03:37:00Z,36.00,64.00
2025-11-05T03:39:00Z,36.00,65.00
2025-11-05T03:41:00Z,36.00,65.00
2025-11-05T03:42:00Z,36.00,65.00
2025-11-05T03:43:00Z,36.00,65.00
2025-11-05T03:51:00Z,36.00,65.00
2025-11-05T03:52:00Z,36.00,65.00
2025-11-05T03:53:00Z,36.00,65.52
2025-11-05T03:57:00Z,36.00,65.85
2025-11-05T04:05:00Z,36.00,66.00
2025-11-05T04:08:00Z,35.00,66.00
2025-11-05T04:09:00Z,35.15,66.00
