# event_ticker=KXATPMATCH-25OCT23CERBUB
# final_score=6-4 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Francisco Cerundolo
# kalshi_date=2025-10-23
timestamp,Alexander Bublik,Francisco Cerundolo
2025-10-23T04:16:00Z,62.00,
2025-10-23T04:36:00Z,62.00,
2025-10-23T04:41:00Z,62.00,
2025-10-23T04:44:00Z,62.00,
2025-10-23T04:59:00Z,62.00,
2025-10-23T05:01:00Z,62.00,
2025-10-23T05:05:00Z,62.00,39.00
2025-10-23T05:07:00Z,62.00,39.00
2025-10-23T05:14:00Z,62.00,39.00
2025-10-23T05:18:00Z,62.00,39.00
2025-10-23T05:27:00Z,62.00,39.00
2025-10-23T05:43:00Z,62.00,38.00
2025-10-23T05:52:00Z,62.00,38.00
2025-10-23T05:57:00Z,63.00,38.00
2025-10-23T06:00:00Z,63.00,38.00
2025-10-23T06:08:00Z,63.00,38.00
2025-10-23T06:14:00Z,63.00,38.00
2025-10-23T06:17:00Z,63.00,38.00
2025-10-23T06:18:00Z,63.00,38.00
2025-10-23T06:19:00Z,63.00,38.00
2025-10-23T06:21:00Z,63.00,38.00
2025-10-23T06:32:00Z,63.00,38.00
2025-10-23T06:33:00Z,63.00,38.00
2025-10-23T06:37:00Z,63.00,38.00
2025-10-23T06:41:00Z,63.00,38.00
2025-10-23T06:42:00Z,63.00,38.00
2025-10-23T06:45:00Z,63.00,38.00
2025-10-23T06:48:00Z,63.00,38.00
2025-10-23T06:58:00Z,63.00,39.00
2025-10-23T06:59:00Z,63.00,39.00
2025-10-23T09:04:00Z,62.00,39.00
2025-10-23T09:11:00Z,62.00,40.00
2025-10-23T09:13:00Z,62.00,40.00
2025-10-23T09:19:00Z,62.00,40.00
2025-10-23T09:25:00Z,62.00,40.00
2025-10-23T09:26:00Z,62.00,40.00
2025-10-23T09:31:00Z,62.00,40.00
2025-10-23T09:33:00Z,62.00,40.00
2025-10-23T09:39:00Z,62.00,40.00
2025-10-23T09:45:00Z,62.00,40.00
2025-10-23T09:50:00Z,62.00,40.00
2025-10-23T10:08:00Z,62.00,40.00
2025-10-23T10:14:00Z,62.00,40.00
2025-10-23T10:21:00Z,62.00,40.00
2025-10-23T10:27:00Z,62.00,40.00
2025-10-23T10:29:00Z,62.00,40.00
2025-10-23T10:30:00Z,62.00,40.00
2025-10-23T10:31:00Z,62.00,40.00
2025-10-23T10:32:00Z,62.00,40.00
2025-10-23T10:37:00Z,62.00,40.00
2025-10-23T11:06:00Z,62.00,40.00
2025-10-23T11:08:00Z,62.00,40.00
2025-10-23T11:40:00Z,62.00,40.00
2025-10-23T11:47:00Z,62.00,40.00
2025-10-23T11:50:00Z,62.00,40.00
2025-10-23T11:55:00Z,62.00,40.00
2025-10-23T12:04:00Z,62.00,40.00
2025-10-23T12:07:00Z,62.00,40.00
2025-10-23T12:14:00Z,62.00,40.00
2025-10-23T12:15:00Z,62.00,40.00
2025-10-23T12:16:00Z,62.00,40.00
2025-10-23T12:19:00Z,62.00,40.00
2025-10-23T12:20:00Z,62.00,40.00
2025-10-23T12:21:00Z,62.00,40.00
2025-10-23T12:30:00Z,62.00,40.00
2025-10-23T12:31:00Z,61.44,40.00
2025-10-23T12:42:00Z,62.00,40.00
2025-10-23T12:44:00Z,62.00,40.00
2025-10-23T12:49:00Z,62.00,40.00
2025-10-23T12:52:00Z,62.00,40.00
2025-10-23T12:53:00Z,62.00,39.37
2025-10-23T12:55:00Z,62.00,39.37
2025-10-23T12:58:00Z,62.00,39.37
