# event_ticker=KXATPMATCH-26MAR04SHESHI
# final_score=6-4 3-6 6-2
# score_resolution=4-6 6-3 2-6
# match_winner=Alexander Shevchenko
# fav_player=Sho Shimabukuro
# dog_player=Alexander Shevchenko
# kalshi_date=2026-03-04
timestamp,Sho Shimabukuro,Alexander Shevchenko
2026-03-05T18:42:00Z,58.00,43.00
2026-03-05T18:44:00Z,58.00,43.00
2026-03-05T18:45:00Z,58.00,43.00
2026-03-05T18:46:00Z,58.00,43.00
2026-03-05T18:47:00Z,57.04,43.00
2026-03-05T18:48:00Z,57.04,43.00
2026-03-05T18:50:00Z,57.92,43.00
2026-03-05T18:51:00Z,59.00,43.00
2026-03-05T18:52:00Z,59.00,43.00
2026-03-05T18:53:00Z,59.00,43.00
2026-03-05T18:54:00Z,59.00,43.00
2026-03-05T18:55:00Z,59.00,43.00
2026-03-05T18:56:00Z,59.00,43.00
2026-03-05T18:57:00Z,59.00,43.00
2026-03-05T18:58:00Z,59.00,43.00
2026-03-05T18:59:00Z,59.00,43.00
2026-03-05T19:00:00Z,60.06,43.00
2026-03-05T19:01:00Z,59.88,43.00
2026-03-05T19:02:00Z,59.00,42.00
2026-03-05T19:03:00Z,59.99,41.70
2026-03-05T19:04:00Z,60.00,41.38
2026-03-05T19:05:00Z,60.00,42.20
2026-03-05T19:06:00Z,60.00,42.00
2026-03-05T19:07:00Z,60.00,42.00
2026-03-05T19:08:00Z,60.00,42.00
2026-03-05T19:09:00Z,60.00,42.00
2026-03-05T19:10:00Z,60.96,40.05
2026-03-05T19:11:00Z,63.66,37.41
2026-03-05T19:12:00Z,61.70,37.23
2026-03-05T19:13:00Z,64.84,33.05
2026-03-05T19:14:00Z,66.47,32.57
2026-03-05T19:15:00Z,60.81,39.48
2026-03-05T19:16:00Z,61.77,40.02
2026-03-05T19:17:00Z,64.04,35.27
2026-03-05T19:18:00Z,65.00,34.94
2026-03-05T19:19:00Z,66.00,35.90
2026-03-05T19:20:00Z,60.56,38.87
2026-03-05T19:21:00Z,60.03,40.69
2026-03-05T19:22:00Z,59.09,42.81
2026-03-05T19:23:00Z,58.88,45.85
2026-03-05T19:24:00Z,61.45,42.49
2026-03-05T19:25:00Z,53.89,47.70
2026-03-05T19:26:00Z,56.06,44.86
2026-03-05T19:27:00Z,57.11,44.03
2026-03-05T19:28:00Z,61.90,39.72
2026-03-05T19:29:00Z,61.00,40.00
2026-03-05T19:30:00Z,59.00,40.51
2026-03-05T19:31:00Z,59.06,43.20
2026-03-05T19:32:00Z,55.44,44.52
2026-03-05T19:33:00Z,52.90,46.17
2026-03-05T19:34:00Z,51.61,48.08
2026-03-05T19:35:00Z,50.53,53.23
2026-03-05T19:36:00Z,40.59,57.79
2026-03-05T19:37:00Z,37.00,61.21
2026-03-05T19:38:00Z,34.16,67.10
2026-03-05T19:39:00Z,36.16,63.86
2026-03-05T19:40:00Z,37.12,63.57
2026-03-05T19:41:00Z,37.33,60.93
2026-03-05T19:42:00Z,32.40,69.14
2026-03-05T19:43:00Z,32.60,68.34
2026-03-05T19:44:00Z,33.80,67.12
2026-03-05T19:45:00Z,33.75,67.76
2026-03-05T19:46:00Z,33.70,67.67
2026-03-05T19:47:00Z,33.89,67.45
2026-03-05T19:48:00Z,34.38,65.91
2026-03-05T19:49:00Z,33.43,67.76
2026-03-05T19:50:00Z,36.78,68.53
2026-03-05T19:51:00Z,44.45,61.19
2026-03-05T19:52:00Z,39.90,61.03
2026-03-05T19:53:00Z,30.80,68.80
2026-03-05T19:54:00Z,30.91,69.97
2026-03-05T19:55:00Z,31.91,68.12
2026-03-05T19:56:00Z,32.08,69.00
2026-03-05T19:57:00Z,31.95,69.00
2026-03-05T19:58:00Z,31.41,68.35
2026-03-05T19:59:00Z,28.89,70.37
2026-03-05T20:00:00Z,33.84,66.40
2026-03-05T20:01:00Z,35.72,63.52
2026-03-05T20:02:00Z,35.93,64.48
2026-03-05T20:03:00Z,41.20,59.69
2026-03-05T20:04:00Z,39.89,61.63
2026-03-05T20:05:00Z,33.89,68.39
2026-03-05T20:06:00Z,32.27,67.51
2026-03-05T20:07:00Z,30.16,68.81
2026-03-05T20:08:00Z,33.00,69.05
2026-03-05T20:09:00Z,35.14,65.77
2026-03-05T20:10:00Z,35.42,66.01
2026-03-05T20:11:00Z,34.20,68.09
2026-03-05T20:12:00Z,34.67,67.02
2026-03-05T20:13:00Z,31.00,68.02
2026-03-05T20:14:00Z,31.97,70.59
2026-03-05T20:15:00Z,34.72,67.06
2026-03-05T20:16:00Z,35.99,66.72
2026-03-05T20:17:00Z,35.47,67.22
2026-03-05T20:18:00Z,35.90,65.82
2026-03-05T20:19:00Z,36.69,65.18
2026-03-05T20:20:00Z,40.41,62.44
2026-03-05T20:21:00Z,33.00,68.13
2026-03-05T20:22:00Z,29.98,70.84
2026-03-05T20:23:00Z,28.11,73.01
2026-03-05T20:24:00Z,23.16,75.11
2026-03-05T20:25:00Z,25.62,73.66
2026-03-05T20:26:00Z,26.08,69.84
2026-03-05T20:27:00Z,32.54,68.00
2026-03-05T20:28:00Z,32.98,68.55
2026-03-05T20:29:00Z,32.29,69.07
2026-03-05T20:30:00Z,39.87,65.98
2026-03-05T20:31:00Z,35.94,66.12
2026-03-05T20:32:00Z,33.25,69.43
2026-03-05T20:33:00Z,38.51,61.92
2026-03-05T20:34:00Z,41.04,62.32
2026-03-05T20:35:00Z,42.95,59.77
2026-03-05T20:36:00Z,55.45,44.37
2026-03-05T20:37:00Z,55.63,44.41
2026-03-05T20:38:00Z,58.65,41.22
2026-03-05T20:39:00Z,58.99,41.18
2026-03-05T20:40:00Z,58.95,40.06
2026-03-05T20:41:00Z,59.80,42.36
2026-03-05T20:42:00Z,64.28,37.11
2026-03-05T20:43:00Z,58.04,44.43
2026-03-05T20:44:00Z,53.24,45.62
2026-03-05T20:45:00Z,53.19,47.57
2026-03-05T20:46:00Z,44.85,57.38
2026-03-05T20:47:00Z,41.43,59.05
2026-03-05T20:48:00Z,25.66,75.09
2026-03-05T20:49:00Z,20.32,79.50
2026-03-05T20:50:00Z,16.81,83.09
2026-03-05T20:51:00Z,17.78,82.04
2026-03-05T20:52:00Z,18.43,82.30
2026-03-05T20:53:00Z,16.67,82.95
2026-03-05T20:54:00Z,17.30,82.33
2026-03-05T20:55:00Z,20.75,80.64
2026-03-05T20:56:00Z,19.38,81.02
2026-03-05T20:57:00Z,20.21,81.71
2026-03-05T20:58:00Z,19.37,83.44
2026-03-05T20:59:00Z,10.94,87.86
2026-03-05T21:00:00Z,15.52,86.67
2026-03-05T21:01:00Z,23.08,78.94
2026-03-05T21:02:00Z,30.96,71.35
2026-03-05T21:03:00Z,22.26,81.14
2026-03-05T21:04:00Z,13.61,87.21
2026-03-05T21:05:00Z,13.87,86.82
2026-03-05T21:06:00Z,11.97,89.05
2026-03-05T21:07:00Z,12.31,87.89
2026-03-05T21:08:00Z,13.76,88.33
2026-03-05T21:09:00Z,13.77,87.94
2026-03-05T21:10:00Z,8.20,92.62
2026-03-05T21:11:00Z,13.37,87.16
2026-03-05T21:12:00Z,14.44,86.65
2026-03-05T21:13:00Z,10.01,90.84
2026-03-05T21:14:00Z,8.72,93.41
2026-03-05T21:15:00Z,6.58,94.51
2026-03-05T21:16:00Z,6.21,94.42
2026-03-05T21:17:00Z,6.69,92.68
2026-03-05T21:18:00Z,3.96,96.92
2026-03-05T21:19:00Z,5.70,95.52
2026-03-05T21:20:00Z,1.12,98.93
2026-03-05T21:21:00Z,1.12,99.00
2026-03-05T21:22:00Z,1.00,99.00
2026-03-05T21:23:00Z,1.00,99.00
2026-03-05T21:24:00Z,1.00,99.00
2026-03-05T21:25:00Z,1.00,99.00
2026-03-05T21:26:00Z,1.00,99.00
2026-03-05T21:27:00Z,1.00,99.00
