# event_ticker=KXATPMATCH-26MAR04SHESHI
# final_score=6-4 3-6 6-2
# score_resolution=4-6 6-3 2-6
# match_winner=Alexander Shevchenko
# fav_player=Sho Shimabukuro
# dog_player=Alexander Shevchenko
# kalshi_date=2026-03-04
timestamp,Sho Shimabukuro,Alexander Shevchenko
2026-03-05T07:19:00Z,56.00,
2026-03-05T07:22:00Z,56.00,46.00
2026-03-05T07:23:00Z,56.00,46.00
2026-03-05T07:24:00Z,57.00,46.00
2026-03-05T07:25:00Z,57.00,46.00
2026-03-05T07:30:00Z,57.00,43.00
2026-03-05T07:31:00Z,57.00,46.00
2026-03-05T07:32:00Z,57.00,46.00
2026-03-05T07:34:00Z,57.00,46.00
2026-03-05T07:44:00Z,56.00,46.00
2026-03-05T07:45:00Z,56.00,46.00
2026-03-05T07:52:00Z,56.00,46.00
2026-03-05T10:02:00Z,56.00,45.00
2026-03-05T10:21:00Z,56.00,42.36
2026-03-05T10:22:00Z,56.00,42.00
2026-03-05T10:35:00Z,59.00,42.00
2026-03-05T10:47:00Z,59.00,42.00
2026-03-05T11:02:00Z,59.00,42.00
2026-03-05T11:08:00Z,59.00,42.00
2026-03-05T11:10:00Z,59.00,42.00
2026-03-05T11:27:00Z,59.00,42.00
2026-03-05T11:36:00Z,59.00,42.00
2026-03-05T11:45:00Z,59.00,42.00
2026-03-05T11:54:00Z,59.00,42.00
2026-03-05T11:55:00Z,59.00,42.00
2026-03-05T11:56:00Z,59.00,42.00
2026-03-05T12:22:00Z,59.00,42.00
2026-03-05T12:32:00Z,59.00,42.00
2026-03-05T12:36:00Z,59.00,42.00
2026-03-05T12:42:00Z,59.00,42.00
2026-03-05T12:43:00Z,59.00,42.00
2026-03-05T12:45:00Z,59.00,42.00
2026-03-05T12:51:00Z,59.00,42.00
2026-03-05T12:52:00Z,59.00,42.00
2026-03-05T12:55:00Z,59.00,42.00
2026-03-05T12:59:00Z,59.00,42.00
2026-03-05T13:15:00Z,59.00,42.00
2026-03-05T13:17:00Z,59.00,42.00
2026-03-05T13:18:00Z,59.00,42.00
2026-03-05T13:37:00Z,59.00,42.00
2026-03-05T13:44:00Z,59.00,42.00
2026-03-05T13:52:00Z,59.00,42.00
2026-03-05T13:59:00Z,59.00,42.00
2026-03-05T14:02:00Z,59.00,42.00
2026-03-05T14:03:00Z,59.00,42.00
2026-03-05T14:15:00Z,59.00,42.00
2026-03-05T14:28:00Z,59.00,42.00
2026-03-05T14:32:00Z,59.00,42.00
2026-03-05T14:41:00Z,59.00,41.98
2026-03-05T14:44:00Z,59.00,41.98
2026-03-05T14:48:00Z,59.00,41.98
2026-03-05T14:50:00Z,59.00,41.98
2026-03-05T14:52:00Z,59.00,41.98
2026-03-05T15:00:00Z,59.00,41.98
2026-03-05T15:02:00Z,59.00,41.98
2026-03-05T15:03:00Z,59.00,42.00
2026-03-05T15:05:00Z,59.00,42.00
2026-03-05T15:09:00Z,59.00,42.00
2026-03-05T15:10:00Z,59.00,42.00
2026-03-05T15:11:00Z,59.00,42.00
2026-03-05T15:12:00Z,59.00,42.00
2026-03-05T15:14:00Z,59.00,42.00
2026-03-05T15:19:00Z,59.00,41.00
2026-03-05T15:22:00Z,59.00,41.00
2026-03-05T15:24:00Z,59.00,42.00
2026-03-05T15:25:00Z,59.00,42.96
2026-03-05T15:31:00Z,59.00,43.00
2026-03-05T15:35:00Z,59.00,42.00
2026-03-05T15:36:00Z,58.99,42.00
2026-03-05T15:40:00Z,59.00,42.00
2026-03-05T15:48:00Z,59.00,42.00
2026-03-05T15:49:00Z,59.00,42.00
2026-03-05T15:50:00Z,59.00,42.00
2026-03-05T15:51:00Z,59.00,42.00
2026-03-05T15:53:00Z,59.00,42.00
2026-03-05T15:55:00Z,59.00,42.00
2026-03-05T15:56:00Z,59.00,42.00
2026-03-05T15:57:00Z,59.00,42.00
2026-03-05T15:58:00Z,59.00,42.00
2026-03-05T15:59:00Z,59.00,42.00
2026-03-05T16:02:00Z,59.00,42.00
2026-03-05T16:06:00Z,59.00,42.00
2026-03-05T16:09:00Z,59.00,42.00
2026-03-05T16:10:00Z,59.00,42.00
2026-03-05T16:15:00Z,59.00,42.00
2026-03-05T16:16:00Z,59.00,42.00
2026-03-05T16:17:00Z,59.00,42.00
2026-03-05T16:24:00Z,59.00,43.00
2026-03-05T16:25:00Z,59.00,43.00
2026-03-05T16:27:00Z,59.00,43.00
2026-03-05T16:28:00Z,58.00,43.00
2026-03-05T16:30:00Z,59.00,43.00
2026-03-05T16:31:00Z,59.43,42.00
2026-03-05T16:33:00Z,59.43,42.00
2026-03-05T16:35:00Z,59.00,42.00
2026-03-05T16:36:00Z,59.00,42.00
2026-03-05T16:39:00Z,59.00,42.00
2026-03-05T16:41:00Z,59.00,42.00
2026-03-05T16:42:00Z,59.00,41.68
2026-03-05T16:43:00Z,59.00,42.00
2026-03-05T16:45:00Z,59.00,42.00
2026-03-05T16:54:00Z,59.00,42.00
2026-03-05T16:56:00Z,59.00,42.00
2026-03-05T16:59:00Z,59.00,42.00
2026-03-05T17:04:00Z,59.00,42.00
2026-03-05T17:07:00Z,59.00,42.00
2026-03-05T17:08:00Z,59.00,42.00
2026-03-05T17:09:00Z,59.00,42.00
2026-03-05T17:13:00Z,59.00,42.00
2026-03-05T17:14:00Z,59.00,42.00
2026-03-05T17:16:00Z,59.00,42.00
2026-03-05T17:20:00Z,59.00,42.00
2026-03-05T17:21:00Z,59.00,42.00
2026-03-05T17:24:00Z,59.00,42.00
2026-03-05T17:27:00Z,59.00,42.00
2026-03-05T17:28:00Z,59.00,42.00
2026-03-05T17:29:00Z,59.00,42.00
2026-03-05T17:31:00Z,59.00,42.00
2026-03-05T17:34:00Z,59.00,42.00
2026-03-05T17:38:00Z,59.00,42.00
2026-03-05T17:40:00Z,59.00,42.00
2026-03-05T17:42:00Z,59.00,42.00
2026-03-05T17:43:00Z,59.00,43.00
2026-03-05T17:46:00Z,59.00,43.00
2026-03-05T17:47:00Z,59.00,43.00
2026-03-05T17:48:00Z,59.00,43.00
2026-03-05T17:49:00Z,59.00,42.05
2026-03-05T17:50:00Z,59.00,42.05
2026-03-05T17:53:00Z,59.00,42.00
2026-03-05T17:54:00Z,59.00,42.00
2026-03-05T17:56:00Z,59.00,42.00
2026-03-05T17:57:00Z,59.00,42.00
2026-03-05T17:59:00Z,59.00,42.00
2026-03-05T18:02:00Z,59.00,42.00
2026-03-05T18:06:00Z,59.00,42.00
2026-03-05T18:08:00Z,59.00,43.00
2026-03-05T18:09:00Z,59.00,41.22
2026-03-05T18:10:00Z,59.00,43.00
2026-03-05T18:11:00Z,59.00,43.00
2026-03-05T18:15:00Z,59.00,43.00
2026-03-05T18:19:00Z,59.00,43.00
2026-03-05T18:21:00Z,59.00,43.00
2026-03-05T18:23:00Z,59.00,43.00
2026-03-05T18:24:00Z,59.00,43.00
2026-03-05T18:25:00Z,59.00,43.00
2026-03-05T18:26:00Z,59.00,43.00
2026-03-05T18:27:00Z,59.00,43.00
2026-03-05T18:28:00Z,59.00,43.00
2026-03-05T18:29:00Z,59.00,43.00
2026-03-05T18:30:00Z,59.00,43.00
2026-03-05T18:31:00Z,59.00,43.00
2026-03-05T18:32:00Z,59.00,43.00
2026-03-05T18:33:00Z,59.00,43.00
2026-03-05T18:34:00Z,59.00,43.00
2026-03-05T18:36:00Z,59.00,43.00
2026-03-05T18:37:00Z,59.00,43.00
2026-03-05T18:38:00Z,57.21,43.00
2026-03-05T18:39:00Z,57.21,43.00
2026-03-05T18:40:00Z,58.00,43.00
2026-03-05T18:41:00Z,58.00,43.00
