# event_ticker=KXATPMATCH-25SEP25BERTAB
# final_score=1-6 7-6(2) 7-6(4)
# score_resolution=6-1 6-7 6-7
# match_winner=Zizou Bergs
# fav_player=Alejandro Tabilo
# dog_player=Zizou Bergs
# kalshi_date=2025-09-25
timestamp,Alejandro Tabilo,Zizou Bergs
2025-09-24T21:07:00Z,44.00,
2025-09-24T22:04:00Z,44.00,56.00
2025-09-24T22:09:00Z,44.00,56.00
2025-09-25T00:02:00Z,45.00,56.00
2025-09-25T00:32:00Z,45.00,56.00
2025-09-25T00:41:00Z,45.00,56.00
2025-09-25T01:28:00Z,45.00,56.00
2025-09-25T01:35:00Z,45.00,56.00
2025-09-25T02:11:00Z,45.00,56.00
2025-09-25T02:12:00Z,45.00,56.00
2025-09-25T02:19:00Z,45.00,56.00
2025-09-25T02:20:00Z,45.00,56.01
2025-09-25T02:21:00Z,45.00,57.00
2025-09-25T02:22:00Z,45.00,57.00
2025-09-25T02:29:00Z,45.00,57.00
2025-09-25T02:33:00Z,45.00,57.00
2025-09-25T03:30:00Z,45.00,57.00
2025-09-25T03:59:00Z,45.00,57.00
2025-09-25T04:12:00Z,44.00,57.00
2025-09-25T04:20:00Z,44.00,57.00
2025-09-25T04:41:00Z,44.00,56.00
2025-09-25T04:47:00Z,44.00,56.00
2025-09-25T05:09:00Z,44.00,56.00
2025-09-25T05:25:00Z,44.00,56.00
2025-09-25T05:37:00Z,44.00,57.00
2025-09-25T05:51:00Z,45.00,57.00
2025-09-25T06:01:00Z,45.00,56.30
2025-09-25T06:03:00Z,45.00,56.30
2025-09-25T06:04:00Z,45.00,56.30
2025-09-25T06:07:00Z,45.00,56.30
2025-09-25T06:18:00Z,45.00,56.30
2025-09-25T06:19:00Z,45.00,56.30
2025-09-25T06:23:00Z,46.00,56.30
2025-09-25T06:32:00Z,46.00,56.30
2025-09-25T06:34:00Z,46.00,56.30
2025-09-25T06:49:00Z,45.00,55.00
2025-09-25T06:56:00Z,45.00,55.00
2025-09-25T09:01:00Z,49.00,55.00
2025-09-25T09:02:00Z,70.00,55.00
2025-09-25T09:03:00Z,70.00,55.00
2025-09-25T09:05:00Z,70.00,55.00
2025-09-25T09:06:00Z,69.38,55.00
2025-09-25T09:08:00Z,70.00,55.00
2025-09-25T09:09:00Z,72.22,46.45
2025-09-25T09:10:00Z,74.22,46.45
2025-09-25T09:11:00Z,76.00,19.00
2025-09-25T09:12:00Z,78.87,26.00
2025-09-25T09:13:00Z,83.17,26.00
2025-09-25T09:15:00Z,86.00,26.00
2025-09-25T09:16:00Z,83.00,18.00
2025-09-25T09:17:00Z,86.67,18.00
2025-09-25T09:18:00Z,87.00,20.00
2025-09-25T09:19:00Z,77.89,20.00
2025-09-25T09:20:00Z,84.12,23.00
2025-09-25T09:22:00Z,84.12,22.00
2025-09-25T09:23:00Z,88.55,21.00
2025-09-25T09:24:00Z,88.00,22.00
2025-09-25T09:25:00Z,87.00,22.00
2025-09-25T09:26:00Z,85.97,21.00
2025-09-25T09:27:00Z,83.00,21.00
2025-09-25T09:28:00Z,88.00,21.00
2025-09-25T09:29:00Z,78.17,21.00
2025-09-25T09:30:00Z,86.00,21.00
2025-09-25T09:31:00Z,86.00,15.00
2025-09-25T09:34:00Z,94.04,12.70
2025-09-25T09:35:00Z,91.00,14.00
2025-09-25T09:37:00Z,91.00,14.00
2025-09-25T09:38:00Z,92.00,14.00
2025-09-25T09:39:00Z,86.43,14.00
2025-09-25T09:40:00Z,84.00,14.00
2025-09-25T09:41:00Z,82.47,14.00
2025-09-25T09:42:00Z,82.47,25.08
2025-09-25T09:43:00Z,82.47,28.54
2025-09-25T09:44:00Z,82.47,12.47
2025-09-25T09:45:00Z,82.47,33.32
2025-09-25T09:46:00Z,82.47,27.01
2025-09-25T09:48:00Z,82.47,25.70
2025-09-25T09:49:00Z,89.43,25.70
2025-09-25T09:50:00Z,93.00,36.00
2025-09-25T09:51:00Z,93.00,36.00
2025-09-25T09:52:00Z,93.00,31.00
2025-09-25T09:53:00Z,90.00,28.00
2025-09-25T09:54:00Z,88.00,26.01
2025-09-25T09:55:00Z,88.00,27.00
2025-09-25T09:56:00Z,84.00,27.00
2025-09-25T09:57:00Z,84.00,27.00
2025-09-25T09:59:00Z,84.00,23.05
2025-09-25T10:01:00Z,83.00,32.00
2025-09-25T10:02:00Z,83.00,29.00
2025-09-25T10:04:00Z,77.79,28.49
2025-09-25T10:05:00Z,78.94,28.49
2025-09-25T10:06:00Z,80.57,22.00
2025-09-25T10:08:00Z,80.57,33.00
2025-09-25T10:12:00Z,67.86,42.50
2025-09-25T10:13:00Z,68.90,42.50
2025-09-25T10:14:00Z,76.00,42.50
2025-09-25T10:17:00Z,76.00,45.00
2025-09-25T10:20:00Z,89.59,45.00
2025-09-25T10:21:00Z,92.00,20.00
2025-09-25T10:22:00Z,92.00,20.00
2025-09-25T10:23:00Z,75.00,20.00
2025-09-25T10:24:00Z,75.00,44.95
2025-09-25T10:25:00Z,64.00,44.95
2025-09-25T10:26:00Z,53.27,53.00
2025-09-25T10:27:00Z,58.00,44.64
2025-09-25T10:28:00Z,58.00,44.64
2025-09-25T10:29:00Z,52.82,44.64
2025-09-25T10:30:00Z,50.99,44.64
2025-09-25T10:31:00Z,50.93,44.64
2025-09-25T10:32:00Z,51.94,44.64
2025-09-25T10:33:00Z,55.08,54.00
2025-09-25T10:34:00Z,57.20,45.00
2025-09-25T10:35:00Z,58.12,46.45
2025-09-25T10:36:00Z,50.67,48.22
2025-09-25T10:37:00Z,50.67,53.93
2025-09-25T10:38:00Z,54.07,49.38
2025-09-25T10:41:00Z,63.26,48.04
2025-09-25T10:42:00Z,65.68,48.04
2025-09-25T10:43:00Z,64.03,48.04
2025-09-25T10:44:00Z,68.20,48.00
2025-09-25T10:47:00Z,68.20,56.00
2025-09-25T10:48:00Z,65.00,48.00
2025-09-25T10:49:00Z,64.77,51.68
2025-09-25T10:50:00Z,64.24,49.00
2025-09-25T10:51:00Z,66.00,45.00
2025-09-25T10:52:00Z,76.02,35.00
2025-09-25T10:54:00Z,76.02,47.85
2025-09-25T10:55:00Z,76.02,41.00
2025-09-25T10:56:00Z,77.07,30.00
2025-09-25T10:57:00Z,72.00,44.34
2025-09-25T10:59:00Z,68.00,44.34
2025-09-25T11:00:00Z,80.76,39.68
2025-09-25T11:02:00Z,80.00,39.68
2025-09-25T11:03:00Z,80.00,39.68
2025-09-25T11:04:00Z,85.20,33.00
2025-09-25T11:05:00Z,74.00,33.00
2025-09-25T11:06:00Z,72.00,33.00
2025-09-25T11:08:00Z,65.00,47.00
2025-09-25T11:09:00Z,58.00,47.36
2025-09-25T11:10:00Z,58.00,49.94
2025-09-25T11:12:00Z,70.17,40.06
2025-09-25T11:13:00Z,80.00,40.00
2025-09-25T11:14:00Z,80.00,28.82
2025-09-25T11:15:00Z,86.00,30.00
2025-09-25T11:16:00Z,87.51,30.00
2025-09-25T11:17:00Z,71.90,33.02
2025-09-25T11:18:00Z,84.00,39.00
2025-09-25T11:19:00Z,77.36,39.00
2025-09-25T11:20:00Z,77.36,40.00
2025-09-25T11:21:00Z,77.36,47.22
2025-09-25T11:22:00Z,81.00,54.68
2025-09-25T11:23:00Z,81.00,45.84
2025-09-25T11:24:00Z,79.02,41.00
2025-09-25T11:25:00Z,79.00,39.36
2025-09-25T11:26:00Z,70.87,41.77
2025-09-25T11:27:00Z,63.00,45.97
2025-09-25T11:28:00Z,56.13,50.63
2025-09-25T11:29:00Z,64.70,50.63
2025-09-25T11:30:00Z,58.00,58.78
2025-09-25T11:31:00Z,41.10,62.83
2025-09-25T11:32:00Z,19.44,76.54
2025-09-25T11:33:00Z,8.20,86.18
2025-09-25T11:34:00Z,16.03,94.00
2025-09-25T11:35:00Z,20.27,86.89
2025-09-25T11:36:00Z,31.59,81.24
2025-09-25T11:37:00Z,44.86,50.37
2025-09-25T11:38:00Z,30.00,89.00
2025-09-25T11:39:00Z,1.71,95.88
2025-09-25T11:40:00Z,1.71,99.00
