# event_ticker=KXATPCHALLENGERMATCH-26MAY21STEMIL
# final_score=6-2 6-1
# match_winner=Hamish Stewart
# fav_player=Hamish Stewart
# dog_player=Ognjen Milic
# kalshi_date=2026-05-21
timestamp,Hamish Stewart,Ognjen Milic
2026-05-21T03:34:00Z,42.00,60.00
2026-05-21T03:35:00Z,42.00,60.00
2026-05-21T03:36:00Z,42.00,60.00
2026-05-21T03:38:00Z,42.00,61.00
2026-05-21T03:39:00Z,41.07,61.00
2026-05-21T03:40:00Z,41.07,61.00
2026-05-21T03:41:00Z,42.00,61.00
2026-05-21T03:45:00Z,40.57,61.00
2026-05-21T03:54:00Z,40.57,60.00
2026-05-21T04:02:00Z,41.00,60.00
2026-05-21T04:04:00Z,42.00,60.00
2026-05-21T04:05:00Z,42.00,60.00
2026-05-21T04:06:00Z,42.00,60.00
2026-05-21T04:07:00Z,42.00,60.00
2026-05-21T04:08:00Z,42.00,60.00
2026-05-21T04:09:00Z,42.00,60.00
2026-05-21T04:10:00Z,42.00,60.00
2026-05-21T04:14:00Z,42.00,60.00
2026-05-21T04:15:00Z,42.00,60.00
2026-05-21T04:17:00Z,42.00,60.00
2026-05-21T04:21:00Z,42.00,60.00
2026-05-21T04:24:00Z,42.00,59.00
2026-05-21T04:27:00Z,42.00,60.00
2026-05-21T04:29:00Z,42.00,60.00
2026-05-21T04:30:00Z,42.00,60.00
2026-05-21T04:31:00Z,42.00,60.00
2026-05-21T04:32:00Z,42.00,60.00
2026-05-21T04:33:00Z,42.00,60.00
2026-05-21T04:34:00Z,42.00,60.00
2026-05-21T04:35:00Z,42.00,60.00
2026-05-21T04:36:00Z,42.00,60.00
2026-05-21T04:37:00Z,42.00,60.00
2026-05-21T04:38:00Z,42.00,60.00
2026-05-21T04:40:00Z,42.00,60.00
2026-05-21T04:41:00Z,42.00,60.00
2026-05-21T04:42:00Z,42.00,60.00
2026-05-21T04:44:00Z,42.00,60.00
2026-05-21T04:45:00Z,42.00,60.00
2026-05-21T04:49:00Z,42.00,59.80
2026-05-21T04:50:00Z,42.00,59.80
2026-05-21T04:51:00Z,42.00,59.00
2026-05-21T04:53:00Z,42.00,59.00
2026-05-21T04:56:00Z,42.00,59.00
2026-05-21T04:57:00Z,42.00,59.00
2026-05-21T04:59:00Z,42.00,59.00
2026-05-21T05:00:00Z,42.00,59.00
2026-05-21T05:03:00Z,42.00,59.00
2026-05-21T05:04:00Z,42.76,58.00
2026-05-21T05:05:00Z,43.00,58.00
2026-05-21T05:06:00Z,43.00,58.00
2026-05-21T05:07:00Z,43.00,58.00
2026-05-21T05:08:00Z,43.00,59.00
2026-05-21T05:09:00Z,43.00,59.00
2026-05-21T05:13:00Z,43.00,59.00
2026-05-21T05:15:00Z,43.00,59.00
2026-05-21T05:17:00Z,43.00,59.00
2026-05-21T05:19:00Z,43.00,58.00
2026-05-21T05:20:00Z,43.00,58.00
2026-05-21T05:23:00Z,43.00,58.00
2026-05-21T05:24:00Z,43.00,58.00
2026-05-21T05:25:00Z,43.00,59.00
2026-05-21T05:26:00Z,43.00,59.00
2026-05-21T05:29:00Z,42.00,59.00
2026-05-21T05:31:00Z,42.00,59.00
2026-05-21T05:34:00Z,42.00,59.00
2026-05-21T05:36:00Z,42.00,59.00
2026-05-21T05:38:00Z,42.00,59.00
2026-05-21T05:39:00Z,42.00,59.00
2026-05-21T05:40:00Z,42.00,59.00
2026-05-21T05:41:00Z,42.00,59.00
2026-05-21T05:42:00Z,42.33,59.00
2026-05-21T05:44:00Z,42.33,59.00
2026-05-21T05:46:00Z,42.98,59.00
2026-05-21T05:47:00Z,42.98,59.00
2026-05-21T05:48:00Z,42.98,59.00
2026-05-21T05:49:00Z,43.00,59.00
2026-05-21T05:50:00Z,42.00,59.00
2026-05-21T05:51:00Z,42.99,59.00
2026-05-21T05:53:00Z,43.00,59.00
2026-05-21T05:54:00Z,43.00,59.00
2026-05-21T05:55:00Z,43.00,59.00
2026-05-21T05:58:00Z,43.00,59.00
2026-05-21T06:00:00Z,42.91,59.00
2026-05-21T06:01:00Z,43.00,59.00
2026-05-21T06:02:00Z,43.00,59.00
2026-05-21T06:03:00Z,43.00,59.00
2026-05-21T06:05:00Z,43.00,59.00
2026-05-21T06:06:00Z,42.00,59.00
2026-05-21T06:08:00Z,42.00,59.00
2026-05-21T06:09:00Z,42.86,59.00
2026-05-21T06:10:00Z,43.00,59.00
2026-05-21T06:11:00Z,42.00,59.00
2026-05-21T06:12:00Z,43.00,59.00
2026-05-21T06:13:00Z,43.00,59.00
2026-05-21T06:14:00Z,43.00,59.00
2026-05-21T06:15:00Z,43.52,59.00
2026-05-21T06:18:00Z,43.00,59.00
2026-05-21T06:19:00Z,43.00,59.00
2026-05-21T06:21:00Z,43.00,59.00
2026-05-21T06:22:00Z,43.00,59.00
2026-05-21T06:23:00Z,43.99,59.00
2026-05-21T06:24:00Z,44.00,59.00
2026-05-21T06:25:00Z,42.00,59.00
2026-05-21T06:26:00Z,43.10,59.00
2026-05-21T06:27:00Z,43.00,58.74
2026-05-21T06:28:00Z,43.00,58.34
2026-05-21T06:29:00Z,42.73,58.34
2026-05-21T06:30:00Z,43.00,59.64
2026-05-21T06:31:00Z,42.00,61.00
2026-05-21T06:32:00Z,41.98,60.00
2026-05-21T06:33:00Z,41.49,60.00
2026-05-21T06:34:00Z,41.92,61.12
2026-05-21T06:35:00Z,42.00,60.00
2026-05-21T06:36:00Z,42.00,60.00
2026-05-21T06:37:00Z,42.80,59.95
2026-05-21T06:39:00Z,43.00,58.53
2026-05-21T06:40:00Z,43.26,59.00
2026-05-21T06:41:00Z,44.42,56.38
2026-05-21T06:42:00Z,48.87,55.06
2026-05-21T06:43:00Z,51.10,49.92
2026-05-21T06:44:00Z,47.85,54.58
2026-05-21T06:45:00Z,50.50,49.00
2026-05-21T06:46:00Z,48.96,54.42
2026-05-21T06:47:00Z,56.09,49.44
2026-05-21T06:48:00Z,59.00,42.23
2026-05-21T06:49:00Z,60.81,42.03
2026-05-21T06:50:00Z,65.16,36.95
2026-05-21T06:51:00Z,66.62,35.51
2026-05-21T06:52:00Z,65.07,33.75
2026-05-21T06:53:00Z,63.55,35.67
2026-05-21T06:54:00Z,68.04,32.13
2026-05-21T06:55:00Z,67.14,33.47
2026-05-21T06:56:00Z,65.51,36.33
2026-05-21T06:57:00Z,63.72,38.11
2026-05-21T06:58:00Z,62.51,38.90
2026-05-21T06:59:00Z,65.91,41.07
2026-05-21T07:00:00Z,62.00,42.46
2026-05-21T07:01:00Z,60.11,43.56
2026-05-21T07:02:00Z,63.70,37.95
2026-05-21T07:03:00Z,67.00,33.00
2026-05-21T07:04:00Z,70.01,28.40
2026-05-21T07:05:00Z,76.92,23.31
2026-05-21T07:06:00Z,78.04,23.00
2026-05-21T07:07:00Z,79.41,21.80
2026-05-21T07:34:00Z,79.41,20.00
2026-05-21T07:35:00Z,93.99,16.62
2026-05-21T07:36:00Z,97.75,2.26
2026-05-21T07:37:00Z,99.00,1.31
2026-05-21T07:38:00Z,99.00,1.31
2026-05-21T07:39:00Z,99.00,1.00
2026-05-21T07:40:00Z,99.00,1.00
2026-05-21T07:41:00Z,99.00,1.00
2026-05-21T07:42:00Z,99.00,1.00
