# event_ticker=KXATPCHALLENGERMATCH-26MAR24SHICUI
# final_score=2-6 6-0 6-4
# score_resolution=6-2 0-6 4-6
# match_winner=Yuta Shimizu
# fav_player=Jie Cui
# dog_player=Yuta Shimizu
# kalshi_date=2026-03-24
timestamp,Jie Cui,Yuta Shimizu
2026-03-23T19:32:00Z,,45.00
2026-03-24T01:27:00Z,,44.00
2026-03-24T02:45:00Z,,44.00
2026-03-24T03:30:00Z,58.00,44.00
2026-03-24T03:47:00Z,58.00,44.00
2026-03-24T04:05:00Z,58.00,44.00
2026-03-24T04:22:00Z,58.00,44.00
2026-03-24T04:28:00Z,57.31,44.66
2026-03-24T04:31:00Z,57.00,45.00
2026-03-24T04:34:00Z,58.00,45.00
2026-03-24T04:37:00Z,58.00,44.00
2026-03-24T04:38:00Z,57.02,44.00
2026-03-24T04:42:00Z,58.00,44.00
2026-03-24T04:43:00Z,58.00,44.00
2026-03-24T04:45:00Z,58.00,44.00
2026-03-24T04:49:00Z,58.00,44.00
2026-03-24T04:53:00Z,58.00,44.00
2026-03-24T05:01:00Z,58.00,44.00
2026-03-24T05:03:00Z,58.00,44.00
2026-03-24T05:04:00Z,58.00,44.00
2026-03-24T05:05:00Z,58.00,44.00
2026-03-24T05:07:00Z,58.00,44.00
2026-03-24T05:08:00Z,57.00,44.50
2026-03-24T05:09:00Z,58.00,44.50
2026-03-24T05:10:00Z,58.00,44.50
2026-03-24T05:11:00Z,57.00,44.50
2026-03-24T05:12:00Z,58.00,44.00
2026-03-24T05:13:00Z,57.00,45.00
2026-03-24T05:16:00Z,57.01,45.00
2026-03-24T05:17:00Z,57.00,45.00
2026-03-24T05:18:00Z,58.00,45.00
2026-03-24T05:20:00Z,58.00,43.38
2026-03-24T05:21:00Z,58.00,44.00
2026-03-24T05:22:00Z,58.00,44.00
2026-03-24T05:23:00Z,58.00,44.00
2026-03-24T05:24:00Z,58.00,43.00
2026-03-24T05:25:00Z,58.00,43.00
2026-03-24T05:29:00Z,58.00,43.00
2026-03-24T05:31:00Z,58.00,43.00
2026-03-24T05:34:00Z,58.00,43.00
2026-03-24T05:36:00Z,58.00,44.00
2026-03-24T05:37:00Z,58.00,44.00
2026-03-24T05:38:00Z,58.00,44.00
2026-03-24T05:39:00Z,58.00,44.00
2026-03-24T05:41:00Z,57.34,44.00
2026-03-24T05:42:00Z,58.00,44.00
2026-03-24T05:43:00Z,58.00,44.00
2026-03-24T05:44:00Z,58.00,44.60
2026-03-24T05:49:00Z,58.00,45.00
2026-03-24T05:50:00Z,58.00,45.00
2026-03-24T05:51:00Z,58.00,45.00
2026-03-24T05:52:00Z,58.00,45.00
2026-03-24T05:53:00Z,58.00,45.00
2026-03-24T05:54:00Z,58.00,45.00
2026-03-24T05:55:00Z,58.00,45.00
2026-03-24T05:57:00Z,58.00,43.00
2026-03-24T05:58:00Z,58.00,43.24
2026-03-24T05:59:00Z,58.00,43.24
2026-03-24T06:00:00Z,58.00,43.00
2026-03-24T06:01:00Z,58.00,43.00
2026-03-24T06:02:00Z,58.00,43.00
2026-03-24T06:03:00Z,58.10,43.00
2026-03-24T06:04:00Z,59.00,44.00
2026-03-24T06:06:00Z,59.00,43.00
2026-03-24T06:07:00Z,59.00,43.00
2026-03-24T06:08:00Z,59.00,43.00
2026-03-24T06:09:00Z,59.00,43.04
2026-03-24T06:10:00Z,59.00,44.00
2026-03-24T06:11:00Z,59.00,44.00
2026-03-24T06:12:00Z,59.00,44.00
2026-03-24T06:13:00Z,59.00,44.00
2026-03-24T06:14:00Z,59.00,44.00
2026-03-24T06:15:00Z,59.00,44.00
2026-03-24T06:16:00Z,59.00,44.00
2026-03-24T06:17:00Z,60.00,41.29
2026-03-24T06:18:00Z,60.00,42.89
2026-03-24T06:19:00Z,60.00,43.00
2026-03-24T06:20:00Z,60.00,43.00
2026-03-24T06:21:00Z,60.03,43.00
2026-03-24T06:22:00Z,61.00,42.16
2026-03-24T06:23:00Z,60.14,42.00
2026-03-24T06:24:00Z,61.00,41.79
2026-03-24T06:25:00Z,61.00,41.00
2026-03-24T06:26:00Z,59.10,43.23
2026-03-24T06:27:00Z,58.58,43.27
2026-03-24T06:28:00Z,60.08,41.76
2026-03-24T06:29:00Z,61.23,39.76
2026-03-24T06:30:00Z,63.81,38.34
2026-03-24T06:31:00Z,58.29,42.62
2026-03-24T06:32:00Z,58.34,44.70
2026-03-24T06:33:00Z,61.00,38.03
2026-03-24T06:34:00Z,61.21,40.00
2026-03-24T06:35:00Z,61.10,40.00
2026-03-24T06:36:00Z,62.31,40.00
2026-03-24T06:37:00Z,64.87,39.09
2026-03-24T06:38:00Z,67.94,34.80
2026-03-24T06:39:00Z,70.46,30.89
2026-03-24T06:40:00Z,73.39,27.06
2026-03-24T06:41:00Z,75.93,26.00
2026-03-24T06:42:00Z,74.00,26.08
2026-03-24T06:43:00Z,77.72,24.09
2026-03-24T06:44:00Z,76.03,22.81
2026-03-24T06:45:00Z,78.00,23.00
2026-03-24T06:46:00Z,77.68,24.77
2026-03-24T06:47:00Z,76.19,24.69
2026-03-24T06:48:00Z,74.11,26.92
2026-03-24T06:49:00Z,68.37,30.94
2026-03-24T06:50:00Z,61.85,39.25
2026-03-24T06:51:00Z,65.34,37.21
2026-03-24T06:52:00Z,69.14,30.76
2026-03-24T06:53:00Z,71.96,27.51
2026-03-24T06:54:00Z,77.77,24.23
2026-03-24T06:55:00Z,76.63,24.75
2026-03-24T06:56:00Z,79.59,22.95
2026-03-24T06:57:00Z,78.28,23.49
2026-03-24T06:58:00Z,82.96,18.71
2026-03-24T06:59:00Z,83.00,17.77
2026-03-24T07:00:00Z,83.37,16.57
2026-03-24T07:01:00Z,85.04,17.44
2026-03-24T07:02:00Z,82.96,18.12
2026-03-24T07:03:00Z,82.00,18.78
2026-03-24T07:04:00Z,76.89,24.26
2026-03-24T07:05:00Z,71.11,27.88
2026-03-24T07:06:00Z,74.44,26.35
2026-03-24T07:07:00Z,69.09,31.48
2026-03-24T07:08:00Z,66.05,34.27
2026-03-24T07:09:00Z,69.88,30.13
2026-03-24T07:10:00Z,68.22,32.49
2026-03-24T07:11:00Z,67.48,33.35
2026-03-24T07:12:00Z,64.81,35.64
2026-03-24T07:13:00Z,61.45,38.96
2026-03-24T07:14:00Z,52.92,46.73
2026-03-24T07:15:00Z,53.94,45.83
2026-03-24T07:16:00Z,49.28,50.47
2026-03-24T07:17:00Z,47.69,53.08
2026-03-24T07:18:00Z,46.09,55.08
2026-03-24T07:19:00Z,42.83,57.91
2026-03-24T07:20:00Z,40.02,58.92
2026-03-24T07:21:00Z,40.71,59.73
2026-03-24T07:22:00Z,38.78,61.15
2026-03-24T07:23:00Z,40.13,61.19
2026-03-24T07:24:00Z,41.00,60.24
2026-03-24T07:25:00Z,40.69,60.70
2026-03-24T07:26:00Z,39.88,60.02
2026-03-24T07:27:00Z,40.48,65.70
2026-03-24T07:28:00Z,33.70,65.24
2026-03-24T07:29:00Z,42.55,62.37
2026-03-24T07:30:00Z,47.08,54.18
2026-03-24T07:31:00Z,47.07,54.84
2026-03-24T07:32:00Z,48.57,53.27
2026-03-24T07:33:00Z,41.95,59.64
2026-03-24T07:34:00Z,40.44,61.97
2026-03-24T07:35:00Z,36.41,66.27
2026-03-24T07:36:00Z,28.87,71.89
2026-03-24T07:37:00Z,38.45,63.08
2026-03-24T07:38:00Z,31.83,66.89
2026-03-24T07:39:00Z,30.43,68.95
2026-03-24T07:40:00Z,35.28,67.72
2026-03-24T07:41:00Z,34.56,66.41
2026-03-24T07:42:00Z,39.24,60.90
2026-03-24T07:43:00Z,36.75,68.88
2026-03-24T07:44:00Z,37.55,60.39
2026-03-24T07:45:00Z,39.95,59.91
2026-03-24T07:46:00Z,46.78,55.01
2026-03-24T07:47:00Z,44.63,58.36
2026-03-24T07:48:00Z,38.72,63.26
2026-03-24T07:49:00Z,38.87,62.61
2026-03-24T07:50:00Z,36.33,63.95
2026-03-24T07:51:00Z,43.97,60.20
2026-03-24T07:52:00Z,44.80,58.44
2026-03-24T07:53:00Z,45.68,56.99
2026-03-24T07:54:00Z,50.13,52.07
2026-03-24T07:55:00Z,50.39,51.09
2026-03-24T07:56:00Z,49.36,53.60
2026-03-24T07:57:00Z,45.17,57.28
2026-03-24T07:58:00Z,41.30,60.79
2026-03-24T07:59:00Z,30.66,69.85
2026-03-24T08:00:00Z,30.45,71.01
2026-03-24T08:01:00Z,23.08,78.17
2026-03-24T08:02:00Z,22.92,75.28
2026-03-24T08:03:00Z,21.88,86.04
2026-03-24T08:04:00Z,12.63,89.25
2026-03-24T08:05:00Z,11.86,89.07
2026-03-24T08:06:00Z,17.61,87.52
2026-03-24T08:07:00Z,17.08,86.49
2026-03-24T08:08:00Z,12.54,88.24
2026-03-24T08:09:00Z,13.41,86.78
2026-03-24T08:10:00Z,15.68,86.88
2026-03-24T08:11:00Z,7.57,91.50
2026-03-24T08:12:00Z,8.26,90.11
2026-03-24T08:13:00Z,12.92,88.71
2026-03-24T08:14:00Z,12.40,88.67
2026-03-24T08:15:00Z,7.26,94.90
2026-03-24T08:16:00Z,2.20,98.41
2026-03-24T08:17:00Z,1.00,99.00
2026-03-24T08:18:00Z,1.00,99.00
