# event_ticker=KXATPMATCH-25AUG21KORKEC
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Sebastian Korda
# fav_player=Miomir Kecmanovic
# dog_player=Sebastian Korda
# kalshi_date=2025-08-21
timestamp,Miomir Kecmanovic,Sebastian Korda
2025-08-21T10:16:00Z,45.00,
2025-08-21T10:43:00Z,45.00,57.00
2025-08-21T10:44:00Z,45.00,57.31
2025-08-21T10:54:00Z,45.00,58.00
2025-08-21T11:24:00Z,44.00,58.00
2025-08-21T11:27:00Z,44.00,58.53
2025-08-21T11:36:00Z,44.00,57.00
2025-08-21T11:48:00Z,44.00,57.00
2025-08-21T11:49:00Z,44.00,57.43
2025-08-21T11:50:00Z,44.00,58.00
2025-08-21T12:10:00Z,44.00,58.00
2025-08-21T12:12:00Z,45.00,58.00
2025-08-21T12:16:00Z,45.00,58.00
2025-08-21T12:22:00Z,46.00,58.00
2025-08-21T12:33:00Z,46.00,58.03
2025-08-21T12:43:00Z,45.00,58.03
2025-08-21T12:53:00Z,45.00,58.03
2025-08-21T12:54:00Z,45.00,55.00
2025-08-21T13:00:00Z,45.00,55.00
2025-08-21T13:09:00Z,45.00,55.00
2025-08-21T13:10:00Z,45.00,55.00
2025-08-21T13:15:00Z,46.00,55.00
2025-08-21T13:27:00Z,46.00,55.00
2025-08-21T13:32:00Z,46.00,54.00
2025-08-21T13:37:00Z,47.00,54.00
2025-08-21T13:38:00Z,47.00,54.00
2025-08-21T13:39:00Z,48.00,54.00
2025-08-21T13:53:00Z,47.00,54.00
2025-08-21T14:00:00Z,48.00,54.00
2025-08-21T14:07:00Z,48.00,53.00
2025-08-21T14:13:00Z,49.00,53.00
2025-08-21T14:14:00Z,49.00,52.00
2025-08-21T14:16:00Z,49.00,52.00
2025-08-21T14:26:00Z,49.00,52.00
2025-08-21T14:32:00Z,49.00,52.00
2025-08-21T14:33:00Z,49.00,52.00
2025-08-21T14:34:00Z,49.00,52.00
2025-08-21T14:39:00Z,49.00,52.00
2025-08-21T14:43:00Z,49.00,52.00
2025-08-21T14:45:00Z,49.00,52.00
2025-08-21T14:50:00Z,49.00,53.00
2025-08-21T14:51:00Z,49.00,53.00
2025-08-21T14:58:00Z,49.00,53.00
2025-08-21T15:13:00Z,49.00,53.98
2025-08-21T15:17:00Z,48.00,54.00
2025-08-21T15:31:00Z,48.00,53.00
2025-08-21T15:37:00Z,48.00,53.00
