# event_ticker=KXATPMATCH-26JUN12BELFRI
# final_score=5-7 7-5 7-5
# match_winner=Taylor Fritz
# fav_player=Taylor Fritz
# dog_player=Mattia Bellucci
# kalshi_date=2026-06-12
timestamp,Mattia Bellucci,Taylor Fritz
2026-06-12T03:30:00Z,,76.00
2026-06-12T03:35:00Z,,76.00
2026-06-12T03:38:00Z,,76.00
2026-06-12T03:39:00Z,,76.00
2026-06-12T03:43:00Z,,76.00
2026-06-12T03:44:00Z,26.00,76.00
2026-06-12T03:48:00Z,26.00,76.00
2026-06-12T03:50:00Z,26.00,76.00
2026-06-12T03:51:00Z,26.00,76.00
2026-06-12T03:52:00Z,26.00,76.00
2026-06-12T03:58:00Z,26.00,76.00
2026-06-12T04:00:00Z,26.00,76.00
2026-06-12T04:02:00Z,26.00,76.00
2026-06-12T04:03:00Z,26.00,76.00
2026-06-12T04:04:00Z,26.00,76.00
2026-06-12T04:06:00Z,26.00,76.00
2026-06-12T04:07:00Z,26.00,76.00
2026-06-12T04:09:00Z,26.00,76.00
2026-06-12T04:11:00Z,26.00,76.00
2026-06-12T04:12:00Z,26.00,76.00
2026-06-12T04:14:00Z,26.00,76.00
2026-06-12T04:16:00Z,26.00,76.00
2026-06-12T04:17:00Z,26.00,76.00
2026-06-12T04:18:00Z,26.00,76.00
2026-06-12T04:20:00Z,26.00,76.00
2026-06-12T04:21:00Z,26.00,76.00
2026-06-12T04:23:00Z,26.00,76.00
2026-06-12T04:24:00Z,26.00,76.00
2026-06-12T04:25:00Z,26.00,76.00
2026-06-12T04:26:00Z,25.10,75.63
2026-06-12T04:27:00Z,26.00,76.00
2026-06-12T04:28:00Z,26.00,76.00
2026-06-12T04:29:00Z,26.00,76.00
2026-06-12T04:30:00Z,26.00,76.00
2026-06-12T04:31:00Z,26.00,76.00
2026-06-12T04:32:00Z,26.00,76.00
2026-06-12T04:35:00Z,26.00,76.00
2026-06-12T04:36:00Z,26.00,76.00
2026-06-12T04:37:00Z,26.00,76.00
2026-06-12T04:38:00Z,26.00,75.01
2026-06-12T04:39:00Z,26.00,76.00
2026-06-12T04:41:00Z,26.00,76.00
2026-06-12T04:44:00Z,26.00,76.00
2026-06-12T04:47:00Z,26.00,76.00
2026-06-12T04:48:00Z,25.05,76.00
2026-06-12T04:49:00Z,25.00,76.00
2026-06-12T04:50:00Z,25.00,76.00
2026-06-12T04:51:00Z,25.00,76.00
2026-06-12T04:53:00Z,25.00,76.00
2026-06-12T04:55:00Z,25.00,76.00
2026-06-12T04:56:00Z,25.00,76.00
2026-06-12T04:57:00Z,25.00,76.00
2026-06-12T04:59:00Z,25.00,76.00
2026-06-12T05:00:00Z,25.00,76.00
2026-06-12T05:01:00Z,25.00,76.00
2026-06-12T05:02:00Z,25.00,76.00
2026-06-12T05:04:00Z,25.00,76.00
2026-06-12T05:06:00Z,25.00,76.00
2026-06-12T05:07:00Z,25.00,76.00
2026-06-12T05:09:00Z,25.00,76.00
2026-06-12T05:10:00Z,25.00,76.00
2026-06-12T05:14:00Z,25.00,76.00
2026-06-12T05:16:00Z,25.00,76.00
2026-06-12T05:17:00Z,25.00,76.00
