# event_ticker=KXATPMATCH-26MAR06GIRMEN
# final_score=7-5 7-6(4)
# score_resolution=7-5 7-6
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Marcos Giron
# kalshi_date=2026-03-06
timestamp,Jakub Mensik,Marcos Giron
2026-03-06T16:45:00Z,71.00,
2026-03-06T16:58:00Z,71.60,
2026-03-06T17:00:00Z,72.00,
2026-03-06T17:13:00Z,72.00,
2026-03-06T17:16:00Z,72.00,28.00
2026-03-06T17:17:00Z,72.00,28.00
2026-03-06T17:25:00Z,72.00,28.00
2026-03-06T17:41:00Z,70.00,28.00
2026-03-06T17:51:00Z,72.00,28.00
2026-03-06T17:53:00Z,72.00,29.00
2026-03-06T17:58:00Z,72.00,29.00
2026-03-06T18:06:00Z,72.00,29.00
2026-03-06T18:07:00Z,72.00,29.00
2026-03-06T18:31:00Z,72.00,29.00
2026-03-06T18:34:00Z,70.00,29.00
2026-03-06T18:39:00Z,72.00,29.00
2026-03-06T18:54:00Z,72.00,29.00
2026-03-06T18:55:00Z,72.00,29.00
2026-03-06T18:57:00Z,72.00,29.00
2026-03-06T18:59:00Z,72.00,29.00
2026-03-06T19:07:00Z,72.00,29.00
2026-03-06T19:12:00Z,72.00,29.00
2026-03-06T19:18:00Z,72.00,29.00
2026-03-06T19:22:00Z,72.00,29.00
2026-03-06T19:33:00Z,72.00,29.00
2026-03-06T19:37:00Z,72.00,29.00
2026-03-06T19:49:00Z,72.00,29.00
2026-03-06T19:52:00Z,70.00,28.00
2026-03-06T20:02:00Z,71.00,28.00
2026-03-06T20:13:00Z,71.00,29.00
2026-03-06T20:27:00Z,72.00,29.00
2026-03-06T20:47:00Z,72.00,29.00
2026-03-06T20:53:00Z,72.00,29.00
2026-03-06T21:01:00Z,72.00,29.00
2026-03-06T21:02:00Z,72.00,29.00
2026-03-06T21:11:00Z,72.00,29.00
2026-03-06T21:13:00Z,72.00,29.00
2026-03-06T21:19:00Z,72.00,29.00
2026-03-06T21:20:00Z,72.00,29.00
2026-03-06T21:24:00Z,73.00,29.00
2026-03-06T21:25:00Z,73.00,29.00
2026-03-06T21:35:00Z,73.00,29.00
2026-03-06T21:37:00Z,73.00,29.00
2026-03-06T21:40:00Z,73.00,29.00
2026-03-06T21:41:00Z,73.00,29.00
2026-03-06T21:44:00Z,73.00,29.00
2026-03-06T22:05:00Z,73.00,29.00
2026-03-06T22:08:00Z,73.00,29.00
2026-03-06T22:13:00Z,73.00,29.00
2026-03-06T22:21:00Z,73.00,29.00
2026-03-06T22:23:00Z,73.00,29.00
2026-03-06T22:38:00Z,73.00,29.00
2026-03-06T22:48:00Z,73.00,29.00
2026-03-06T22:49:00Z,73.00,29.00
2026-03-06T22:51:00Z,73.00,29.00
2026-03-06T22:54:00Z,73.00,29.00
2026-03-06T22:56:00Z,73.00,29.00
2026-03-06T23:01:00Z,71.01,29.00
2026-03-06T23:02:00Z,71.01,29.00
2026-03-06T23:03:00Z,72.00,29.00
2026-03-06T23:04:00Z,72.00,29.00
2026-03-06T23:08:00Z,72.00,29.00
2026-03-06T23:13:00Z,72.00,29.04
2026-03-06T23:14:00Z,72.00,29.00
