# event_ticker=KXATPCHALLENGERMATCH-26APR21BAXSIN
# final_score=6-3 7-6(2)
# score_resolution=6-3 7-6
# match_winner=Florent Bax
# fav_player=Florent Bax
# dog_player=Karan (IND) Singh
# kalshi_date=2026-04-21
timestamp,Florent Bax,Karan (IND) Singh
2026-04-21T21:35:00Z,69.00,33.00
2026-04-21T21:37:00Z,67.78,33.00
2026-04-21T21:38:00Z,69.00,33.00
2026-04-21T21:40:00Z,69.00,33.00
2026-04-21T21:41:00Z,69.00,33.00
2026-04-21T21:43:00Z,69.00,33.00
2026-04-21T21:46:00Z,69.00,33.00
2026-04-21T21:47:00Z,69.00,33.00
2026-04-21T21:49:00Z,69.00,33.00
2026-04-21T21:53:00Z,70.00,33.00
2026-04-21T21:56:00Z,70.00,33.00
2026-04-21T22:01:00Z,69.00,33.00
2026-04-21T22:03:00Z,69.00,33.00
2026-04-21T22:05:00Z,70.00,33.00
2026-04-21T22:06:00Z,70.00,33.00
2026-04-21T22:10:00Z,70.00,31.00
2026-04-21T22:12:00Z,70.00,31.00
2026-04-21T22:13:00Z,70.00,31.00
2026-04-21T22:15:00Z,70.00,31.00
2026-04-21T22:16:00Z,70.00,33.03
2026-04-21T22:18:00Z,69.00,33.03
2026-04-21T22:19:00Z,70.00,34.00
2026-04-21T22:21:00Z,70.00,34.00
2026-04-21T22:22:00Z,70.00,34.00
2026-04-21T22:23:00Z,69.84,34.00
2026-04-21T22:27:00Z,69.00,32.00
2026-04-21T22:28:00Z,69.80,32.00
2026-04-21T22:29:00Z,70.00,32.00
2026-04-21T22:30:00Z,70.00,32.97
2026-04-21T22:32:00Z,70.00,32.97
2026-04-21T22:34:00Z,70.00,32.97
2026-04-21T22:37:00Z,70.00,32.97
2026-04-21T22:38:00Z,70.00,32.97
2026-04-21T22:39:00Z,70.00,32.97
2026-04-21T22:40:00Z,70.00,32.97
2026-04-21T22:42:00Z,70.00,32.97
2026-04-21T22:43:00Z,70.54,32.97
2026-04-21T22:44:00Z,71.00,32.97
2026-04-21T22:45:00Z,71.00,32.97
2026-04-21T22:47:00Z,71.00,32.97
2026-04-21T22:48:00Z,71.00,32.00
2026-04-21T22:50:00Z,71.00,32.00
2026-04-21T22:51:00Z,70.00,32.00
2026-04-21T22:52:00Z,70.99,32.00
2026-04-21T22:55:00Z,70.00,32.00
2026-04-21T22:56:00Z,70.00,32.98
2026-04-21T22:58:00Z,70.00,32.98
2026-04-21T22:59:00Z,70.90,32.00
2026-04-21T23:00:00Z,70.00,32.85
2026-04-21T23:01:00Z,70.00,32.85
2026-04-21T23:02:00Z,70.72,32.83
2026-04-21T23:03:00Z,70.55,32.00
2026-04-21T23:04:00Z,71.89,31.56
2026-04-21T23:05:00Z,72.74,28.27
2026-04-21T23:06:00Z,73.08,27.00
2026-04-21T23:07:00Z,75.92,25.89
2026-04-21T23:08:00Z,76.01,25.89
2026-04-21T23:09:00Z,80.22,19.58
2026-04-21T23:10:00Z,83.96,16.99
2026-04-21T23:11:00Z,85.97,14.76
2026-04-21T23:12:00Z,86.02,15.61
2026-04-21T23:13:00Z,84.07,19.84
2026-04-21T23:14:00Z,77.39,22.91
2026-04-21T23:15:00Z,76.00,23.96
2026-04-21T23:16:00Z,76.10,24.19
2026-04-21T23:17:00Z,75.56,25.38
2026-04-21T23:18:00Z,76.19,25.52
2026-04-21T23:19:00Z,75.03,25.43
2026-04-21T23:20:00Z,80.88,20.74
2026-04-21T23:21:00Z,79.20,21.95
2026-04-21T23:22:00Z,80.45,21.46
2026-04-21T23:23:00Z,79.99,20.75
2026-04-21T23:24:00Z,82.85,15.24
2026-04-21T23:25:00Z,87.80,13.12
2026-04-21T23:26:00Z,87.93,13.20
2026-04-21T23:27:00Z,88.33,13.00
2026-04-21T23:28:00Z,88.96,12.00
2026-04-21T23:29:00Z,88.13,12.37
2026-04-21T23:30:00Z,88.98,12.00
2026-04-21T23:31:00Z,89.31,11.46
2026-04-21T23:32:00Z,90.00,11.46
2026-04-21T23:33:00Z,90.00,11.00
2026-04-21T23:34:00Z,89.83,10.85
2026-04-21T23:35:00Z,88.10,12.59
2026-04-21T23:36:00Z,89.41,12.69
2026-04-21T23:37:00Z,86.84,13.64
2026-04-21T23:38:00Z,86.83,14.68
2026-04-21T23:39:00Z,88.36,11.91
2026-04-21T23:40:00Z,89.00,11.06
2026-04-21T23:41:00Z,88.88,11.17
2026-04-21T23:42:00Z,88.22,11.00
2026-04-21T23:43:00Z,88.00,12.00
2026-04-21T23:44:00Z,89.17,12.05
2026-04-21T23:45:00Z,88.00,12.66
2026-04-21T23:46:00Z,87.25,12.71
2026-04-21T23:47:00Z,87.90,12.41
2026-04-21T23:48:00Z,87.90,11.74
2026-04-21T23:49:00Z,89.00,12.65
2026-04-21T23:50:00Z,88.08,11.85
2026-04-21T23:51:00Z,88.16,12.15
2026-04-21T23:52:00Z,88.29,11.63
2026-04-21T23:53:00Z,87.86,13.00
2026-04-21T23:54:00Z,89.03,10.51
2026-04-21T23:55:00Z,89.00,10.98
2026-04-21T23:56:00Z,87.78,12.92
2026-04-21T23:57:00Z,85.52,14.99
2026-04-21T23:58:00Z,83.36,18.25
2026-04-21T23:59:00Z,80.06,23.73
2026-04-22T00:00:00Z,80.15,22.55
2026-04-22T00:01:00Z,83.53,16.54
2026-04-22T00:02:00Z,86.98,13.17
2026-04-22T00:03:00Z,85.78,16.47
2026-04-22T00:04:00Z,84.00,16.91
2026-04-22T00:05:00Z,84.00,16.98
2026-04-22T00:06:00Z,84.35,16.67
2026-04-22T00:07:00Z,85.65,15.91
2026-04-22T00:08:00Z,82.64,17.65
2026-04-22T00:09:00Z,85.93,17.46
2026-04-22T00:10:00Z,84.50,16.27
2026-04-22T00:11:00Z,82.20,18.71
2026-04-22T00:12:00Z,81.97,18.97
2026-04-22T00:13:00Z,80.62,20.00
2026-04-22T00:14:00Z,80.88,20.09
2026-04-22T00:15:00Z,83.16,16.32
2026-04-22T00:16:00Z,83.38,16.25
2026-04-22T00:17:00Z,83.48,17.33
2026-04-22T00:18:00Z,82.73,19.26
2026-04-22T00:19:00Z,80.99,20.13
2026-04-22T00:20:00Z,81.00,20.00
2026-04-22T00:21:00Z,81.72,19.51
2026-04-22T00:22:00Z,80.16,21.77
2026-04-22T00:23:00Z,82.04,18.08
2026-04-22T00:24:00Z,80.99,22.15
2026-04-22T00:25:00Z,72.68,27.92
2026-04-22T00:26:00Z,62.77,39.23
2026-04-22T00:27:00Z,58.72,41.22
2026-04-22T00:28:00Z,65.43,36.30
2026-04-22T00:29:00Z,60.60,39.85
2026-04-22T00:30:00Z,62.36,37.45
2026-04-22T00:31:00Z,61.28,37.89
2026-04-22T00:32:00Z,62.62,36.84
2026-04-22T00:33:00Z,63.01,37.98
2026-04-22T00:34:00Z,71.88,28.04
2026-04-22T00:35:00Z,79.79,20.96
2026-04-22T00:36:00Z,79.63,20.71
2026-04-22T00:37:00Z,76.28,23.09
2026-04-22T00:38:00Z,67.56,32.08
2026-04-22T00:39:00Z,73.14,28.50
2026-04-22T00:40:00Z,80.34,19.16
2026-04-22T00:41:00Z,81.43,18.97
2026-04-22T00:42:00Z,81.81,17.35
2026-04-22T00:43:00Z,79.27,20.92
2026-04-22T00:44:00Z,78.65,21.34
2026-04-22T00:45:00Z,78.02,21.98
2026-04-22T00:46:00Z,81.94,20.05
2026-04-22T00:47:00Z,82.69,18.13
2026-04-22T00:48:00Z,80.90,18.29
2026-04-22T00:49:00Z,81.07,21.29
2026-04-22T00:50:00Z,83.14,16.31
2026-04-22T00:51:00Z,83.46,15.68
2026-04-22T00:52:00Z,90.03,9.99
2026-04-22T00:53:00Z,93.79,7.09
2026-04-22T00:54:00Z,95.50,5.98
2026-04-22T00:55:00Z,98.77,1.67
2026-04-22T00:56:00Z,99.00,1.67
2026-04-22T00:57:00Z,99.00,1.00
2026-04-22T00:58:00Z,99.00,1.00
2026-04-22T00:59:00Z,99.00,1.00
2026-04-22T01:00:00Z,99.00,1.00
2026-04-22T01:02:00Z,99.00,1.00
2026-04-22T01:03:00Z,99.00,1.00
2026-04-22T01:04:00Z,99.00,1.00
