# event_ticker=KXATPCHALLENGERMATCH-26JUN05DONDUR
# final_score=4-6 7-6(6) 6-2
# score_resolution=4-6 7-6 6-2
# match_winner=Alexander Donski
# fav_player=Alexander Donski
# dog_player=Tuncay Duran
# kalshi_date=2026-06-05
timestamp,Alexander Donski,Tuncay Duran
2026-06-04T21:00:00Z,,44.00
2026-06-04T21:50:00Z,56.00,44.00
2026-06-04T21:54:00Z,56.00,44.00
2026-06-04T22:56:00Z,56.00,47.00
2026-06-04T23:10:00Z,56.00,47.00
2026-06-04T23:13:00Z,55.00,47.00
2026-06-04T23:16:00Z,55.00,47.00
2026-06-04T23:25:00Z,56.00,47.00
2026-06-04T23:26:00Z,56.00,47.00
2026-06-04T23:35:00Z,56.00,47.00
2026-06-04T23:37:00Z,56.00,47.00
2026-06-04T23:40:00Z,56.00,46.00
2026-06-04T23:56:00Z,56.00,46.00
2026-06-04T23:59:00Z,56.00,46.00
2026-06-05T00:12:00Z,55.00,49.00
2026-06-05T00:13:00Z,55.00,52.00
2026-06-05T00:15:00Z,52.00,52.00
2026-06-05T00:24:00Z,49.00,52.00
2026-06-05T00:33:00Z,49.00,53.00
2026-06-05T00:37:00Z,49.00,53.00
2026-06-05T01:13:00Z,49.00,53.00
2026-06-05T01:28:00Z,49.00,53.00
2026-06-05T01:29:00Z,46.50,53.00
2026-06-05T01:37:00Z,46.00,53.00
2026-06-05T01:50:00Z,46.00,53.00
2026-06-05T01:52:00Z,46.00,53.00
2026-06-05T01:53:00Z,46.00,55.00
2026-06-05T01:55:00Z,46.00,55.00
2026-06-05T01:59:00Z,46.00,55.00
2026-06-05T02:00:00Z,46.00,55.00
2026-06-05T02:01:00Z,46.00,55.00
2026-06-05T02:08:00Z,46.00,55.00
2026-06-05T02:09:00Z,47.00,55.00
2026-06-05T02:11:00Z,45.00,55.00
2026-06-05T02:12:00Z,46.00,55.00
2026-06-05T02:14:00Z,46.00,55.00
2026-06-05T02:18:00Z,46.00,55.00
2026-06-05T02:19:00Z,46.00,55.00
2026-06-05T02:30:00Z,46.00,55.00
2026-06-05T02:31:00Z,46.00,55.00
2026-06-05T02:34:00Z,46.00,54.00
2026-06-05T02:35:00Z,46.00,54.00
2026-06-05T02:39:00Z,46.00,54.00
2026-06-05T02:46:00Z,46.00,54.00
2026-06-05T02:49:00Z,46.00,55.00
2026-06-05T02:55:00Z,46.00,56.00
2026-06-05T03:02:00Z,46.00,56.00
2026-06-05T03:07:00Z,46.00,56.00
2026-06-05T03:10:00Z,46.00,56.00
2026-06-05T03:12:00Z,46.00,56.00
2026-06-05T03:15:00Z,46.00,56.00
2026-06-05T03:20:00Z,46.00,55.00
2026-06-05T03:21:00Z,46.00,56.00
2026-06-05T03:25:00Z,46.00,56.00
2026-06-05T03:30:00Z,46.00,56.00
2026-06-05T03:32:00Z,45.00,56.00
2026-06-05T03:34:00Z,45.00,56.25
2026-06-05T03:35:00Z,45.00,56.25
2026-06-05T03:36:00Z,45.00,56.25
2026-06-05T03:37:00Z,45.00,57.00
2026-06-05T03:38:00Z,45.00,57.00
2026-06-05T03:39:00Z,45.00,57.00
2026-06-05T03:40:00Z,45.00,57.00
2026-06-05T03:42:00Z,45.00,57.00
2026-06-05T03:47:00Z,45.00,57.00
2026-06-05T03:49:00Z,45.00,57.00
2026-06-05T03:50:00Z,45.00,56.00
2026-06-05T03:51:00Z,45.00,56.00
2026-06-05T03:52:00Z,45.00,57.25
2026-06-05T03:53:00Z,44.00,57.25
2026-06-05T03:56:00Z,44.00,57.25
2026-06-05T03:57:00Z,44.00,57.25
2026-06-05T04:00:00Z,44.00,57.25
2026-06-05T04:01:00Z,43.00,58.00
2026-06-05T04:05:00Z,43.00,58.00
2026-06-05T04:06:00Z,43.00,57.00
2026-06-05T04:07:00Z,44.00,58.00
2026-06-05T04:08:00Z,44.00,58.00
2026-06-05T04:10:00Z,44.00,57.37
2026-06-05T04:11:00Z,44.00,58.00
2026-06-05T04:12:00Z,44.00,58.00
2026-06-05T04:13:00Z,44.00,58.00
2026-06-05T04:14:00Z,44.00,58.00
2026-06-05T04:15:00Z,44.00,58.00
2026-06-05T04:16:00Z,44.00,58.00
2026-06-05T04:17:00Z,44.00,58.00
2026-06-05T04:18:00Z,44.00,58.00
2026-06-05T04:19:00Z,44.00,58.00
2026-06-05T04:20:00Z,44.98,58.00
2026-06-05T04:22:00Z,44.98,58.00
2026-06-05T04:23:00Z,44.98,58.00
2026-06-05T04:24:00Z,45.00,58.00
2026-06-05T04:25:00Z,45.00,58.00
2026-06-05T04:27:00Z,45.00,58.00
2026-06-05T04:28:00Z,45.00,58.00
2026-06-05T04:30:00Z,45.00,58.00
2026-06-05T04:31:00Z,45.00,58.00
2026-06-05T04:33:00Z,45.00,58.00
2026-06-05T04:34:00Z,45.00,58.00
2026-06-05T04:36:00Z,45.00,58.00
2026-06-05T04:37:00Z,45.00,58.00
2026-06-05T04:38:00Z,45.00,58.00
2026-06-05T04:39:00Z,44.00,58.00
2026-06-05T04:40:00Z,44.00,58.00
2026-06-05T04:41:00Z,44.00,58.00
2026-06-05T04:42:00Z,44.00,58.00
2026-06-05T04:43:00Z,43.91,58.00
2026-06-05T04:44:00Z,43.91,58.00
2026-06-05T04:45:00Z,44.42,58.00
2026-06-05T04:46:00Z,44.72,57.00
2026-06-05T04:47:00Z,44.00,57.00
2026-06-05T04:52:00Z,44.00,57.00
2026-06-05T04:53:00Z,45.00,58.00
2026-06-05T04:54:00Z,45.00,59.00
2026-06-05T04:55:00Z,42.80,59.94
2026-06-05T05:00:00Z,42.80,58.00
2026-06-05T05:01:00Z,44.00,59.00
2026-06-05T05:02:00Z,44.00,59.00
2026-06-05T05:03:00Z,44.00,58.00
2026-06-05T05:04:00Z,44.00,58.00
2026-06-05T05:05:00Z,44.00,58.00
2026-06-05T05:12:00Z,44.00,57.00
2026-06-05T05:14:00Z,44.00,58.00
2026-06-05T05:15:00Z,44.00,57.00
2026-06-05T05:16:00Z,44.00,58.00
2026-06-05T05:17:00Z,44.00,58.00
2026-06-05T05:18:00Z,44.00,58.00
2026-06-05T05:19:00Z,44.00,58.00
