# event_ticker=KXATPMATCH-26MAR12TIESIN
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Jannik Sinner
# fav_player=Learner Tien
# dog_player=Jannik Sinner
# kalshi_date=2026-03-12
timestamp,Learner Tien,Jannik Sinner
2026-03-12T09:05:00Z,9.00,
2026-03-12T09:06:00Z,9.00,
2026-03-12T09:08:00Z,9.00,
2026-03-12T09:09:00Z,9.00,
2026-03-12T09:16:00Z,9.00,93.00
2026-03-12T09:19:00Z,9.00,93.00
2026-03-12T09:21:00Z,9.00,93.00
2026-03-12T09:25:00Z,9.00,93.00
2026-03-12T09:35:00Z,9.00,93.00
2026-03-12T09:37:00Z,9.00,93.00
2026-03-12T09:42:00Z,9.00,93.00
2026-03-12T09:50:00Z,9.00,91.18
2026-03-12T10:13:00Z,9.00,91.18
2026-03-12T10:21:00Z,10.00,91.18
2026-03-12T10:26:00Z,10.00,92.00
2026-03-12T10:36:00Z,10.00,92.00
2026-03-12T10:37:00Z,10.00,92.00
2026-03-12T10:43:00Z,10.00,92.00
2026-03-12T10:45:00Z,10.00,92.00
2026-03-12T10:46:00Z,10.00,92.00
2026-03-12T10:50:00Z,10.00,92.00
2026-03-12T10:51:00Z,9.00,92.00
2026-03-12T10:55:00Z,9.00,91.00
2026-03-12T10:57:00Z,9.00,92.00
2026-03-12T11:00:00Z,10.00,92.00
2026-03-12T11:02:00Z,9.00,92.00
2026-03-12T11:03:00Z,9.00,92.00
2026-03-12T11:04:00Z,9.00,92.00
2026-03-12T11:08:00Z,9.00,92.00
2026-03-12T11:12:00Z,10.00,92.00
2026-03-12T11:13:00Z,10.00,92.00
2026-03-12T11:16:00Z,10.00,92.00
2026-03-12T11:17:00Z,10.00,92.00
2026-03-12T11:18:00Z,10.00,92.00
2026-03-12T11:20:00Z,10.00,92.00
2026-03-12T11:24:00Z,10.00,92.00
2026-03-12T11:27:00Z,10.00,92.00
2026-03-12T11:28:00Z,10.00,92.00
2026-03-12T11:29:00Z,10.00,92.00
2026-03-12T11:31:00Z,10.00,92.00
2026-03-12T11:38:00Z,10.00,92.00
2026-03-12T11:42:00Z,10.00,92.00
2026-03-12T11:43:00Z,10.00,92.00
2026-03-12T11:45:00Z,10.00,92.00
2026-03-12T11:47:00Z,10.00,92.00
2026-03-12T11:49:00Z,10.00,92.00
2026-03-12T11:50:00Z,10.00,92.00
2026-03-12T11:51:00Z,10.00,92.00
2026-03-12T11:53:00Z,10.00,92.00
2026-03-12T11:55:00Z,10.00,92.00
2026-03-12T12:01:00Z,10.00,92.00
2026-03-12T12:02:00Z,10.00,92.00
2026-03-12T12:05:00Z,10.00,92.00
2026-03-12T12:08:00Z,10.00,92.00
2026-03-12T12:14:00Z,10.00,92.00
2026-03-12T12:17:00Z,10.00,92.00
2026-03-12T12:18:00Z,10.00,92.00
2026-03-12T12:19:00Z,10.00,92.00
2026-03-12T12:23:00Z,10.00,92.00
2026-03-12T12:24:00Z,10.00,92.00
2026-03-12T12:26:00Z,10.00,92.00
2026-03-12T12:27:00Z,10.00,92.00
2026-03-12T12:31:00Z,10.00,92.00
2026-03-12T12:33:00Z,10.00,92.00
2026-03-12T12:38:00Z,10.00,92.00
2026-03-12T12:42:00Z,10.00,92.00
2026-03-12T12:43:00Z,10.00,92.00
2026-03-12T12:44:00Z,10.00,92.00
2026-03-12T12:46:00Z,10.00,92.00
2026-03-12T12:47:00Z,10.00,92.00
2026-03-12T12:50:00Z,10.00,92.00
2026-03-12T12:55:00Z,10.00,92.00
2026-03-12T12:56:00Z,10.00,92.00
2026-03-12T12:58:00Z,10.00,92.00
2026-03-12T13:00:00Z,10.00,92.00
2026-03-12T13:01:00Z,9.00,92.00
2026-03-12T13:02:00Z,9.00,92.00
2026-03-12T13:03:00Z,10.00,92.00
2026-03-12T13:04:00Z,10.00,92.00
2026-03-12T13:07:00Z,10.00,92.00
2026-03-12T13:08:00Z,10.00,92.00
2026-03-12T13:09:00Z,10.00,92.00
2026-03-12T13:15:00Z,10.00,92.00
2026-03-12T13:19:00Z,10.00,92.00
2026-03-12T13:22:00Z,10.00,92.00
2026-03-12T13:24:00Z,10.00,92.00
2026-03-12T13:25:00Z,10.00,92.00
2026-03-12T13:26:00Z,10.00,92.00
2026-03-12T13:27:00Z,10.00,92.00
2026-03-12T13:31:00Z,10.00,92.00
2026-03-12T13:34:00Z,10.00,92.00
2026-03-12T13:35:00Z,10.00,92.00
2026-03-12T13:37:00Z,10.00,92.00
2026-03-12T13:41:00Z,10.00,92.00
2026-03-12T13:42:00Z,9.00,92.00
2026-03-12T13:43:00Z,10.00,92.00
2026-03-12T13:45:00Z,10.00,92.00
2026-03-12T13:48:00Z,10.00,92.00
2026-03-12T13:50:00Z,10.00,92.00
2026-03-12T13:52:00Z,10.00,92.00
2026-03-12T13:53:00Z,10.00,92.00
2026-03-12T13:54:00Z,10.00,92.00
2026-03-12T13:55:00Z,10.00,92.00
2026-03-12T13:58:00Z,10.00,92.00
2026-03-12T13:59:00Z,10.00,92.00
2026-03-12T14:01:00Z,10.00,92.00
2026-03-12T14:03:00Z,10.00,92.00
2026-03-12T14:04:00Z,10.00,92.00
2026-03-12T14:05:00Z,10.00,92.00
2026-03-12T14:06:00Z,10.00,93.00
2026-03-12T14:07:00Z,10.00,93.00
2026-03-12T14:08:00Z,10.00,93.00
2026-03-12T14:10:00Z,10.00,93.00
2026-03-12T14:12:00Z,10.00,93.00
2026-03-12T14:14:00Z,10.00,93.00
2026-03-12T14:16:00Z,10.00,93.00
2026-03-12T14:19:00Z,10.00,93.00
2026-03-12T14:20:00Z,10.00,93.00
2026-03-12T14:25:00Z,10.00,93.00
2026-03-12T14:27:00Z,10.00,93.00
2026-03-12T14:28:00Z,9.00,92.00
2026-03-12T14:29:00Z,9.53,92.00
2026-03-12T14:30:00Z,10.00,92.00
2026-03-12T14:35:00Z,10.00,92.00
2026-03-12T14:36:00Z,10.00,92.00
2026-03-12T14:37:00Z,10.00,92.00
2026-03-12T14:38:00Z,10.00,92.00
2026-03-12T14:39:00Z,10.00,92.00
2026-03-12T14:40:00Z,10.00,92.00
2026-03-12T14:41:00Z,10.00,92.00
2026-03-12T14:43:00Z,10.00,92.00
2026-03-12T14:45:00Z,10.00,92.00
2026-03-12T14:47:00Z,8.00,92.00
2026-03-12T14:48:00Z,9.59,92.00
2026-03-12T14:49:00Z,8.89,92.00
2026-03-12T14:57:00Z,8.89,93.00
2026-03-12T14:58:00Z,8.89,93.00
2026-03-12T15:01:00Z,10.00,93.00
2026-03-12T15:02:00Z,10.00,93.00
2026-03-12T15:06:00Z,10.00,93.00
2026-03-12T15:08:00Z,10.00,93.00
2026-03-12T15:10:00Z,9.00,93.00
2026-03-12T15:11:00Z,9.00,93.00
2026-03-12T15:12:00Z,9.00,93.00
2026-03-12T15:14:00Z,9.00,93.00
2026-03-12T15:15:00Z,9.00,93.00
2026-03-12T15:16:00Z,9.00,92.00
2026-03-12T15:18:00Z,9.00,92.00
2026-03-12T15:20:00Z,9.00,92.00
2026-03-12T15:22:00Z,9.00,92.00
2026-03-12T15:23:00Z,9.00,92.00
2026-03-12T15:24:00Z,9.00,93.00
2026-03-12T15:26:00Z,9.00,93.00
2026-03-12T15:27:00Z,9.00,93.00
2026-03-12T15:29:00Z,9.00,93.00
2026-03-12T15:30:00Z,9.00,93.00
2026-03-12T15:32:00Z,9.00,93.00
2026-03-12T15:34:00Z,9.00,93.00
2026-03-12T15:35:00Z,9.00,93.00
2026-03-12T15:36:00Z,9.00,93.00
2026-03-12T15:37:00Z,9.00,93.00
2026-03-12T15:38:00Z,9.00,92.00
2026-03-12T15:39:00Z,9.00,92.00
2026-03-12T15:40:00Z,9.00,92.00
2026-03-12T15:41:00Z,9.00,92.00
2026-03-12T15:43:00Z,8.19,92.00
2026-03-12T15:45:00Z,9.00,92.00
2026-03-12T15:46:00Z,9.00,92.00
2026-03-12T15:47:00Z,9.00,92.00
2026-03-12T15:48:00Z,9.00,92.00
2026-03-12T15:49:00Z,9.00,92.00
2026-03-12T15:51:00Z,9.00,92.00
2026-03-12T15:52:00Z,9.00,92.00
2026-03-12T15:53:00Z,9.00,92.00
