# event_ticker=KXATPCHALLENGERMATCH-26APR28SMIMAT
# final_score=7-6(4) 4-6 7-6(4)
# score_resolution=6-7 6-4 6-7
# match_winner=Keegan Smith
# fav_player=Hayato Matsuoka
# dog_player=Keegan Smith
# kalshi_date=2026-04-28
timestamp,Keegan Smith,Hayato Matsuoka
2026-04-29T13:11:00Z,56.72,47.68
2026-04-29T13:12:00Z,50.50,51.06
2026-04-29T13:13:00Z,57.24,49.61
2026-04-29T13:14:00Z,69.82,32.40
2026-04-29T13:15:00Z,76.19,25.27
2026-04-29T13:16:00Z,78.29,21.60
2026-04-29T13:17:00Z,75.45,24.15
2026-04-29T13:18:00Z,72.85,26.67
2026-04-29T13:19:00Z,74.07,27.01
2026-04-29T13:20:00Z,74.86,26.82
2026-04-29T13:21:00Z,77.64,23.74
2026-04-29T13:22:00Z,78.90,21.74
2026-04-29T13:23:00Z,78.04,24.22
2026-04-29T13:24:00Z,75.75,25.01
2026-04-29T13:25:00Z,75.31,25.39
2026-04-29T13:26:00Z,75.12,26.10
2026-04-29T13:27:00Z,71.71,27.59
2026-04-29T13:28:00Z,73.07,27.07
2026-04-29T13:29:00Z,76.46,24.38
2026-04-29T13:30:00Z,76.22,23.61
2026-04-29T13:31:00Z,77.17,24.49
2026-04-29T13:32:00Z,76.25,24.84
2026-04-29T13:33:00Z,74.53,26.05
2026-04-29T13:34:00Z,74.82,27.09
2026-04-29T13:35:00Z,67.56,32.53
2026-04-29T13:36:00Z,73.65,29.79
2026-04-29T13:37:00Z,77.37,25.77
2026-04-29T13:38:00Z,75.75,26.69
2026-04-29T13:39:00Z,71.37,29.88
2026-04-29T13:40:00Z,71.28,28.95
2026-04-29T13:41:00Z,75.00,26.86
2026-04-29T13:42:00Z,72.13,27.72
2026-04-29T13:43:00Z,68.08,34.19
2026-04-29T13:44:00Z,53.48,48.75
2026-04-29T13:45:00Z,54.81,48.28
2026-04-29T13:46:00Z,57.16,46.04
2026-04-29T13:47:00Z,58.62,43.96
2026-04-29T13:48:00Z,65.68,35.12
2026-04-29T13:49:00Z,68.24,32.38
2026-04-29T13:50:00Z,70.67,31.65
2026-04-29T13:51:00Z,67.14,34.58
2026-04-29T13:52:00Z,48.60,51.29
2026-04-29T13:53:00Z,46.90,54.20
2026-04-29T13:54:00Z,46.96,54.69
2026-04-29T13:55:00Z,47.01,53.88
2026-04-29T13:56:00Z,48.00,54.59
2026-04-29T13:57:00Z,46.30,56.39
2026-04-29T13:58:00Z,40.72,59.12
2026-04-29T13:59:00Z,38.41,62.44
2026-04-29T14:00:00Z,40.13,60.03
2026-04-29T14:01:00Z,41.10,61.10
2026-04-29T14:02:00Z,32.89,67.85
2026-04-29T14:03:00Z,36.56,64.93
2026-04-29T14:04:00Z,43.08,57.89
2026-04-29T14:05:00Z,40.83,61.22
2026-04-29T14:06:00Z,37.25,63.46
2026-04-29T14:07:00Z,38.92,62.60
2026-04-29T14:08:00Z,38.43,62.62
2026-04-29T14:09:00Z,31.44,72.02
2026-04-29T14:10:00Z,32.07,66.48
2026-04-29T14:11:00Z,33.55,63.61
2026-04-29T14:12:00Z,33.45,70.31
2026-04-29T14:13:00Z,35.75,66.50
2026-04-29T14:14:00Z,35.67,64.45
2026-04-29T14:15:00Z,33.39,66.13
2026-04-29T14:16:00Z,32.44,64.76
2026-04-29T14:17:00Z,38.42,61.99
2026-04-29T14:18:00Z,35.36,65.01
2026-04-29T14:19:00Z,32.75,69.01
2026-04-29T14:20:00Z,33.76,68.86
2026-04-29T14:21:00Z,24.90,77.15
2026-04-29T14:22:00Z,28.57,75.79
2026-04-29T14:23:00Z,22.95,76.41
2026-04-29T14:24:00Z,32.72,65.94
2026-04-29T14:25:00Z,34.14,69.43
2026-04-29T14:26:00Z,33.43,69.78
2026-04-29T14:27:00Z,30.52,70.63
2026-04-29T14:28:00Z,32.75,69.96
2026-04-29T14:29:00Z,29.95,73.90
2026-04-29T14:30:00Z,28.41,71.85
2026-04-29T14:31:00Z,31.78,71.57
2026-04-29T14:32:00Z,30.85,70.46
2026-04-29T14:33:00Z,37.70,65.67
2026-04-29T14:34:00Z,33.29,68.75
2026-04-29T14:35:00Z,29.54,70.53
2026-04-29T14:36:00Z,30.25,70.94
2026-04-29T14:37:00Z,31.00,70.94
2026-04-29T14:38:00Z,30.14,70.71
2026-04-29T14:39:00Z,29.75,69.16
2026-04-29T14:40:00Z,26.22,72.19
2026-04-29T14:41:00Z,25.37,78.55
2026-04-29T14:42:00Z,28.86,71.52
2026-04-29T14:43:00Z,30.17,69.20
2026-04-29T14:44:00Z,29.73,72.67
2026-04-29T14:45:00Z,28.74,71.33
2026-04-29T14:46:00Z,23.49,80.02
2026-04-29T14:47:00Z,35.04,64.91
2026-04-29T14:48:00Z,33.04,67.81
2026-04-29T14:49:00Z,29.93,70.63
2026-04-29T14:50:00Z,28.36,72.69
2026-04-29T14:51:00Z,28.57,72.94
2026-04-29T14:52:00Z,32.92,69.13
2026-04-29T14:53:00Z,37.60,63.70
2026-04-29T14:54:00Z,35.38,66.20
2026-04-29T14:55:00Z,34.49,67.75
2026-04-29T14:56:00Z,33.51,66.81
2026-04-29T14:57:00Z,32.14,67.68
2026-04-29T14:58:00Z,34.54,67.77
2026-04-29T14:59:00Z,37.06,65.19
2026-04-29T15:00:00Z,33.69,64.94
2026-04-29T15:01:00Z,48.14,56.53
2026-04-29T15:02:00Z,52.53,48.05
2026-04-29T15:03:00Z,69.16,30.17
2026-04-29T15:04:00Z,91.45,7.91
2026-04-29T15:05:00Z,86.56,13.42
2026-04-29T15:06:00Z,74.59,25.54
2026-04-29T15:07:00Z,95.18,6.76
2026-04-29T15:08:00Z,99.00,1.00
2026-04-29T15:09:00Z,99.00,1.00
2026-04-29T15:10:00Z,99.00,1.00
2026-04-29T15:11:00Z,99.00,1.00
2026-04-29T15:12:00Z,99.00,1.00
