# event_ticker=KXATPCHALLENGERMATCH-26APR28SMIMAT
# final_score=7-6(4) 4-6 7-6(4)
# score_resolution=6-7 6-4 6-7
# match_winner=Keegan Smith
# fav_player=Hayato Matsuoka
# dog_player=Keegan Smith
# kalshi_date=2026-04-28
timestamp,Keegan Smith,Hayato Matsuoka
2026-04-29T00:18:00Z,49.00,
2026-04-29T01:44:00Z,49.00,52.00
2026-04-29T02:11:00Z,49.00,52.00
2026-04-29T02:17:00Z,49.00,52.00
2026-04-29T02:19:00Z,49.00,52.00
2026-04-29T02:51:00Z,49.00,52.00
2026-04-29T02:58:00Z,49.00,52.00
2026-04-29T03:13:00Z,49.00,52.00
2026-04-29T03:37:00Z,49.00,52.00
2026-04-29T03:46:00Z,49.00,53.00
2026-04-29T03:54:00Z,49.00,53.00
2026-04-29T04:05:00Z,48.00,53.00
2026-04-29T04:34:00Z,48.00,53.00
2026-04-29T04:43:00Z,48.00,53.00
2026-04-29T04:55:00Z,48.00,53.00
2026-04-29T04:58:00Z,48.00,53.00
2026-04-29T05:14:00Z,48.00,53.00
2026-04-29T05:25:00Z,48.00,53.00
2026-04-29T05:31:00Z,48.00,53.00
2026-04-29T05:35:00Z,49.00,53.00
2026-04-29T05:43:00Z,49.00,53.00
2026-04-29T05:47:00Z,49.00,53.00
2026-04-29T05:52:00Z,49.00,53.00
2026-04-29T06:56:00Z,46.84,53.00
2026-04-29T07:18:00Z,48.00,53.00
2026-04-29T07:32:00Z,48.00,54.00
2026-04-29T07:39:00Z,49.00,54.00
2026-04-29T09:49:00Z,49.00,54.00
2026-04-29T10:34:00Z,49.00,54.00
2026-04-29T10:47:00Z,49.00,54.00
2026-04-29T10:59:00Z,49.00,54.00
2026-04-29T11:02:00Z,49.00,54.00
2026-04-29T11:08:00Z,49.00,54.00
2026-04-29T11:14:00Z,49.00,54.00
2026-04-29T11:15:00Z,49.00,54.00
2026-04-29T11:17:00Z,49.00,52.00
2026-04-29T11:55:00Z,49.00,53.00
2026-04-29T12:00:00Z,49.00,53.00
2026-04-29T12:01:00Z,49.00,54.00
2026-04-29T12:04:00Z,49.00,54.88
2026-04-29T12:08:00Z,49.00,51.39
2026-04-29T12:09:00Z,49.00,51.39
2026-04-29T12:10:00Z,49.00,51.39
2026-04-29T12:11:00Z,49.00,51.39
2026-04-29T12:12:00Z,49.00,51.39
2026-04-29T12:13:00Z,49.00,52.67
2026-04-29T12:14:00Z,50.00,50.00
2026-04-29T12:15:00Z,52.00,48.95
2026-04-29T12:16:00Z,56.24,44.09
2026-04-29T12:17:00Z,54.05,47.36
2026-04-29T12:18:00Z,52.00,50.00
2026-04-29T12:19:00Z,53.01,48.27
2026-04-29T12:20:00Z,56.00,45.12
2026-04-29T12:21:00Z,57.00,46.00
2026-04-29T12:22:00Z,58.05,48.30
2026-04-29T12:23:00Z,54.77,47.45
2026-04-29T12:24:00Z,55.35,45.65
2026-04-29T12:25:00Z,52.21,47.46
2026-04-29T12:26:00Z,49.23,48.79
2026-04-29T12:27:00Z,40.05,58.64
2026-04-29T12:28:00Z,46.60,54.48
2026-04-29T12:29:00Z,46.48,55.60
2026-04-29T12:30:00Z,51.00,51.00
2026-04-29T12:31:00Z,44.58,55.14
2026-04-29T12:32:00Z,50.00,48.83
2026-04-29T12:33:00Z,52.00,46.38
2026-04-29T12:34:00Z,52.00,47.71
2026-04-29T12:35:00Z,52.00,48.00
2026-04-29T12:36:00Z,52.00,50.14
2026-04-29T12:37:00Z,55.00,45.00
2026-04-29T12:38:00Z,55.00,46.87
2026-04-29T12:39:00Z,49.53,49.00
2026-04-29T12:40:00Z,49.99,50.49
2026-04-29T12:41:00Z,45.64,54.72
2026-04-29T12:42:00Z,44.54,55.83
2026-04-29T12:43:00Z,34.99,65.53
2026-04-29T12:44:00Z,30.76,68.18
2026-04-29T12:45:00Z,33.35,67.95
2026-04-29T12:46:00Z,38.29,62.35
2026-04-29T12:47:00Z,36.23,63.07
2026-04-29T12:48:00Z,31.94,67.13
2026-04-29T12:49:00Z,34.29,65.31
2026-04-29T12:50:00Z,44.46,56.97
2026-04-29T12:51:00Z,55.11,48.22
2026-04-29T12:52:00Z,58.55,45.78
2026-04-29T12:53:00Z,58.29,42.95
2026-04-29T12:54:00Z,57.53,41.91
2026-04-29T12:55:00Z,56.28,45.16
2026-04-29T12:56:00Z,52.42,46.59
2026-04-29T12:57:00Z,59.34,42.74
2026-04-29T12:58:00Z,58.00,42.00
2026-04-29T12:59:00Z,57.89,43.03
2026-04-29T13:00:00Z,55.47,45.89
2026-04-29T13:01:00Z,55.00,46.88
2026-04-29T13:02:00Z,59.70,40.62
2026-04-29T13:03:00Z,59.22,41.42
2026-04-29T13:04:00Z,68.19,36.84
2026-04-29T13:05:00Z,68.14,33.47
2026-04-29T13:06:00Z,63.53,40.64
2026-04-29T13:07:00Z,57.03,44.86
2026-04-29T13:08:00Z,59.53,44.76
2026-04-29T13:09:00Z,51.73,49.72
2026-04-29T13:10:00Z,58.03,43.48
