# event_ticker=KXATPMATCH-25SEP21ROYTIE
# final_score=7-6(0) 4-6 6-2
# score_resolution=6-7 6-4 2-6
# match_winner=Valentin Royer
# fav_player=Learner Tien
# dog_player=Valentin Royer
# kalshi_date=2025-09-21
timestamp,Learner Tien,Valentin Royer
2025-09-20T21:14:00Z,,40.00
2025-09-20T21:25:00Z,61.00,40.00
2025-09-20T21:26:00Z,61.00,40.00
2025-09-20T21:29:00Z,61.00,40.68
2025-09-20T21:43:00Z,61.00,40.68
2025-09-20T21:57:00Z,61.00,40.68
2025-09-20T22:20:00Z,63.00,40.68
2025-09-20T22:53:00Z,63.00,39.00
2025-09-20T23:39:00Z,63.00,39.00
2025-09-20T23:42:00Z,62.00,39.00
2025-09-21T00:11:00Z,62.00,39.00
2025-09-21T00:16:00Z,62.00,39.00
2025-09-21T00:23:00Z,62.00,39.00
2025-09-21T00:24:00Z,62.00,39.00
2025-09-21T00:25:00Z,62.00,39.00
2025-09-21T00:48:00Z,62.00,39.00
2025-09-21T01:26:00Z,62.00,39.00
2025-09-21T01:38:00Z,62.00,39.00
2025-09-21T01:51:00Z,62.00,39.00
2025-09-21T02:02:00Z,62.00,39.00
2025-09-21T02:04:00Z,62.00,39.00
2025-09-21T02:13:00Z,62.00,39.00
2025-09-21T02:23:00Z,62.00,39.00
2025-09-21T02:25:00Z,62.00,39.00
2025-09-21T02:27:00Z,62.00,39.00
2025-09-21T02:29:00Z,62.00,39.00
2025-09-21T02:35:00Z,62.00,39.00
2025-09-21T02:38:00Z,62.00,39.00
2025-09-21T02:39:00Z,62.00,39.00
2025-09-21T02:52:00Z,63.00,39.00
2025-09-21T02:55:00Z,63.00,39.00
2025-09-21T03:01:00Z,63.00,37.00
2025-09-21T03:05:00Z,63.00,37.00
2025-09-21T03:12:00Z,63.00,37.00
2025-09-21T03:13:00Z,63.00,37.00
2025-09-21T03:14:00Z,63.00,37.00
2025-09-21T03:15:00Z,63.00,38.00
2025-09-21T03:17:00Z,63.00,38.00
2025-09-21T03:18:00Z,63.00,38.00
2025-09-21T03:21:00Z,63.00,38.00
2025-09-21T03:25:00Z,63.00,38.00
2025-09-21T03:30:00Z,63.00,38.00
2025-09-21T03:35:00Z,63.00,38.00
2025-09-21T03:46:00Z,63.00,38.00
2025-09-21T03:58:00Z,63.00,38.00
2025-09-21T04:07:00Z,63.00,38.00
2025-09-21T04:12:00Z,63.00,38.00
2025-09-21T04:13:00Z,63.00,38.00
2025-09-21T04:14:00Z,63.08,38.00
2025-09-21T04:17:00Z,63.00,38.00
2025-09-21T04:26:00Z,63.00,38.00
2025-09-21T04:27:00Z,63.00,38.00
2025-09-21T04:31:00Z,63.00,38.00
2025-09-21T04:40:00Z,63.00,38.00
2025-09-21T04:41:00Z,63.00,38.00
2025-09-21T04:43:00Z,63.00,38.00
2025-09-21T04:44:00Z,63.00,38.00
2025-09-21T04:45:00Z,62.00,38.00
2025-09-21T04:48:00Z,62.00,38.00
2025-09-21T04:49:00Z,63.00,38.00
2025-09-21T04:51:00Z,63.00,38.00
2025-09-21T04:53:00Z,63.00,38.00
2025-09-21T04:57:00Z,62.00,38.00
2025-09-21T04:58:00Z,63.00,38.00
2025-09-21T05:01:00Z,63.00,38.00
2025-09-21T05:10:00Z,64.00,38.00
2025-09-21T05:12:00Z,64.00,38.00
2025-09-21T05:16:00Z,64.00,38.00
2025-09-21T05:22:00Z,64.00,38.00
2025-09-21T05:28:00Z,64.00,38.00
2025-09-21T05:29:00Z,64.00,38.00
2025-09-21T05:30:00Z,64.00,38.00
2025-09-21T05:32:00Z,64.00,38.00
2025-09-21T05:33:00Z,64.00,38.00
2025-09-21T05:37:00Z,64.00,38.00
2025-09-21T05:38:00Z,64.00,38.00
2025-09-21T05:40:00Z,64.00,38.00
2025-09-21T05:46:00Z,64.00,38.00
2025-09-21T05:50:00Z,64.00,38.00
2025-09-21T05:53:00Z,64.00,38.00
