# event_ticker=KXATPCHALLENGERMATCH-26MAR09SMIMAR
# final_score=3-6 7-6(7) 6-2
# score_resolution=6-3 6-7 2-6
# match_winner=Matteo Martineau
# fav_player=Keegan Smith
# dog_player=Matteo Martineau
# kalshi_date=2026-03-09
timestamp,Keegan Smith,Matteo Martineau
2026-03-09T04:58:00Z,93.00,
2026-03-09T04:59:00Z,79.00,35.00
2026-03-09T05:09:00Z,92.00,35.00
2026-03-09T05:25:00Z,56.00,45.36
2026-03-09T05:26:00Z,56.00,46.00
2026-03-09T06:40:00Z,65.00,46.00
2026-03-09T07:27:00Z,65.00,46.00
2026-03-09T07:52:00Z,65.00,46.00
2026-03-09T09:15:00Z,57.90,46.00
2026-03-09T09:31:00Z,60.00,46.00
2026-03-09T09:42:00Z,60.00,46.00
2026-03-09T11:27:00Z,57.00,46.00
2026-03-09T11:36:00Z,57.00,46.00
2026-03-09T12:28:00Z,57.00,46.00
2026-03-09T12:44:00Z,57.00,46.00
2026-03-09T13:12:00Z,57.00,46.00
2026-03-09T13:23:00Z,57.00,46.00
2026-03-09T13:35:00Z,57.00,46.00
2026-03-09T13:43:00Z,57.00,46.00
2026-03-09T13:47:00Z,57.00,45.03
2026-03-09T13:48:00Z,57.00,46.00
2026-03-09T14:01:00Z,57.00,46.00
2026-03-09T14:02:00Z,57.00,46.00
2026-03-09T14:09:00Z,57.00,46.00
2026-03-09T14:13:00Z,57.00,46.00
2026-03-09T14:15:00Z,57.00,46.00
2026-03-09T14:18:00Z,57.00,46.00
2026-03-09T14:21:00Z,57.00,44.00
2026-03-09T14:23:00Z,58.00,44.00
2026-03-09T14:25:00Z,58.13,44.00
2026-03-09T14:28:00Z,58.00,44.00
2026-03-09T14:36:00Z,58.00,44.00
2026-03-09T14:39:00Z,58.00,44.00
2026-03-09T14:40:00Z,58.00,44.00
2026-03-09T14:41:00Z,58.00,44.00
2026-03-09T14:42:00Z,58.00,43.00
2026-03-09T14:43:00Z,58.31,43.00
2026-03-09T14:44:00Z,58.31,43.00
2026-03-09T14:45:00Z,56.00,43.00
2026-03-09T14:46:00Z,58.00,43.00
2026-03-09T14:50:00Z,58.00,43.00
2026-03-09T14:51:00Z,58.00,43.00
2026-03-09T14:52:00Z,58.00,42.24
2026-03-09T14:54:00Z,58.00,44.00
2026-03-09T14:57:00Z,58.00,44.00
2026-03-09T15:01:00Z,57.00,44.00
2026-03-09T15:02:00Z,57.00,45.00
2026-03-09T15:04:00Z,57.00,46.04
2026-03-09T15:07:00Z,56.00,46.04
2026-03-09T15:08:00Z,56.00,46.04
2026-03-09T15:10:00Z,56.00,45.00
2026-03-09T15:12:00Z,56.00,45.00
2026-03-09T15:13:00Z,56.00,46.97
2026-03-09T15:15:00Z,56.00,46.39
2026-03-09T15:17:00Z,56.12,46.39
2026-03-09T15:20:00Z,56.00,46.00
2026-03-09T15:24:00Z,57.00,46.00
2026-03-09T15:25:00Z,57.00,44.00
2026-03-09T15:31:00Z,58.00,44.00
2026-03-09T15:33:00Z,60.86,44.00
2026-03-09T15:34:00Z,59.00,43.00
2026-03-09T15:35:00Z,59.00,44.50
2026-03-09T15:36:00Z,59.00,45.00
2026-03-09T15:41:00Z,59.00,45.00
2026-03-09T15:43:00Z,59.00,44.99
2026-03-09T15:44:00Z,58.85,44.99
2026-03-09T15:45:00Z,59.00,44.99
2026-03-09T15:46:00Z,59.00,44.99
2026-03-09T15:47:00Z,58.00,44.99
2026-03-09T15:48:00Z,57.83,45.10
2026-03-09T15:49:00Z,58.00,46.48
2026-03-09T15:50:00Z,58.38,46.48
2026-03-09T15:51:00Z,58.64,42.00
2026-03-09T15:52:00Z,59.00,42.00
2026-03-09T15:53:00Z,59.00,45.00
2026-03-09T15:54:00Z,57.93,46.79
2026-03-09T15:55:00Z,58.00,46.79
2026-03-09T15:56:00Z,58.00,46.79
2026-03-09T15:57:00Z,58.81,45.00
2026-03-09T15:58:00Z,59.00,45.00
2026-03-09T15:59:00Z,59.37,45.20
2026-03-09T16:00:00Z,50.58,48.68
2026-03-09T16:01:00Z,54.75,48.49
2026-03-09T16:02:00Z,55.88,48.46
2026-03-09T16:03:00Z,55.89,45.18
2026-03-09T16:04:00Z,56.26,44.07
2026-03-09T16:05:00Z,59.00,42.11
2026-03-09T16:06:00Z,58.54,43.00
2026-03-09T16:07:00Z,56.30,46.00
2026-03-09T16:08:00Z,55.10,44.34
2026-03-09T16:09:00Z,52.04,49.82
2026-03-09T16:10:00Z,53.27,48.26
2026-03-09T16:11:00Z,51.98,49.00
2026-03-09T16:12:00Z,54.00,47.00
2026-03-09T16:13:00Z,52.60,47.93
2026-03-09T16:14:00Z,55.27,46.53
2026-03-09T16:15:00Z,55.16,46.13
2026-03-09T16:16:00Z,62.97,36.04
2026-03-09T16:17:00Z,73.54,27.93
2026-03-09T16:18:00Z,74.95,25.01
2026-03-09T16:19:00Z,74.17,25.97
2026-03-09T16:20:00Z,76.41,25.40
2026-03-09T16:21:00Z,73.68,25.97
2026-03-09T16:22:00Z,74.65,26.21
2026-03-09T16:23:00Z,76.34,25.00
2026-03-09T16:24:00Z,74.18,24.22
2026-03-09T16:25:00Z,75.00,25.01
2026-03-09T16:26:00Z,74.23,24.00
2026-03-09T16:27:00Z,75.00,26.92
2026-03-09T16:28:00Z,75.03,25.00
2026-03-09T16:29:00Z,76.33,24.00
2026-03-09T16:30:00Z,77.40,23.00
2026-03-09T16:31:00Z,77.97,23.86
2026-03-09T16:32:00Z,76.23,24.96
2026-03-09T16:33:00Z,79.89,21.99
2026-03-09T16:34:00Z,78.48,21.69
2026-03-09T16:35:00Z,78.94,21.95
2026-03-09T16:36:00Z,76.95,25.15
2026-03-09T16:37:00Z,77.23,21.63
2026-03-09T16:38:00Z,78.61,21.23
2026-03-09T16:39:00Z,80.52,20.07
2026-03-09T16:40:00Z,78.10,22.00
2026-03-09T16:41:00Z,77.00,25.14
2026-03-09T16:42:00Z,77.85,23.47
2026-03-09T16:43:00Z,78.38,23.00
2026-03-09T16:44:00Z,76.12,26.27
2026-03-09T16:45:00Z,74.93,27.62
2026-03-09T16:46:00Z,76.89,25.12
2026-03-09T16:47:00Z,76.25,25.31
2026-03-09T16:48:00Z,76.42,25.13
2026-03-09T16:49:00Z,74.15,26.95
2026-03-09T16:50:00Z,74.95,27.00
2026-03-09T16:51:00Z,75.85,26.99
2026-03-09T16:52:00Z,76.84,24.96
2026-03-09T16:53:00Z,74.10,27.21
2026-03-09T16:54:00Z,73.00,29.00
2026-03-09T16:55:00Z,72.45,29.73
2026-03-09T16:56:00Z,69.63,32.23
2026-03-09T16:57:00Z,71.11,30.00
2026-03-09T16:58:00Z,73.98,27.74
2026-03-09T16:59:00Z,70.22,31.11
2026-03-09T17:00:00Z,70.27,31.41
2026-03-09T17:01:00Z,70.70,31.63
2026-03-09T17:02:00Z,72.45,32.21
2026-03-09T17:03:00Z,77.33,22.58
2026-03-09T17:04:00Z,80.40,20.83
2026-03-09T17:05:00Z,74.09,25.23
2026-03-09T17:06:00Z,60.68,39.63
2026-03-09T17:07:00Z,51.47,49.14
2026-03-09T17:08:00Z,51.09,51.09
2026-03-09T17:09:00Z,57.43,43.54
2026-03-09T17:10:00Z,74.66,25.60
2026-03-09T17:11:00Z,69.66,28.52
2026-03-09T17:12:00Z,71.71,33.41
2026-03-09T17:13:00Z,57.52,45.43
2026-03-09T17:14:00Z,52.48,48.17
2026-03-09T17:15:00Z,53.97,46.19
2026-03-09T17:16:00Z,54.32,46.22
2026-03-09T17:17:00Z,51.30,50.22
2026-03-09T17:18:00Z,29.50,69.47
2026-03-09T17:19:00Z,23.48,78.20
2026-03-09T17:20:00Z,27.73,73.00
2026-03-09T17:21:00Z,27.81,71.43
2026-03-09T17:22:00Z,22.59,80.85
2026-03-09T17:23:00Z,12.13,88.30
2026-03-09T17:24:00Z,4.07,94.41
2026-03-09T17:25:00Z,3.47,95.95
2026-03-09T17:26:00Z,1.90,97.37
2026-03-09T17:27:00Z,2.38,97.25
2026-03-09T17:28:00Z,1.70,98.43
2026-03-09T17:29:00Z,2.46,97.93
2026-03-09T17:30:00Z,3.00,97.85
2026-03-09T17:31:00Z,2.02,98.65
2026-03-09T17:32:00Z,1.00,99.00
2026-03-09T17:33:00Z,1.00,99.00
2026-03-09T17:34:00Z,1.04,99.00
2026-03-09T17:35:00Z,1.35,99.00
