# event_ticker=KXATPMATCH-26FEB13HUMOCO
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Ugo Humbert
# fav_player=Christopher O'Connell
# dog_player=Ugo Humbert
# kalshi_date=2026-02-13
timestamp,Christopher O'Connell,Ugo Humbert
2026-02-13T00:50:00Z,20.00,
2026-02-13T01:02:00Z,20.00,
2026-02-13T01:10:00Z,20.00,80.00
2026-02-13T01:19:00Z,20.00,80.00
2026-02-13T01:24:00Z,20.00,81.00
2026-02-13T01:29:00Z,20.00,81.00
2026-02-13T01:38:00Z,20.00,81.00
2026-02-13T01:40:00Z,20.00,81.00
2026-02-13T01:44:00Z,20.00,81.00
2026-02-13T02:21:00Z,20.00,81.00
2026-02-13T02:22:00Z,20.00,81.00
2026-02-13T02:30:00Z,19.00,81.00
2026-02-13T02:48:00Z,19.00,81.00
2026-02-13T02:55:00Z,20.00,81.00
2026-02-13T03:08:00Z,20.00,81.00
2026-02-13T03:13:00Z,20.00,81.00
2026-02-13T03:15:00Z,20.00,81.00
2026-02-13T03:22:00Z,20.00,81.00
2026-02-13T03:25:00Z,20.00,81.00
2026-02-13T03:30:00Z,20.00,81.00
2026-02-13T03:32:00Z,20.00,81.00
2026-02-13T03:41:00Z,20.00,81.00
2026-02-13T03:56:00Z,20.00,81.00
2026-02-13T04:00:00Z,20.00,81.00
2026-02-13T04:03:00Z,20.00,81.00
2026-02-13T04:18:00Z,20.00,81.00
2026-02-13T04:21:00Z,20.00,81.00
2026-02-13T04:22:00Z,20.00,81.00
2026-02-13T04:24:00Z,20.00,81.00
2026-02-13T04:35:00Z,20.00,81.00
2026-02-13T04:36:00Z,20.00,81.00
2026-02-13T04:39:00Z,20.00,80.00
2026-02-13T04:40:00Z,20.00,81.00
2026-02-13T04:43:00Z,20.00,81.00
2026-02-13T04:47:00Z,20.00,81.00
2026-02-13T05:00:00Z,20.00,81.00
2026-02-13T05:02:00Z,20.00,81.00
2026-02-13T05:05:00Z,20.00,81.00
2026-02-13T05:06:00Z,20.00,81.00
2026-02-13T05:07:00Z,20.00,81.00
2026-02-13T05:09:00Z,20.00,81.00
2026-02-13T05:11:00Z,20.00,81.00
2026-02-13T05:12:00Z,20.00,81.00
2026-02-13T05:16:00Z,20.00,81.00
2026-02-13T05:17:00Z,20.00,81.00
2026-02-13T05:25:00Z,20.00,81.00
2026-02-13T05:26:00Z,20.00,81.00
2026-02-13T05:32:00Z,19.00,81.00
2026-02-13T05:37:00Z,19.00,81.00
2026-02-13T05:38:00Z,20.00,81.00
2026-02-13T05:40:00Z,20.00,81.00
2026-02-13T05:44:00Z,20.00,81.00
2026-02-13T05:45:00Z,20.00,81.00
2026-02-13T05:47:00Z,20.00,81.00
2026-02-13T05:48:00Z,20.00,81.00
2026-02-13T05:50:00Z,19.00,81.00
2026-02-13T05:51:00Z,19.00,81.00
2026-02-13T05:53:00Z,19.00,81.00
2026-02-13T05:55:00Z,19.00,81.00
2026-02-13T05:57:00Z,20.00,80.00
2026-02-13T06:00:00Z,20.00,81.00
2026-02-13T06:01:00Z,20.00,81.00
2026-02-13T06:06:00Z,20.00,81.00
2026-02-13T06:11:00Z,20.00,81.00
2026-02-13T06:16:00Z,20.00,82.00
2026-02-13T06:18:00Z,20.00,82.00
2026-02-13T06:19:00Z,20.00,82.00
2026-02-13T06:21:00Z,19.66,80.59
2026-02-13T06:22:00Z,19.66,81.00
2026-02-13T06:24:00Z,19.00,81.00
2026-02-13T06:26:00Z,19.00,81.00
2026-02-13T06:28:00Z,21.00,81.00
2026-02-13T06:30:00Z,21.00,81.00
2026-02-13T06:31:00Z,21.00,81.00
2026-02-13T06:39:00Z,20.00,81.00
2026-02-13T06:40:00Z,20.00,81.00
2026-02-13T06:42:00Z,18.44,81.00
2026-02-13T06:48:00Z,18.44,80.49
2026-02-13T06:55:00Z,20.00,80.49
2026-02-13T07:01:00Z,19.00,81.24
2026-02-13T07:09:00Z,19.00,81.24
2026-02-13T07:13:00Z,19.00,82.00
2026-02-13T07:22:00Z,19.00,82.00
2026-02-13T07:23:00Z,20.00,82.00
2026-02-13T07:32:00Z,20.00,82.00
2026-02-13T07:33:00Z,20.00,82.00
2026-02-13T07:42:00Z,20.00,81.00
2026-02-13T07:48:00Z,19.00,81.00
2026-02-13T07:49:00Z,19.00,81.00
2026-02-13T07:51:00Z,20.00,80.00
2026-02-13T07:58:00Z,20.00,80.00
2026-02-13T08:07:00Z,20.00,81.00
2026-02-13T08:10:00Z,20.00,81.00
2026-02-13T08:14:00Z,20.00,81.00
2026-02-13T08:16:00Z,20.00,81.00
2026-02-13T08:19:00Z,20.65,81.00
2026-02-13T08:22:00Z,20.65,81.00
2026-02-13T08:28:00Z,21.00,81.00
2026-02-13T08:33:00Z,21.00,81.00
2026-02-13T08:40:00Z,21.00,81.00
2026-02-13T08:44:00Z,21.00,81.00
2026-02-13T08:45:00Z,21.00,80.00
2026-02-13T08:46:00Z,21.00,79.00
2026-02-13T08:52:00Z,20.00,79.00
2026-02-13T09:01:00Z,21.00,79.00
2026-02-13T09:05:00Z,21.00,79.00
2026-02-13T09:06:00Z,21.00,80.00
2026-02-13T09:13:00Z,21.00,80.00
2026-02-13T09:20:00Z,21.00,80.00
2026-02-13T09:21:00Z,21.00,80.00
2026-02-13T09:26:00Z,21.00,80.00
2026-02-13T09:29:00Z,21.00,80.00
2026-02-13T09:37:00Z,21.00,80.00
2026-02-13T09:42:00Z,21.00,80.00
2026-02-13T09:51:00Z,21.00,80.00
2026-02-13T09:57:00Z,21.00,81.00
2026-02-13T10:09:00Z,21.00,81.00
2026-02-13T10:11:00Z,21.00,81.00
2026-02-13T10:13:00Z,21.00,81.00
2026-02-13T10:16:00Z,21.00,81.00
2026-02-13T10:17:00Z,21.00,81.00
2026-02-13T10:20:00Z,21.00,81.00
2026-02-13T10:25:00Z,21.00,81.00
2026-02-13T10:28:00Z,21.00,81.00
2026-02-13T10:31:00Z,21.00,81.00
2026-02-13T10:38:00Z,21.00,81.00
2026-02-13T10:39:00Z,21.00,81.00
2026-02-13T10:41:00Z,21.00,81.00
2026-02-13T10:48:00Z,21.00,80.00
2026-02-13T10:49:00Z,21.00,80.00
2026-02-13T10:51:00Z,21.00,80.00
2026-02-13T10:52:00Z,21.00,80.00
2026-02-13T10:59:00Z,21.00,80.00
2026-02-13T11:04:00Z,21.00,80.00
2026-02-13T11:05:00Z,21.00,79.00
2026-02-13T11:10:00Z,21.00,80.00
2026-02-13T11:11:00Z,21.00,80.00
2026-02-13T11:16:00Z,21.00,80.00
2026-02-13T11:18:00Z,21.00,81.00
2026-02-13T11:19:00Z,21.00,81.00
2026-02-13T11:27:00Z,20.00,81.00
2026-02-13T11:29:00Z,20.00,81.00
2026-02-13T11:30:00Z,19.00,81.00
2026-02-13T11:31:00Z,19.00,81.00
2026-02-13T11:33:00Z,19.00,81.00
2026-02-13T11:37:00Z,19.00,81.00
2026-02-13T11:46:00Z,19.00,81.00
2026-02-13T11:47:00Z,20.81,81.00
2026-02-13T11:50:00Z,20.81,81.00
2026-02-13T11:51:00Z,22.00,81.00
2026-02-13T11:53:00Z,21.18,81.00
2026-02-13T11:54:00Z,21.99,81.00
2026-02-13T11:55:00Z,21.00,81.00
2026-02-13T11:56:00Z,22.00,81.00
2026-02-13T11:58:00Z,22.00,80.00
