# event_ticker=KXATPMATCH-25AUG09BERSON
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Zizou Bergs
# kalshi_date=2025-08-09
timestamp,Lorenzo Sonego,Zizou Bergs
2025-08-09T12:17:00Z,,46.00
2025-08-09T12:40:00Z,,45.00
2025-08-09T13:14:00Z,,45.00
2025-08-09T13:46:00Z,,45.00
2025-08-09T14:11:00Z,57.00,45.00
2025-08-09T14:32:00Z,57.00,45.00
2025-08-09T15:16:00Z,57.00,44.00
2025-08-09T15:19:00Z,58.00,44.00
2025-08-09T15:58:00Z,57.00,44.00
2025-08-09T17:17:00Z,58.00,44.00
2025-08-09T18:14:00Z,58.00,44.00
2025-08-09T18:39:00Z,58.00,44.00
2025-08-09T18:40:00Z,58.00,44.00
2025-08-09T19:00:00Z,58.55,44.00
2025-08-09T19:02:00Z,59.00,44.00
2025-08-09T19:28:00Z,58.67,44.00
2025-08-09T19:29:00Z,59.00,44.00
2025-08-09T19:49:00Z,59.00,44.00
2025-08-09T20:18:00Z,59.00,44.00
2025-08-09T20:19:00Z,59.00,44.00
2025-08-09T20:54:00Z,59.00,44.00
2025-08-09T21:12:00Z,59.00,43.00
2025-08-09T21:13:00Z,59.00,43.00
2025-08-09T21:14:00Z,59.00,43.00
2025-08-09T21:27:00Z,59.00,43.00
2025-08-09T21:34:00Z,59.00,43.00
2025-08-09T21:37:00Z,59.00,43.00
2025-08-09T21:40:00Z,59.00,44.00
2025-08-09T21:42:00Z,59.00,42.25
2025-08-09T21:44:00Z,60.10,42.25
2025-08-09T21:45:00Z,55.67,42.25
2025-08-09T21:48:00Z,61.76,42.25
2025-08-09T21:50:00Z,62.00,42.25
2025-08-09T21:51:00Z,64.96,42.25
2025-08-09T21:52:00Z,62.00,42.25
2025-08-09T21:54:00Z,72.46,31.82
2025-08-09T21:55:00Z,74.00,31.82
2025-08-09T21:56:00Z,76.00,30.00
2025-08-09T21:57:00Z,76.00,30.00
2025-08-09T21:59:00Z,76.00,30.00
2025-08-09T22:01:00Z,77.08,25.00
2025-08-09T22:03:00Z,76.00,25.00
2025-08-09T22:04:00Z,78.00,25.00
2025-08-09T22:10:00Z,80.67,25.00
2025-08-09T22:15:00Z,81.00,21.00
2025-08-09T22:16:00Z,82.67,21.00
2025-08-09T22:18:00Z,82.00,21.00
2025-08-09T22:19:00Z,88.00,21.00
2025-08-09T22:20:00Z,91.69,7.06
2025-08-09T22:24:00Z,91.69,22.00
2025-08-09T22:25:00Z,91.69,21.84
2025-08-09T22:26:00Z,80.00,22.00
2025-08-09T22:28:00Z,75.00,22.00
2025-08-09T22:29:00Z,72.83,27.00
2025-08-09T22:30:00Z,72.83,22.00
2025-08-09T22:31:00Z,81.45,22.00
2025-08-09T22:32:00Z,81.45,21.08
2025-08-09T22:34:00Z,79.00,25.00
2025-08-09T22:36:00Z,81.00,25.00
2025-08-09T22:37:00Z,81.00,25.00
2025-08-09T22:38:00Z,81.00,24.00
2025-08-09T22:39:00Z,77.53,24.00
2025-08-09T22:40:00Z,80.00,24.00
2025-08-09T22:41:00Z,81.00,24.00
2025-08-09T22:42:00Z,81.00,26.64
2025-08-09T22:44:00Z,81.00,26.00
2025-08-09T22:45:00Z,76.00,26.00
2025-08-09T22:47:00Z,76.00,23.00
2025-08-09T22:48:00Z,80.00,23.00
2025-08-09T22:49:00Z,77.59,26.00
2025-08-09T22:51:00Z,77.59,24.30
2025-08-09T22:52:00Z,77.59,24.00
2025-08-09T22:54:00Z,76.00,24.00
2025-08-09T22:55:00Z,76.00,22.00
2025-08-09T22:59:00Z,78.00,25.00
2025-08-09T23:00:00Z,78.00,24.68
2025-08-09T23:02:00Z,78.00,21.00
2025-08-09T23:03:00Z,84.45,23.00
2025-08-09T23:04:00Z,81.08,18.59
2025-08-09T23:05:00Z,80.71,22.74
2025-08-09T23:06:00Z,80.71,21.00
2025-08-09T23:07:00Z,80.71,24.98
2025-08-09T23:08:00Z,79.00,25.12
2025-08-09T23:09:00Z,79.20,26.00
2025-08-09T23:10:00Z,78.00,24.19
2025-08-09T23:11:00Z,82.00,22.00
2025-08-09T23:12:00Z,88.60,18.48
2025-08-09T23:13:00Z,81.00,15.16
2025-08-09T23:14:00Z,76.48,23.44
2025-08-09T23:15:00Z,80.42,20.36
2025-08-09T23:16:00Z,79.46,23.02
2025-08-09T23:17:00Z,79.46,19.00
2025-08-09T23:18:00Z,90.67,11.24
2025-08-09T23:19:00Z,97.96,2.00
2025-08-09T23:20:00Z,99.00,1.00
