# event_ticker=KXATPCHALLENGERMATCH-26FEB14FERSIM
# final_score=6-4 6-2
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Ilia Simakin
# kalshi_date=2026-02-14
timestamp,Frederico Ferreira Silva,Ilia Simakin
2026-02-13T20:22:00Z,56.00,
2026-02-13T20:37:00Z,56.00,
2026-02-13T20:40:00Z,56.00,
2026-02-13T20:41:00Z,56.00,
2026-02-13T21:28:00Z,56.00,46.00
2026-02-13T21:49:00Z,56.00,46.00
2026-02-13T22:25:00Z,56.00,47.00
2026-02-13T23:32:00Z,56.00,47.00
2026-02-13T23:42:00Z,56.00,47.00
2026-02-13T23:47:00Z,56.00,47.00
2026-02-13T23:49:00Z,56.00,44.26
2026-02-13T23:54:00Z,56.00,44.26
2026-02-13T23:59:00Z,56.00,44.26
2026-02-14T00:01:00Z,56.00,44.26
2026-02-14T00:36:00Z,56.00,44.26
2026-02-14T00:37:00Z,56.00,46.00
2026-02-14T00:41:00Z,56.00,46.00
2026-02-14T00:56:00Z,56.00,46.00
2026-02-14T01:14:00Z,56.00,46.00
2026-02-14T01:18:00Z,54.50,46.00
2026-02-14T01:20:00Z,56.00,46.00
2026-02-14T01:24:00Z,54.00,46.00
2026-02-14T01:27:00Z,56.00,46.00
2026-02-14T02:13:00Z,56.00,46.00
2026-02-14T02:14:00Z,56.00,46.00
2026-02-14T02:30:00Z,56.00,46.00
2026-02-14T02:36:00Z,56.00,46.00
2026-02-14T02:42:00Z,56.00,46.00
2026-02-14T02:52:00Z,56.00,46.00
2026-02-14T02:57:00Z,56.00,46.00
2026-02-14T03:27:00Z,56.00,46.00
2026-02-14T03:34:00Z,56.00,46.00
2026-02-14T03:36:00Z,56.00,46.00
2026-02-14T03:47:00Z,56.00,46.00
2026-02-14T03:48:00Z,56.00,46.00
2026-02-14T03:50:00Z,56.00,46.00
2026-02-14T04:00:00Z,56.00,46.00
2026-02-14T04:21:00Z,56.00,46.00
2026-02-14T04:29:00Z,56.00,46.00
2026-02-14T05:20:00Z,55.87,46.00
2026-02-14T05:22:00Z,57.00,46.00
2026-02-14T05:24:00Z,57.00,46.00
2026-02-14T05:30:00Z,54.00,46.00
2026-02-14T05:37:00Z,54.00,46.00
2026-02-14T05:42:00Z,54.00,46.00
2026-02-14T05:45:00Z,54.00,46.00
2026-02-14T05:47:00Z,57.00,46.00
2026-02-14T05:48:00Z,57.00,46.00
2026-02-14T05:49:00Z,57.00,46.00
2026-02-14T05:52:00Z,57.00,46.00
2026-02-14T05:58:00Z,57.00,46.00
2026-02-14T05:59:00Z,57.00,46.00
2026-02-14T06:00:00Z,57.00,46.00
2026-02-14T06:02:00Z,57.00,46.00
2026-02-14T06:03:00Z,57.00,46.00
2026-02-14T06:04:00Z,57.00,45.00
2026-02-14T06:05:00Z,57.08,45.00
2026-02-14T06:06:00Z,57.08,44.00
2026-02-14T06:08:00Z,57.00,44.00
2026-02-14T06:09:00Z,57.00,43.45
2026-02-14T06:13:00Z,57.00,44.00
2026-02-14T06:18:00Z,57.28,44.00
2026-02-14T06:19:00Z,58.08,44.00
2026-02-14T06:20:00Z,58.00,44.00
2026-02-14T06:21:00Z,58.00,44.00
2026-02-14T06:23:00Z,58.00,43.00
2026-02-14T06:25:00Z,58.00,43.00
2026-02-14T06:26:00Z,57.55,44.00
2026-02-14T06:27:00Z,58.00,44.00
2026-02-14T06:28:00Z,56.00,44.00
2026-02-14T06:29:00Z,57.00,44.00
2026-02-14T06:30:00Z,57.00,44.00
2026-02-14T06:33:00Z,57.00,44.00
2026-02-14T06:35:00Z,57.00,44.00
2026-02-14T06:36:00Z,57.00,44.00
2026-02-14T06:37:00Z,57.00,44.00
2026-02-14T06:38:00Z,57.00,44.00
2026-02-14T06:40:00Z,57.00,44.00
2026-02-14T06:41:00Z,57.00,44.00
2026-02-14T06:42:00Z,57.00,44.00
2026-02-14T06:43:00Z,57.00,44.00
2026-02-14T06:46:00Z,57.00,44.00
2026-02-14T06:47:00Z,57.00,44.00
2026-02-14T06:48:00Z,57.00,44.00
2026-02-14T06:49:00Z,57.44,44.00
2026-02-14T06:51:00Z,57.44,44.00
2026-02-14T06:52:00Z,58.00,44.39
2026-02-14T06:53:00Z,58.00,44.39
2026-02-14T06:54:00Z,57.07,41.24
2026-02-14T06:55:00Z,58.16,44.00
2026-02-14T06:56:00Z,58.40,44.00
2026-02-14T06:57:00Z,58.40,45.00
2026-02-14T06:58:00Z,57.00,45.00
2026-02-14T06:59:00Z,57.00,45.00
2026-02-14T07:02:00Z,56.00,45.00
2026-02-14T07:04:00Z,56.00,47.00
2026-02-14T07:05:00Z,56.00,47.00
2026-02-14T07:06:00Z,57.00,47.00
2026-02-14T07:07:00Z,56.00,47.00
2026-02-14T07:08:00Z,56.34,47.00
2026-02-14T07:10:00Z,56.34,47.00
2026-02-14T07:12:00Z,55.00,47.00
2026-02-14T07:17:00Z,57.00,46.00
2026-02-14T07:18:00Z,54.00,46.00
2026-02-14T07:20:00Z,54.00,46.00
2026-02-14T07:21:00Z,57.00,46.00
2026-02-14T07:28:00Z,57.00,46.00
2026-02-14T07:29:00Z,57.00,46.00
2026-02-14T07:31:00Z,57.00,46.00
2026-02-14T07:33:00Z,56.50,46.00
2026-02-14T07:34:00Z,55.74,46.00
2026-02-14T07:36:00Z,56.00,46.00
2026-02-14T07:38:00Z,56.00,46.00
2026-02-14T07:40:00Z,56.00,43.82
2026-02-14T07:41:00Z,57.00,43.82
2026-02-14T07:42:00Z,59.00,43.82
2026-02-14T07:43:00Z,59.98,43.82
2026-02-14T07:44:00Z,59.58,43.33
2026-02-14T07:46:00Z,59.58,44.00
2026-02-14T07:49:00Z,58.00,44.00
2026-02-14T07:50:00Z,58.93,44.00
2026-02-14T07:51:00Z,54.62,44.00
2026-02-14T07:52:00Z,54.62,44.72
2026-02-14T07:55:00Z,58.32,44.72
2026-02-14T07:57:00Z,57.70,42.00
2026-02-14T07:58:00Z,60.00,42.75
2026-02-14T07:59:00Z,60.00,42.80
2026-02-14T08:00:00Z,59.98,43.00
2026-02-14T08:01:00Z,59.97,43.00
2026-02-14T08:02:00Z,60.00,43.00
2026-02-14T08:03:00Z,60.00,43.00
2026-02-14T08:04:00Z,60.85,43.00
2026-02-14T08:05:00Z,61.26,43.00
2026-02-14T08:06:00Z,61.37,43.00
2026-02-14T08:07:00Z,61.29,42.00
2026-02-14T08:08:00Z,61.29,42.00
2026-02-14T08:09:00Z,61.29,42.00
2026-02-14T08:10:00Z,62.00,41.82
2026-02-14T08:11:00Z,62.00,42.00
2026-02-14T08:12:00Z,62.82,41.17
2026-02-14T08:13:00Z,62.00,41.99
2026-02-14T08:14:00Z,58.03,43.22
2026-02-14T08:15:00Z,57.57,45.21
2026-02-14T08:16:00Z,52.00,49.00
2026-02-14T08:17:00Z,52.90,48.40
2026-02-14T08:18:00Z,55.78,47.91
2026-02-14T08:19:00Z,54.89,46.78
2026-02-14T08:20:00Z,53.47,47.28
2026-02-14T08:21:00Z,58.95,48.13
2026-02-14T08:22:00Z,53.82,49.63
2026-02-14T08:23:00Z,48.25,52.60
2026-02-14T08:24:00Z,49.99,52.53
2026-02-14T08:25:00Z,51.96,48.27
2026-02-14T08:26:00Z,52.10,48.17
2026-02-14T08:27:00Z,51.50,48.57
2026-02-14T08:28:00Z,55.77,44.98
2026-02-14T08:29:00Z,56.01,44.89
2026-02-14T08:30:00Z,49.00,51.25
2026-02-14T08:31:00Z,49.96,51.82
2026-02-14T08:32:00Z,53.00,50.20
2026-02-14T08:33:00Z,52.00,51.95
2026-02-14T08:34:00Z,51.22,49.00
2026-02-14T08:35:00Z,48.57,55.77
2026-02-14T08:36:00Z,51.51,50.77
2026-02-14T08:37:00Z,55.74,45.81
2026-02-14T08:38:00Z,53.26,44.41
2026-02-14T08:39:00Z,61.82,41.15
2026-02-14T08:40:00Z,63.61,33.50
2026-02-14T08:41:00Z,69.55,32.04
2026-02-14T08:42:00Z,68.90,31.52
2026-02-14T08:43:00Z,68.97,31.76
2026-02-14T08:44:00Z,73.29,24.87
2026-02-14T08:45:00Z,71.97,28.07
2026-02-14T08:46:00Z,75.00,25.52
2026-02-14T08:47:00Z,76.16,25.17
2026-02-14T08:48:00Z,78.77,21.48
2026-02-14T08:49:00Z,77.85,24.43
2026-02-14T08:50:00Z,74.96,26.00
2026-02-14T08:51:00Z,74.91,26.66
2026-02-14T08:52:00Z,76.64,25.53
2026-02-14T08:53:00Z,76.88,24.81
2026-02-14T08:54:00Z,79.44,20.86
2026-02-14T08:55:00Z,79.51,21.21
2026-02-14T08:56:00Z,79.25,21.67
2026-02-14T08:57:00Z,79.38,21.99
2026-02-14T08:58:00Z,80.00,21.96
2026-02-14T08:59:00Z,79.98,22.01
2026-02-14T09:00:00Z,83.24,16.13
2026-02-14T09:01:00Z,86.85,11.09
2026-02-14T09:02:00Z,89.52,10.31
2026-02-14T09:03:00Z,91.96,10.17
2026-02-14T09:04:00Z,90.11,9.39
2026-02-14T09:05:00Z,92.30,8.54
2026-02-14T09:06:00Z,92.56,9.04
2026-02-14T09:07:00Z,91.03,8.89
2026-02-14T09:08:00Z,91.18,10.01
2026-02-14T09:09:00Z,91.00,10.63
2026-02-14T09:10:00Z,90.78,10.65
2026-02-14T09:11:00Z,92.00,8.05
2026-02-14T09:12:00Z,90.10,9.58
2026-02-14T09:13:00Z,93.34,7.97
2026-02-14T09:14:00Z,93.16,5.29
2026-02-14T09:15:00Z,96.50,2.88
2026-02-14T09:16:00Z,97.75,2.13
2026-02-14T09:17:00Z,97.69,1.93
2026-02-14T09:18:00Z,98.95,1.19
2026-02-14T09:19:00Z,97.58,2.09
2026-02-14T09:20:00Z,97.56,2.42
2026-02-14T09:21:00Z,99.00,1.05
