# event_ticker=KXATPMATCH-26FEB08KHADEJ
# final_score=3-6 6-4 7-5
# score_resolution=6-3 4-6 5-7
# match_winner=Karen Khachanov
# fav_player=Jesper De Jong
# dog_player=Karen Khachanov
# kalshi_date=2026-02-08
timestamp,Jesper De Jong,Karen Khachanov
2026-02-11T00:39:00Z,,84.00
2026-02-11T00:51:00Z,16.00,84.00
2026-02-11T01:10:00Z,16.00,84.07
2026-02-11T01:16:00Z,16.00,84.07
2026-02-11T01:29:00Z,16.00,85.00
2026-02-11T01:48:00Z,16.00,85.00
2026-02-11T02:15:00Z,16.00,85.00
2026-02-11T03:06:00Z,16.00,85.00
2026-02-11T03:38:00Z,16.00,85.00
2026-02-11T03:42:00Z,16.00,85.00
2026-02-11T04:05:00Z,16.00,85.00
2026-02-11T04:08:00Z,16.00,85.00
2026-02-11T04:09:00Z,16.00,85.00
2026-02-11T04:17:00Z,16.00,85.00
2026-02-11T04:31:00Z,16.00,85.00
2026-02-11T04:34:00Z,16.00,85.00
2026-02-11T04:37:00Z,16.00,85.00
2026-02-11T04:38:00Z,16.00,85.00
2026-02-11T04:39:00Z,16.00,85.00
2026-02-11T04:47:00Z,16.00,85.00
2026-02-11T04:54:00Z,16.00,85.00
2026-02-11T04:59:00Z,16.00,85.00
2026-02-11T05:01:00Z,16.00,85.00
2026-02-11T05:07:00Z,16.00,85.00
2026-02-11T05:13:00Z,16.00,85.00
2026-02-11T05:17:00Z,16.00,85.00
2026-02-11T05:19:00Z,16.00,85.00
2026-02-11T05:24:00Z,16.00,85.00
2026-02-11T05:37:00Z,16.00,85.00
2026-02-11T05:39:00Z,16.00,85.00
2026-02-11T05:48:00Z,16.00,85.00
2026-02-11T05:51:00Z,16.00,85.00
2026-02-11T05:53:00Z,16.00,85.00
2026-02-11T06:03:00Z,16.00,85.00
2026-02-11T06:07:00Z,16.00,85.00
2026-02-11T06:09:00Z,16.00,85.00
2026-02-11T06:10:00Z,16.00,85.00
2026-02-11T06:11:00Z,16.00,85.00
2026-02-11T06:12:00Z,16.00,85.00
2026-02-11T06:13:00Z,16.00,85.00
2026-02-11T06:14:00Z,16.00,85.00
2026-02-11T06:18:00Z,16.00,85.00
2026-02-11T06:21:00Z,16.00,85.00
2026-02-11T06:23:00Z,16.00,85.00
2026-02-11T06:25:00Z,16.00,85.00
2026-02-11T06:26:00Z,16.00,85.33
2026-02-11T06:27:00Z,15.00,85.33
2026-02-11T06:33:00Z,16.00,85.33
2026-02-11T06:36:00Z,15.00,85.33
2026-02-11T06:37:00Z,15.00,85.00
2026-02-11T06:39:00Z,15.00,85.00
2026-02-11T06:40:00Z,15.00,85.00
2026-02-11T06:44:00Z,15.00,85.82
2026-02-11T06:46:00Z,15.00,86.00
2026-02-11T06:50:00Z,15.00,86.00
2026-02-11T06:53:00Z,16.00,86.00
2026-02-11T06:54:00Z,16.00,86.00
2026-02-11T06:59:00Z,16.00,86.00
2026-02-11T07:00:00Z,16.00,86.00
2026-02-11T07:03:00Z,16.00,83.86
2026-02-11T07:05:00Z,15.00,83.86
2026-02-11T07:09:00Z,16.00,83.86
2026-02-11T07:13:00Z,16.00,83.86
2026-02-11T07:15:00Z,16.00,86.00
2026-02-11T07:19:00Z,16.00,86.00
2026-02-11T07:23:00Z,16.00,86.00
2026-02-11T07:30:00Z,16.00,86.00
2026-02-11T07:31:00Z,16.00,86.00
2026-02-11T07:33:00Z,16.00,86.00
2026-02-11T07:35:00Z,16.00,86.00
2026-02-11T07:37:00Z,16.00,86.00
2026-02-11T07:38:00Z,16.00,85.90
2026-02-11T07:43:00Z,16.00,86.00
2026-02-11T07:46:00Z,17.00,86.00
2026-02-11T07:55:00Z,17.00,86.00
2026-02-11T08:01:00Z,17.00,85.00
2026-02-11T08:14:00Z,17.00,85.00
2026-02-11T08:27:00Z,17.00,85.00
2026-02-11T08:37:00Z,17.00,85.00
2026-02-11T08:45:00Z,17.00,85.00
2026-02-11T08:46:00Z,17.00,85.00
2026-02-11T08:47:00Z,17.00,85.00
2026-02-11T08:48:00Z,17.00,85.00
2026-02-11T08:53:00Z,17.00,85.00
2026-02-11T08:57:00Z,17.00,85.00
2026-02-11T09:02:00Z,17.00,85.00
2026-02-11T09:18:00Z,17.00,85.00
2026-02-11T09:19:00Z,17.00,85.00
2026-02-11T09:20:00Z,17.00,85.00
2026-02-11T09:26:00Z,17.00,84.56
2026-02-11T09:43:00Z,17.00,85.00
2026-02-11T09:53:00Z,17.00,85.00
2026-02-11T09:55:00Z,17.00,85.00
2026-02-11T09:56:00Z,17.00,86.00
2026-02-11T10:09:00Z,17.00,85.00
2026-02-11T10:13:00Z,17.00,85.00
2026-02-11T10:15:00Z,17.00,85.00
2026-02-11T10:18:00Z,16.00,85.00
2026-02-11T10:20:00Z,17.00,85.00
2026-02-11T10:21:00Z,17.00,85.00
2026-02-11T10:27:00Z,17.00,85.00
2026-02-11T11:11:00Z,17.00,85.00
2026-02-11T11:26:00Z,17.00,85.00
2026-02-11T11:34:00Z,17.00,83.06
2026-02-11T11:39:00Z,17.00,83.06
2026-02-11T11:43:00Z,17.00,85.00
2026-02-11T11:44:00Z,17.00,85.00
2026-02-11T11:46:00Z,17.00,85.00
2026-02-11T11:55:00Z,17.00,85.00
2026-02-11T11:57:00Z,17.00,85.00
2026-02-11T11:59:00Z,17.00,85.00
2026-02-11T12:00:00Z,17.00,85.00
2026-02-11T12:01:00Z,17.00,85.00
2026-02-11T12:05:00Z,17.00,85.52
2026-02-11T12:06:00Z,17.00,86.00
2026-02-11T12:07:00Z,16.12,86.00
2026-02-11T12:08:00Z,16.09,86.00
2026-02-11T12:09:00Z,17.00,86.00
2026-02-11T12:10:00Z,17.00,86.00
2026-02-11T12:11:00Z,17.00,86.00
2026-02-11T12:13:00Z,17.00,85.00
2026-02-11T12:14:00Z,17.68,85.00
2026-02-11T12:16:00Z,17.68,85.00
2026-02-11T12:19:00Z,18.85,85.00
2026-02-11T12:20:00Z,19.00,85.00
2026-02-11T12:21:00Z,19.00,85.00
2026-02-11T12:22:00Z,19.00,84.00
2026-02-11T12:23:00Z,19.13,84.00
2026-02-11T12:24:00Z,18.92,83.14
2026-02-11T12:25:00Z,18.03,83.43
2026-02-11T12:26:00Z,17.82,82.67
2026-02-11T12:27:00Z,17.01,85.00
2026-02-11T12:28:00Z,18.00,85.00
2026-02-11T12:29:00Z,18.00,83.00
2026-02-11T12:30:00Z,17.68,83.93
2026-02-11T12:31:00Z,19.18,83.93
2026-02-11T12:32:00Z,28.25,80.72
2026-02-11T12:33:00Z,34.50,70.56
2026-02-11T12:34:00Z,32.90,66.80
2026-02-11T12:35:00Z,35.76,65.32
2026-02-11T12:36:00Z,35.76,65.32
2026-02-11T12:37:00Z,36.00,65.00
2026-02-11T12:38:00Z,35.14,65.79
2026-02-11T12:39:00Z,35.56,66.86
2026-02-11T12:40:00Z,37.18,65.32
2026-02-11T12:41:00Z,35.65,65.95
2026-02-11T12:42:00Z,33.00,69.16
2026-02-11T12:43:00Z,28.12,71.15
2026-02-11T12:44:00Z,31.89,68.35
2026-02-11T12:45:00Z,34.42,67.49
2026-02-11T12:46:00Z,34.20,65.69
2026-02-11T12:47:00Z,36.69,66.59
2026-02-11T12:48:00Z,37.05,64.99
2026-02-11T12:49:00Z,36.62,63.79
2026-02-11T12:50:00Z,35.88,65.30
2026-02-11T12:51:00Z,35.35,63.00
2026-02-11T12:52:00Z,37.51,63.52
2026-02-11T12:53:00Z,33.67,65.04
2026-02-11T12:54:00Z,32.60,70.00
2026-02-11T12:55:00Z,33.89,66.88
2026-02-11T12:56:00Z,39.46,61.00
2026-02-11T12:57:00Z,44.76,60.96
2026-02-11T12:58:00Z,43.84,60.11
2026-02-11T12:59:00Z,42.79,59.17
2026-02-11T13:00:00Z,43.00,59.08
2026-02-11T13:01:00Z,43.18,59.92
2026-02-11T13:02:00Z,45.62,57.69
2026-02-11T13:03:00Z,47.45,55.31
2026-02-11T13:04:00Z,49.48,51.62
2026-02-11T13:05:00Z,47.89,52.99
2026-02-11T13:06:00Z,47.13,53.00
2026-02-11T13:07:00Z,44.09,55.99
2026-02-11T13:08:00Z,42.48,60.31
