# event_ticker=KXATPMATCH-26APR24MUNRUU
# final_score=6-0 6-1
# score_resolution=0-6 1-6
# match_winner=Casper Ruud
# fav_player=Jaume Munar
# dog_player=Casper Ruud
# kalshi_date=2026-04-24
timestamp,Jaume Munar,Casper Ruud
2026-04-24T23:29:00Z,,70.00
2026-04-24T23:32:00Z,,70.00
2026-04-24T23:36:00Z,,70.00
2026-04-24T23:42:00Z,,70.00
2026-04-24T23:49:00Z,30.00,70.00
2026-04-24T23:51:00Z,30.00,70.00
2026-04-24T23:58:00Z,30.00,70.00
2026-04-25T00:07:00Z,30.00,70.00
2026-04-25T00:13:00Z,30.00,70.00
2026-04-25T00:27:00Z,30.00,70.00
2026-04-25T00:34:00Z,30.00,70.00
2026-04-25T00:38:00Z,30.00,70.00
2026-04-25T00:39:00Z,30.00,70.00
2026-04-25T00:55:00Z,30.00,70.00
2026-04-25T01:03:00Z,30.00,70.00
2026-04-25T01:14:00Z,30.00,70.00
2026-04-25T01:58:00Z,30.00,70.00
2026-04-25T02:02:00Z,30.00,70.00
2026-04-25T02:31:00Z,32.00,70.00
2026-04-25T02:40:00Z,32.00,70.00
2026-04-25T02:43:00Z,32.00,70.00
2026-04-25T02:49:00Z,32.00,70.00
2026-04-25T02:50:00Z,32.00,70.00
2026-04-25T02:53:00Z,32.00,70.00
2026-04-25T02:54:00Z,32.00,70.00
2026-04-25T02:59:00Z,32.00,70.00
2026-04-25T03:09:00Z,31.00,70.00
2026-04-25T03:15:00Z,31.00,70.00
2026-04-25T03:20:00Z,31.00,70.00
2026-04-25T03:21:00Z,31.00,70.00
2026-04-25T03:25:00Z,31.00,70.00
2026-04-25T03:26:00Z,31.00,70.00
2026-04-25T03:29:00Z,31.00,70.00
2026-04-25T03:30:00Z,31.00,70.00
2026-04-25T03:32:00Z,31.00,70.00
2026-04-25T03:35:00Z,31.00,70.00
2026-04-25T03:48:00Z,31.00,70.00
2026-04-25T03:49:00Z,31.00,70.00
2026-04-25T03:52:00Z,31.00,70.00
2026-04-25T03:55:00Z,31.00,70.00
2026-04-25T03:59:00Z,31.00,70.00
2026-04-25T04:02:00Z,31.00,70.00
2026-04-25T04:11:00Z,31.00,70.00
2026-04-25T04:14:00Z,31.00,70.00
2026-04-25T04:15:00Z,31.00,69.00
2026-04-25T04:16:00Z,31.00,70.00
2026-04-25T04:19:00Z,31.00,70.00
2026-04-25T04:26:00Z,31.00,70.00
2026-04-25T04:29:00Z,31.00,70.00
2026-04-25T04:31:00Z,31.00,70.00
2026-04-25T04:32:00Z,31.00,70.00
2026-04-25T04:33:00Z,31.00,70.00
2026-04-25T04:34:00Z,31.00,70.00
2026-04-25T04:39:00Z,31.00,70.00
2026-04-25T04:40:00Z,31.00,70.00
2026-04-25T04:41:00Z,31.00,70.00
2026-04-25T04:42:00Z,31.00,70.00
2026-04-25T04:43:00Z,31.00,70.00
2026-04-25T04:49:00Z,31.00,70.00
2026-04-25T04:50:00Z,31.00,70.00
2026-04-25T04:51:00Z,31.00,70.00
2026-04-25T04:54:00Z,31.00,70.00
2026-04-25T04:55:00Z,31.00,69.20
2026-04-25T04:56:00Z,31.00,69.00
2026-04-25T04:59:00Z,32.00,69.00
2026-04-25T05:01:00Z,32.00,69.00
2026-04-25T05:04:00Z,32.00,69.00
2026-04-25T05:05:00Z,32.00,69.00
2026-04-25T05:06:00Z,32.00,69.00
2026-04-25T05:08:00Z,32.00,69.00
