# event_ticker=KXATPCHALLENGERMATCH-26MAR25RODJOH
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Lorenzo Joaquin Rodriguez
# fav_player=Garrett Johns
# dog_player=Lorenzo Joaquin Rodriguez
# kalshi_date=2026-03-25
timestamp,Garrett Johns,Lorenzo Joaquin Rodriguez
2026-03-25T08:02:00Z,,46.00
2026-03-25T08:30:00Z,,48.00
2026-03-25T08:31:00Z,,42.00
2026-03-25T09:36:00Z,48.01,53.00
2026-03-25T09:37:00Z,49.65,53.00
2026-03-25T09:52:00Z,49.65,51.00
2026-03-25T10:04:00Z,50.00,51.00
2026-03-25T10:09:00Z,50.00,51.00
2026-03-25T10:38:00Z,50.00,50.00
2026-03-25T10:48:00Z,51.00,50.00
2026-03-25T10:50:00Z,51.00,50.00
2026-03-25T10:51:00Z,51.00,50.72
2026-03-25T10:52:00Z,51.00,51.63
2026-03-25T10:53:00Z,50.00,51.63
2026-03-25T11:14:00Z,50.00,51.00
2026-03-25T11:54:00Z,50.00,51.00
2026-03-25T12:51:00Z,51.00,51.00
2026-03-25T13:08:00Z,51.00,51.00
2026-03-25T13:36:00Z,51.00,51.00
2026-03-25T13:41:00Z,51.00,50.00
2026-03-25T13:52:00Z,51.00,50.00
2026-03-25T14:04:00Z,53.00,50.00
2026-03-25T14:25:00Z,53.00,49.00
2026-03-25T14:28:00Z,53.00,49.00
2026-03-25T14:35:00Z,53.00,49.00
2026-03-25T14:52:00Z,53.00,49.00
2026-03-25T15:10:00Z,53.00,49.00
2026-03-25T15:11:00Z,53.00,49.00
2026-03-25T15:18:00Z,53.00,49.00
2026-03-25T15:21:00Z,53.00,49.00
2026-03-25T15:31:00Z,53.00,49.00
2026-03-25T15:36:00Z,53.00,49.00
2026-03-25T15:49:00Z,53.00,49.00
2026-03-25T15:53:00Z,53.00,49.00
2026-03-25T16:12:00Z,53.00,48.00
2026-03-25T16:30:00Z,53.00,48.00
2026-03-25T16:33:00Z,53.00,49.00
2026-03-25T16:34:00Z,53.00,49.00
2026-03-25T16:36:00Z,53.00,49.00
2026-03-25T16:43:00Z,53.00,48.00
2026-03-25T16:44:00Z,54.04,48.00
2026-03-25T16:45:00Z,54.00,48.00
2026-03-25T16:47:00Z,54.00,48.00
2026-03-25T16:55:00Z,54.00,47.00
2026-03-25T16:56:00Z,55.00,47.00
2026-03-25T16:57:00Z,55.00,47.00
2026-03-25T16:58:00Z,55.00,47.00
2026-03-25T16:59:00Z,55.34,47.00
2026-03-25T17:00:00Z,55.34,45.00
2026-03-25T17:02:00Z,55.00,47.00
2026-03-25T17:03:00Z,55.00,47.00
2026-03-25T17:06:00Z,55.00,47.00
2026-03-25T17:09:00Z,55.00,47.00
2026-03-25T17:26:00Z,55.00,46.00
2026-03-25T17:27:00Z,55.00,46.00
2026-03-25T17:34:00Z,55.00,45.00
2026-03-25T17:37:00Z,55.00,45.00
2026-03-25T17:43:00Z,55.00,45.00
2026-03-25T17:49:00Z,55.00,45.00
2026-03-25T17:54:00Z,55.00,46.00
2026-03-25T17:59:00Z,55.00,46.00
2026-03-25T18:00:00Z,54.33,46.00
2026-03-25T18:04:00Z,53.00,46.16
2026-03-25T18:12:00Z,53.00,46.16
2026-03-25T18:14:00Z,53.00,46.16
2026-03-25T18:17:00Z,53.00,46.16
2026-03-25T18:27:00Z,53.00,47.00
2026-03-25T18:30:00Z,54.00,47.00
2026-03-25T18:31:00Z,54.00,47.00
2026-03-25T18:33:00Z,54.00,47.00
2026-03-25T18:34:00Z,54.00,47.00
2026-03-25T18:35:00Z,54.00,48.00
2026-03-25T18:40:00Z,54.00,48.00
2026-03-25T18:42:00Z,55.42,48.00
2026-03-25T18:43:00Z,55.00,48.00
2026-03-25T18:45:00Z,55.00,48.00
2026-03-25T18:46:00Z,55.00,46.00
2026-03-25T18:47:00Z,55.00,45.00
2026-03-25T18:48:00Z,56.00,45.00
2026-03-25T18:53:00Z,53.00,45.00
2026-03-25T18:55:00Z,52.00,45.00
2026-03-25T19:14:00Z,56.72,45.00
2026-03-25T19:15:00Z,57.00,45.00
2026-03-25T19:16:00Z,57.00,45.00
2026-03-25T19:17:00Z,57.00,46.69
2026-03-25T19:18:00Z,56.90,45.00
2026-03-25T19:19:00Z,50.47,46.68
2026-03-25T19:20:00Z,46.95,46.68
2026-03-25T19:21:00Z,37.89,55.56
2026-03-25T19:22:00Z,50.06,51.12
2026-03-25T19:23:00Z,48.53,50.10
2026-03-25T19:24:00Z,41.15,58.31
2026-03-25T19:25:00Z,41.00,60.00
2026-03-25T19:26:00Z,43.31,56.00
2026-03-25T19:27:00Z,41.94,56.87
2026-03-25T19:28:00Z,42.88,57.04
2026-03-25T19:29:00Z,39.00,62.69
2026-03-25T19:30:00Z,34.70,65.41
2026-03-25T19:31:00Z,34.04,64.59
2026-03-25T19:32:00Z,38.70,65.03
2026-03-25T19:33:00Z,39.67,61.67
2026-03-25T19:34:00Z,38.71,57.35
2026-03-25T19:35:00Z,45.00,55.82
2026-03-25T19:36:00Z,48.18,55.68
2026-03-25T19:37:00Z,46.18,56.05
2026-03-25T19:38:00Z,40.37,61.45
2026-03-25T19:39:00Z,36.94,65.01
2026-03-25T19:40:00Z,31.39,70.24
2026-03-25T19:41:00Z,33.50,67.03
2026-03-25T19:42:00Z,37.41,63.87
2026-03-25T19:43:00Z,39.19,62.97
2026-03-25T19:44:00Z,43.70,57.73
2026-03-25T19:45:00Z,41.40,58.81
2026-03-25T19:46:00Z,37.11,63.08
2026-03-25T19:47:00Z,37.57,64.98
2026-03-25T19:48:00Z,34.99,64.26
2026-03-25T19:49:00Z,35.67,65.00
2026-03-25T19:50:00Z,36.14,67.56
2026-03-25T19:51:00Z,32.49,67.18
2026-03-25T19:52:00Z,32.22,68.25
2026-03-25T19:53:00Z,29.62,70.92
2026-03-25T19:54:00Z,24.99,73.19
2026-03-25T19:55:00Z,24.16,74.95
2026-03-25T19:56:00Z,28.61,72.07
2026-03-25T19:57:00Z,26.86,74.08
2026-03-25T19:58:00Z,23.45,76.01
2026-03-25T19:59:00Z,23.57,76.09
2026-03-25T20:00:00Z,22.03,76.80
2026-03-25T20:01:00Z,23.79,76.98
2026-03-25T20:02:00Z,23.96,76.98
2026-03-25T20:03:00Z,24.00,77.00
2026-03-25T20:04:00Z,24.00,77.00
2026-03-25T20:05:00Z,23.99,77.00
2026-03-25T20:06:00Z,21.92,78.49
2026-03-25T20:07:00Z,24.28,77.03
2026-03-25T20:08:00Z,23.83,78.69
2026-03-25T20:09:00Z,23.08,77.37
2026-03-25T20:10:00Z,24.87,79.52
2026-03-25T20:11:00Z,19.03,81.27
2026-03-25T20:12:00Z,21.40,79.29
2026-03-25T20:13:00Z,22.87,79.30
2026-03-25T20:14:00Z,11.42,84.50
2026-03-25T20:15:00Z,11.63,88.17
2026-03-25T20:16:00Z,12.69,87.65
2026-03-25T20:17:00Z,13.51,85.30
2026-03-25T20:18:00Z,18.67,84.65
2026-03-25T20:19:00Z,11.48,87.06
2026-03-25T20:20:00Z,12.35,87.22
2026-03-25T20:21:00Z,16.60,83.43
2026-03-25T20:22:00Z,13.02,87.06
2026-03-25T20:23:00Z,9.09,89.47
2026-03-25T20:24:00Z,6.44,92.72
2026-03-25T20:25:00Z,5.31,94.63
2026-03-25T20:26:00Z,9.00,92.50
2026-03-25T20:27:00Z,11.00,90.17
2026-03-25T20:28:00Z,11.84,89.99
2026-03-25T20:29:00Z,14.14,88.01
2026-03-25T20:30:00Z,12.10,87.49
2026-03-25T20:31:00Z,9.45,91.01
2026-03-25T20:32:00Z,7.55,93.87
2026-03-25T20:33:00Z,6.02,94.00
2026-03-25T20:34:00Z,7.09,92.97
2026-03-25T20:35:00Z,6.72,94.79
2026-03-25T20:36:00Z,4.96,95.35
2026-03-25T20:37:00Z,3.42,95.36
2026-03-25T20:38:00Z,1.43,98.83
2026-03-25T20:39:00Z,1.98,98.89
2026-03-25T20:40:00Z,1.29,98.98
2026-03-25T20:41:00Z,1.27,99.00
2026-03-25T20:42:00Z,1.00,98.99
2026-03-25T20:43:00Z,1.00,99.00
2026-03-25T20:44:00Z,1.01,98.00
2026-03-25T20:45:00Z,1.01,99.00
2026-03-25T20:46:00Z,1.01,99.00
