# event_ticker=KXATPCHALLENGERMATCH-26APR03LAHEI
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Gustavo Heide
# fav_player=Juan Manuel La Serna
# dog_player=Gustavo Heide
# kalshi_date=2026-04-03
timestamp,Juan Manuel La Serna,Gustavo Heide
2026-04-03T09:46:00Z,20.00,80.00
2026-04-03T09:49:00Z,20.00,80.00
2026-04-03T10:03:00Z,20.00,80.00
2026-04-03T10:21:00Z,20.00,81.00
2026-04-03T10:50:00Z,20.00,81.00
2026-04-03T11:20:00Z,20.00,80.00
2026-04-03T11:22:00Z,20.00,81.00
2026-04-03T11:36:00Z,20.00,81.00
2026-04-03T11:37:00Z,20.00,81.00
2026-04-03T12:00:00Z,19.00,81.00
2026-04-03T12:26:00Z,19.00,81.00
2026-04-03T12:37:00Z,19.00,82.00
2026-04-03T12:43:00Z,19.00,82.00
2026-04-03T13:03:00Z,19.00,82.00
2026-04-03T13:31:00Z,19.00,82.00
2026-04-03T13:38:00Z,19.00,82.00
2026-04-03T13:42:00Z,19.00,82.00
2026-04-03T14:06:00Z,19.00,82.00
2026-04-03T14:18:00Z,19.00,82.00
2026-04-03T14:45:00Z,19.00,82.00
2026-04-03T14:51:00Z,19.00,81.00
2026-04-03T15:04:00Z,19.00,81.00
2026-04-03T15:07:00Z,19.00,82.00
2026-04-03T15:09:00Z,19.00,82.00
2026-04-03T15:25:00Z,19.00,82.00
2026-04-03T15:26:00Z,19.00,82.00
2026-04-03T15:28:00Z,19.00,82.00
2026-04-03T16:02:00Z,19.00,83.00
2026-04-03T16:03:00Z,19.00,83.00
2026-04-03T16:10:00Z,19.00,83.00
2026-04-03T16:11:00Z,19.00,83.00
2026-04-03T16:20:00Z,19.00,83.00
2026-04-03T16:22:00Z,19.00,83.00
2026-04-03T16:25:00Z,18.00,83.00
2026-04-03T16:38:00Z,19.00,83.00
2026-04-03T16:48:00Z,19.00,83.00
2026-04-03T16:51:00Z,19.00,83.00
2026-04-03T16:53:00Z,19.00,83.00
2026-04-03T17:01:00Z,19.00,83.00
2026-04-03T17:15:00Z,18.00,83.00
2026-04-03T17:16:00Z,19.00,83.00
2026-04-03T17:20:00Z,19.00,83.00
2026-04-03T17:30:00Z,19.00,83.00
2026-04-03T17:33:00Z,19.00,83.00
2026-04-03T17:49:00Z,19.00,83.00
2026-04-03T17:51:00Z,19.00,83.00
2026-04-03T17:55:00Z,19.00,83.00
2026-04-03T18:03:00Z,19.00,83.00
2026-04-03T18:06:00Z,19.00,83.00
2026-04-03T18:12:00Z,19.00,83.00
2026-04-03T18:13:00Z,19.00,83.00
2026-04-03T18:17:00Z,19.00,83.00
2026-04-03T18:18:00Z,19.00,83.00
2026-04-03T18:20:00Z,19.00,83.00
2026-04-03T18:24:00Z,19.00,83.00
2026-04-03T18:32:00Z,19.00,83.00
2026-04-03T18:33:00Z,19.00,83.00
2026-04-03T18:42:00Z,19.00,83.00
2026-04-03T18:44:00Z,19.00,83.00
2026-04-03T18:48:00Z,19.00,83.00
2026-04-03T18:49:00Z,19.00,83.00
2026-04-03T18:53:00Z,19.00,83.00
2026-04-03T18:54:00Z,19.00,83.00
2026-04-03T19:11:00Z,19.00,83.00
2026-04-03T19:12:00Z,19.00,83.00
2026-04-03T19:14:00Z,19.00,83.00
2026-04-03T19:16:00Z,19.00,83.00
2026-04-03T19:38:00Z,19.00,83.00
2026-04-03T19:43:00Z,19.00,83.00
2026-04-03T19:44:00Z,19.00,83.00
2026-04-03T19:58:00Z,19.00,83.00
2026-04-03T20:00:00Z,19.00,83.00
2026-04-03T20:01:00Z,19.00,83.00
2026-04-03T20:02:00Z,19.00,83.00
2026-04-03T20:04:00Z,19.00,83.00
2026-04-03T20:06:00Z,19.00,83.00
2026-04-03T20:08:00Z,19.00,83.00
2026-04-03T20:10:00Z,19.00,83.00
2026-04-03T20:13:00Z,19.00,83.00
2026-04-03T20:16:00Z,18.93,83.00
2026-04-03T20:17:00Z,17.83,83.00
2026-04-03T20:25:00Z,18.00,83.00
2026-04-03T20:26:00Z,18.00,83.00
2026-04-03T20:27:00Z,18.00,83.00
2026-04-03T20:30:00Z,17.00,83.00
2026-04-03T20:31:00Z,17.00,83.00
2026-04-03T20:37:00Z,17.00,84.00
2026-04-03T20:39:00Z,17.00,84.00
2026-04-03T20:40:00Z,17.00,84.00
2026-04-03T20:41:00Z,17.00,84.00
2026-04-03T20:42:00Z,17.00,84.00
2026-04-03T20:43:00Z,16.93,84.00
2026-04-03T20:44:00Z,15.00,84.00
2026-04-03T20:45:00Z,15.00,84.00
2026-04-03T20:47:00Z,15.00,84.00
2026-04-03T20:52:00Z,15.00,84.00
2026-04-03T20:53:00Z,15.00,84.00
2026-04-03T20:57:00Z,15.00,84.00
2026-04-03T20:59:00Z,15.41,84.00
2026-04-03T21:01:00Z,16.00,84.00
2026-04-03T21:02:00Z,16.00,84.00
2026-04-03T21:05:00Z,16.00,84.00
