# event_ticker=KXATPCHALLENGERMATCH-26APR03LAHEI
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Gustavo Heide
# fav_player=Juan Manuel La Serna
# dog_player=Gustavo Heide
# kalshi_date=2026-04-03
timestamp,Juan Manuel La Serna,Gustavo Heide
2026-04-03T21:06:00Z,16.00,84.00
2026-04-03T21:07:00Z,16.00,85.00
2026-04-03T21:08:00Z,16.00,85.00
2026-04-03T21:09:00Z,16.00,85.00
2026-04-03T21:10:00Z,16.00,85.00
2026-04-03T21:11:00Z,16.00,85.00
2026-04-03T21:12:00Z,16.00,85.38
2026-04-03T21:13:00Z,16.00,85.38
2026-04-03T21:14:00Z,16.00,85.38
2026-04-03T21:15:00Z,15.41,85.38
2026-04-03T21:16:00Z,16.92,85.85
2026-04-03T21:17:00Z,16.88,85.85
2026-04-03T21:18:00Z,17.00,84.00
2026-04-03T21:19:00Z,16.00,85.00
2026-04-03T21:20:00Z,14.13,88.00
2026-04-03T21:21:00Z,14.00,86.43
2026-04-03T21:22:00Z,12.35,88.95
2026-04-03T21:23:00Z,11.13,90.73
2026-04-03T21:24:00Z,9.11,93.00
2026-04-03T21:25:00Z,8.41,92.87
2026-04-03T21:26:00Z,7.77,93.00
2026-04-03T21:27:00Z,8.00,93.00
2026-04-03T21:28:00Z,8.00,93.00
2026-04-03T21:29:00Z,9.00,93.00
2026-04-03T21:30:00Z,10.47,90.00
2026-04-03T21:31:00Z,9.99,90.00
2026-04-03T21:32:00Z,8.98,91.91
2026-04-03T21:33:00Z,9.32,90.32
2026-04-03T21:34:00Z,8.93,93.00
2026-04-03T21:35:00Z,8.47,93.00
2026-04-03T21:36:00Z,8.00,92.37
2026-04-03T21:37:00Z,7.00,93.35
2026-04-03T21:38:00Z,7.16,93.20
2026-04-03T21:39:00Z,7.83,94.00
2026-04-03T21:40:00Z,6.08,94.99
2026-04-03T21:41:00Z,6.06,95.00
2026-04-03T21:42:00Z,6.14,95.00
2026-04-03T21:43:00Z,6.30,95.00
2026-04-03T21:44:00Z,6.00,94.19
2026-04-03T21:45:00Z,5.34,94.98
2026-04-03T21:46:00Z,5.97,95.00
2026-04-03T21:47:00Z,6.00,95.00
2026-04-03T21:48:00Z,5.98,95.59
2026-04-03T21:49:00Z,3.54,97.56
2026-04-03T21:50:00Z,4.01,97.82
2026-04-03T21:51:00Z,6.16,94.73
2026-04-03T21:52:00Z,6.08,94.96
2026-04-03T21:53:00Z,3.78,96.75
2026-04-03T21:54:00Z,2.99,97.60
2026-04-03T21:55:00Z,2.94,97.00
2026-04-03T21:56:00Z,3.55,98.00
2026-04-03T21:57:00Z,2.50,98.00
2026-04-03T21:58:00Z,2.10,98.95
2026-04-03T21:59:00Z,2.04,99.00
2026-04-03T22:00:00Z,2.23,99.00
2026-04-03T22:01:00Z,1.56,99.00
2026-04-03T22:02:00Z,1.17,99.00
2026-04-03T22:03:00Z,1.13,99.00
2026-04-03T22:04:00Z,1.80,99.00
2026-04-03T22:05:00Z,1.00,99.00
2026-04-03T22:09:00Z,1.00,99.00
2026-04-03T22:10:00Z,1.00,99.00
2026-04-03T22:11:00Z,1.00,99.00
2026-04-03T22:14:00Z,1.00,99.00
2026-04-03T22:16:00Z,1.00,99.00
2026-04-03T22:17:00Z,1.00,99.00
