# event_ticker=KXATPCHALLENGERMATCH-26APR30LAJSHA
# final_score=6-4 6-4
# match_winner=Mark Lajal
# fav_player=Mark Lajal
# dog_player=Marat Sharipov
# kalshi_date=2026-04-30
timestamp,Mark Lajal,Marat Sharipov
2026-04-30T04:16:00Z,52.90,45.38
2026-04-30T04:17:00Z,61.25,46.96
2026-04-30T04:18:00Z,52.80,47.40
2026-04-30T04:19:00Z,48.99,50.30
2026-04-30T04:20:00Z,47.83,53.00
2026-04-30T04:21:00Z,53.00,51.65
2026-04-30T04:22:00Z,54.96,47.00
2026-04-30T04:23:00Z,54.42,48.06
2026-04-30T04:24:00Z,58.44,46.81
2026-04-30T04:25:00Z,54.98,48.04
2026-04-30T04:26:00Z,55.65,44.63
2026-04-30T04:27:00Z,59.31,45.66
2026-04-30T04:28:00Z,66.80,37.73
2026-04-30T04:29:00Z,72.29,30.34
2026-04-30T04:30:00Z,71.16,27.37
2026-04-30T04:31:00Z,72.98,25.63
2026-04-30T04:32:00Z,71.21,29.00
2026-04-30T04:33:00Z,73.77,28.00
2026-04-30T04:34:00Z,72.78,28.54
2026-04-30T04:35:00Z,71.96,29.00
2026-04-30T04:36:00Z,71.82,29.53
2026-04-30T04:37:00Z,71.28,30.00
2026-04-30T04:38:00Z,67.20,32.41
2026-04-30T04:39:00Z,69.00,33.41
2026-04-30T04:40:00Z,71.85,30.96
2026-04-30T04:41:00Z,72.00,30.00
2026-04-30T04:42:00Z,71.53,29.00
2026-04-30T04:43:00Z,71.00,29.58
2026-04-30T04:44:00Z,69.06,31.26
2026-04-30T04:45:00Z,63.73,38.36
2026-04-30T04:46:00Z,67.32,39.91
2026-04-30T04:47:00Z,57.48,41.66
2026-04-30T04:48:00Z,69.22,34.61
2026-04-30T04:49:00Z,70.16,30.60
2026-04-30T04:50:00Z,71.30,31.00
2026-04-30T04:51:00Z,72.04,30.14
2026-04-30T04:52:00Z,72.79,29.83
2026-04-30T04:53:00Z,72.79,31.66
2026-04-30T04:54:00Z,73.65,27.74
2026-04-30T04:55:00Z,73.59,30.97
2026-04-30T04:56:00Z,73.79,26.58
2026-04-30T04:57:00Z,72.88,29.13
2026-04-30T04:58:00Z,72.50,29.22
2026-04-30T04:59:00Z,74.52,27.31
2026-04-30T05:00:00Z,74.74,28.65
2026-04-30T05:01:00Z,75.16,27.11
2026-04-30T05:02:00Z,76.78,24.84
2026-04-30T05:03:00Z,80.14,22.22
2026-04-30T05:04:00Z,80.61,20.63
2026-04-30T05:05:00Z,77.17,24.37
2026-04-30T05:06:00Z,75.18,26.32
2026-04-30T05:07:00Z,69.17,32.59
2026-04-30T05:08:00Z,68.43,32.53
2026-04-30T05:09:00Z,67.19,32.67
2026-04-30T05:10:00Z,72.70,27.08
2026-04-30T05:11:00Z,76.36,25.04
2026-04-30T05:12:00Z,76.70,25.84
2026-04-30T05:13:00Z,73.52,26.40
2026-04-30T05:14:00Z,73.49,27.80
2026-04-30T05:15:00Z,72.11,29.11
2026-04-30T05:16:00Z,74.52,26.48
2026-04-30T05:17:00Z,76.59,24.10
2026-04-30T05:18:00Z,79.54,22.20
2026-04-30T05:19:00Z,76.14,25.37
2026-04-30T05:20:00Z,73.25,28.70
2026-04-30T05:21:00Z,72.94,29.00
2026-04-30T05:22:00Z,73.01,28.73
2026-04-30T05:23:00Z,70.15,30.02
2026-04-30T05:24:00Z,73.56,26.87
2026-04-30T05:25:00Z,74.95,25.52
2026-04-30T05:26:00Z,76.15,24.37
2026-04-30T05:27:00Z,74.83,25.87
2026-04-30T05:28:00Z,74.01,26.00
2026-04-30T05:29:00Z,77.00,24.61
2026-04-30T05:30:00Z,77.60,23.18
2026-04-30T05:31:00Z,77.78,23.00
2026-04-30T05:32:00Z,77.84,21.98
2026-04-30T05:33:00Z,78.42,21.54
2026-04-30T05:34:00Z,84.41,15.22
2026-04-30T05:35:00Z,90.67,8.10
2026-04-30T05:36:00Z,95.82,3.88
2026-04-30T05:37:00Z,97.88,2.68
2026-04-30T05:38:00Z,98.90,1.00
2026-04-30T05:39:00Z,99.00,1.00
2026-04-30T05:40:00Z,99.00,1.00
2026-04-30T05:41:00Z,99.00,1.00
2026-04-30T05:42:00Z,99.00,1.00
2026-04-30T05:43:00Z,99.00,1.00
