# event_ticker=KXATPCHALLENGERMATCH-26MAR10GHIARN
# final_score=6-3 3-6 6-3
# match_winner=Antoine Ghibaudo
# fav_player=Antoine Ghibaudo
# dog_player=Gilles Arnaud Bailly
# kalshi_date=2026-03-10
timestamp,Antoine Ghibaudo,Gilles Arnaud Bailly
2026-03-10T14:25:00Z,50.00,53.68
2026-03-10T14:26:00Z,50.00,54.00
2026-03-10T14:27:00Z,51.57,56.00
2026-03-10T14:28:00Z,49.00,56.48
2026-03-10T14:29:00Z,50.00,49.96
2026-03-10T14:30:00Z,53.89,46.84
2026-03-10T14:31:00Z,52.00,48.86
2026-03-10T14:32:00Z,56.73,46.00
2026-03-10T14:33:00Z,61.40,37.50
2026-03-10T14:34:00Z,66.23,41.00
2026-03-10T14:35:00Z,63.15,39.47
2026-03-10T14:36:00Z,67.57,34.78
2026-03-10T14:37:00Z,67.74,33.14
2026-03-10T14:38:00Z,68.00,33.00
2026-03-10T14:39:00Z,65.75,34.36
2026-03-10T14:40:00Z,64.94,38.00
2026-03-10T14:41:00Z,66.99,36.70
2026-03-10T14:42:00Z,67.82,37.00
2026-03-10T14:43:00Z,66.26,34.91
2026-03-10T14:45:00Z,68.29,33.80
2026-03-10T14:46:00Z,72.78,28.62
2026-03-10T14:47:00Z,67.28,33.95
2026-03-10T14:48:00Z,66.00,36.97
2026-03-10T14:49:00Z,66.00,39.20
2026-03-10T14:50:00Z,56.35,41.01
2026-03-10T14:51:00Z,65.31,41.01
2026-03-10T14:52:00Z,68.92,33.44
2026-03-10T14:53:00Z,70.00,32.00
2026-03-10T14:54:00Z,66.84,32.00
2026-03-10T14:55:00Z,67.00,34.97
2026-03-10T14:56:00Z,70.54,36.29
2026-03-10T14:57:00Z,71.45,30.46
2026-03-10T14:58:00Z,73.00,29.00
2026-03-10T14:59:00Z,73.00,30.97
2026-03-10T15:00:00Z,69.77,32.00
2026-03-10T15:01:00Z,71.00,31.00
2026-03-10T15:02:00Z,72.00,28.39
2026-03-10T15:03:00Z,69.20,29.00
2026-03-10T15:04:00Z,61.50,39.38
2026-03-10T15:05:00Z,72.25,33.01
2026-03-10T15:06:00Z,73.82,28.00
2026-03-10T15:07:00Z,75.00,28.00
2026-03-10T15:08:00Z,75.00,28.00
2026-03-10T15:09:00Z,73.39,28.00
2026-03-10T15:10:00Z,73.69,28.00
2026-03-10T15:11:00Z,74.00,27.17
2026-03-10T15:12:00Z,70.00,31.32
2026-03-10T15:13:00Z,68.24,31.43
2026-03-10T15:14:00Z,65.95,38.30
2026-03-10T15:15:00Z,53.39,46.84
2026-03-10T15:16:00Z,52.04,48.19
2026-03-10T15:17:00Z,51.04,50.87
2026-03-10T15:18:00Z,50.10,48.72
2026-03-10T15:19:00Z,47.01,53.00
2026-03-10T15:20:00Z,47.93,53.87
2026-03-10T15:21:00Z,50.45,51.04
2026-03-10T15:22:00Z,50.74,50.08
2026-03-10T15:23:00Z,49.80,50.18
2026-03-10T15:24:00Z,53.35,47.00
2026-03-10T15:25:00Z,53.60,47.29
2026-03-10T15:26:00Z,49.86,51.19
2026-03-10T15:27:00Z,48.96,53.61
2026-03-10T15:28:00Z,47.00,54.23
2026-03-10T15:29:00Z,47.00,54.58
2026-03-10T15:30:00Z,46.84,54.27
2026-03-10T15:31:00Z,49.67,52.99
2026-03-10T15:32:00Z,48.00,53.95
2026-03-10T15:33:00Z,50.70,52.94
2026-03-10T15:34:00Z,52.00,49.85
2026-03-10T15:35:00Z,52.00,47.47
2026-03-10T15:36:00Z,47.90,51.96
2026-03-10T15:37:00Z,43.89,52.01
2026-03-10T15:38:00Z,50.97,49.02
2026-03-10T15:39:00Z,48.01,51.00
2026-03-10T15:40:00Z,46.96,53.56
2026-03-10T15:41:00Z,47.00,54.11
2026-03-10T15:42:00Z,48.00,54.00
2026-03-10T15:43:00Z,48.00,54.00
2026-03-10T15:44:00Z,49.00,54.00
2026-03-10T15:45:00Z,43.19,57.41
2026-03-10T15:46:00Z,44.77,57.41
2026-03-10T15:47:00Z,42.74,56.94
2026-03-10T15:48:00Z,43.29,57.00
2026-03-10T15:49:00Z,43.75,56.91
2026-03-10T15:50:00Z,49.17,56.81
2026-03-10T15:51:00Z,50.59,52.52
2026-03-10T15:52:00Z,52.00,49.37
2026-03-10T15:53:00Z,53.07,51.58
2026-03-10T15:54:00Z,50.53,52.54
2026-03-10T15:55:00Z,48.78,53.33
2026-03-10T15:56:00Z,49.75,53.35
2026-03-10T15:57:00Z,54.20,45.73
2026-03-10T15:58:00Z,57.00,44.21
2026-03-10T15:59:00Z,57.27,44.92
2026-03-10T16:00:00Z,55.72,47.37
2026-03-10T16:01:00Z,63.34,40.41
2026-03-10T16:02:00Z,63.79,35.89
2026-03-10T16:03:00Z,65.29,34.63
2026-03-10T16:04:00Z,64.20,32.04
2026-03-10T16:05:00Z,63.02,42.69
2026-03-10T16:06:00Z,54.05,47.83
2026-03-10T16:07:00Z,57.64,45.11
2026-03-10T16:08:00Z,62.15,42.82
2026-03-10T16:09:00Z,60.44,40.37
2026-03-10T16:10:00Z,62.12,40.06
2026-03-10T16:11:00Z,63.72,37.23
2026-03-10T16:12:00Z,61.21,41.16
2026-03-10T16:13:00Z,71.82,28.31
2026-03-10T16:14:00Z,86.23,12.39
2026-03-10T16:15:00Z,93.87,6.02
2026-03-10T16:16:00Z,91.28,13.12
2026-03-10T16:17:00Z,91.64,9.74
2026-03-10T16:18:00Z,95.44,4.44
2026-03-10T16:19:00Z,94.43,5.05
2026-03-10T16:20:00Z,91.35,6.70
2026-03-10T16:21:00Z,94.49,6.15
2026-03-10T16:22:00Z,94.79,6.27
2026-03-10T16:23:00Z,95.65,5.49
2026-03-10T16:24:00Z,98.93,1.00
2026-03-10T16:25:00Z,99.00,1.00
2026-03-10T16:26:00Z,99.00,1.00
2026-03-10T16:27:00Z,99.00,1.00
2026-03-10T16:28:00Z,99.00,1.00
2026-03-10T16:29:00Z,99.00,1.00
2026-03-10T16:30:00Z,99.00,1.00
2026-03-10T16:31:00Z,99.00,1.00
2026-03-10T16:32:00Z,99.00,1.00
