# event_ticker=KXATPMATCH-25AUG19KECKOV
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Aleksandar Kovacevic
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-08-19
timestamp,Aleksandar Kovacevic,Miomir Kecmanovic
2025-08-19T11:51:00Z,96.00,
2025-08-19T12:15:00Z,48.00,
2025-08-19T13:02:00Z,47.00,
2025-08-19T13:26:00Z,47.00,57.00
2025-08-19T13:43:00Z,47.00,56.00
2025-08-19T14:06:00Z,45.00,56.00
2025-08-19T14:20:00Z,44.90,56.00
2025-08-19T14:25:00Z,44.90,57.00
2025-08-19T14:45:00Z,44.90,57.00
2025-08-19T15:24:00Z,45.00,57.00
2025-08-19T15:40:00Z,45.00,57.00
2025-08-19T15:56:00Z,45.00,55.00
2025-08-19T16:15:00Z,45.00,55.00
2025-08-19T16:20:00Z,45.00,55.00
2025-08-19T16:40:00Z,45.00,55.00
2025-08-19T16:42:00Z,45.00,55.00
2025-08-19T17:04:00Z,44.00,55.00
2025-08-19T17:33:00Z,44.00,55.00
2025-08-19T17:39:00Z,44.00,55.00
2025-08-19T17:58:00Z,44.00,55.00
2025-08-19T19:01:00Z,44.00,58.00
2025-08-19T19:14:00Z,44.00,58.00
2025-08-19T19:15:00Z,44.00,58.00
2025-08-19T19:17:00Z,44.00,58.00
2025-08-19T19:47:00Z,44.64,58.00
2025-08-19T19:48:00Z,44.00,58.00
2025-08-19T19:58:00Z,44.00,59.00
2025-08-19T19:59:00Z,43.00,59.00
2025-08-19T20:01:00Z,42.00,61.00
2025-08-19T20:19:00Z,43.08,61.00
2025-08-19T20:20:00Z,43.08,59.00
2025-08-19T20:21:00Z,50.00,51.00
2025-08-19T20:22:00Z,55.00,44.00
2025-08-19T20:23:00Z,61.00,49.20
2025-08-19T20:24:00Z,54.00,46.69
2025-08-19T20:25:00Z,53.64,51.04
2025-08-19T20:26:00Z,44.00,56.21
2025-08-19T20:27:00Z,44.98,62.15
2025-08-19T20:28:00Z,48.66,55.08
2025-08-19T20:29:00Z,45.89,59.64
2025-08-19T20:30:00Z,43.57,59.64
2025-08-19T20:31:00Z,41.00,59.04
2025-08-19T20:32:00Z,41.00,61.13
2025-08-19T20:33:00Z,45.00,58.36
2025-08-19T20:34:00Z,44.00,59.42
