# event_ticker=KXATPMATCH-25AUG19KECKOV
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Aleksandar Kovacevic
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-08-19
timestamp,Aleksandar Kovacevic,Miomir Kecmanovic
2025-08-19T20:35:00Z,44.19,60.83
2025-08-19T20:36:00Z,40.00,62.00
2025-08-19T20:37:00Z,40.00,62.89
2025-08-19T20:38:00Z,35.96,69.39
2025-08-19T20:39:00Z,34.00,67.23
2025-08-19T20:40:00Z,39.64,63.00
2025-08-19T20:41:00Z,39.89,61.47
2025-08-19T20:42:00Z,39.85,61.01
2025-08-19T20:43:00Z,44.41,56.86
2025-08-19T20:44:00Z,51.83,57.93
2025-08-19T20:45:00Z,45.00,59.00
2025-08-19T20:46:00Z,42.45,61.99
2025-08-19T20:47:00Z,43.10,61.99
2025-08-19T20:48:00Z,43.10,64.00
2025-08-19T20:49:00Z,40.65,63.48
2025-08-19T20:50:00Z,45.57,63.48
2025-08-19T20:51:00Z,41.00,63.48
2025-08-19T20:52:00Z,41.00,61.39
2025-08-19T20:53:00Z,38.36,60.00
2025-08-19T20:54:00Z,40.00,62.00
2025-08-19T20:55:00Z,42.66,59.00
2025-08-19T20:56:00Z,35.63,68.60
2025-08-19T20:57:00Z,26.67,77.32
2025-08-19T20:58:00Z,21.00,80.93
2025-08-19T20:59:00Z,19.00,83.49
2025-08-19T21:00:00Z,18.89,83.00
2025-08-19T21:01:00Z,13.50,85.85
2025-08-19T21:02:00Z,14.33,88.00
2025-08-19T21:03:00Z,11.18,89.92
2025-08-19T21:04:00Z,16.00,88.95
2025-08-19T21:05:00Z,12.62,88.71
2025-08-19T21:06:00Z,14.35,87.86
2025-08-19T21:07:00Z,16.00,86.00
2025-08-19T21:08:00Z,16.61,84.77
2025-08-19T21:09:00Z,16.00,86.49
2025-08-19T21:11:00Z,17.35,84.76
2025-08-19T21:12:00Z,19.00,85.00
2025-08-19T21:13:00Z,17.49,85.00
2025-08-19T21:14:00Z,17.10,85.00
2025-08-19T21:15:00Z,17.10,85.00
2025-08-19T21:16:00Z,17.61,83.89
2025-08-19T21:17:00Z,17.61,86.42
2025-08-19T21:18:00Z,12.00,87.88
2025-08-19T21:19:00Z,16.00,87.99
2025-08-19T21:20:00Z,20.00,84.52
2025-08-19T21:21:00Z,18.63,85.00
2025-08-19T21:22:00Z,17.00,86.48
2025-08-19T21:23:00Z,17.00,86.65
2025-08-19T21:24:00Z,17.00,86.65
2025-08-19T21:25:00Z,16.00,86.61
2025-08-19T21:26:00Z,19.00,80.00
2025-08-19T21:27:00Z,17.26,86.00
2025-08-19T21:28:00Z,16.92,79.42
2025-08-19T21:29:00Z,21.31,81.59
2025-08-19T21:30:00Z,21.00,81.00
2025-08-19T21:31:00Z,13.00,83.56
2025-08-19T21:32:00Z,18.41,84.72
2025-08-19T21:33:00Z,21.00,84.00
2025-08-19T21:34:00Z,14.17,85.91
2025-08-19T21:35:00Z,16.72,85.00
2025-08-19T21:36:00Z,15.98,84.21
2025-08-19T21:37:00Z,17.00,84.24
2025-08-19T21:38:00Z,17.90,85.95
2025-08-19T21:39:00Z,17.50,86.39
2025-08-19T21:40:00Z,14.99,86.50
2025-08-19T21:41:00Z,15.00,87.00
2025-08-19T21:42:00Z,18.00,86.00
2025-08-19T21:43:00Z,7.57,87.15
2025-08-19T21:44:00Z,19.71,83.35
2025-08-19T21:45:00Z,14.94,87.40
2025-08-19T21:46:00Z,9.33,91.11
2025-08-19T21:47:00Z,13.15,93.43
2025-08-19T21:48:00Z,15.85,84.55
2025-08-19T21:49:00Z,9.84,89.67
2025-08-19T21:50:00Z,6.03,95.86
2025-08-19T21:51:00Z,14.84,88.79
2025-08-19T21:52:00Z,7.46,98.04
2025-08-19T21:53:00Z,7.46,99.00
2025-08-19T21:54:00Z,7.46,99.00
2025-08-19T21:55:00Z,7.46,99.00
2025-08-19T21:56:00Z,7.46,99.00
2025-08-19T21:57:00Z,7.46,99.00
2025-08-19T21:59:00Z,7.46,99.00
2025-08-19T22:00:00Z,7.46,99.00
2025-08-19T22:01:00Z,7.46,99.00
