# event_ticker=KXATPCHALLENGERMATCH-26MAY15FARNAV
# final_score=6-2 6-7(7) 7-6(5)
# score_resolution=2-6 7-6 6-7
# match_winner=Emilio Nava
# fav_player=Jaime Faria
# dog_player=Emilio Nava
# kalshi_date=2026-05-15
timestamp,Jaime Faria,Emilio Nava
2026-05-15T06:27:00Z,56.00,46.00
2026-05-15T06:31:00Z,56.00,46.00
2026-05-15T06:35:00Z,56.00,46.00
2026-05-15T06:41:00Z,56.00,46.00
2026-05-15T06:58:00Z,56.00,46.00
2026-05-15T07:07:00Z,56.00,45.00
2026-05-15T07:08:00Z,56.00,45.00
2026-05-15T07:14:00Z,56.00,45.00
2026-05-15T07:15:00Z,56.00,45.00
2026-05-15T07:16:00Z,56.00,45.00
2026-05-15T07:17:00Z,56.00,46.00
2026-05-15T07:21:00Z,56.00,46.00
2026-05-15T07:28:00Z,56.00,46.00
2026-05-15T07:31:00Z,56.00,46.00
2026-05-15T07:32:00Z,56.00,46.00
2026-05-15T07:55:00Z,56.00,46.00
2026-05-15T08:03:00Z,56.00,46.00
2026-05-15T08:04:00Z,56.00,46.00
2026-05-15T08:05:00Z,56.00,46.00
2026-05-15T08:15:00Z,56.00,46.00
2026-05-15T08:32:00Z,56.00,46.00
2026-05-15T08:40:00Z,56.00,46.00
2026-05-15T08:42:00Z,56.00,46.00
2026-05-15T08:44:00Z,56.00,46.00
2026-05-15T08:45:00Z,56.00,46.00
2026-05-15T08:52:00Z,56.00,46.00
2026-05-15T09:14:00Z,56.00,46.00
2026-05-15T09:18:00Z,56.00,46.00
2026-05-15T09:35:00Z,56.00,46.00
2026-05-15T09:49:00Z,56.00,45.00
2026-05-15T09:54:00Z,56.00,45.00
2026-05-15T10:08:00Z,56.00,46.00
2026-05-15T10:35:00Z,56.00,46.00
2026-05-15T10:37:00Z,56.00,46.00
2026-05-15T10:39:00Z,55.00,46.00
2026-05-15T10:41:00Z,55.00,46.00
2026-05-15T10:45:00Z,55.00,46.00
2026-05-15T10:49:00Z,55.00,46.26
2026-05-15T10:53:00Z,55.00,47.00
2026-05-15T10:54:00Z,55.00,47.00
2026-05-15T10:56:00Z,55.00,47.00
2026-05-15T10:57:00Z,55.00,47.00
2026-05-15T11:02:00Z,55.00,46.00
2026-05-15T11:03:00Z,55.00,46.00
2026-05-15T11:04:00Z,55.00,46.95
2026-05-15T11:05:00Z,54.00,47.09
2026-05-15T11:06:00Z,49.18,50.40
2026-05-15T11:07:00Z,49.08,51.11
2026-05-15T11:08:00Z,51.75,50.66
2026-05-15T11:09:00Z,50.38,48.41
2026-05-15T11:10:00Z,55.10,45.00
2026-05-15T11:11:00Z,58.46,42.26
2026-05-15T11:12:00Z,58.95,45.65
2026-05-15T11:13:00Z,53.45,47.12
2026-05-15T11:14:00Z,47.44,50.45
2026-05-15T11:15:00Z,38.99,61.74
2026-05-15T11:16:00Z,38.14,62.77
2026-05-15T11:17:00Z,37.89,63.72
2026-05-15T11:18:00Z,37.50,65.10
2026-05-15T11:19:00Z,41.69,59.81
2026-05-15T11:20:00Z,43.68,58.95
2026-05-15T11:21:00Z,47.62,58.48
2026-05-15T11:22:00Z,40.20,58.68
2026-05-15T11:23:00Z,40.00,59.01
2026-05-15T11:24:00Z,42.00,59.00
2026-05-15T11:25:00Z,44.41,57.43
2026-05-15T11:26:00Z,39.65,57.43
2026-05-15T11:27:00Z,41.00,61.00
2026-05-15T11:28:00Z,35.67,63.17
2026-05-15T11:29:00Z,32.23,67.14
2026-05-15T11:30:00Z,27.97,73.00
2026-05-15T11:31:00Z,26.77,73.29
2026-05-15T11:32:00Z,25.93,74.10
2026-05-15T11:33:00Z,27.08,74.50
2026-05-15T11:34:00Z,26.04,75.47
2026-05-15T11:35:00Z,25.00,76.96
2026-05-15T11:36:00Z,25.43,75.25
2026-05-15T11:37:00Z,26.97,73.82
2026-05-15T11:38:00Z,27.00,73.75
2026-05-15T11:39:00Z,26.61,74.58
2026-05-15T11:40:00Z,25.00,76.00
2026-05-15T11:41:00Z,25.71,74.87
2026-05-15T11:42:00Z,26.00,74.26
2026-05-15T11:43:00Z,27.54,73.64
2026-05-15T11:44:00Z,30.13,69.87
2026-05-15T11:45:00Z,29.75,73.08
2026-05-15T11:46:00Z,29.58,71.89
2026-05-15T11:47:00Z,28.85,72.06
2026-05-15T11:48:00Z,26.93,74.06
2026-05-15T11:49:00Z,25.78,74.74
2026-05-15T11:50:00Z,26.95,74.85
2026-05-15T11:51:00Z,28.22,72.05
2026-05-15T11:52:00Z,29.90,71.38
2026-05-15T11:53:00Z,31.45,68.68
2026-05-15T11:54:00Z,36.83,63.83
2026-05-15T11:55:00Z,42.75,59.27
2026-05-15T11:56:00Z,44.63,56.08
2026-05-15T11:57:00Z,43.66,57.74
2026-05-15T11:58:00Z,34.79,68.21
2026-05-15T11:59:00Z,30.97,69.87
2026-05-15T12:00:00Z,32.17,69.95
2026-05-15T12:01:00Z,34.52,68.80
2026-05-15T12:02:00Z,31.58,70.83
2026-05-15T12:03:00Z,37.00,67.46
2026-05-15T12:04:00Z,30.70,70.44
2026-05-15T12:05:00Z,27.58,73.14
2026-05-15T12:06:00Z,29.51,70.35
2026-05-15T12:07:00Z,33.46,68.58
2026-05-15T12:08:00Z,34.00,67.00
2026-05-15T12:09:00Z,33.77,67.08
2026-05-15T12:10:00Z,38.98,63.26
2026-05-15T12:11:00Z,33.70,64.10
2026-05-15T12:12:00Z,29.36,70.68
2026-05-15T12:13:00Z,32.59,68.36
2026-05-15T12:14:00Z,36.49,64.23
2026-05-15T12:15:00Z,37.19,63.28
2026-05-15T12:16:00Z,36.16,63.12
2026-05-15T12:17:00Z,40.90,63.55
2026-05-15T12:18:00Z,36.88,63.79
2026-05-15T12:19:00Z,36.00,64.78
2026-05-15T12:20:00Z,33.43,66.64
2026-05-15T12:21:00Z,36.61,66.02
2026-05-15T12:22:00Z,37.00,63.34
2026-05-15T12:23:00Z,36.72,64.00
2026-05-15T12:24:00Z,35.90,65.64
2026-05-15T12:25:00Z,32.00,68.67
2026-05-15T12:26:00Z,34.41,66.02
2026-05-15T12:27:00Z,32.39,69.34
2026-05-15T12:28:00Z,20.27,78.07
2026-05-15T12:29:00Z,21.69,77.23
2026-05-15T12:30:00Z,28.06,79.52
2026-05-15T12:31:00Z,35.97,65.43
2026-05-15T12:32:00Z,37.66,66.99
2026-05-15T12:33:00Z,31.59,69.74
2026-05-15T12:34:00Z,32.05,68.33
2026-05-15T12:35:00Z,36.28,66.75
2026-05-15T12:36:00Z,26.00,75.47
2026-05-15T12:37:00Z,24.74,73.89
2026-05-15T12:38:00Z,38.63,62.10
2026-05-15T12:39:00Z,35.77,66.64
2026-05-15T12:40:00Z,49.11,54.04
2026-05-15T12:41:00Z,55.48,44.60
2026-05-15T12:42:00Z,53.96,45.97
2026-05-15T12:43:00Z,53.89,47.00
2026-05-15T12:44:00Z,54.53,46.99
2026-05-15T12:45:00Z,54.19,47.37
2026-05-15T12:46:00Z,52.51,49.99
2026-05-15T12:47:00Z,48.73,52.32
2026-05-15T12:48:00Z,48.03,53.18
2026-05-15T12:49:00Z,53.57,48.30
2026-05-15T12:50:00Z,55.87,46.57
2026-05-15T12:51:00Z,61.46,39.92
2026-05-15T12:52:00Z,52.84,50.59
2026-05-15T12:53:00Z,49.98,50.95
2026-05-15T12:54:00Z,52.38,48.29
2026-05-15T12:55:00Z,55.38,45.71
2026-05-15T12:56:00Z,55.70,50.29
2026-05-15T12:57:00Z,47.92,51.67
2026-05-15T12:58:00Z,53.39,46.95
2026-05-15T12:59:00Z,59.95,40.57
2026-05-15T13:00:00Z,75.30,27.07
2026-05-15T13:01:00Z,76.11,24.72
2026-05-15T13:02:00Z,62.29,35.80
2026-05-15T13:03:00Z,64.12,35.86
2026-05-15T13:04:00Z,52.39,46.95
2026-05-15T13:05:00Z,49.89,50.86
2026-05-15T13:06:00Z,48.96,52.19
2026-05-15T13:07:00Z,51.89,49.55
2026-05-15T13:08:00Z,46.35,52.53
2026-05-15T13:09:00Z,48.08,54.21
2026-05-15T13:10:00Z,49.81,52.29
2026-05-15T13:11:00Z,52.00,47.63
2026-05-15T13:12:00Z,51.53,52.24
2026-05-15T13:13:00Z,54.77,46.08
2026-05-15T13:14:00Z,49.35,53.01
2026-05-15T13:15:00Z,40.03,57.18
2026-05-15T13:16:00Z,46.56,58.36
2026-05-15T13:17:00Z,45.85,52.32
2026-05-15T13:18:00Z,53.04,47.20
2026-05-15T13:19:00Z,46.82,54.12
2026-05-15T13:20:00Z,55.40,45.91
2026-05-15T13:21:00Z,46.15,54.33
2026-05-15T13:22:00Z,44.64,56.07
2026-05-15T13:23:00Z,47.80,55.63
2026-05-15T13:24:00Z,51.90,49.33
2026-05-15T13:25:00Z,49.70,51.81
2026-05-15T13:26:00Z,52.76,49.45
2026-05-15T13:27:00Z,59.68,42.30
2026-05-15T13:28:00Z,60.36,40.86
2026-05-15T13:29:00Z,57.21,43.86
2026-05-15T13:30:00Z,44.91,54.46
2026-05-15T13:31:00Z,44.94,55.91
2026-05-15T13:32:00Z,49.87,50.75
2026-05-15T13:33:00Z,53.94,46.50
2026-05-15T13:34:00Z,52.97,47.55
2026-05-15T13:35:00Z,54.48,46.22
2026-05-15T13:36:00Z,47.64,52.04
2026-05-15T13:37:00Z,60.67,38.80
2026-05-15T13:38:00Z,46.24,52.35
2026-05-15T13:39:00Z,26.76,71.76
2026-05-15T13:40:00Z,26.73,71.35
2026-05-15T13:41:00Z,44.06,51.89
2026-05-15T13:42:00Z,41.17,58.54
2026-05-15T13:43:00Z,48.77,52.90
2026-05-15T13:44:00Z,15.62,92.49
2026-05-15T13:45:00Z,1.00,99.00
2026-05-15T13:46:00Z,1.00,99.00
2026-05-15T13:47:00Z,1.00,99.00
