# event_ticker=KXATPCHALLENGERMATCH-26MAY02HURBUR
# final_score=4-6 7-6(3) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Hubert Hurkacz
# fav_player=Roman Andres Burruchaga
# dog_player=Hubert Hurkacz
# kalshi_date=2026-05-02
timestamp,Hubert Hurkacz,Roman Andres Burruchaga
2026-05-02T01:55:00Z,70.00,
2026-05-02T02:00:00Z,70.00,33.00
2026-05-02T02:06:00Z,70.00,33.00
2026-05-02T02:20:00Z,70.00,33.00
2026-05-02T02:33:00Z,69.00,33.00
2026-05-02T02:40:00Z,69.00,33.00
2026-05-02T02:41:00Z,69.00,34.00
2026-05-02T02:46:00Z,69.00,34.00
2026-05-02T02:51:00Z,69.00,34.00
2026-05-02T02:53:00Z,69.00,34.00
2026-05-02T02:54:00Z,69.00,34.00
2026-05-02T03:02:00Z,69.00,34.00
2026-05-02T03:03:00Z,69.00,34.00
2026-05-02T03:04:00Z,69.00,34.00
2026-05-02T03:24:00Z,69.00,34.00
2026-05-02T03:33:00Z,69.00,34.00
2026-05-02T03:41:00Z,69.00,34.00
2026-05-02T03:43:00Z,69.00,34.00
2026-05-02T03:47:00Z,69.00,34.00
2026-05-02T03:48:00Z,68.00,34.00
2026-05-02T04:03:00Z,69.00,34.00
2026-05-02T04:04:00Z,69.00,34.00
2026-05-02T04:06:00Z,69.00,34.00
2026-05-02T04:16:00Z,69.00,34.00
2026-05-02T04:19:00Z,66.00,34.00
2026-05-02T04:24:00Z,68.00,34.00
2026-05-02T04:26:00Z,68.00,34.00
2026-05-02T04:34:00Z,68.00,34.00
2026-05-02T04:38:00Z,68.00,34.00
2026-05-02T04:41:00Z,68.00,34.00
2026-05-02T04:42:00Z,68.00,34.00
2026-05-02T04:43:00Z,67.00,34.00
2026-05-02T04:53:00Z,67.00,32.00
2026-05-02T04:54:00Z,67.00,34.83
2026-05-02T04:55:00Z,67.00,35.00
2026-05-02T04:57:00Z,66.56,35.00
2026-05-02T05:01:00Z,66.00,35.00
2026-05-02T05:04:00Z,66.00,35.00
2026-05-02T05:05:00Z,66.00,35.00
2026-05-02T05:08:00Z,66.00,35.00
2026-05-02T05:10:00Z,66.00,35.00
2026-05-02T05:12:00Z,66.00,35.00
2026-05-02T05:13:00Z,66.00,35.00
2026-05-02T05:15:00Z,66.00,35.00
2026-05-02T05:16:00Z,65.00,35.00
2026-05-02T05:19:00Z,66.00,35.00
2026-05-02T05:22:00Z,67.00,35.00
2026-05-02T05:23:00Z,67.00,34.00
2026-05-02T05:24:00Z,67.00,34.00
2026-05-02T05:25:00Z,67.00,34.81
2026-05-02T05:28:00Z,67.00,35.00
2026-05-02T05:31:00Z,67.00,35.00
2026-05-02T05:33:00Z,67.00,35.00
2026-05-02T05:36:00Z,67.00,35.00
2026-05-02T05:41:00Z,67.00,35.00
