# event_ticker=KXATPMATCH-26MAY12RUBBAS
# final_score=3-6 7-6(5) 6-2
# score_resolution=6-3 6-7 2-6
# match_winner=Andrey Rublev
# fav_player=Nikoloz Basilashvili
# dog_player=Andrey Rublev
# kalshi_date=2026-05-12
timestamp,Andrey Rublev,Nikoloz Basilashvili
2026-05-12T03:28:00Z,74.00,
2026-05-12T03:31:00Z,74.00,27.00
2026-05-12T03:42:00Z,74.00,27.00
2026-05-12T03:44:00Z,74.00,27.00
2026-05-12T03:48:00Z,74.00,27.00
2026-05-12T03:57:00Z,74.00,27.00
2026-05-12T03:58:00Z,74.00,27.00
2026-05-12T03:59:00Z,74.00,27.00
2026-05-12T04:10:00Z,74.00,27.00
2026-05-12T04:11:00Z,74.00,27.00
2026-05-12T04:15:00Z,74.00,27.00
2026-05-12T04:20:00Z,74.00,27.00
2026-05-12T04:22:00Z,74.00,27.00
2026-05-12T04:28:00Z,74.00,27.00
2026-05-12T04:39:00Z,74.00,27.00
2026-05-12T04:46:00Z,74.00,27.00
2026-05-12T04:47:00Z,74.00,27.00
2026-05-12T04:54:00Z,74.00,27.00
2026-05-12T04:56:00Z,74.00,27.00
2026-05-12T05:09:00Z,74.00,27.00
2026-05-12T05:12:00Z,74.00,27.00
2026-05-12T05:18:00Z,74.00,27.00
2026-05-12T05:19:00Z,74.00,27.00
2026-05-12T05:25:00Z,74.00,27.00
2026-05-12T05:26:00Z,74.00,27.00
2026-05-12T05:27:00Z,74.00,27.00
2026-05-12T05:28:00Z,74.00,27.00
2026-05-12T05:30:00Z,74.00,27.00
2026-05-12T05:31:00Z,74.00,27.00
2026-05-12T05:32:00Z,74.00,27.00
2026-05-12T05:35:00Z,74.00,27.00
2026-05-12T05:36:00Z,74.00,27.00
2026-05-12T05:39:00Z,74.00,27.00
2026-05-12T05:41:00Z,74.00,27.00
2026-05-12T05:42:00Z,74.00,27.00
2026-05-12T05:45:00Z,74.00,27.00
2026-05-12T05:46:00Z,74.00,27.00
2026-05-12T05:47:00Z,74.00,27.00
2026-05-12T05:48:00Z,74.00,26.00
2026-05-12T05:49:00Z,74.00,27.00
2026-05-12T05:53:00Z,74.00,27.00
2026-05-12T05:56:00Z,74.00,27.00
2026-05-12T05:59:00Z,74.00,27.00
2026-05-12T06:06:00Z,74.00,27.00
2026-05-12T06:07:00Z,74.00,27.00
2026-05-12T06:08:00Z,74.00,27.00
2026-05-12T06:13:00Z,74.01,27.00
2026-05-12T06:15:00Z,74.00,27.00
2026-05-12T06:17:00Z,74.00,27.00
2026-05-12T06:19:00Z,74.00,27.00
2026-05-12T06:20:00Z,74.00,27.00
2026-05-12T06:21:00Z,74.00,27.00
2026-05-12T06:24:00Z,74.00,26.91
2026-05-12T06:26:00Z,74.00,26.91
2026-05-12T06:33:00Z,73.00,27.00
2026-05-12T06:34:00Z,74.00,27.00
2026-05-12T06:36:00Z,74.00,27.00
2026-05-12T06:39:00Z,74.00,27.00
2026-05-12T06:41:00Z,74.00,27.00
2026-05-12T06:47:00Z,74.00,27.00
2026-05-12T06:56:00Z,74.00,27.00
2026-05-12T07:08:00Z,74.00,27.00
2026-05-12T07:13:00Z,74.00,27.00
2026-05-12T07:14:00Z,74.00,27.00
2026-05-12T07:25:00Z,74.00,27.00
2026-05-12T07:26:00Z,74.00,27.00
2026-05-12T07:31:00Z,74.00,27.00
2026-05-12T07:33:00Z,74.00,27.00
2026-05-12T07:37:00Z,74.00,26.00
2026-05-12T07:38:00Z,74.00,27.00
2026-05-12T07:42:00Z,74.00,27.00
2026-05-12T07:43:00Z,74.00,27.00
2026-05-12T07:45:00Z,74.00,27.00
2026-05-12T07:47:00Z,74.00,27.00
2026-05-12T07:52:00Z,74.00,27.00
2026-05-12T08:05:00Z,74.00,27.00
2026-05-12T08:06:00Z,74.00,27.00
2026-05-12T08:07:00Z,74.00,27.00
2026-05-12T08:20:00Z,74.00,27.00
2026-05-12T08:24:00Z,74.00,27.00
2026-05-12T08:48:00Z,74.00,27.00
2026-05-12T08:52:00Z,74.00,27.00
2026-05-12T08:54:00Z,74.00,27.00
2026-05-12T08:55:00Z,74.00,27.00
2026-05-12T09:05:00Z,74.00,27.00
2026-05-12T09:25:00Z,74.00,27.00
2026-05-12T09:31:00Z,74.00,27.00
2026-05-12T09:35:00Z,74.00,27.00
2026-05-12T09:37:00Z,74.00,27.00
2026-05-12T09:40:00Z,74.00,27.00
2026-05-12T09:41:00Z,74.00,27.00
2026-05-12T09:49:00Z,74.00,27.00
2026-05-12T09:55:00Z,74.00,27.00
2026-05-12T09:58:00Z,74.00,27.00
2026-05-12T10:21:00Z,74.00,27.00
2026-05-12T10:25:00Z,74.00,27.00
2026-05-12T10:28:00Z,74.00,27.00
2026-05-12T10:36:00Z,74.00,27.00
2026-05-12T10:40:00Z,74.00,27.00
2026-05-12T10:41:00Z,74.00,27.00
2026-05-12T10:51:00Z,74.00,27.00
2026-05-12T10:58:00Z,74.00,27.00
2026-05-12T10:59:00Z,74.00,27.00
2026-05-12T11:05:00Z,74.00,27.00
2026-05-12T11:09:00Z,74.00,27.00
2026-05-12T11:11:00Z,74.00,27.00
2026-05-12T11:13:00Z,74.00,27.00
2026-05-12T11:14:00Z,74.00,27.00
2026-05-12T11:15:00Z,74.00,27.00
2026-05-12T11:22:00Z,74.00,26.00
2026-05-12T11:25:00Z,74.00,27.00
2026-05-12T11:26:00Z,74.00,27.00
2026-05-12T11:27:00Z,74.00,27.00
2026-05-12T11:28:00Z,73.11,27.00
2026-05-12T11:29:00Z,74.00,27.00
2026-05-12T11:31:00Z,74.00,27.00
2026-05-12T11:32:00Z,74.00,27.00
2026-05-12T11:33:00Z,74.00,27.00
2026-05-12T11:34:00Z,74.00,27.00
2026-05-12T11:36:00Z,74.00,27.00
2026-05-12T11:37:00Z,74.00,27.00
2026-05-12T11:39:00Z,74.00,27.00
2026-05-12T11:40:00Z,74.00,27.00
2026-05-12T11:42:00Z,74.00,27.00
2026-05-12T11:43:00Z,74.00,27.00
2026-05-12T11:44:00Z,74.00,27.00
2026-05-12T11:45:00Z,74.00,27.00
2026-05-12T11:47:00Z,74.00,27.00
2026-05-12T11:48:00Z,74.00,27.00
2026-05-12T11:50:00Z,74.00,27.00
