# event_ticker=KXATPCHALLENGERMATCH-26MAR28JUSSOT
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Matias Soto
# fav_player=Guido Ivan Justo
# dog_player=Matias Soto
# kalshi_date=2026-03-28
timestamp,Guido Ivan Justo,Matias Soto
2026-03-28T08:31:00Z,62.00,40.00
2026-03-28T08:36:00Z,60.00,39.00
2026-03-28T08:41:00Z,62.00,39.00
2026-03-28T08:46:00Z,61.00,38.00
2026-03-28T08:56:00Z,61.00,38.00
2026-03-28T09:01:00Z,61.00,38.00
2026-03-28T09:11:00Z,61.00,38.00
2026-03-28T09:21:00Z,61.00,38.00
2026-03-28T09:26:00Z,61.00,38.00
2026-03-28T09:31:00Z,61.00,38.00
2026-03-28T09:41:00Z,61.00,38.00
2026-03-28T09:54:00Z,62.00,38.00
2026-03-28T10:01:00Z,62.00,38.00
2026-03-28T10:11:00Z,62.00,37.00
2026-03-28T10:16:00Z,62.00,37.00
2026-03-28T10:21:00Z,62.00,37.00
2026-03-28T10:26:00Z,62.00,37.00
2026-03-28T10:31:00Z,62.00,37.00
2026-03-28T10:35:00Z,63.00,37.00
2026-03-28T10:36:00Z,63.00,37.00
2026-03-28T10:39:00Z,63.00,37.00
2026-03-28T10:41:00Z,63.00,37.00
2026-03-28T10:46:00Z,63.00,37.00
2026-03-28T10:49:00Z,63.00,39.00
2026-03-28T10:51:00Z,63.00,37.00
2026-03-28T10:56:00Z,63.00,37.00
2026-03-28T11:01:00Z,63.00,37.00
2026-03-28T11:02:00Z,61.00,37.00
2026-03-28T11:06:00Z,61.00,37.00
2026-03-28T11:11:00Z,63.00,37.00
2026-03-28T11:14:00Z,63.00,37.00
2026-03-28T11:16:00Z,63.00,37.00
2026-03-28T11:21:00Z,63.00,37.00
2026-03-28T11:26:00Z,63.00,37.00
2026-03-28T11:31:00Z,63.00,37.00
2026-03-28T11:36:00Z,63.00,38.00
2026-03-28T11:47:00Z,63.00,37.00
2026-03-28T12:02:00Z,63.00,37.00
2026-03-28T12:30:00Z,63.00,39.00
2026-03-28T12:40:00Z,63.00,39.00
2026-03-28T12:48:00Z,63.00,39.00
2026-03-28T12:50:00Z,63.00,39.00
