# event_ticker=KXATPMATCH-25OCT06MAJDE
# final_score=6-1 7-5
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Kamil Majchrzak
# kalshi_date=2025-10-06
timestamp,Alex de Minaur,Kamil Majchrzak
2025-10-05T18:46:00Z,84.00,22.22
2025-10-05T18:52:00Z,84.00,16.00
2025-10-05T18:53:00Z,84.00,16.00
2025-10-05T18:56:00Z,84.00,16.00
2025-10-05T19:26:00Z,84.00,15.00
2025-10-05T19:29:00Z,84.00,15.00
2025-10-05T19:30:00Z,84.00,15.00
2025-10-05T19:32:00Z,84.00,15.00
2025-10-05T19:38:00Z,84.00,15.00
2025-10-05T19:43:00Z,84.00,15.00
2025-10-05T20:12:00Z,86.00,15.00
2025-10-05T20:26:00Z,86.00,15.00
2025-10-05T20:33:00Z,86.00,15.00
2025-10-05T20:35:00Z,86.00,15.00
2025-10-05T20:40:00Z,86.00,15.00
2025-10-05T20:42:00Z,86.00,15.00
2025-10-05T20:43:00Z,86.00,15.00
2025-10-05T20:44:00Z,86.00,15.00
2025-10-05T20:53:00Z,86.00,15.00
2025-10-05T20:57:00Z,85.00,15.00
2025-10-05T21:02:00Z,86.00,15.00
2025-10-05T21:10:00Z,86.00,15.00
2025-10-05T21:38:00Z,86.00,15.00
2025-10-05T21:41:00Z,86.00,15.00
2025-10-05T21:42:00Z,86.00,15.41
2025-10-05T21:45:00Z,86.00,15.41
2025-10-05T22:19:00Z,86.00,16.00
2025-10-05T22:23:00Z,86.00,16.00
2025-10-05T23:08:00Z,86.00,16.00
2025-10-05T23:09:00Z,86.00,16.00
2025-10-05T23:12:00Z,86.00,16.00
2025-10-05T23:15:00Z,86.00,16.00
2025-10-05T23:22:00Z,86.00,16.00
2025-10-05T23:26:00Z,86.00,16.00
2025-10-05T23:31:00Z,86.00,16.00
2025-10-05T23:33:00Z,86.00,16.00
2025-10-05T23:34:00Z,86.00,16.00
2025-10-05T23:35:00Z,86.00,16.00
2025-10-05T23:43:00Z,86.00,16.00
2025-10-05T23:53:00Z,86.00,16.00
2025-10-05T23:56:00Z,86.00,16.00
2025-10-06T00:03:00Z,86.00,16.00
2025-10-06T00:07:00Z,86.00,16.00
2025-10-06T00:08:00Z,86.00,16.00
2025-10-06T00:17:00Z,86.00,16.00
2025-10-06T00:27:00Z,86.00,16.00
2025-10-06T00:28:00Z,86.00,16.00
2025-10-06T00:32:00Z,86.00,16.00
2025-10-06T00:34:00Z,86.00,16.00
2025-10-06T00:35:00Z,86.00,16.00
2025-10-06T00:43:00Z,86.00,16.00
2025-10-06T00:45:00Z,86.00,16.00
2025-10-06T00:48:00Z,86.00,16.00
2025-10-06T00:49:00Z,86.00,16.00
2025-10-06T00:55:00Z,86.00,16.00
2025-10-06T01:00:00Z,86.00,16.00
2025-10-06T01:02:00Z,86.00,16.00
2025-10-06T01:03:00Z,86.00,16.00
2025-10-06T01:04:00Z,86.00,16.00
2025-10-06T01:08:00Z,86.00,16.00
2025-10-06T01:14:00Z,86.00,16.00
2025-10-06T01:16:00Z,86.00,16.00
2025-10-06T01:27:00Z,86.00,16.00
2025-10-06T01:28:00Z,86.00,16.00
2025-10-06T01:30:00Z,86.00,16.00
2025-10-06T01:33:00Z,86.00,16.00
2025-10-06T01:37:00Z,86.00,15.00
2025-10-06T01:39:00Z,86.00,16.00
2025-10-06T01:44:00Z,86.00,16.00
2025-10-06T01:59:00Z,86.00,16.00
2025-10-06T02:01:00Z,86.00,16.00
2025-10-06T02:02:00Z,86.00,16.00
2025-10-06T02:12:00Z,86.00,16.00
2025-10-06T02:14:00Z,86.00,16.00
2025-10-06T02:18:00Z,86.00,16.00
2025-10-06T02:21:00Z,86.00,16.00
2025-10-06T02:27:00Z,86.00,16.00
2025-10-06T02:29:00Z,86.00,16.00
2025-10-06T02:34:00Z,86.00,16.00
2025-10-06T02:37:00Z,86.00,15.00
2025-10-06T02:38:00Z,86.00,16.00
2025-10-06T02:42:00Z,86.00,16.00
2025-10-06T02:43:00Z,86.00,16.00
2025-10-06T02:48:00Z,86.00,16.00
2025-10-06T02:57:00Z,86.00,16.00
2025-10-06T03:00:00Z,86.00,16.00
2025-10-06T03:01:00Z,86.00,16.00
2025-10-06T03:03:00Z,86.00,16.00
2025-10-06T03:06:00Z,86.00,16.00
2025-10-06T03:15:00Z,86.00,16.00
2025-10-06T03:16:00Z,86.00,16.00
2025-10-06T03:18:00Z,86.00,16.00
2025-10-06T03:22:00Z,86.00,16.00
2025-10-06T03:25:00Z,86.00,16.00
2025-10-06T03:26:00Z,86.00,15.00
2025-10-06T03:27:00Z,86.00,15.00
2025-10-06T03:28:00Z,86.00,16.00
2025-10-06T03:30:00Z,86.00,16.00
2025-10-06T03:31:00Z,86.00,16.00
2025-10-06T03:32:00Z,86.00,16.00
2025-10-06T03:33:00Z,86.00,16.00
