# event_ticker=KXATPCHALLENGERMATCH-26APR25CHASTE
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Hamish Stewart
# fav_player=Maxime Chazal
# dog_player=Hamish Stewart
# kalshi_date=2026-04-25
timestamp,Maxime Chazal,Hamish Stewart
2026-04-25T05:58:00Z,,63.00
2026-04-25T06:02:00Z,,66.00
2026-04-25T06:36:00Z,37.00,66.00
2026-04-25T07:06:00Z,34.00,66.00
2026-04-25T08:08:00Z,37.00,66.00
2026-04-25T08:56:00Z,37.00,66.00
2026-04-25T09:23:00Z,37.00,66.00
2026-04-25T10:33:00Z,37.00,66.00
2026-04-25T11:10:00Z,37.00,66.00
2026-04-25T11:39:00Z,37.00,66.00
2026-04-25T12:09:00Z,37.00,66.00
2026-04-25T13:03:00Z,37.00,66.00
2026-04-25T14:06:00Z,34.00,66.00
2026-04-25T14:15:00Z,34.00,66.00
2026-04-25T14:24:00Z,34.00,66.00
2026-04-25T14:57:00Z,34.00,66.00
2026-04-25T15:09:00Z,34.00,66.00
2026-04-25T15:13:00Z,34.00,66.00
2026-04-25T15:31:00Z,36.34,66.00
2026-04-25T15:53:00Z,37.00,66.00
2026-04-25T15:59:00Z,37.00,66.00
2026-04-25T16:11:00Z,37.00,66.00
2026-04-25T16:28:00Z,37.00,66.00
2026-04-25T16:37:00Z,37.00,66.00
2026-04-25T16:48:00Z,36.00,65.00
2026-04-25T16:49:00Z,36.00,63.00
2026-04-25T17:01:00Z,37.00,66.00
2026-04-25T17:04:00Z,37.00,66.00
2026-04-25T17:14:00Z,37.00,66.00
2026-04-25T17:15:00Z,37.61,65.00
2026-04-25T17:17:00Z,37.61,65.00
2026-04-25T17:21:00Z,37.61,65.00
2026-04-25T17:24:00Z,37.61,65.00
2026-04-25T17:26:00Z,37.61,65.00
2026-04-25T17:27:00Z,38.00,65.00
2026-04-25T17:28:00Z,38.00,65.00
2026-04-25T17:29:00Z,38.00,65.00
2026-04-25T17:30:00Z,38.00,65.00
2026-04-25T17:31:00Z,38.00,65.00
2026-04-25T17:32:00Z,38.00,65.00
2026-04-25T17:33:00Z,37.00,65.00
2026-04-25T17:36:00Z,37.00,65.00
2026-04-25T17:39:00Z,36.97,66.00
2026-04-25T17:40:00Z,37.00,66.00
2026-04-25T17:41:00Z,37.00,66.00
2026-04-25T17:42:00Z,34.82,66.83
2026-04-25T17:43:00Z,37.20,66.83
2026-04-25T17:44:00Z,33.05,65.00
2026-04-25T17:45:00Z,33.94,67.20
2026-04-25T17:46:00Z,36.00,67.20
2026-04-25T17:47:00Z,36.00,65.68
2026-04-25T17:48:00Z,31.30,67.00
2026-04-25T17:49:00Z,33.28,67.93
2026-04-25T17:50:00Z,29.00,73.04
2026-04-25T17:51:00Z,31.06,69.00
2026-04-25T17:52:00Z,31.84,70.37
2026-04-25T17:53:00Z,34.69,66.93
2026-04-25T17:54:00Z,34.00,65.93
2026-04-25T17:56:00Z,31.00,70.00
2026-04-25T17:57:00Z,31.00,69.00
2026-04-25T17:58:00Z,32.88,69.00
2026-04-25T17:59:00Z,33.86,67.00
2026-04-25T18:00:00Z,33.86,67.00
2026-04-25T18:01:00Z,31.33,69.86
2026-04-25T18:02:00Z,31.00,70.00
2026-04-25T18:03:00Z,26.63,73.22
2026-04-25T18:04:00Z,24.00,76.21
2026-04-25T18:05:00Z,27.32,74.43
2026-04-25T18:06:00Z,28.98,73.00
2026-04-25T18:07:00Z,24.93,73.32
2026-04-25T18:08:00Z,17.09,81.62
2026-04-25T18:09:00Z,15.69,83.62
2026-04-25T18:10:00Z,19.52,81.99
2026-04-25T18:11:00Z,14.13,85.52
2026-04-25T18:12:00Z,12.95,87.00
2026-04-25T18:13:00Z,14.00,87.00
2026-04-25T18:14:00Z,14.00,86.01
2026-04-25T18:15:00Z,13.70,86.36
2026-04-25T18:16:00Z,13.00,88.00
2026-04-25T18:17:00Z,11.84,88.09
2026-04-25T18:18:00Z,13.37,88.45
2026-04-25T18:19:00Z,12.95,88.85
2026-04-25T18:20:00Z,11.00,89.99
2026-04-25T18:21:00Z,12.63,89.62
2026-04-25T18:22:00Z,13.57,91.00
2026-04-25T18:24:00Z,11.78,88.50
2026-04-25T18:25:00Z,11.14,89.02
2026-04-25T18:26:00Z,12.13,88.76
2026-04-25T18:27:00Z,10.80,89.24
2026-04-25T18:28:00Z,10.85,89.19
2026-04-25T18:29:00Z,9.00,91.00
2026-04-25T18:30:00Z,7.92,93.14
2026-04-25T18:31:00Z,9.57,92.12
2026-04-25T18:32:00Z,4.42,96.87
2026-04-25T18:33:00Z,2.56,96.77
2026-04-25T18:34:00Z,2.00,98.94
2026-04-25T18:35:00Z,2.00,98.59
2026-04-25T18:36:00Z,1.99,98.03
2026-04-25T18:37:00Z,2.00,98.00
2026-04-25T18:38:00Z,2.46,98.23
2026-04-25T18:39:00Z,2.00,98.02
2026-04-25T18:40:00Z,3.19,98.20
2026-04-25T18:41:00Z,2.00,99.00
2026-04-25T18:42:00Z,2.00,98.45
2026-04-25T18:43:00Z,2.00,99.00
2026-04-25T18:44:00Z,2.00,99.00
2026-04-25T18:45:00Z,1.00,99.00
2026-04-25T18:46:00Z,1.00,99.00
2026-04-25T18:47:00Z,1.00,99.00
2026-04-25T18:48:00Z,1.00,99.00
