# event_ticker=KXATPMATCH-26FEB09SVAQUI
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Trevor Svajda
# kalshi_date=2026-02-09
timestamp,Ethan Quinn,Trevor Svajda
2026-02-11T06:38:00Z,77.00,
2026-02-11T06:41:00Z,77.00,23.00
2026-02-11T06:45:00Z,77.00,23.00
2026-02-11T06:46:00Z,77.00,23.00
2026-02-11T07:32:00Z,77.00,23.00
2026-02-11T07:53:00Z,77.00,23.00
2026-02-11T07:54:00Z,77.00,23.00
2026-02-11T08:41:00Z,77.00,23.00
2026-02-11T10:50:00Z,78.00,23.00
2026-02-11T13:08:00Z,78.00,23.00
2026-02-11T13:21:00Z,78.00,23.00
2026-02-11T13:24:00Z,77.00,23.00
2026-02-11T13:25:00Z,78.00,23.00
2026-02-11T13:28:00Z,78.00,23.00
2026-02-11T13:50:00Z,78.00,23.00
2026-02-11T13:54:00Z,78.00,23.00
2026-02-11T13:59:00Z,78.00,23.00
2026-02-11T14:10:00Z,78.00,23.00
2026-02-11T14:12:00Z,78.00,23.00
2026-02-11T14:43:00Z,78.00,23.00
2026-02-11T14:46:00Z,78.00,23.00
2026-02-11T14:52:00Z,78.00,23.00
2026-02-11T14:57:00Z,78.00,23.00
2026-02-11T14:59:00Z,78.00,23.00
2026-02-11T15:01:00Z,78.00,23.00
2026-02-11T15:14:00Z,78.00,22.00
2026-02-11T15:21:00Z,78.00,22.00
2026-02-11T15:30:00Z,78.00,22.00
2026-02-11T15:35:00Z,78.00,22.00
2026-02-11T15:39:00Z,78.00,22.00
2026-02-11T15:56:00Z,78.00,22.00
2026-02-11T15:59:00Z,78.00,22.00
2026-02-11T16:00:00Z,78.00,22.00
2026-02-11T16:03:00Z,78.00,22.00
2026-02-11T16:08:00Z,78.00,21.00
2026-02-11T16:11:00Z,78.00,22.00
2026-02-11T16:18:00Z,78.00,22.00
2026-02-11T16:22:00Z,78.00,22.00
2026-02-11T16:24:00Z,78.00,22.00
2026-02-11T16:25:00Z,78.00,22.00
2026-02-11T16:31:00Z,77.00,22.00
2026-02-11T16:35:00Z,78.00,22.00
2026-02-11T16:38:00Z,78.00,22.00
2026-02-11T16:42:00Z,78.00,22.00
2026-02-11T16:48:00Z,78.00,22.00
2026-02-11T16:50:00Z,78.00,22.00
2026-02-11T16:51:00Z,77.00,22.00
2026-02-11T16:56:00Z,78.00,22.00
2026-02-11T16:57:00Z,78.00,22.00
2026-02-11T16:58:00Z,78.00,22.00
2026-02-11T17:04:00Z,78.00,22.00
2026-02-11T17:11:00Z,78.00,22.00
2026-02-11T17:12:00Z,78.00,22.00
2026-02-11T17:14:00Z,78.00,22.00
2026-02-11T17:15:00Z,78.00,21.00
2026-02-11T17:17:00Z,78.00,22.00
2026-02-11T17:18:00Z,78.00,22.00
2026-02-11T17:21:00Z,78.00,22.00
2026-02-11T17:23:00Z,78.00,22.00
2026-02-11T17:26:00Z,78.00,23.00
2026-02-11T17:27:00Z,78.00,23.00
2026-02-11T17:30:00Z,78.00,23.00
2026-02-11T17:31:00Z,78.00,22.00
2026-02-11T17:32:00Z,78.00,22.00
2026-02-11T17:34:00Z,78.00,22.00
2026-02-11T17:35:00Z,78.00,22.00
2026-02-11T17:36:00Z,78.00,22.00
2026-02-11T17:37:00Z,78.00,22.00
2026-02-11T17:39:00Z,78.00,22.00
2026-02-11T17:42:00Z,78.00,23.00
2026-02-11T17:44:00Z,78.00,23.00
2026-02-11T17:45:00Z,78.00,23.00
2026-02-11T17:47:00Z,78.00,23.00
2026-02-11T17:49:00Z,78.00,23.00
2026-02-11T17:53:00Z,78.00,23.00
2026-02-11T17:54:00Z,78.00,23.00
2026-02-11T17:56:00Z,78.00,23.00
2026-02-11T17:58:00Z,78.00,23.00
2026-02-11T18:00:00Z,78.00,23.00
2026-02-11T18:01:00Z,78.00,23.00
2026-02-11T18:02:00Z,78.00,23.00
2026-02-11T18:03:00Z,78.00,23.00
2026-02-11T18:04:00Z,78.00,23.56
2026-02-11T18:05:00Z,78.00,24.00
2026-02-11T18:06:00Z,78.00,24.00
2026-02-11T18:07:00Z,78.00,24.23
2026-02-11T18:08:00Z,78.00,25.00
2026-02-11T18:09:00Z,79.00,25.00
2026-02-11T18:10:00Z,79.00,22.00
2026-02-11T18:11:00Z,81.44,20.33
2026-02-11T18:12:00Z,82.01,18.81
2026-02-11T18:13:00Z,82.03,17.56
2026-02-11T18:14:00Z,78.95,22.40
2026-02-11T18:15:00Z,76.96,23.00
2026-02-11T18:16:00Z,75.00,21.00
2026-02-11T18:17:00Z,78.47,22.74
2026-02-11T18:18:00Z,80.00,21.25
2026-02-11T18:19:00Z,79.26,21.31
2026-02-11T18:20:00Z,79.46,21.09
2026-02-11T18:21:00Z,80.83,20.89
2026-02-11T18:22:00Z,77.64,22.12
2026-02-11T18:23:00Z,74.78,24.21
2026-02-11T18:24:00Z,69.42,31.60
2026-02-11T18:25:00Z,63.34,41.17
2026-02-11T18:26:00Z,58.00,42.86
2026-02-11T18:27:00Z,59.68,42.64
2026-02-11T18:28:00Z,66.12,34.66
2026-02-11T18:29:00Z,65.40,37.78
2026-02-11T18:30:00Z,73.34,25.35
2026-02-11T18:31:00Z,74.79,25.14
2026-02-11T18:32:00Z,69.77,31.28
2026-02-11T18:33:00Z,75.00,26.12
2026-02-11T18:34:00Z,76.42,23.57
2026-02-11T18:35:00Z,77.99,23.98
2026-02-11T18:36:00Z,77.00,24.75
2026-02-11T18:37:00Z,75.81,25.63
2026-02-11T18:38:00Z,73.61,28.77
2026-02-11T18:39:00Z,71.88,28.07
2026-02-11T18:40:00Z,72.11,33.22
2026-02-11T18:41:00Z,62.95,35.93
2026-02-11T18:42:00Z,71.66,30.36
2026-02-11T18:43:00Z,73.47,26.96
2026-02-11T18:44:00Z,73.00,27.98
2026-02-11T18:45:00Z,75.33,24.82
2026-02-11T18:46:00Z,71.23,28.39
2026-02-11T18:47:00Z,71.29,28.66
2026-02-11T18:48:00Z,72.01,28.92
2026-02-11T18:49:00Z,78.64,21.06
2026-02-11T18:50:00Z,74.69,25.61
2026-02-11T18:51:00Z,68.63,30.24
2026-02-11T18:52:00Z,66.40,33.32
2026-02-11T18:53:00Z,65.81,34.11
2026-02-11T18:54:00Z,74.19,30.95
2026-02-11T18:55:00Z,73.34,26.95
2026-02-11T18:56:00Z,74.00,27.04
2026-02-11T18:57:00Z,70.58,30.96
2026-02-11T18:58:00Z,70.58,32.06
2026-02-11T18:59:00Z,70.66,31.05
2026-02-11T19:00:00Z,71.96,31.54
2026-02-11T19:01:00Z,76.69,23.28
2026-02-11T19:02:00Z,77.81,22.34
2026-02-11T19:03:00Z,76.55,23.99
2026-02-11T19:04:00Z,79.94,20.68
2026-02-11T19:05:00Z,78.74,23.14
2026-02-11T19:06:00Z,85.62,14.70
2026-02-11T19:07:00Z,87.15,26.24
2026-02-11T19:08:00Z,83.00,15.64
2026-02-11T19:09:00Z,83.75,21.98
2026-02-11T19:10:00Z,87.40,15.15
2026-02-11T19:11:00Z,84.35,15.32
2026-02-11T19:12:00Z,83.71,16.76
2026-02-11T19:13:00Z,79.74,20.79
2026-02-11T19:14:00Z,79.02,20.98
2026-02-11T19:15:00Z,84.41,18.11
2026-02-11T19:16:00Z,83.90,16.69
2026-02-11T19:17:00Z,83.77,18.12
2026-02-11T19:18:00Z,81.50,19.59
2026-02-11T19:19:00Z,78.04,33.61
2026-02-11T19:20:00Z,73.00,29.18
2026-02-11T19:21:00Z,71.00,28.37
2026-02-11T19:22:00Z,68.19,31.30
2026-02-11T19:23:00Z,81.22,25.86
2026-02-11T19:24:00Z,67.75,28.95
2026-02-11T19:25:00Z,66.03,37.87
2026-02-11T19:26:00Z,74.60,28.41
2026-02-11T19:27:00Z,69.54,30.02
2026-02-11T19:28:00Z,73.11,30.32
2026-02-11T19:29:00Z,75.03,25.25
2026-02-11T19:30:00Z,75.38,24.84
2026-02-11T19:31:00Z,75.03,26.64
2026-02-11T19:32:00Z,74.89,27.22
2026-02-11T19:33:00Z,74.37,27.19
2026-02-11T19:34:00Z,74.93,27.11
2026-02-11T19:35:00Z,79.88,19.23
2026-02-11T19:36:00Z,74.12,23.70
2026-02-11T19:37:00Z,72.96,28.07
2026-02-11T19:38:00Z,73.84,28.79
2026-02-11T19:39:00Z,73.24,29.55
2026-02-11T19:40:00Z,74.96,26.16
2026-02-11T19:41:00Z,76.82,24.21
2026-02-11T19:42:00Z,79.76,16.80
2026-02-11T19:43:00Z,91.50,10.29
2026-02-11T19:44:00Z,90.12,9.94
2026-02-11T19:45:00Z,77.50,20.83
2026-02-11T19:46:00Z,73.04,28.30
2026-02-11T19:47:00Z,73.15,27.00
2026-02-11T19:48:00Z,77.03,25.58
2026-02-11T19:49:00Z,80.06,21.00
2026-02-11T19:50:00Z,81.74,19.04
2026-02-11T19:51:00Z,85.40,14.24
2026-02-11T19:52:00Z,95.81,10.40
2026-02-11T19:53:00Z,96.47,4.20
2026-02-11T19:54:00Z,94.67,5.22
2026-02-11T19:55:00Z,95.98,3.66
2026-02-11T19:56:00Z,98.78,1.37
2026-02-11T19:57:00Z,99.00,1.37
2026-02-11T19:58:00Z,99.00,1.37
2026-02-11T19:59:00Z,99.00,1.37
2026-02-11T20:00:00Z,99.00,1.37
2026-02-11T20:01:00Z,99.00,1.37
2026-02-11T20:02:00Z,99.00,1.37
