# event_ticker=KXATPMATCH-26JAN06DJEGIR
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Marcos Giron
# fav_player=Laslo Djere
# dog_player=Marcos Giron
# kalshi_date=2026-01-06
timestamp,Laslo Djere,Marcos Giron
2026-01-05T22:12:00Z,,57.00
2026-01-05T22:30:00Z,,57.00
2026-01-05T23:03:00Z,,57.00
2026-01-05T23:34:00Z,,57.00
2026-01-05T23:35:00Z,,57.00
2026-01-05T23:58:00Z,,57.00
2026-01-06T00:51:00Z,,56.00
2026-01-06T01:10:00Z,44.00,56.00
2026-01-06T02:04:00Z,44.00,56.00
2026-01-06T03:18:00Z,44.00,56.00
2026-01-06T03:40:00Z,44.00,56.00
2026-01-06T03:42:00Z,44.00,56.00
2026-01-06T04:00:00Z,41.02,56.00
2026-01-06T04:33:00Z,41.02,56.42
2026-01-06T04:40:00Z,44.00,56.42
2026-01-06T05:18:00Z,44.00,56.42
2026-01-06T05:21:00Z,44.00,57.79
2026-01-06T05:27:00Z,44.00,58.00
2026-01-06T05:43:00Z,44.00,58.00
2026-01-06T05:45:00Z,44.00,58.00
2026-01-06T05:49:00Z,44.00,58.00
2026-01-06T05:59:00Z,44.00,58.00
2026-01-06T06:04:00Z,44.00,58.00
2026-01-06T06:10:00Z,44.00,56.00
2026-01-06T06:11:00Z,44.00,56.00
2026-01-06T06:13:00Z,44.00,58.00
2026-01-06T06:15:00Z,44.00,58.00
2026-01-06T06:17:00Z,44.00,58.00
2026-01-06T06:23:00Z,44.00,58.00
2026-01-06T06:25:00Z,44.00,58.00
2026-01-06T06:32:00Z,44.00,58.00
2026-01-06T06:48:00Z,44.00,58.00
2026-01-06T06:49:00Z,44.00,58.00
2026-01-06T06:56:00Z,44.00,58.00
2026-01-06T07:00:00Z,44.00,58.00
2026-01-06T07:02:00Z,44.00,58.00
2026-01-06T07:17:00Z,44.00,58.00
2026-01-06T07:18:00Z,44.00,58.00
2026-01-06T07:19:00Z,44.00,58.00
2026-01-06T07:33:00Z,44.00,58.00
2026-01-06T07:34:00Z,44.00,58.00
2026-01-06T07:39:00Z,44.00,58.00
2026-01-06T07:41:00Z,44.00,58.00
2026-01-06T07:50:00Z,44.00,58.00
2026-01-06T07:55:00Z,44.00,58.00
2026-01-06T08:01:00Z,44.00,58.00
2026-01-06T08:14:00Z,44.00,58.00
2026-01-06T08:20:00Z,44.00,59.00
2026-01-06T08:21:00Z,44.00,59.00
2026-01-06T08:22:00Z,43.00,59.00
2026-01-06T08:23:00Z,43.00,59.00
2026-01-06T08:25:00Z,43.00,59.00
2026-01-06T08:28:00Z,43.00,59.00
2026-01-06T08:33:00Z,44.00,59.00
2026-01-06T08:38:00Z,44.00,58.00
2026-01-06T08:41:00Z,44.00,57.00
2026-01-06T08:43:00Z,44.00,57.00
2026-01-06T08:44:00Z,44.00,57.00
2026-01-06T08:50:00Z,45.00,57.00
2026-01-06T09:03:00Z,45.00,57.00
2026-01-06T09:04:00Z,45.00,57.00
2026-01-06T09:06:00Z,45.00,57.00
2026-01-06T09:09:00Z,45.00,57.00
2026-01-06T09:11:00Z,45.00,57.00
2026-01-06T09:16:00Z,45.00,57.00
2026-01-06T09:19:00Z,45.00,58.00
2026-01-06T09:21:00Z,44.00,58.00
2026-01-06T09:23:00Z,44.00,58.00
2026-01-06T09:25:00Z,44.00,56.00
2026-01-06T09:30:00Z,45.00,56.00
2026-01-06T09:31:00Z,45.00,57.52
2026-01-06T09:37:00Z,45.00,58.00
2026-01-06T09:38:00Z,44.00,58.00
2026-01-06T09:39:00Z,44.00,58.00
2026-01-06T09:40:00Z,44.00,58.00
2026-01-06T09:41:00Z,44.00,58.00
2026-01-06T09:44:00Z,44.00,58.00
2026-01-06T09:47:00Z,44.00,58.00
2026-01-06T09:48:00Z,44.00,58.00
2026-01-06T09:51:00Z,44.00,58.32
2026-01-06T09:52:00Z,44.00,59.00
2026-01-06T09:54:00Z,44.00,58.73
2026-01-06T09:55:00Z,44.00,58.16
2026-01-06T09:56:00Z,44.00,59.00
2026-01-06T09:57:00Z,44.00,59.58
2026-01-06T09:58:00Z,43.25,60.20
2026-01-06T09:59:00Z,40.03,58.23
2026-01-06T10:00:00Z,46.10,55.25
2026-01-06T10:01:00Z,46.10,54.00
2026-01-06T10:02:00Z,47.88,55.92
2026-01-06T10:03:00Z,47.00,55.89
2026-01-06T10:04:00Z,44.52,59.95
2026-01-06T10:05:00Z,38.98,61.88
2026-01-06T10:06:00Z,48.64,55.10
2026-01-06T10:07:00Z,44.00,56.14
2026-01-06T10:08:00Z,44.00,55.64
2026-01-06T10:09:00Z,47.00,55.64
2026-01-06T10:10:00Z,46.00,55.40
2026-01-06T10:11:00Z,47.42,56.28
2026-01-06T10:12:00Z,45.38,57.44
2026-01-06T10:13:00Z,43.89,55.00
2026-01-06T10:14:00Z,43.89,57.98
2026-01-06T10:15:00Z,34.72,62.00
2026-01-06T10:16:00Z,34.35,64.15
2026-01-06T10:17:00Z,34.35,71.26
2026-01-06T10:18:00Z,34.35,73.30
2026-01-06T10:19:00Z,27.93,73.18
2026-01-06T10:20:00Z,27.00,74.49
2026-01-06T10:21:00Z,24.40,77.30
2026-01-06T10:22:00Z,21.04,80.40
2026-01-06T10:23:00Z,20.00,81.00
2026-01-06T10:24:00Z,19.19,81.80
2026-01-06T10:25:00Z,16.00,83.06
2026-01-06T10:26:00Z,14.00,86.00
2026-01-06T10:27:00Z,15.13,85.99
2026-01-06T10:28:00Z,18.00,81.94
2026-01-06T10:29:00Z,17.07,84.19
2026-01-06T10:30:00Z,16.00,87.75
2026-01-06T10:31:00Z,15.00,85.12
2026-01-06T10:32:00Z,14.67,85.12
2026-01-06T10:33:00Z,14.86,87.00
2026-01-06T10:34:00Z,10.09,87.81
2026-01-06T10:35:00Z,13.00,87.06
2026-01-06T10:36:00Z,15.00,86.06
2026-01-06T10:37:00Z,11.28,88.00
