# event_ticker=KXATPCHALLENGERMATCH-26FEB28AJDCIN
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Federico Cina
# fav_player=Duje Ajdukovic
# dog_player=Federico Cina
# kalshi_date=2026-02-28
timestamp,Duje Ajdukovic,Federico Cina
2026-02-27T22:19:00Z,28.00,
2026-02-27T22:47:00Z,28.00,
2026-02-27T23:20:00Z,28.00,
2026-02-27T23:31:00Z,28.00,
2026-02-27T23:49:00Z,28.00,
2026-02-27T23:54:00Z,28.63,
2026-02-28T00:19:00Z,29.00,
2026-02-28T00:35:00Z,29.00,74.00
2026-02-28T00:37:00Z,29.00,74.00
2026-02-28T01:08:00Z,28.00,74.00
2026-02-28T01:19:00Z,28.25,74.00
2026-02-28T02:12:00Z,29.00,74.00
2026-02-28T02:19:00Z,29.00,74.00
2026-02-28T03:06:00Z,29.00,74.00
2026-02-28T03:08:00Z,29.00,75.00
2026-02-28T03:19:00Z,29.00,75.00
2026-02-28T03:34:00Z,29.00,74.00
2026-02-28T04:16:00Z,28.00,74.00
2026-02-28T04:19:00Z,28.00,74.00
2026-02-28T04:30:00Z,28.00,74.00
2026-02-28T04:48:00Z,28.00,74.00
2026-02-28T05:00:00Z,28.00,74.62
2026-02-28T05:02:00Z,28.00,74.62
2026-02-28T05:19:00Z,28.00,74.62
2026-02-28T05:23:00Z,28.00,75.00
2026-02-28T05:25:00Z,28.00,75.00
2026-02-28T05:32:00Z,28.00,75.00
2026-02-28T05:36:00Z,28.00,75.00
2026-02-28T05:38:00Z,28.00,75.00
2026-02-28T05:40:00Z,27.90,75.00
2026-02-28T05:42:00Z,25.45,75.00
2026-02-28T05:44:00Z,25.45,75.00
2026-02-28T05:52:00Z,25.45,75.00
2026-02-28T05:59:00Z,25.45,75.00
2026-02-28T06:03:00Z,25.45,75.00
2026-02-28T06:14:00Z,28.00,75.00
2026-02-28T06:19:00Z,28.00,75.00
2026-02-28T06:20:00Z,28.00,75.00
2026-02-28T06:24:00Z,28.00,75.00
2026-02-28T06:25:00Z,28.00,74.00
2026-02-28T06:28:00Z,28.00,75.00
2026-02-28T06:31:00Z,28.00,75.00
2026-02-28T06:37:00Z,28.00,75.00
2026-02-28T06:38:00Z,28.00,75.00
2026-02-28T06:42:00Z,28.00,75.00
2026-02-28T06:43:00Z,28.00,75.00
2026-02-28T06:45:00Z,27.84,75.00
2026-02-28T06:47:00Z,27.00,75.00
2026-02-28T06:48:00Z,27.00,75.00
2026-02-28T06:49:00Z,28.00,75.00
2026-02-28T06:53:00Z,28.00,75.00
2026-02-28T06:56:00Z,28.00,75.00
2026-02-28T07:01:00Z,28.00,75.00
2026-02-28T07:05:00Z,25.54,75.00
2026-02-28T07:06:00Z,28.00,75.00
2026-02-28T07:07:00Z,28.00,72.11
2026-02-28T07:08:00Z,28.01,72.11
2026-02-28T07:09:00Z,29.00,72.11
2026-02-28T07:10:00Z,29.00,72.11
2026-02-28T07:13:00Z,29.00,75.00
2026-02-28T07:16:00Z,29.00,74.00
2026-02-28T07:17:00Z,29.00,74.00
2026-02-28T07:18:00Z,28.00,74.00
2026-02-28T07:21:00Z,28.00,74.00
2026-02-28T07:24:00Z,29.00,74.00
2026-02-28T07:30:00Z,29.00,74.00
2026-02-28T07:34:00Z,29.00,74.00
2026-02-28T07:36:00Z,29.00,73.00
2026-02-28T07:38:00Z,29.00,73.00
2026-02-28T07:39:00Z,29.00,73.55
2026-02-28T07:43:00Z,29.00,73.55
2026-02-28T07:51:00Z,29.00,73.55
2026-02-28T07:53:00Z,29.00,73.55
2026-02-28T08:04:00Z,29.00,73.55
2026-02-28T08:07:00Z,29.00,73.55
2026-02-28T08:08:00Z,29.00,74.00
2026-02-28T08:12:00Z,29.00,74.00
2026-02-28T08:13:00Z,29.00,74.00
2026-02-28T08:14:00Z,29.00,74.00
2026-02-28T08:17:00Z,29.00,74.00
2026-02-28T08:18:00Z,29.00,74.00
2026-02-28T08:20:00Z,29.00,74.00
2026-02-28T08:21:00Z,29.00,74.00
2026-02-28T08:22:00Z,29.00,74.00
2026-02-28T08:25:00Z,29.00,74.00
2026-02-28T08:26:00Z,29.00,73.00
2026-02-28T08:28:00Z,28.00,73.00
2026-02-28T08:29:00Z,28.00,73.00
2026-02-28T08:30:00Z,28.00,73.00
2026-02-28T08:31:00Z,28.00,73.89
2026-02-28T08:32:00Z,28.00,73.89
2026-02-28T08:33:00Z,28.00,73.89
2026-02-28T08:34:00Z,28.00,73.89
2026-02-28T08:35:00Z,28.00,73.89
2026-02-28T08:36:00Z,28.00,73.89
2026-02-28T08:37:00Z,28.00,73.89
2026-02-28T08:38:00Z,28.44,73.89
2026-02-28T08:39:00Z,28.00,73.00
2026-02-28T08:41:00Z,28.95,73.00
