# event_ticker=KXATPMATCH-26FEB12MEDAUG
# final_score=6-4 6-4
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Hamad Medjedovic
# kalshi_date=2026-02-12
timestamp,Felix Auger-Aliassime,Hamad Medjedovic
2026-02-12T06:55:00Z,79.00,
2026-02-12T06:57:00Z,74.00,
2026-02-12T06:58:00Z,78.00,
2026-02-12T07:01:00Z,78.00,24.00
2026-02-12T07:03:00Z,78.00,24.00
2026-02-12T07:13:00Z,78.89,24.00
2026-02-12T07:15:00Z,79.00,24.00
2026-02-12T07:26:00Z,79.00,24.00
2026-02-12T07:28:00Z,79.00,24.00
2026-02-12T07:30:00Z,79.00,24.00
2026-02-12T07:33:00Z,80.00,24.00
2026-02-12T07:37:00Z,80.00,24.00
2026-02-12T07:58:00Z,80.00,24.00
2026-02-12T07:59:00Z,80.00,24.00
2026-02-12T10:05:00Z,80.00,24.00
2026-02-12T10:19:00Z,80.00,24.00
2026-02-12T10:27:00Z,77.00,24.00
2026-02-12T10:28:00Z,77.00,24.00
2026-02-12T10:31:00Z,77.00,24.00
2026-02-12T10:32:00Z,78.00,24.00
2026-02-12T10:33:00Z,78.00,24.00
2026-02-12T10:34:00Z,78.00,24.00
2026-02-12T10:35:00Z,78.00,24.00
2026-02-12T10:48:00Z,78.00,24.00
2026-02-12T10:51:00Z,78.00,24.00
2026-02-12T10:53:00Z,78.00,24.00
2026-02-12T10:55:00Z,78.85,24.00
2026-02-12T10:56:00Z,78.85,23.00
2026-02-12T10:57:00Z,78.00,23.00
2026-02-12T11:03:00Z,78.00,23.00
2026-02-12T11:06:00Z,78.00,23.00
2026-02-12T11:07:00Z,78.00,23.00
2026-02-12T11:23:00Z,78.00,23.00
2026-02-12T11:29:00Z,78.00,23.00
2026-02-12T11:37:00Z,78.00,23.00
2026-02-12T11:38:00Z,78.00,23.00
2026-02-12T11:39:00Z,78.00,23.00
2026-02-12T11:40:00Z,78.00,23.00
2026-02-12T11:48:00Z,78.17,23.00
2026-02-12T11:55:00Z,78.17,23.00
2026-02-12T11:58:00Z,79.00,23.00
2026-02-12T12:01:00Z,79.00,23.00
2026-02-12T12:03:00Z,79.00,23.00
2026-02-12T12:04:00Z,79.00,23.00
2026-02-12T12:08:00Z,79.00,23.00
2026-02-12T12:15:00Z,79.00,23.00
2026-02-12T12:18:00Z,79.00,23.00
2026-02-12T12:20:00Z,79.00,23.00
2026-02-12T12:22:00Z,79.00,23.00
2026-02-12T12:24:00Z,79.00,23.00
2026-02-12T12:32:00Z,79.00,23.00
2026-02-12T12:42:00Z,79.00,23.00
2026-02-12T12:45:00Z,79.00,23.00
2026-02-12T12:48:00Z,79.00,23.00
2026-02-12T12:50:00Z,79.00,23.00
2026-02-12T13:10:00Z,79.00,23.00
2026-02-12T13:11:00Z,79.00,23.00
2026-02-12T13:20:00Z,79.00,23.00
2026-02-12T13:22:00Z,79.00,23.00
2026-02-12T13:24:00Z,79.00,23.00
2026-02-12T13:27:00Z,79.00,23.00
2026-02-12T13:28:00Z,79.00,23.00
2026-02-12T13:29:00Z,79.00,23.00
2026-02-12T13:30:00Z,79.00,23.00
2026-02-12T13:32:00Z,79.00,23.00
2026-02-12T13:34:00Z,79.00,23.00
2026-02-12T13:36:00Z,79.00,23.00
2026-02-12T13:37:00Z,79.00,23.00
2026-02-12T13:44:00Z,79.00,23.00
2026-02-12T13:47:00Z,79.00,23.00
2026-02-12T13:53:00Z,79.00,23.00
2026-02-12T13:56:00Z,79.00,23.00
2026-02-12T14:01:00Z,78.69,23.00
2026-02-12T14:04:00Z,78.00,23.00
2026-02-12T14:05:00Z,78.00,23.00
2026-02-12T14:07:00Z,78.00,23.00
