# event_ticker=KXATPCHALLENGERMATCH-26MAY12MONBAR
# final_score=1-6 7-6(3) 4-0 RET
# match_winner=Inaki Montes-De La Torre
# fav_player=Inaki Montes-de la Torre
# dog_player=Alex Barrena
# kalshi_date=2026-05-12
timestamp,Inaki Montes-de la Torre,Alex Barrena
2026-05-12T01:32:00Z,64.00,
2026-05-12T02:33:00Z,64.00,
2026-05-12T03:07:00Z,65.00,
2026-05-12T04:26:00Z,65.00,36.00
2026-05-12T05:35:00Z,65.00,36.00
2026-05-12T05:53:00Z,65.00,36.00
2026-05-12T06:24:00Z,63.08,36.00
2026-05-12T11:42:00Z,63.08,38.00
2026-05-12T11:46:00Z,65.62,38.00
2026-05-12T11:54:00Z,66.00,38.00
2026-05-12T12:00:00Z,66.00,36.00
2026-05-12T12:02:00Z,66.00,37.00
2026-05-12T12:04:00Z,66.00,40.00
2026-05-12T12:06:00Z,66.00,40.00
2026-05-12T12:07:00Z,66.46,40.00
2026-05-12T12:09:00Z,66.46,36.00
2026-05-12T12:10:00Z,66.46,37.22
2026-05-12T12:13:00Z,66.46,40.00
2026-05-12T12:14:00Z,66.46,39.00
2026-05-12T12:15:00Z,66.46,39.00
2026-05-12T12:16:00Z,63.00,39.00
2026-05-12T12:18:00Z,63.00,33.00
2026-05-12T12:20:00Z,63.00,33.85
2026-05-12T12:22:00Z,63.00,35.00
2026-05-12T12:23:00Z,63.00,38.00
2026-05-12T12:24:00Z,63.00,38.00
2026-05-12T12:25:00Z,62.00,38.94
2026-05-12T12:28:00Z,49.00,53.49
2026-05-12T12:29:00Z,51.00,54.00
2026-05-12T12:30:00Z,54.00,54.00
2026-05-12T12:31:00Z,54.00,53.00
2026-05-12T12:33:00Z,44.00,54.65
2026-05-12T12:34:00Z,44.00,59.00
2026-05-12T12:37:00Z,44.00,67.00
2026-05-12T12:38:00Z,37.00,65.00
2026-05-12T12:40:00Z,33.71,65.00
2026-05-12T12:41:00Z,32.00,69.00
2026-05-12T12:42:00Z,32.00,69.85
2026-05-12T12:43:00Z,32.00,70.00
2026-05-12T12:44:00Z,31.00,69.00
2026-05-12T12:45:00Z,33.61,67.00
2026-05-12T12:46:00Z,32.00,67.00
2026-05-12T12:47:00Z,38.00,67.00
2026-05-12T12:48:00Z,40.00,62.00
2026-05-12T12:49:00Z,39.00,62.00
2026-05-12T12:50:00Z,39.00,64.00
2026-05-12T12:51:00Z,39.00,65.00
2026-05-12T12:52:00Z,39.00,61.50
2026-05-12T12:53:00Z,39.00,62.41
2026-05-12T12:54:00Z,35.00,62.41
2026-05-12T12:55:00Z,35.00,69.90
2026-05-12T12:56:00Z,34.00,63.00
2026-05-12T12:57:00Z,40.33,60.00
2026-05-12T12:58:00Z,41.97,60.00
2026-05-12T12:59:00Z,40.00,61.13
2026-05-12T13:00:00Z,45.80,59.10
2026-05-12T13:01:00Z,45.80,65.00
2026-05-12T13:02:00Z,32.06,67.95
2026-05-12T13:03:00Z,30.75,68.02
2026-05-12T13:04:00Z,30.33,68.79
2026-05-12T13:05:00Z,31.02,67.50
2026-05-12T13:06:00Z,35.31,65.98
2026-05-12T13:07:00Z,39.05,61.07
2026-05-12T13:08:00Z,41.00,59.00
2026-05-12T13:09:00Z,41.00,59.00
2026-05-12T13:10:00Z,40.94,60.18
2026-05-12T13:11:00Z,40.46,61.34
2026-05-12T13:12:00Z,41.74,61.00
2026-05-12T13:13:00Z,40.45,60.00
2026-05-12T13:14:00Z,39.85,59.14
2026-05-12T13:15:00Z,39.00,60.64
2026-05-12T13:16:00Z,36.00,60.64
2026-05-12T13:17:00Z,36.00,65.00
2026-05-12T13:18:00Z,35.89,64.06
2026-05-12T13:19:00Z,31.76,69.62
2026-05-12T13:20:00Z,24.03,78.40
2026-05-12T13:21:00Z,21.00,83.01
2026-05-12T13:22:00Z,16.00,85.00
2026-05-12T13:23:00Z,17.70,83.86
2026-05-12T13:24:00Z,16.27,87.44
2026-05-12T13:25:00Z,17.89,80.90
2026-05-12T13:26:00Z,18.94,81.09
2026-05-12T13:27:00Z,32.54,67.15
2026-05-12T13:28:00Z,38.02,61.43
2026-05-12T13:29:00Z,39.00,60.18
2026-05-12T13:30:00Z,35.83,66.13
2026-05-12T13:31:00Z,27.14,74.00
2026-05-12T13:32:00Z,29.37,69.55
2026-05-12T13:33:00Z,37.31,69.55
2026-05-12T13:34:00Z,34.25,69.87
2026-05-12T13:35:00Z,36.87,62.22
2026-05-12T13:36:00Z,40.46,65.28
2026-05-12T13:37:00Z,30.76,72.15
2026-05-12T13:38:00Z,27.08,72.41
2026-05-12T13:39:00Z,35.99,64.59
2026-05-12T13:40:00Z,40.97,58.97
2026-05-12T13:41:00Z,39.00,59.01
2026-05-12T13:42:00Z,45.37,54.93
2026-05-12T13:43:00Z,44.00,55.38
2026-05-12T13:44:00Z,33.77,64.88
2026-05-12T13:45:00Z,30.06,66.91
2026-05-12T13:46:00Z,39.00,60.94
2026-05-12T13:47:00Z,40.98,58.78
2026-05-12T13:48:00Z,43.00,58.00
2026-05-12T13:49:00Z,43.00,59.49
2026-05-12T13:50:00Z,34.26,64.92
2026-05-12T13:51:00Z,33.44,67.83
2026-05-12T13:52:00Z,34.49,68.08
2026-05-12T13:53:00Z,43.05,56.82
2026-05-12T13:54:00Z,50.00,48.43
2026-05-12T13:55:00Z,56.15,43.27
2026-05-12T13:56:00Z,56.07,42.25
2026-05-12T13:57:00Z,56.25,43.18
2026-05-12T13:58:00Z,51.78,49.34
2026-05-12T13:59:00Z,52.95,44.40
2026-05-12T14:00:00Z,59.63,40.35
2026-05-12T14:01:00Z,60.35,39.69
2026-05-12T14:02:00Z,60.14,40.07
2026-05-12T14:03:00Z,60.14,41.00
2026-05-12T14:04:00Z,60.14,41.00
2026-05-12T14:05:00Z,60.14,41.00
2026-05-12T14:06:00Z,60.00,41.00
2026-05-12T14:07:00Z,60.00,42.00
2026-05-12T14:08:00Z,58.00,41.48
2026-05-12T14:09:00Z,62.59,37.83
2026-05-12T14:10:00Z,67.75,30.50
2026-05-12T14:11:00Z,72.97,25.33
2026-05-12T14:12:00Z,76.42,22.40
2026-05-12T14:13:00Z,74.72,25.34
2026-05-12T14:14:00Z,76.02,24.06
2026-05-12T14:15:00Z,72.57,27.89
2026-05-12T14:16:00Z,79.30,20.56
2026-05-12T14:17:00Z,76.82,23.18
2026-05-12T14:18:00Z,81.20,18.84
2026-05-12T14:19:00Z,86.26,14.09
2026-05-12T14:20:00Z,93.21,8.45
