# event_ticker=KXATPMATCH-26JAN04POPHAL
# final_score=5-7 6-3 6-4
# score_resolution=7-5 3-6 4-6
# match_winner=Quentin Halys
# fav_player=Alexei Popyrin
# dog_player=Quentin Halys
# kalshi_date=2026-01-04
timestamp,Alexei Popyrin,Quentin Halys
2026-01-05T06:46:00Z,56.59,43.84
2026-01-05T06:47:00Z,54.60,46.60
2026-01-05T06:48:00Z,58.85,45.00
2026-01-05T06:49:00Z,59.18,41.00
2026-01-05T06:50:00Z,59.18,41.04
2026-01-05T06:51:00Z,59.97,42.03
2026-01-05T06:52:00Z,59.00,43.62
2026-01-05T06:53:00Z,58.00,43.62
2026-01-05T06:54:00Z,56.87,45.00
2026-01-05T06:55:00Z,61.00,42.50
2026-01-05T06:56:00Z,61.00,37.16
2026-01-05T06:57:00Z,59.00,37.16
2026-01-05T06:58:00Z,59.00,37.16
2026-01-05T06:59:00Z,59.74,43.00
2026-01-05T07:00:00Z,57.27,46.54
2026-01-05T07:01:00Z,58.50,44.00
2026-01-05T07:02:00Z,58.74,41.00
2026-01-05T07:03:00Z,59.00,41.00
2026-01-05T07:04:00Z,57.00,43.00
2026-01-05T07:05:00Z,57.00,43.00
2026-01-05T07:06:00Z,57.00,43.00
2026-01-05T07:07:00Z,56.00,45.00
2026-01-05T07:08:00Z,57.00,44.00
2026-01-05T07:09:00Z,64.87,36.40
2026-01-05T07:10:00Z,70.94,26.00
2026-01-05T07:11:00Z,78.61,25.86
2026-01-05T07:12:00Z,83.00,19.00
2026-01-05T07:13:00Z,80.11,20.00
2026-01-05T07:14:00Z,85.00,18.14
2026-01-05T07:15:00Z,84.60,18.14
2026-01-05T07:16:00Z,80.16,21.13
2026-01-05T07:17:00Z,80.16,21.16
2026-01-05T07:18:00Z,83.00,19.00
2026-01-05T07:19:00Z,81.98,18.63
2026-01-05T07:20:00Z,81.25,18.63
2026-01-05T07:21:00Z,83.29,17.36
2026-01-05T07:22:00Z,83.00,20.63
2026-01-05T07:23:00Z,80.56,21.00
2026-01-05T07:24:00Z,69.00,31.47
2026-01-05T07:25:00Z,65.01,37.18
2026-01-05T07:26:00Z,65.01,41.21
2026-01-05T07:27:00Z,57.00,42.92
2026-01-05T07:28:00Z,58.44,42.92
2026-01-05T07:29:00Z,60.25,42.92
2026-01-05T07:30:00Z,60.25,42.63
2026-01-05T07:31:00Z,61.00,42.00
2026-01-05T07:32:00Z,60.07,42.21
2026-01-05T07:33:00Z,59.85,43.00
2026-01-05T07:34:00Z,58.94,42.17
2026-01-05T07:35:00Z,59.00,43.38
2026-01-05T07:36:00Z,59.00,44.26
2026-01-05T07:37:00Z,58.00,44.26
2026-01-05T07:38:00Z,59.06,42.17
2026-01-05T07:39:00Z,59.36,42.00
2026-01-05T07:40:00Z,58.00,44.76
2026-01-05T07:41:00Z,57.00,44.76
2026-01-05T07:42:00Z,57.00,44.02
2026-01-05T07:43:00Z,57.00,44.02
2026-01-05T07:44:00Z,58.33,45.00
2026-01-05T07:45:00Z,56.74,47.00
2026-01-05T07:46:00Z,54.51,48.17
2026-01-05T07:47:00Z,56.24,47.55
2026-01-05T07:48:00Z,54.40,47.00
2026-01-05T07:49:00Z,55.00,47.87
2026-01-05T07:50:00Z,49.31,47.00
2026-01-05T07:51:00Z,42.10,58.12
2026-01-05T07:52:00Z,38.37,61.56
2026-01-05T07:53:00Z,26.97,77.90
2026-01-05T07:54:00Z,19.72,79.25
2026-01-05T07:55:00Z,22.47,78.16
2026-01-05T07:56:00Z,16.29,82.68
2026-01-05T07:57:00Z,11.77,87.39
2026-01-05T07:58:00Z,10.58,90.58
2026-01-05T07:59:00Z,11.09,91.57
2026-01-05T08:00:00Z,13.33,92.00
2026-01-05T08:01:00Z,15.88,84.13
2026-01-05T08:02:00Z,25.82,66.14
2026-01-05T08:03:00Z,19.73,83.51
2026-01-05T08:04:00Z,22.76,82.82
2026-01-05T08:05:00Z,17.08,84.56
2026-01-05T08:06:00Z,23.46,88.60
2026-01-05T08:07:00Z,24.72,89.23
2026-01-05T08:08:00Z,13.87,88.93
2026-01-05T08:09:00Z,16.30,82.07
2026-01-05T08:10:00Z,18.74,84.94
2026-01-05T08:11:00Z,18.04,83.30
2026-01-05T08:12:00Z,19.77,80.96
2026-01-05T08:13:00Z,18.15,87.25
2026-01-05T08:14:00Z,14.74,85.07
2026-01-05T08:15:00Z,11.99,90.14
2026-01-05T08:16:00Z,11.73,89.40
2026-01-05T08:17:00Z,19.24,87.58
2026-01-05T08:18:00Z,17.93,89.63
2026-01-05T08:19:00Z,12.87,88.00
2026-01-05T08:20:00Z,12.35,90.39
2026-01-05T08:21:00Z,11.81,90.81
2026-01-05T08:22:00Z,7.90,93.81
2026-01-05T08:23:00Z,8.75,93.31
2026-01-05T08:24:00Z,7.32,94.10
2026-01-05T08:25:00Z,8.52,94.26
2026-01-05T08:26:00Z,7.85,92.06
2026-01-05T08:27:00Z,10.13,91.69
2026-01-05T08:28:00Z,1.90,98.73
2026-01-05T08:29:00Z,1.00,99.00
2026-01-05T08:30:00Z,1.00,99.00
2026-01-05T08:31:00Z,1.00,99.00
2026-01-05T08:34:00Z,1.00,99.00
2026-01-05T08:35:00Z,1.00,99.00
