# event_ticker=KXATPMATCH-26JAN04POPHAL
# final_score=5-7 6-3 6-4
# score_resolution=7-5 3-6 4-6
# match_winner=Quentin Halys
# fav_player=Alexei Popyrin
# dog_player=Quentin Halys
# kalshi_date=2026-01-04
timestamp,Alexei Popyrin,Quentin Halys
2026-01-04T18:59:00Z,62.00,
2026-01-04T20:58:00Z,63.00,
2026-01-04T21:49:00Z,63.00,
2026-01-05T00:41:00Z,63.00,39.78
2026-01-05T00:54:00Z,61.00,39.78
2026-01-05T01:00:00Z,61.00,39.78
2026-01-05T01:07:00Z,61.00,39.78
2026-01-05T01:19:00Z,61.00,39.78
2026-01-05T01:21:00Z,61.00,39.78
2026-01-05T01:31:00Z,61.00,40.00
2026-01-05T01:36:00Z,61.00,40.00
2026-01-05T02:31:00Z,61.00,40.00
2026-01-05T02:57:00Z,62.00,40.00
2026-01-05T03:16:00Z,62.00,40.00
2026-01-05T03:39:00Z,62.00,39.00
2026-01-05T03:48:00Z,62.00,39.00
2026-01-05T03:49:00Z,62.00,39.00
2026-01-05T04:12:00Z,62.00,39.00
2026-01-05T04:23:00Z,63.00,39.00
2026-01-05T04:29:00Z,63.00,39.00
2026-01-05T04:30:00Z,63.00,39.00
2026-01-05T04:34:00Z,63.00,39.37
2026-01-05T04:45:00Z,63.00,39.37
2026-01-05T05:02:00Z,63.00,39.37
2026-01-05T05:09:00Z,63.00,39.37
2026-01-05T05:10:00Z,63.00,39.37
2026-01-05T05:11:00Z,63.00,38.00
2026-01-05T05:16:00Z,63.00,38.00
2026-01-05T05:19:00Z,63.32,38.00
2026-01-05T05:20:00Z,63.32,36.00
2026-01-05T05:26:00Z,64.00,36.00
2026-01-05T05:28:00Z,64.00,38.00
2026-01-05T05:35:00Z,64.00,38.00
2026-01-05T05:36:00Z,64.00,38.00
2026-01-05T05:39:00Z,64.00,38.65
2026-01-05T05:41:00Z,64.00,38.65
2026-01-05T05:49:00Z,63.00,38.65
2026-01-05T05:50:00Z,63.96,38.65
2026-01-05T05:55:00Z,64.00,38.65
2026-01-05T06:01:00Z,64.00,39.00
2026-01-05T06:09:00Z,63.00,39.00
2026-01-05T06:18:00Z,64.00,39.00
2026-01-05T06:31:00Z,64.00,39.00
2026-01-05T06:32:00Z,64.00,39.00
2026-01-05T06:33:00Z,64.00,39.00
2026-01-05T06:34:00Z,64.00,39.00
2026-01-05T06:35:00Z,64.00,38.00
2026-01-05T06:36:00Z,61.00,40.71
2026-01-05T06:37:00Z,61.00,41.00
2026-01-05T06:38:00Z,58.03,42.00
2026-01-05T06:39:00Z,57.00,43.00
2026-01-05T06:40:00Z,61.00,43.00
2026-01-05T06:41:00Z,60.04,43.00
2026-01-05T06:42:00Z,62.00,40.00
2026-01-05T06:43:00Z,62.00,38.64
2026-01-05T06:44:00Z,61.57,39.22
2026-01-05T06:45:00Z,61.50,41.00
