# event_ticker=KXATPCHALLENGERMATCH-26APR29CERCIN
# final_score=6-7(8) 6-4 6-3
# score_resolution=7-6 4-6 3-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Federico Cina
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-04-29
timestamp,Juan Manuel Cerundolo,Federico Cina
2026-04-28T23:17:00Z,72.00,
2026-04-28T23:26:00Z,72.00,
2026-04-28T23:54:00Z,69.00,
2026-04-29T00:11:00Z,70.00,
2026-04-29T00:16:00Z,70.00,32.00
2026-04-29T00:34:00Z,70.00,32.00
2026-04-29T02:36:00Z,70.00,32.00
2026-04-29T02:58:00Z,70.00,32.00
2026-04-29T03:09:00Z,70.67,32.00
2026-04-29T03:21:00Z,70.67,31.00
2026-04-29T03:40:00Z,70.00,31.00
2026-04-29T04:07:00Z,70.00,31.00
2026-04-29T04:23:00Z,70.00,31.00
2026-04-29T04:31:00Z,70.00,31.00
2026-04-29T04:34:00Z,70.00,31.00
2026-04-29T04:37:00Z,70.00,31.00
2026-04-29T04:41:00Z,70.00,31.00
2026-04-29T04:57:00Z,70.00,31.00
2026-04-29T05:07:00Z,70.00,30.00
2026-04-29T05:34:00Z,70.00,30.00
2026-04-29T05:52:00Z,70.00,30.00
2026-04-29T06:27:00Z,70.00,30.00
2026-04-29T06:55:00Z,70.00,30.00
2026-04-29T07:29:00Z,70.00,30.00
2026-04-29T07:48:00Z,70.00,31.00
2026-04-29T07:57:00Z,70.00,31.00
2026-04-29T07:58:00Z,70.00,31.00
2026-04-29T08:59:00Z,70.00,31.00
2026-04-29T09:11:00Z,70.00,30.00
2026-04-29T09:29:00Z,70.00,30.00
2026-04-29T09:42:00Z,70.00,30.00
2026-04-29T09:50:00Z,72.00,30.00
2026-04-29T10:00:00Z,72.00,30.00
2026-04-29T10:22:00Z,73.00,30.00
2026-04-29T10:28:00Z,73.00,30.00
2026-04-29T10:40:00Z,73.00,30.00
2026-04-29T10:45:00Z,73.00,30.00
2026-04-29T10:46:00Z,73.00,30.00
2026-04-29T10:48:00Z,73.00,30.00
2026-04-29T10:54:00Z,73.00,30.00
2026-04-29T10:59:00Z,73.00,30.00
2026-04-29T11:02:00Z,73.00,30.00
2026-04-29T11:03:00Z,73.00,30.00
2026-04-29T11:05:00Z,73.00,30.00
2026-04-29T11:06:00Z,73.00,30.00
2026-04-29T11:08:00Z,73.00,30.00
2026-04-29T11:09:00Z,70.00,30.00
2026-04-29T11:10:00Z,70.35,30.00
2026-04-29T11:11:00Z,68.99,31.07
2026-04-29T11:12:00Z,67.95,31.07
2026-04-29T11:13:00Z,63.88,36.08
2026-04-29T11:14:00Z,57.08,43.80
2026-04-29T11:15:00Z,55.14,46.97
2026-04-29T11:16:00Z,53.49,49.02
2026-04-29T11:17:00Z,52.13,49.92
2026-04-29T11:18:00Z,54.68,47.07
2026-04-29T11:19:00Z,48.49,50.29
2026-04-29T11:20:00Z,48.01,52.00
2026-04-29T11:21:00Z,44.97,55.03
2026-04-29T11:22:00Z,44.97,57.00
2026-04-29T11:23:00Z,38.24,61.03
2026-04-29T11:24:00Z,36.86,65.56
2026-04-29T11:25:00Z,40.00,57.46
2026-04-29T11:26:00Z,44.67,57.00
2026-04-29T11:27:00Z,45.00,57.00
2026-04-29T11:28:00Z,47.88,53.04
2026-04-29T11:29:00Z,48.77,53.04
2026-04-29T11:30:00Z,48.55,52.00
2026-04-29T11:31:00Z,48.55,53.66
2026-04-29T11:32:00Z,54.95,47.99
2026-04-29T11:33:00Z,57.49,40.11
2026-04-29T11:34:00Z,62.00,37.09
2026-04-29T11:35:00Z,63.62,37.09
2026-04-29T11:36:00Z,67.26,35.41
2026-04-29T11:37:00Z,68.00,31.96
2026-04-29T11:38:00Z,71.96,28.78
2026-04-29T11:39:00Z,66.75,33.94
2026-04-29T11:40:00Z,62.00,38.17
2026-04-29T11:41:00Z,63.53,38.95
2026-04-29T11:42:00Z,62.00,38.95
2026-04-29T11:43:00Z,61.06,42.77
2026-04-29T11:44:00Z,50.42,47.50
2026-04-29T11:45:00Z,57.02,42.93
2026-04-29T11:46:00Z,62.19,38.95
2026-04-29T11:47:00Z,61.89,38.91
2026-04-29T11:48:00Z,58.98,44.11
2026-04-29T11:49:00Z,60.28,38.06
2026-04-29T11:50:00Z,60.21,42.88
2026-04-29T11:51:00Z,54.34,49.85
2026-04-29T11:52:00Z,54.21,48.51
2026-04-29T11:53:00Z,54.18,51.44
2026-04-29T11:54:00Z,61.22,37.87
2026-04-29T11:55:00Z,63.00,39.74
2026-04-29T11:56:00Z,60.33,38.71
2026-04-29T11:57:00Z,64.70,35.55
2026-04-29T11:58:00Z,62.08,36.58
2026-04-29T11:59:00Z,59.24,40.03
2026-04-29T12:00:00Z,58.00,42.98
2026-04-29T12:01:00Z,60.89,40.72
2026-04-29T12:02:00Z,60.14,39.00
2026-04-29T12:03:00Z,64.43,38.00
2026-04-29T12:04:00Z,64.78,35.00
2026-04-29T12:05:00Z,66.44,32.54
2026-04-29T12:06:00Z,65.34,38.32
2026-04-29T12:07:00Z,65.27,35.32
2026-04-29T12:08:00Z,70.46,30.22
2026-04-29T12:09:00Z,65.03,36.51
2026-04-29T12:10:00Z,60.49,42.01
2026-04-29T12:11:00Z,71.65,33.60
2026-04-29T12:12:00Z,61.42,41.49
2026-04-29T12:13:00Z,61.36,42.00
2026-04-29T12:14:00Z,54.78,49.78
2026-04-29T12:15:00Z,66.13,36.96
2026-04-29T12:16:00Z,56.56,41.60
2026-04-29T12:17:00Z,40.41,59.05
2026-04-29T12:18:00Z,41.98,59.05
2026-04-29T12:19:00Z,42.31,58.97
2026-04-29T12:20:00Z,42.91,57.91
2026-04-29T12:21:00Z,45.36,54.45
2026-04-29T12:22:00Z,45.09,54.43
2026-04-29T12:23:00Z,46.81,53.72
2026-04-29T12:24:00Z,49.96,51.39
2026-04-29T12:25:00Z,46.21,55.72
2026-04-29T12:26:00Z,45.12,56.00
2026-04-29T12:27:00Z,43.19,59.03
2026-04-29T12:28:00Z,41.08,60.28
2026-04-29T12:29:00Z,39.35,61.85
2026-04-29T12:30:00Z,44.22,57.50
2026-04-29T12:31:00Z,46.74,54.00
2026-04-29T12:32:00Z,44.63,55.51
2026-04-29T12:33:00Z,54.35,48.42
2026-04-29T12:34:00Z,54.99,44.68
2026-04-29T12:35:00Z,61.35,40.35
2026-04-29T12:36:00Z,63.18,37.61
2026-04-29T12:37:00Z,64.69,36.31
2026-04-29T12:38:00Z,65.41,34.84
2026-04-29T12:39:00Z,66.06,34.00
2026-04-29T12:40:00Z,63.14,37.15
2026-04-29T12:41:00Z,63.44,36.15
2026-04-29T12:42:00Z,64.33,35.96
2026-04-29T12:43:00Z,65.99,34.62
2026-04-29T12:44:00Z,66.99,35.00
2026-04-29T12:45:00Z,65.92,35.73
2026-04-29T12:46:00Z,64.01,36.95
2026-04-29T12:47:00Z,64.92,36.00
2026-04-29T12:48:00Z,63.90,37.82
2026-04-29T12:49:00Z,63.48,38.76
2026-04-29T12:50:00Z,56.57,43.77
2026-04-29T12:51:00Z,53.03,47.71
2026-04-29T12:52:00Z,46.07,54.97
2026-04-29T12:53:00Z,45.25,55.10
2026-04-29T12:54:00Z,45.56,55.90
2026-04-29T12:55:00Z,42.80,56.05
2026-04-29T12:56:00Z,46.61,56.88
2026-04-29T12:57:00Z,45.17,58.03
2026-04-29T12:58:00Z,61.08,44.00
2026-04-29T12:59:00Z,65.99,33.33
2026-04-29T13:00:00Z,68.27,33.09
2026-04-29T13:01:00Z,68.81,32.94
2026-04-29T13:02:00Z,68.93,32.51
2026-04-29T13:03:00Z,69.45,33.31
2026-04-29T13:04:00Z,69.52,30.36
2026-04-29T13:05:00Z,72.54,29.32
2026-04-29T13:06:00Z,74.68,27.38
2026-04-29T13:07:00Z,69.68,32.31
2026-04-29T13:08:00Z,66.71,33.38
2026-04-29T13:09:00Z,66.82,33.80
2026-04-29T13:10:00Z,70.72,30.53
2026-04-29T13:11:00Z,70.66,28.84
2026-04-29T13:12:00Z,73.69,27.45
2026-04-29T13:13:00Z,74.71,27.05
2026-04-29T13:14:00Z,76.90,21.46
2026-04-29T13:15:00Z,79.81,22.11
2026-04-29T13:16:00Z,83.66,15.17
2026-04-29T13:17:00Z,74.62,28.25
2026-04-29T13:18:00Z,71.75,29.88
2026-04-29T13:19:00Z,75.98,25.17
2026-04-29T13:20:00Z,87.43,12.24
2026-04-29T13:21:00Z,91.99,8.36
2026-04-29T13:22:00Z,93.77,7.02
2026-04-29T13:23:00Z,94.76,5.37
2026-04-29T13:24:00Z,94.15,5.80
2026-04-29T13:25:00Z,94.24,5.44
2026-04-29T13:26:00Z,93.43,6.33
2026-04-29T13:27:00Z,94.14,7.19
2026-04-29T13:28:00Z,93.89,6.10
2026-04-29T13:29:00Z,89.65,9.63
2026-04-29T13:30:00Z,90.97,9.74
2026-04-29T13:31:00Z,90.43,10.20
2026-04-29T13:32:00Z,85.76,15.59
2026-04-29T13:33:00Z,87.45,15.10
2026-04-29T13:34:00Z,90.85,10.19
2026-04-29T13:35:00Z,93.80,7.35
2026-04-29T13:36:00Z,84.04,16.15
2026-04-29T13:37:00Z,90.90,10.34
2026-04-29T13:38:00Z,92.22,8.86
2026-04-29T13:39:00Z,94.01,6.08
2026-04-29T13:40:00Z,96.20,4.51
2026-04-29T13:41:00Z,96.74,4.40
2026-04-29T13:42:00Z,98.97,1.01
2026-04-29T13:43:00Z,98.75,1.33
2026-04-29T13:44:00Z,94.71,4.90
2026-04-29T13:45:00Z,94.77,6.01
2026-04-29T13:46:00Z,90.59,7.54
2026-04-29T13:47:00Z,96.96,2.68
2026-04-29T13:48:00Z,97.93,1.05
2026-04-29T13:49:00Z,99.00,1.00
2026-04-29T13:50:00Z,99.00,1.00
2026-04-29T13:51:00Z,99.00,1.00
2026-04-29T13:52:00Z,99.00,1.00
