# event_ticker=KXATPCHALLENGERMATCH-26APR20MATSCH
# final_score=6-0 6-4
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Hayato Matsuoka
# kalshi_date=2026-04-20
timestamp,Hayato Matsuoka,Tristan Schoolkate
2026-04-20T16:17:00Z,32.00,
2026-04-20T16:37:00Z,32.00,
2026-04-20T16:53:00Z,32.00,70.00
2026-04-20T17:10:00Z,32.00,70.00
2026-04-20T17:15:00Z,32.00,70.00
2026-04-20T17:59:00Z,32.00,70.00
2026-04-20T18:01:00Z,32.00,70.00
2026-04-20T18:36:00Z,33.00,69.00
2026-04-20T18:41:00Z,33.00,69.00
2026-04-20T18:57:00Z,33.00,69.00
2026-04-20T18:59:00Z,33.00,69.00
2026-04-20T19:11:00Z,33.00,68.26
2026-04-20T19:14:00Z,33.00,69.00
2026-04-20T19:29:00Z,33.00,69.00
2026-04-20T19:51:00Z,33.00,69.00
2026-04-20T20:05:00Z,33.00,69.00
2026-04-20T20:12:00Z,33.00,68.00
2026-04-20T20:43:00Z,33.00,68.00
2026-04-20T20:50:00Z,33.00,68.00
2026-04-20T21:03:00Z,33.00,68.00
2026-04-20T21:25:00Z,33.00,68.00
2026-04-20T21:33:00Z,33.00,68.00
2026-04-20T21:46:00Z,33.00,68.44
2026-04-20T21:51:00Z,32.00,68.44
2026-04-20T21:53:00Z,32.00,68.00
2026-04-20T22:26:00Z,32.00,67.00
2026-04-20T22:27:00Z,32.00,69.00
2026-04-20T22:42:00Z,31.00,69.00
2026-04-20T22:45:00Z,31.00,68.00
2026-04-20T23:14:00Z,31.00,68.00
2026-04-20T23:20:00Z,31.00,68.00
2026-04-20T23:37:00Z,31.00,69.00
2026-04-20T23:40:00Z,31.00,69.00
2026-04-21T00:22:00Z,31.00,69.00
2026-04-21T00:27:00Z,31.00,69.00
2026-04-21T00:29:00Z,31.00,69.00
2026-04-21T00:34:00Z,31.00,69.00
2026-04-21T00:35:00Z,31.00,68.00
2026-04-21T00:43:00Z,31.00,67.00
2026-04-21T00:48:00Z,31.00,68.00
2026-04-21T00:50:00Z,31.00,68.00
2026-04-21T01:07:00Z,31.00,68.00
2026-04-21T01:11:00Z,31.00,69.00
2026-04-21T01:13:00Z,31.00,68.00
2026-04-21T01:29:00Z,31.00,69.00
2026-04-21T01:32:00Z,31.00,69.00
2026-04-21T01:35:00Z,31.00,69.00
2026-04-21T01:38:00Z,31.00,69.00
2026-04-21T01:41:00Z,31.00,70.00
2026-04-21T01:43:00Z,31.00,70.00
2026-04-21T01:47:00Z,31.00,70.00
2026-04-21T01:51:00Z,31.00,70.00
2026-04-21T01:52:00Z,31.00,70.00
2026-04-21T01:58:00Z,31.00,70.00
2026-04-21T02:00:00Z,31.00,69.00
2026-04-21T02:01:00Z,31.00,70.00
2026-04-21T02:04:00Z,31.00,70.00
2026-04-21T02:05:00Z,31.00,69.00
2026-04-21T02:06:00Z,31.00,69.00
2026-04-21T02:18:00Z,31.00,69.00
2026-04-21T02:20:00Z,31.00,69.00
2026-04-21T02:22:00Z,31.00,69.00
2026-04-21T02:25:00Z,31.00,69.00
2026-04-21T02:26:00Z,31.00,69.00
2026-04-21T02:29:00Z,31.00,69.00
2026-04-21T02:31:00Z,31.00,69.00
2026-04-21T02:38:00Z,31.00,69.00
2026-04-21T02:40:00Z,31.00,69.00
2026-04-21T02:45:00Z,31.00,69.00
2026-04-21T02:48:00Z,31.00,69.00
2026-04-21T02:53:00Z,31.00,69.00
2026-04-21T03:01:00Z,31.00,69.00
2026-04-21T03:02:00Z,31.00,69.00
2026-04-21T03:04:00Z,31.00,69.00
2026-04-21T03:05:00Z,31.00,69.00
2026-04-21T03:06:00Z,31.00,69.00
2026-04-21T03:07:00Z,31.00,69.00
2026-04-21T03:08:00Z,31.00,69.00
2026-04-21T03:16:00Z,32.00,69.00
2026-04-21T03:19:00Z,32.00,69.00
2026-04-21T03:20:00Z,32.00,70.00
2026-04-21T03:21:00Z,32.00,70.00
2026-04-21T03:23:00Z,32.00,70.00
2026-04-21T03:24:00Z,32.00,70.00
2026-04-21T03:25:00Z,32.00,69.02
2026-04-21T03:28:00Z,32.00,69.00
2026-04-21T03:31:00Z,32.00,70.00
2026-04-21T03:32:00Z,32.00,70.00
2026-04-21T03:35:00Z,32.00,70.00
2026-04-21T03:36:00Z,32.00,70.00
2026-04-21T03:39:00Z,32.00,70.00
2026-04-21T03:42:00Z,32.00,70.00
2026-04-21T03:43:00Z,32.00,70.00
2026-04-21T03:44:00Z,32.00,70.00
2026-04-21T03:47:00Z,32.00,69.55
2026-04-21T03:48:00Z,32.00,69.00
2026-04-21T03:49:00Z,32.00,69.87
2026-04-21T03:50:00Z,32.00,70.72
2026-04-21T03:51:00Z,32.00,70.93
2026-04-21T03:52:00Z,32.00,71.00
2026-04-21T03:53:00Z,31.00,71.00
2026-04-21T03:54:00Z,31.00,71.89
2026-04-21T03:55:00Z,31.00,71.00
2026-04-21T03:56:00Z,28.51,71.34
2026-04-21T03:57:00Z,29.50,72.12
2026-04-21T03:58:00Z,28.00,73.00
2026-04-21T03:59:00Z,27.92,72.78
2026-04-21T04:00:00Z,25.66,75.06
2026-04-21T04:01:00Z,21.04,79.58
2026-04-21T04:02:00Z,23.79,79.08
2026-04-21T04:03:00Z,21.54,80.11
2026-04-21T04:04:00Z,16.24,84.44
2026-04-21T04:05:00Z,16.77,85.20
2026-04-21T04:06:00Z,14.96,86.53
2026-04-21T04:07:00Z,14.00,87.22
2026-04-21T04:08:00Z,12.84,88.00
2026-04-21T04:09:00Z,13.00,88.66
2026-04-21T04:10:00Z,12.88,86.19
2026-04-21T04:11:00Z,10.97,89.00
2026-04-21T04:12:00Z,9.00,91.71
2026-04-21T04:13:00Z,8.47,92.13
2026-04-21T04:14:00Z,8.92,92.94
2026-04-21T04:15:00Z,7.06,91.99
2026-04-21T04:16:00Z,8.00,92.87
2026-04-21T04:17:00Z,7.50,93.34
2026-04-21T04:18:00Z,7.31,93.00
2026-04-21T04:19:00Z,6.03,93.51
2026-04-21T04:20:00Z,6.07,94.95
2026-04-21T04:21:00Z,5.19,94.32
2026-04-21T04:22:00Z,6.00,94.86
2026-04-21T04:23:00Z,6.56,95.72
2026-04-21T04:24:00Z,6.57,93.39
2026-04-21T04:25:00Z,8.10,93.00
2026-04-21T04:26:00Z,8.84,92.44
2026-04-21T04:27:00Z,7.20,92.18
2026-04-21T04:28:00Z,12.75,88.71
2026-04-21T04:29:00Z,14.13,85.95
2026-04-21T04:30:00Z,15.13,84.62
2026-04-21T04:31:00Z,16.25,84.70
2026-04-21T04:32:00Z,15.99,85.97
2026-04-21T04:33:00Z,13.86,85.78
2026-04-21T04:34:00Z,15.00,85.07
2026-04-21T04:35:00Z,13.63,90.19
2026-04-21T04:36:00Z,10.03,91.29
2026-04-21T04:37:00Z,7.83,91.25
2026-04-21T04:38:00Z,9.22,91.88
2026-04-21T04:39:00Z,7.33,93.62
2026-04-21T04:40:00Z,5.33,95.00
2026-04-21T04:41:00Z,5.75,95.38
2026-04-21T04:42:00Z,5.00,95.99
2026-04-21T04:43:00Z,5.70,94.97
