# event_ticker=KXATPMATCH-25AUG08DELOPE
# final_score=7-5 7-6(3)
# score_resolution=5-7 6-7
# match_winner=Reilly Opelka
# fav_player=Hugo Dellien
# dog_player=Reilly Opelka
# kalshi_date=2025-08-08
timestamp,Hugo Dellien,Reilly Opelka
2025-08-08T12:08:00Z,,86.00
2025-08-08T12:18:00Z,16.00,86.00
2025-08-08T12:25:00Z,16.00,86.00
2025-08-08T12:53:00Z,16.00,84.00
2025-08-08T13:02:00Z,16.00,84.00
2025-08-08T13:04:00Z,16.00,84.00
2025-08-08T13:14:00Z,16.00,84.00
2025-08-08T13:29:00Z,16.00,84.00
2025-08-08T13:36:00Z,16.00,84.00
2025-08-08T13:56:00Z,16.00,84.00
2025-08-08T14:21:00Z,16.00,84.00
2025-08-08T14:29:00Z,16.00,86.00
2025-08-08T14:32:00Z,16.00,86.00
2025-08-08T14:58:00Z,16.00,86.00
2025-08-08T15:02:00Z,16.00,86.00
2025-08-08T15:06:00Z,16.00,86.00
2025-08-08T15:07:00Z,16.00,86.00
2025-08-08T15:24:00Z,16.00,86.00
2025-08-08T15:45:00Z,16.00,86.00
2025-08-08T15:58:00Z,16.00,86.00
2025-08-08T15:59:00Z,16.00,86.00
2025-08-08T16:05:00Z,16.00,86.00
2025-08-08T16:10:00Z,16.00,86.00
2025-08-08T16:12:00Z,16.00,86.00
2025-08-08T16:39:00Z,16.00,86.00
2025-08-08T16:41:00Z,16.00,85.00
2025-08-08T16:46:00Z,16.00,85.00
2025-08-08T16:55:00Z,16.00,85.00
2025-08-08T17:14:00Z,16.00,85.00
2025-08-08T17:23:00Z,15.00,85.00
2025-08-08T17:28:00Z,16.00,85.00
2025-08-08T17:43:00Z,15.00,85.00
2025-08-08T17:47:00Z,15.00,86.00
2025-08-08T17:49:00Z,15.00,86.00
2025-08-08T17:50:00Z,15.00,86.00
2025-08-08T17:52:00Z,15.00,86.59
2025-08-08T18:10:00Z,15.00,87.00
2025-08-08T18:13:00Z,15.00,87.00
2025-08-08T18:14:00Z,15.00,87.00
2025-08-08T18:17:00Z,15.00,87.00
2025-08-08T18:38:00Z,15.00,87.00
2025-08-08T18:40:00Z,15.00,87.00
2025-08-08T18:47:00Z,15.00,87.00
2025-08-08T18:55:00Z,15.00,87.00
2025-08-08T18:56:00Z,15.00,87.00
2025-08-08T18:57:00Z,15.00,87.00
2025-08-08T19:01:00Z,15.00,87.00
2025-08-08T19:04:00Z,15.00,87.00
2025-08-08T19:09:00Z,15.00,87.00
2025-08-08T19:10:00Z,15.00,87.00
2025-08-08T19:13:00Z,15.00,86.00
2025-08-08T19:25:00Z,15.00,86.00
2025-08-08T19:26:00Z,15.00,86.00
2025-08-08T19:33:00Z,15.00,87.00
2025-08-08T19:39:00Z,15.00,87.00
2025-08-08T19:46:00Z,15.00,87.00
2025-08-08T19:49:00Z,15.00,87.00
2025-08-08T19:50:00Z,15.00,87.00
2025-08-08T19:54:00Z,15.00,87.00
2025-08-08T19:55:00Z,15.00,87.00
2025-08-08T19:57:00Z,15.11,87.00
2025-08-08T19:58:00Z,15.22,87.30
2025-08-08T19:59:00Z,12.00,88.00
2025-08-08T20:02:00Z,14.00,88.00
2025-08-08T20:04:00Z,14.00,88.00
2025-08-08T20:05:00Z,14.00,86.00
2025-08-08T20:08:00Z,14.00,86.00
2025-08-08T20:15:00Z,14.00,86.00
2025-08-08T20:27:00Z,15.43,86.00
2025-08-08T20:32:00Z,16.00,86.00
2025-08-08T20:36:00Z,16.00,86.00
2025-08-08T20:40:00Z,16.00,86.00
2025-08-08T20:41:00Z,16.00,86.00
2025-08-08T20:42:00Z,16.00,86.00
2025-08-08T20:43:00Z,15.00,86.00
2025-08-08T20:45:00Z,17.00,86.00
2025-08-08T20:46:00Z,18.00,86.00
2025-08-08T20:47:00Z,21.19,86.00
2025-08-08T20:48:00Z,19.32,84.00
2025-08-08T20:49:00Z,19.00,84.00
2025-08-08T20:50:00Z,19.00,84.00
2025-08-08T20:51:00Z,20.49,84.00
2025-08-08T20:52:00Z,20.00,84.00
2025-08-08T20:54:00Z,21.01,84.00
2025-08-08T20:55:00Z,21.01,83.00
2025-08-08T20:56:00Z,18.75,83.00
2025-08-08T20:57:00Z,19.00,83.00
2025-08-08T20:58:00Z,20.00,83.00
2025-08-08T20:59:00Z,21.96,83.00
2025-08-08T21:00:00Z,21.98,83.00
2025-08-08T21:01:00Z,22.00,81.00
2025-08-08T21:02:00Z,20.85,81.00
