# event_ticker=KXATPMATCH-26MAR20ALCFON
# final_score=6-4 6-4
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Joao Fonseca
# kalshi_date=2026-03-20
timestamp,Carlos Alcaraz,Joao Fonseca
2026-03-20T12:34:00Z,87.00,
2026-03-20T12:35:00Z,87.00,
2026-03-20T12:36:00Z,87.00,15.00
2026-03-20T12:38:00Z,87.00,15.00
2026-03-20T12:44:00Z,87.00,15.00
2026-03-20T12:45:00Z,87.00,15.00
2026-03-20T12:49:00Z,87.00,15.00
2026-03-20T12:52:00Z,87.00,15.00
2026-03-20T12:54:00Z,87.00,15.00
2026-03-20T13:01:00Z,87.00,15.00
2026-03-20T13:08:00Z,87.00,15.00
2026-03-20T13:09:00Z,87.00,15.00
2026-03-20T13:10:00Z,87.00,15.00
2026-03-20T13:17:00Z,87.00,15.00
2026-03-20T13:18:00Z,87.00,15.00
2026-03-20T13:19:00Z,87.00,15.00
2026-03-20T13:20:00Z,87.00,15.00
2026-03-20T13:21:00Z,87.00,15.00
2026-03-20T13:23:00Z,87.00,15.00
2026-03-20T13:24:00Z,87.00,15.00
2026-03-20T13:26:00Z,87.00,15.00
2026-03-20T13:27:00Z,87.00,15.00
2026-03-20T13:28:00Z,86.03,15.00
2026-03-20T13:32:00Z,87.00,15.00
2026-03-20T13:33:00Z,87.01,15.00
2026-03-20T13:34:00Z,87.00,15.00
2026-03-20T13:35:00Z,87.00,15.00
2026-03-20T13:39:00Z,87.00,14.00
2026-03-20T13:40:00Z,87.00,14.00
2026-03-20T13:41:00Z,87.00,14.00
2026-03-20T13:45:00Z,88.00,14.00
2026-03-20T13:47:00Z,88.00,15.00
2026-03-20T13:48:00Z,88.00,15.00
2026-03-20T13:51:00Z,88.00,14.00
2026-03-20T13:53:00Z,88.00,14.00
2026-03-20T13:56:00Z,88.00,14.00
2026-03-20T14:05:00Z,88.00,14.00
2026-03-20T14:11:00Z,88.00,15.00
2026-03-20T14:15:00Z,88.00,15.00
2026-03-20T14:16:00Z,88.00,15.00
2026-03-20T14:19:00Z,88.00,15.00
2026-03-20T14:20:00Z,87.34,15.00
2026-03-20T14:21:00Z,88.00,15.00
2026-03-20T14:22:00Z,88.00,15.00
2026-03-20T14:24:00Z,87.01,15.00
2026-03-20T14:25:00Z,88.00,15.00
2026-03-20T14:26:00Z,88.00,15.00
2026-03-20T14:33:00Z,88.00,14.00
2026-03-20T14:34:00Z,88.00,14.00
2026-03-20T14:35:00Z,88.00,15.00
2026-03-20T14:38:00Z,88.00,15.00
2026-03-20T14:39:00Z,88.00,15.00
2026-03-20T14:41:00Z,87.00,15.00
2026-03-20T14:42:00Z,87.00,15.00
2026-03-20T14:43:00Z,87.00,15.00
2026-03-20T14:44:00Z,87.00,14.00
2026-03-20T14:45:00Z,88.00,14.00
2026-03-20T14:49:00Z,88.00,14.00
2026-03-20T14:54:00Z,88.00,14.00
2026-03-20T14:55:00Z,88.00,14.00
2026-03-20T14:56:00Z,87.00,14.00
2026-03-20T14:58:00Z,87.00,14.00
2026-03-20T14:59:00Z,87.00,14.00
2026-03-20T15:00:00Z,87.00,14.00
2026-03-20T15:06:00Z,88.00,14.00
2026-03-20T15:07:00Z,88.00,13.00
2026-03-20T15:09:00Z,88.00,14.00
2026-03-20T15:10:00Z,88.00,14.00
2026-03-20T15:15:00Z,88.00,14.00
2026-03-20T15:17:00Z,88.00,14.00
2026-03-20T15:18:00Z,88.00,14.00
2026-03-20T15:19:00Z,87.00,14.00
2026-03-20T15:22:00Z,88.00,14.00
2026-03-20T15:23:00Z,88.00,14.00
2026-03-20T15:25:00Z,88.00,14.00
2026-03-20T15:26:00Z,87.00,14.00
2026-03-20T15:27:00Z,88.00,14.00
2026-03-20T15:29:00Z,87.00,14.00
2026-03-20T15:33:00Z,87.00,14.00
2026-03-20T15:37:00Z,87.00,14.00
2026-03-20T15:38:00Z,87.00,14.00
2026-03-20T15:41:00Z,87.00,14.00
2026-03-20T15:42:00Z,87.00,14.00
2026-03-20T15:45:00Z,87.00,14.00
2026-03-20T15:46:00Z,87.00,14.86
2026-03-20T15:51:00Z,87.00,15.00
2026-03-20T15:52:00Z,87.00,15.00
2026-03-20T15:56:00Z,87.00,15.00
2026-03-20T15:59:00Z,87.00,15.00
2026-03-20T16:04:00Z,87.00,15.00
2026-03-20T16:05:00Z,87.00,15.00
2026-03-20T16:08:00Z,87.00,15.00
2026-03-20T16:11:00Z,87.00,15.00
2026-03-20T16:13:00Z,87.00,15.00
2026-03-20T16:14:00Z,87.00,15.00
2026-03-20T16:15:00Z,87.00,15.00
2026-03-20T16:16:00Z,87.00,15.00
2026-03-20T16:17:00Z,87.00,15.00
2026-03-20T16:25:00Z,87.00,15.00
2026-03-20T16:34:00Z,87.00,15.00
2026-03-20T16:35:00Z,87.00,15.00
2026-03-20T16:37:00Z,87.00,15.00
2026-03-20T16:41:00Z,86.00,15.00
2026-03-20T16:42:00Z,87.00,15.00
2026-03-20T16:44:00Z,87.00,15.00
2026-03-20T16:47:00Z,87.00,15.00
2026-03-20T16:50:00Z,87.00,15.00
2026-03-20T16:51:00Z,87.00,15.00
2026-03-20T17:04:00Z,86.00,15.00
2026-03-20T17:06:00Z,86.00,15.00
2026-03-20T17:09:00Z,86.00,15.00
2026-03-20T17:12:00Z,86.00,15.00
2026-03-20T17:15:00Z,86.00,15.00
2026-03-20T17:18:00Z,86.00,15.00
2026-03-20T17:20:00Z,86.00,15.00
2026-03-20T17:21:00Z,86.00,15.00
2026-03-20T17:22:00Z,86.00,15.00
2026-03-20T17:26:00Z,86.00,15.00
2026-03-20T17:27:00Z,86.00,15.00
2026-03-20T17:28:00Z,86.00,15.00
2026-03-20T17:29:00Z,86.00,15.00
2026-03-20T17:33:00Z,86.00,15.00
2026-03-20T17:34:00Z,86.00,15.00
2026-03-20T17:37:00Z,86.00,15.00
2026-03-20T17:43:00Z,86.00,15.00
2026-03-20T17:46:00Z,86.00,15.00
2026-03-20T17:49:00Z,86.00,15.00
2026-03-20T17:51:00Z,86.00,15.00
2026-03-20T17:55:00Z,86.00,15.00
2026-03-20T17:58:00Z,86.00,15.00
2026-03-20T18:00:00Z,86.00,15.00
