# event_ticker=KXATPMATCH-25OCT27CERDZU
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Francisco Cerundolo
# fav_player=Damir Dzumhur
# dog_player=Francisco Cerundolo
# kalshi_date=2025-10-27
timestamp,Damir Dzumhur,Francisco Cerundolo
2025-10-27T02:04:00Z,,67.00
2025-10-27T02:51:00Z,,67.00
2025-10-27T02:55:00Z,,67.00
2025-10-27T03:17:00Z,,67.00
2025-10-27T03:45:00Z,31.00,67.00
2025-10-27T04:04:00Z,31.00,69.00
2025-10-27T04:09:00Z,31.00,69.00
2025-10-27T04:15:00Z,31.00,69.00
2025-10-27T04:23:00Z,31.00,69.00
2025-10-27T04:26:00Z,29.62,69.00
2025-10-27T04:41:00Z,29.62,71.90
2025-10-27T05:01:00Z,29.62,72.00
2025-10-27T05:30:00Z,29.00,72.00
2025-10-27T05:39:00Z,29.00,72.00
2025-10-27T05:44:00Z,29.00,71.00
2025-10-27T05:51:00Z,29.00,71.00
2025-10-27T06:18:00Z,29.00,72.00
2025-10-27T06:22:00Z,30.00,72.00
2025-10-27T06:23:00Z,30.00,72.00
2025-10-27T06:36:00Z,30.00,72.00
2025-10-27T06:51:00Z,30.00,72.00
2025-10-27T07:04:00Z,30.00,72.00
2025-10-27T07:23:00Z,29.00,72.00
2025-10-27T07:38:00Z,29.00,72.00
2025-10-27T07:43:00Z,29.00,72.00
2025-10-27T07:49:00Z,29.00,72.00
2025-10-27T07:53:00Z,29.00,72.00
2025-10-27T08:02:00Z,28.00,72.00
2025-10-27T08:07:00Z,28.00,72.00
2025-10-27T08:33:00Z,28.00,72.00
2025-10-27T09:11:00Z,28.00,72.00
2025-10-27T09:21:00Z,28.00,72.00
2025-10-27T09:30:00Z,29.00,72.00
2025-10-27T10:28:00Z,29.00,72.00
2025-10-27T11:11:00Z,29.00,72.00
2025-10-27T11:13:00Z,29.00,72.00
2025-10-27T11:25:00Z,29.00,72.00
2025-10-27T11:27:00Z,29.00,72.00
2025-10-27T11:39:00Z,29.00,72.00
2025-10-27T11:43:00Z,29.00,72.00
2025-10-27T11:47:00Z,29.00,72.00
2025-10-27T11:55:00Z,29.00,72.00
2025-10-27T12:00:00Z,29.00,72.00
2025-10-27T12:02:00Z,29.00,72.00
2025-10-27T12:11:00Z,29.00,72.00
2025-10-27T12:12:00Z,29.00,72.00
2025-10-27T12:13:00Z,29.00,72.00
2025-10-27T12:16:00Z,29.00,72.00
2025-10-27T12:23:00Z,29.00,72.00
2025-10-27T12:26:00Z,29.00,72.00
2025-10-27T12:34:00Z,29.00,72.00
2025-10-27T12:39:00Z,29.00,72.00
2025-10-27T12:41:00Z,29.00,72.00
2025-10-27T12:44:00Z,29.00,72.00
