# event_ticker=KXATPCHALLENGERMATCH-26MAY14PIRNEU
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Zsombor Piros
# fav_player=Lukas Neumayer
# dog_player=Zsombor Piros
# kalshi_date=2026-05-14
timestamp,Zsombor Piros,Lukas Neumayer
2026-05-14T19:45:00Z,64.14,33.21
2026-05-14T19:46:00Z,65.68,33.22
2026-05-14T19:47:00Z,65.07,35.83
2026-05-14T19:48:00Z,64.19,35.83
2026-05-14T19:49:00Z,65.92,33.18
2026-05-14T19:50:00Z,65.01,33.83
2026-05-14T19:51:00Z,65.73,33.80
2026-05-14T19:52:00Z,65.31,34.52
2026-05-14T19:53:00Z,64.34,35.39
2026-05-14T19:54:00Z,64.61,35.42
2026-05-14T19:55:00Z,64.73,33.71
2026-05-14T19:56:00Z,65.93,34.09
2026-05-14T19:57:00Z,66.95,34.78
2026-05-14T19:58:00Z,65.19,32.75
2026-05-14T19:59:00Z,66.47,35.95
2026-05-14T20:00:00Z,65.54,34.84
2026-05-14T20:01:00Z,65.48,34.38
2026-05-14T20:02:00Z,66.45,34.66
2026-05-14T20:03:00Z,66.96,34.69
2026-05-14T20:04:00Z,66.13,34.85
2026-05-14T20:05:00Z,65.16,32.68
2026-05-14T20:06:00Z,65.02,34.97
2026-05-14T20:07:00Z,65.80,32.93
2026-05-14T20:08:00Z,65.48,32.61
2026-05-14T20:09:00Z,66.82,35.92
2026-05-14T20:10:00Z,66.08,34.36
2026-05-14T20:11:00Z,66.93,33.41
2026-05-14T20:12:00Z,66.80,32.76
2026-05-14T20:13:00Z,66.37,34.02
2026-05-14T20:14:00Z,65.34,34.72
2026-05-14T20:15:00Z,65.57,33.99
2026-05-14T20:16:00Z,64.27,33.22
2026-05-14T20:17:00Z,66.09,32.89
2026-05-14T20:18:00Z,65.56,34.18
2026-05-14T20:19:00Z,65.91,33.84
2026-05-14T20:20:00Z,65.44,33.93
2026-05-14T20:21:00Z,64.49,34.05
2026-05-14T20:22:00Z,66.19,32.57
2026-05-14T20:23:00Z,64.94,34.67
2026-05-14T20:24:00Z,65.02,32.00
2026-05-14T20:25:00Z,66.11,30.49
2026-05-14T20:26:00Z,65.80,30.49
2026-05-14T20:27:00Z,65.53,32.00
2026-05-14T20:28:00Z,66.01,32.61
2026-05-14T20:29:00Z,66.94,32.73
2026-05-14T20:30:00Z,66.73,32.27
2026-05-14T20:31:00Z,66.28,31.05
2026-05-14T20:32:00Z,67.11,31.72
2026-05-14T20:33:00Z,66.15,31.28
2026-05-14T20:34:00Z,66.83,31.73
2026-05-14T20:35:00Z,65.51,31.17
2026-05-14T20:36:00Z,66.03,32.37
2026-05-14T20:37:00Z,67.76,31.14
2026-05-14T20:38:00Z,65.43,31.77
2026-05-14T20:39:00Z,67.05,32.57
2026-05-14T20:40:00Z,66.53,31.00
2026-05-14T20:41:00Z,67.51,32.61
2026-05-14T20:42:00Z,66.43,32.90
2026-05-14T20:43:00Z,66.47,33.00
2026-05-14T20:44:00Z,67.34,31.96
2026-05-14T20:45:00Z,66.14,31.00
2026-05-14T20:46:00Z,66.57,31.30
2026-05-14T20:47:00Z,65.18,33.00
2026-05-14T20:48:00Z,66.00,33.00
2026-05-14T20:49:00Z,65.00,33.00
2026-05-14T20:50:00Z,65.80,33.00
2026-05-14T20:51:00Z,65.21,32.81
2026-05-14T20:52:00Z,65.34,33.00
2026-05-14T20:53:00Z,65.12,31.70
2026-05-14T20:54:00Z,65.61,31.70
2026-05-14T20:55:00Z,66.00,31.70
2026-05-14T20:56:00Z,66.00,32.11
2026-05-14T20:57:00Z,65.27,32.00
2026-05-14T20:58:00Z,65.00,32.00
2026-05-14T20:59:00Z,66.17,32.30
2026-05-14T21:00:00Z,66.72,33.41
2026-05-14T21:01:00Z,66.02,33.12
2026-05-14T21:02:00Z,67.00,33.00
2026-05-14T21:03:00Z,66.00,33.00
2026-05-14T21:04:00Z,66.29,33.00
2026-05-14T21:05:00Z,66.86,33.48
2026-05-14T21:06:00Z,66.13,33.42
2026-05-14T21:07:00Z,66.17,33.74
2026-05-14T21:08:00Z,66.06,34.00
2026-05-14T21:09:00Z,66.24,32.99
2026-05-14T21:10:00Z,66.25,33.50
2026-05-14T21:11:00Z,66.34,33.24
2026-05-14T21:12:00Z,65.48,33.51
2026-05-14T21:13:00Z,65.56,33.25
2026-05-14T21:14:00Z,66.99,33.06
2026-05-14T21:15:00Z,65.46,33.00
2026-05-14T21:16:00Z,66.54,33.11
2026-05-14T21:17:00Z,66.74,33.71
2026-05-14T21:18:00Z,66.38,33.71
2026-05-14T21:19:00Z,65.22,33.65
2026-05-14T21:20:00Z,65.12,33.00
2026-05-14T21:21:00Z,65.84,33.00
2026-05-14T21:22:00Z,65.12,33.00
2026-05-14T21:23:00Z,65.96,33.00
2026-05-14T21:24:00Z,65.00,33.82
2026-05-14T21:25:00Z,65.93,33.08
2026-05-14T21:26:00Z,65.72,33.42
2026-05-14T21:27:00Z,65.97,33.41
2026-05-14T21:28:00Z,65.46,34.00
2026-05-14T21:29:00Z,65.89,33.19
2026-05-14T21:30:00Z,66.00,33.69
2026-05-14T21:31:00Z,65.62,33.61
2026-05-14T21:32:00Z,65.21,33.05
2026-05-14T21:33:00Z,65.19,34.00
2026-05-14T21:34:00Z,65.46,33.00
2026-05-14T21:35:00Z,65.90,33.23
2026-05-14T21:36:00Z,65.44,33.00
2026-05-14T21:37:00Z,65.04,33.00
2026-05-14T21:38:00Z,65.98,34.00
2026-05-14T21:39:00Z,65.56,33.70
2026-05-14T21:40:00Z,65.00,33.60
2026-05-14T21:41:00Z,66.00,34.00
2026-05-14T21:42:00Z,65.62,33.96
2026-05-14T21:43:00Z,65.96,33.29
2026-05-14T21:44:00Z,65.27,33.62
2026-05-14T21:45:00Z,65.24,33.21
2026-05-14T21:46:00Z,66.71,34.00
2026-05-14T21:47:00Z,65.49,34.00
2026-05-14T21:48:00Z,66.40,33.40
2026-05-14T21:49:00Z,66.04,33.40
2026-05-14T21:50:00Z,65.02,34.00
2026-05-14T21:51:00Z,66.22,33.76
2026-05-14T21:52:00Z,66.94,33.76
2026-05-14T21:53:00Z,65.56,33.38
2026-05-14T21:54:00Z,66.55,33.12
2026-05-14T21:55:00Z,66.89,33.25
2026-05-14T21:56:00Z,65.11,34.00
2026-05-14T21:57:00Z,66.98,34.00
2026-05-14T21:58:00Z,66.41,33.22
2026-05-14T21:59:00Z,66.15,33.22
2026-05-14T22:00:00Z,65.09,33.22
2026-05-14T22:01:00Z,66.75,33.58
2026-05-14T22:02:00Z,65.14,33.00
2026-05-14T22:03:00Z,65.13,33.00
2026-05-14T22:04:00Z,65.82,34.00
2026-05-14T22:05:00Z,66.94,33.93
2026-05-14T22:06:00Z,66.70,34.00
2026-05-14T22:07:00Z,66.45,34.00
2026-05-14T22:08:00Z,65.53,33.95
2026-05-14T22:09:00Z,66.83,33.00
2026-05-14T22:10:00Z,65.30,33.24
2026-05-14T22:11:00Z,65.80,33.70
2026-05-14T22:12:00Z,65.09,33.18
2026-05-14T22:13:00Z,65.25,33.49
2026-05-14T22:14:00Z,66.52,33.24
2026-05-14T22:15:00Z,65.14,34.00
2026-05-14T22:16:00Z,65.93,33.00
2026-05-14T22:17:00Z,66.18,33.57
2026-05-14T22:18:00Z,67.00,33.00
2026-05-14T22:19:00Z,65.32,33.00
2026-05-14T22:20:00Z,66.94,33.19
2026-05-14T22:21:00Z,66.42,34.00
2026-05-14T22:22:00Z,65.66,34.00
2026-05-14T22:23:00Z,65.89,33.00
2026-05-14T22:24:00Z,65.22,34.00
2026-05-14T22:25:00Z,66.36,33.00
2026-05-14T22:26:00Z,65.07,34.00
2026-05-14T22:27:00Z,65.47,33.19
2026-05-14T22:28:00Z,65.76,34.00
2026-05-14T22:29:00Z,65.60,34.00
2026-05-14T22:30:00Z,65.77,33.59
2026-05-14T22:31:00Z,65.04,33.34
2026-05-14T22:32:00Z,65.90,33.42
2026-05-14T22:33:00Z,65.57,33.17
2026-05-14T22:34:00Z,65.07,33.99
2026-05-14T22:35:00Z,65.93,34.37
2026-05-14T22:36:00Z,65.86,34.99
2026-05-14T22:37:00Z,66.17,34.20
2026-05-14T22:38:00Z,65.68,34.80
2026-05-14T22:39:00Z,66.79,34.95
2026-05-14T22:40:00Z,66.92,35.00
2026-05-14T22:41:00Z,66.79,34.84
2026-05-14T22:42:00Z,66.28,34.35
2026-05-14T22:43:00Z,65.36,34.90
2026-05-14T22:44:00Z,65.58,35.00
2026-05-14T22:45:00Z,65.52,34.34
2026-05-14T22:46:00Z,66.77,34.42
2026-05-14T22:47:00Z,66.67,34.42
2026-05-14T22:48:00Z,65.48,34.22
2026-05-14T22:49:00Z,65.85,35.00
2026-05-14T22:50:00Z,66.75,34.00
2026-05-14T22:51:00Z,66.76,35.30
2026-05-14T22:52:00Z,65.84,34.38
2026-05-14T22:53:00Z,65.88,34.96
2026-05-14T22:54:00Z,65.13,34.46
2026-05-14T22:55:00Z,65.92,34.74
2026-05-14T22:56:00Z,65.94,34.07
2026-05-14T22:57:00Z,65.86,34.85
2026-05-14T22:58:00Z,65.03,34.67
2026-05-14T22:59:00Z,65.96,34.49
2026-05-14T23:00:00Z,65.41,35.00
2026-05-14T23:01:00Z,65.65,34.11
2026-05-14T23:02:00Z,65.71,35.00
2026-05-14T23:03:00Z,65.79,34.17
2026-05-14T23:04:00Z,65.34,34.22
2026-05-14T23:05:00Z,65.63,34.03
2026-05-14T23:06:00Z,65.77,35.00
2026-05-14T23:07:00Z,65.71,34.85
2026-05-14T23:08:00Z,66.00,35.00
2026-05-14T23:09:00Z,65.52,34.79
2026-05-14T23:10:00Z,65.71,34.80
2026-05-14T23:11:00Z,65.79,35.04
2026-05-14T23:12:00Z,65.78,34.72
2026-05-14T23:13:00Z,65.72,34.98
2026-05-14T23:14:00Z,65.95,34.83
2026-05-14T23:15:00Z,65.17,34.00
2026-05-14T23:16:00Z,65.93,34.00
2026-05-14T23:17:00Z,65.34,34.07
2026-05-14T23:18:00Z,65.67,34.07
2026-05-14T23:19:00Z,65.97,35.00
2026-05-14T23:20:00Z,65.11,35.07
2026-05-14T23:21:00Z,65.83,34.47
2026-05-14T23:22:00Z,65.65,35.00
2026-05-14T23:23:00Z,66.00,34.04
2026-05-14T23:24:00Z,65.09,34.69
2026-05-14T23:25:00Z,65.47,34.67
2026-05-14T23:26:00Z,65.06,35.04
2026-05-14T23:27:00Z,66.00,34.21
2026-05-14T23:28:00Z,66.00,34.91
2026-05-14T23:29:00Z,65.64,34.51
2026-05-14T23:30:00Z,66.00,34.00
2026-05-14T23:31:00Z,65.43,35.00
2026-05-14T23:32:00Z,65.00,35.06
2026-05-14T23:33:00Z,65.43,34.54
2026-05-14T23:34:00Z,65.59,34.68
2026-05-14T23:35:00Z,65.89,34.68
2026-05-14T23:36:00Z,65.56,34.30
2026-05-14T23:37:00Z,65.49,34.82
2026-05-14T23:38:00Z,66.00,34.25
2026-05-14T23:39:00Z,65.03,35.00
2026-05-14T23:40:00Z,65.01,34.44
2026-05-14T23:41:00Z,65.69,35.99
2026-05-14T23:42:00Z,64.40,35.88
2026-05-14T23:43:00Z,66.00,34.00
2026-05-14T23:44:00Z,64.92,34.02
2026-05-14T23:45:00Z,64.18,34.02
2026-05-14T23:46:00Z,65.81,35.96
2026-05-14T23:47:00Z,66.00,35.93
2026-05-14T23:48:00Z,64.61,34.91
2026-05-14T23:49:00Z,65.12,34.00
2026-05-14T23:50:00Z,65.18,34.00
2026-05-14T23:51:00Z,65.93,35.92
2026-05-14T23:52:00Z,65.29,35.16
2026-05-14T23:53:00Z,65.38,34.17
2026-05-14T23:54:00Z,65.12,34.78
2026-05-14T23:55:00Z,66.00,35.04
2026-05-14T23:56:00Z,65.37,34.02
2026-05-14T23:57:00Z,65.96,34.64
2026-05-14T23:58:00Z,65.00,34.74
2026-05-14T23:59:00Z,65.31,34.04
2026-05-15T00:00:00Z,65.01,34.34
2026-05-15T00:01:00Z,65.04,34.98
2026-05-15T00:02:00Z,65.00,34.98
2026-05-15T00:03:00Z,65.98,34.00
2026-05-15T00:04:00Z,65.00,34.00
2026-05-15T00:05:00Z,65.02,35.27
2026-05-15T00:06:00Z,66.00,34.90
2026-05-15T00:07:00Z,65.46,35.07
2026-05-15T00:08:00Z,65.00,35.58
2026-05-15T00:09:00Z,65.05,34.37
2026-05-15T00:10:00Z,64.52,35.91
2026-05-15T00:11:00Z,64.88,35.91
2026-05-15T00:12:00Z,64.66,36.00
2026-05-15T00:13:00Z,64.01,35.46
2026-05-15T00:14:00Z,64.97,35.15
2026-05-15T00:15:00Z,64.98,35.00
2026-05-15T00:16:00Z,64.92,36.00
2026-05-15T00:17:00Z,65.00,35.33
2026-05-15T00:18:00Z,64.15,35.25
2026-05-15T00:19:00Z,65.00,36.00
2026-05-15T00:20:00Z,65.00,36.00
2026-05-15T00:21:00Z,64.24,36.00
2026-05-15T00:22:00Z,64.24,36.00
2026-05-15T00:23:00Z,64.26,34.75
2026-05-15T00:24:00Z,64.00,34.58
2026-05-15T00:25:00Z,65.00,34.42
2026-05-15T00:26:00Z,64.82,34.00
2026-05-15T00:27:00Z,64.36,33.55
2026-05-15T00:28:00Z,64.03,34.99
2026-05-15T00:29:00Z,65.00,34.06
2026-05-15T00:30:00Z,64.00,34.00
2026-05-15T00:31:00Z,65.00,34.00
2026-05-15T00:32:00Z,64.00,35.77
2026-05-15T00:33:00Z,64.20,35.76
2026-05-15T00:34:00Z,64.00,35.76
2026-05-15T00:35:00Z,64.26,34.01
2026-05-15T00:36:00Z,64.39,34.74
2026-05-15T00:37:00Z,65.00,34.00
2026-05-15T00:38:00Z,65.00,34.54
2026-05-15T00:39:00Z,64.00,35.75
2026-05-15T00:40:00Z,64.53,35.00
2026-05-15T00:41:00Z,64.14,36.00
2026-05-15T00:42:00Z,64.89,36.00
2026-05-15T00:43:00Z,65.00,35.55
2026-05-15T00:44:00Z,65.97,35.99
2026-05-15T00:45:00Z,64.03,35.92
2026-05-15T00:46:00Z,64.03,35.73
2026-05-15T00:47:00Z,66.00,34.00
2026-05-15T00:48:00Z,65.31,34.00
2026-05-15T00:49:00Z,65.51,35.00
2026-05-15T00:50:00Z,66.00,34.00
2026-05-15T00:51:00Z,65.75,34.17
2026-05-15T00:52:00Z,65.23,35.00
2026-05-15T00:53:00Z,65.69,34.86
2026-05-15T00:54:00Z,65.58,34.11
2026-05-15T00:55:00Z,64.83,34.92
2026-05-15T00:56:00Z,66.00,34.66
2026-05-15T00:57:00Z,66.00,35.97
2026-05-15T00:58:00Z,64.58,35.97
2026-05-15T00:59:00Z,65.58,35.00
2026-05-15T01:00:00Z,64.76,34.50
2026-05-15T01:01:00Z,66.00,34.45
2026-05-15T01:02:00Z,66.00,34.00
2026-05-15T01:03:00Z,64.67,34.50
2026-05-15T01:04:00Z,65.13,34.98
2026-05-15T01:05:00Z,64.25,34.73
2026-05-15T01:06:00Z,64.01,35.00
2026-05-15T01:07:00Z,64.03,34.00
2026-05-15T01:08:00Z,65.14,34.33
2026-05-15T01:09:00Z,64.02,34.56
2026-05-15T01:10:00Z,64.11,34.07
2026-05-15T01:11:00Z,65.04,34.53
2026-05-15T01:12:00Z,66.00,34.03
2026-05-15T01:13:00Z,65.99,35.26
2026-05-15T01:14:00Z,65.41,34.46
2026-05-15T01:15:00Z,65.82,34.00
2026-05-15T01:16:00Z,65.64,34.00
2026-05-15T01:17:00Z,65.66,35.63
2026-05-15T01:18:00Z,64.55,35.49
2026-05-15T01:19:00Z,66.00,34.90
2026-05-15T01:20:00Z,64.43,35.33
2026-05-15T01:21:00Z,63.76,35.36
2026-05-15T01:22:00Z,65.80,35.36
2026-05-15T01:23:00Z,64.86,35.08
2026-05-15T01:24:00Z,64.94,36.00
2026-05-15T01:25:00Z,64.09,35.90
2026-05-15T01:26:00Z,65.00,35.99
2026-05-15T01:27:00Z,64.77,35.09
2026-05-15T01:28:00Z,64.91,35.18
2026-05-15T01:29:00Z,64.20,35.08
2026-05-15T01:30:00Z,64.86,36.00
2026-05-15T01:31:00Z,64.33,36.00
2026-05-15T01:32:00Z,65.00,35.73
2026-05-15T01:33:00Z,64.28,35.14
2026-05-15T01:34:00Z,65.00,35.15
2026-05-15T01:35:00Z,64.06,35.00
2026-05-15T01:36:00Z,65.00,35.42
2026-05-15T01:37:00Z,64.00,35.01
2026-05-15T01:38:00Z,64.87,35.02
2026-05-15T01:39:00Z,64.76,35.67
2026-05-15T01:40:00Z,64.01,35.67
2026-05-15T01:41:00Z,64.25,36.00
2026-05-15T01:42:00Z,64.00,36.00
2026-05-15T01:43:00Z,65.00,36.00
2026-05-15T01:44:00Z,64.88,36.00
2026-05-15T01:45:00Z,65.00,36.00
2026-05-15T01:46:00Z,64.18,36.00
2026-05-15T01:47:00Z,64.33,36.00
2026-05-15T01:48:00Z,64.73,35.58
2026-05-15T01:49:00Z,64.54,36.00
2026-05-15T01:50:00Z,64.69,36.00
2026-05-15T01:51:00Z,63.37,35.17
2026-05-15T01:52:00Z,63.28,36.00
2026-05-15T01:53:00Z,65.00,36.00
2026-05-15T01:54:00Z,65.00,35.92
2026-05-15T01:55:00Z,63.43,35.51
2026-05-15T01:56:00Z,64.28,35.05
2026-05-15T01:57:00Z,65.00,35.00
2026-05-15T01:59:00Z,63.01,36.00
2026-05-15T02:00:00Z,64.81,36.38
2026-05-15T02:01:00Z,65.00,36.00
2026-05-15T02:02:00Z,63.22,35.17
2026-05-15T02:03:00Z,64.40,35.57
2026-05-15T02:04:00Z,63.58,35.10
2026-05-15T02:05:00Z,63.56,36.83
2026-05-15T02:06:00Z,65.00,35.62
2026-05-15T02:07:00Z,63.75,36.99
2026-05-15T02:08:00Z,63.19,35.00
2026-05-15T02:09:00Z,64.98,35.00
2026-05-15T02:10:00Z,63.21,35.00
2026-05-15T02:11:00Z,64.96,36.46
2026-05-15T02:12:00Z,64.82,36.75
2026-05-15T02:13:00Z,63.97,36.75
2026-05-15T02:14:00Z,64.00,36.99
2026-05-15T02:15:00Z,63.99,36.89
2026-05-15T02:16:00Z,64.00,35.33
2026-05-15T02:17:00Z,64.81,36.97
2026-05-15T02:18:00Z,63.17,35.65
2026-05-15T02:19:00Z,64.25,36.39
2026-05-15T02:20:00Z,65.00,35.92
2026-05-15T02:21:00Z,65.00,34.95
2026-05-15T02:22:00Z,64.39,33.28
2026-05-15T02:23:00Z,64.33,33.00
2026-05-15T02:24:00Z,64.21,35.00
2026-05-15T02:25:00Z,64.04,35.00
2026-05-15T02:26:00Z,65.00,35.98
2026-05-15T02:27:00Z,65.00,35.99
2026-05-15T02:28:00Z,64.04,36.57
2026-05-15T02:29:00Z,64.04,35.10
2026-05-15T02:30:00Z,64.59,36.15
2026-05-15T02:31:00Z,64.72,36.99
2026-05-15T02:32:00Z,65.00,34.00
2026-05-15T02:33:00Z,64.82,35.92
2026-05-15T02:34:00Z,64.12,36.86
2026-05-15T02:35:00Z,64.71,34.00
2026-05-15T02:36:00Z,64.12,35.45
2026-05-15T02:37:00Z,64.98,35.00
2026-05-15T02:38:00Z,64.01,35.91
2026-05-15T02:39:00Z,64.32,34.00
2026-05-15T02:40:00Z,64.84,36.09
2026-05-15T02:41:00Z,64.96,34.88
2026-05-15T02:42:00Z,65.00,34.00
2026-05-15T02:43:00Z,64.91,34.90
2026-05-15T02:44:00Z,64.70,35.00
2026-05-15T02:45:00Z,64.16,35.00
2026-05-15T02:46:00Z,65.00,34.42
2026-05-15T02:47:00Z,64.59,34.42
2026-05-15T02:48:00Z,64.24,35.07
2026-05-15T02:49:00Z,65.00,34.00
2026-05-15T02:50:00Z,65.00,34.37
2026-05-15T02:51:00Z,64.61,34.66
2026-05-15T02:52:00Z,64.98,34.56
2026-05-15T02:53:00Z,65.00,33.72
2026-05-15T02:54:00Z,64.00,35.00
2026-05-15T02:55:00Z,64.18,35.00
2026-05-15T02:56:00Z,65.00,35.00
2026-05-15T02:57:00Z,64.79,35.00
2026-05-15T02:58:00Z,64.98,34.50
2026-05-15T02:59:00Z,65.00,34.07
2026-05-15T03:00:00Z,64.24,34.51
2026-05-15T03:01:00Z,64.06,34.66
2026-05-15T03:02:00Z,64.69,35.00
2026-05-15T03:03:00Z,65.00,35.00
2026-05-15T03:04:00Z,64.94,34.00
2026-05-15T03:05:00Z,64.00,34.52
2026-05-15T03:06:00Z,64.31,34.52
2026-05-15T03:07:00Z,66.34,34.52
2026-05-15T03:08:00Z,64.64,35.00
2026-05-15T03:09:00Z,65.37,34.00
2026-05-15T03:10:00Z,65.95,34.27
2026-05-15T03:11:00Z,65.47,34.66
2026-05-15T03:12:00Z,66.59,34.68
2026-05-15T03:13:00Z,67.00,33.74
2026-05-15T03:14:00Z,67.00,33.74
2026-05-15T03:15:00Z,64.90,33.57
2026-05-15T03:16:00Z,65.41,33.57
2026-05-15T03:17:00Z,65.41,34.97
2026-05-15T03:18:00Z,66.82,34.00
2026-05-15T03:19:00Z,66.00,34.01
2026-05-15T03:20:00Z,65.96,34.78
2026-05-15T03:21:00Z,66.46,34.78
2026-05-15T03:22:00Z,66.39,34.99
2026-05-15T03:23:00Z,66.89,35.00
2026-05-15T03:24:00Z,65.92,35.00
2026-05-15T03:25:00Z,67.00,34.00
2026-05-15T03:26:00Z,65.95,34.00
2026-05-15T03:27:00Z,66.21,34.00
2026-05-15T03:28:00Z,65.14,34.00
2026-05-15T03:29:00Z,65.19,34.00
2026-05-15T03:30:00Z,66.93,34.00
2026-05-15T03:31:00Z,65.03,35.46
2026-05-15T03:32:00Z,65.70,34.00
2026-05-15T03:33:00Z,65.84,34.00
2026-05-15T03:34:00Z,66.62,34.02
2026-05-15T03:35:00Z,66.99,34.02
2026-05-15T03:36:00Z,66.92,34.19
2026-05-15T03:37:00Z,65.07,35.00
2026-05-15T03:38:00Z,67.00,35.00
2026-05-15T03:39:00Z,65.75,34.74
2026-05-15T03:40:00Z,66.05,34.49
2026-05-15T03:41:00Z,66.83,35.00
2026-05-15T03:42:00Z,67.00,34.66
2026-05-15T03:43:00Z,65.62,35.00
2026-05-15T03:44:00Z,67.00,34.96
2026-05-15T03:45:00Z,66.99,34.00
2026-05-15T03:46:00Z,66.28,34.00
2026-05-15T03:47:00Z,67.00,34.61
2026-05-15T03:48:00Z,67.00,35.00
2026-05-15T03:49:00Z,66.00,35.00
2026-05-15T03:50:00Z,67.00,34.87
2026-05-15T03:51:00Z,65.91,34.23
2026-05-15T03:52:00Z,66.23,34.23
2026-05-15T03:53:00Z,65.15,34.91
2026-05-15T03:54:00Z,64.91,34.93
2026-05-15T03:55:00Z,64.02,35.00
2026-05-15T03:56:00Z,66.00,35.00
2026-05-15T03:57:00Z,66.56,35.00
2026-05-15T03:58:00Z,66.10,35.00
2026-05-15T03:59:00Z,65.11,35.00
2026-05-15T04:00:00Z,67.00,34.13
2026-05-15T04:01:00Z,67.00,34.53
2026-05-15T04:02:00Z,66.93,35.25
2026-05-15T04:03:00Z,66.00,35.99
2026-05-15T04:04:00Z,67.00,35.92
2026-05-15T04:05:00Z,66.61,34.00
2026-05-15T04:06:00Z,65.63,34.17
2026-05-15T04:07:00Z,66.61,34.00
2026-05-15T04:08:00Z,65.41,34.84
2026-05-15T04:09:00Z,64.72,34.43
2026-05-15T04:10:00Z,66.87,34.39
2026-05-15T04:11:00Z,65.08,35.00
2026-05-15T04:12:00Z,66.00,34.40
2026-05-15T04:13:00Z,66.00,34.58
2026-05-15T04:14:00Z,65.43,35.00
2026-05-15T04:15:00Z,66.00,34.50
2026-05-15T04:16:00Z,64.93,34.31
2026-05-15T04:17:00Z,65.39,35.00
2026-05-15T04:18:00Z,65.62,35.30
2026-05-15T04:19:00Z,65.27,35.00
2026-05-15T04:20:00Z,65.99,35.70
2026-05-15T04:21:00Z,66.00,35.85
2026-05-15T04:22:00Z,65.09,35.81
2026-05-15T04:23:00Z,65.13,35.96
2026-05-15T04:24:00Z,65.58,36.00
2026-05-15T04:25:00Z,65.91,34.65
2026-05-15T04:26:00Z,66.00,35.33
2026-05-15T04:27:00Z,66.00,35.98
2026-05-15T04:28:00Z,66.00,35.99
2026-05-15T04:29:00Z,66.05,35.20
2026-05-15T04:30:00Z,65.76,35.20
2026-05-15T04:31:00Z,66.00,35.47
2026-05-15T04:32:00Z,65.59,35.99
2026-05-15T04:33:00Z,66.77,34.02
2026-05-15T04:34:00Z,67.00,35.33
2026-05-15T04:35:00Z,67.00,35.95
2026-05-15T04:36:00Z,66.77,36.00
2026-05-15T04:37:00Z,64.68,35.99
2026-05-15T04:38:00Z,65.91,34.03
2026-05-15T04:39:00Z,66.00,34.00
2026-05-15T04:40:00Z,64.59,34.01
2026-05-15T04:41:00Z,65.52,36.00
2026-05-15T04:42:00Z,65.89,35.98
2026-05-15T04:43:00Z,65.13,35.99
2026-05-15T04:44:00Z,65.87,35.27
2026-05-15T04:45:00Z,65.11,35.27
2026-05-15T04:46:00Z,65.10,35.28
2026-05-15T04:47:00Z,64.95,36.00
2026-05-15T04:48:00Z,64.96,35.16
2026-05-15T04:49:00Z,64.16,35.00
2026-05-15T04:50:00Z,64.92,35.89
2026-05-15T04:51:00Z,64.73,34.11
2026-05-15T04:52:00Z,64.08,36.00
2026-05-15T04:53:00Z,64.29,34.11
2026-05-15T04:54:00Z,64.87,35.00
2026-05-15T04:55:00Z,65.00,35.00
2026-05-15T04:56:00Z,64.18,34.01
2026-05-15T04:57:00Z,65.00,35.00
2026-05-15T04:58:00Z,64.39,34.00
