# event_ticker=KXATPMATCH-26JUN10STRBUB
# final_score=7-6(3) 3-6 6-2
# score_resolution=7-6 3-6 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-06-10
timestamp,Jan-Lennard Struff,Alexander Bublik
2026-06-10T04:07:00Z,,70.00
2026-06-10T04:08:00Z,,70.00
2026-06-10T04:10:00Z,,70.00
2026-06-10T04:14:00Z,,70.00
2026-06-10T04:21:00Z,32.00,70.00
2026-06-10T04:25:00Z,32.00,69.00
2026-06-10T04:27:00Z,32.00,69.00
2026-06-10T04:29:00Z,32.00,69.00
2026-06-10T04:32:00Z,32.00,69.00
2026-06-10T04:33:00Z,32.00,69.00
2026-06-10T04:36:00Z,32.00,69.00
2026-06-10T04:37:00Z,32.00,69.00
2026-06-10T04:38:00Z,32.00,69.00
2026-06-10T04:39:00Z,32.00,69.00
2026-06-10T04:41:00Z,32.00,69.00
2026-06-10T04:44:00Z,32.00,69.00
2026-06-10T04:45:00Z,32.00,69.00
2026-06-10T04:46:00Z,32.00,69.00
2026-06-10T04:47:00Z,32.00,69.00
2026-06-10T04:51:00Z,32.00,69.00
2026-06-10T04:53:00Z,32.00,69.00
2026-06-10T04:54:00Z,32.00,69.00
2026-06-10T04:59:00Z,32.00,69.00
2026-06-10T05:01:00Z,32.00,69.00
2026-06-10T05:03:00Z,32.00,69.00
2026-06-10T05:04:00Z,32.00,69.00
2026-06-10T05:06:00Z,32.00,69.00
2026-06-10T05:07:00Z,32.00,69.00
2026-06-10T05:09:00Z,33.00,68.00
2026-06-10T05:12:00Z,33.00,68.00
2026-06-10T05:14:00Z,33.00,68.00
2026-06-10T05:15:00Z,33.00,67.00
2026-06-10T05:16:00Z,33.00,67.00
2026-06-10T05:19:00Z,33.00,68.00
2026-06-10T05:20:00Z,33.00,68.00
2026-06-10T05:21:00Z,33.00,68.00
2026-06-10T05:22:00Z,33.00,68.00
2026-06-10T05:23:00Z,33.00,68.00
2026-06-10T05:26:00Z,33.00,68.00
2026-06-10T05:27:00Z,33.00,68.00
2026-06-10T05:28:00Z,33.00,68.00
2026-06-10T05:29:00Z,33.00,68.00
2026-06-10T05:31:00Z,33.00,68.00
2026-06-10T05:32:00Z,33.00,68.00
2026-06-10T05:33:00Z,33.00,69.00
2026-06-10T05:34:00Z,33.00,69.00
2026-06-10T05:35:00Z,33.00,69.00
2026-06-10T05:36:00Z,33.00,69.00
2026-06-10T05:37:00Z,33.00,69.00
2026-06-10T05:38:00Z,33.00,69.00
2026-06-10T05:42:00Z,33.00,69.00
2026-06-10T05:43:00Z,33.00,69.00
2026-06-10T05:45:00Z,33.00,69.00
2026-06-10T05:46:00Z,33.00,69.00
2026-06-10T05:47:00Z,33.00,69.00
2026-06-10T05:49:00Z,33.00,69.00
2026-06-10T05:50:00Z,33.00,69.00
2026-06-10T05:52:00Z,33.00,69.00
2026-06-10T05:53:00Z,33.00,69.00
2026-06-10T05:55:00Z,32.00,69.00
2026-06-10T05:57:00Z,32.00,69.00
2026-06-10T05:59:00Z,32.00,69.00
2026-06-10T06:02:00Z,32.00,69.00
2026-06-10T06:04:00Z,31.00,69.00
2026-06-10T06:05:00Z,32.00,69.00
2026-06-10T06:06:00Z,32.00,69.00
2026-06-10T06:08:00Z,32.00,69.00
2026-06-10T06:10:00Z,32.00,69.00
2026-06-10T06:11:00Z,32.00,69.00
2026-06-10T06:12:00Z,32.00,70.11
2026-06-10T06:15:00Z,31.00,70.11
2026-06-10T06:16:00Z,31.00,70.00
2026-06-10T06:21:00Z,31.00,70.00
2026-06-10T06:24:00Z,31.00,70.00
2026-06-10T06:26:00Z,31.00,70.00
2026-06-10T06:27:00Z,31.00,70.00
2026-06-10T06:36:00Z,31.00,70.00
2026-06-10T06:38:00Z,31.00,70.00
2026-06-10T06:40:00Z,31.00,70.00
2026-06-10T06:41:00Z,31.00,70.00
2026-06-10T06:43:00Z,31.00,70.00
2026-06-10T06:44:00Z,31.00,70.00
2026-06-10T06:45:00Z,31.00,70.00
2026-06-10T06:50:00Z,31.00,70.00
2026-06-10T06:51:00Z,31.00,70.00
2026-06-10T06:53:00Z,31.00,70.00
2026-06-10T06:56:00Z,31.00,70.00
2026-06-10T07:07:00Z,31.00,70.00
2026-06-10T07:08:00Z,31.00,70.00
2026-06-10T07:12:00Z,31.00,70.00
2026-06-10T07:15:00Z,31.00,70.00
2026-06-10T07:20:00Z,31.00,70.00
2026-06-10T07:21:00Z,31.00,70.00
2026-06-10T07:23:00Z,31.00,70.02
2026-06-10T07:27:00Z,31.00,71.00
2026-06-10T07:33:00Z,31.00,71.00
2026-06-10T07:35:00Z,31.00,70.72
2026-06-10T07:37:00Z,31.00,70.72
2026-06-10T07:40:00Z,31.00,71.00
2026-06-10T07:42:00Z,30.00,71.00
2026-06-10T07:44:00Z,30.00,71.00
2026-06-10T07:51:00Z,31.00,70.00
2026-06-10T07:52:00Z,31.00,70.00
2026-06-10T07:58:00Z,31.00,71.00
2026-06-10T08:06:00Z,31.00,71.00
2026-06-10T08:09:00Z,31.00,71.00
2026-06-10T08:12:00Z,31.00,71.00
2026-06-10T08:17:00Z,31.00,71.00
2026-06-10T08:22:00Z,31.00,70.00
2026-06-10T08:24:00Z,31.00,70.00
2026-06-10T08:33:00Z,31.00,70.00
2026-06-10T08:34:00Z,31.00,70.00
2026-06-10T08:40:00Z,31.00,70.00
2026-06-10T08:46:00Z,31.00,70.00
2026-06-10T08:47:00Z,31.00,70.00
2026-06-10T08:48:00Z,31.00,70.00
2026-06-10T08:49:00Z,31.00,70.00
2026-06-10T08:50:00Z,31.00,70.00
2026-06-10T08:53:00Z,31.00,70.00
2026-06-10T08:56:00Z,31.00,70.00
2026-06-10T08:57:00Z,31.00,70.00
2026-06-10T09:01:00Z,31.00,70.00
2026-06-10T09:02:00Z,31.00,70.00
2026-06-10T09:03:00Z,31.00,70.53
2026-06-10T09:04:00Z,31.00,69.00
2026-06-10T09:06:00Z,31.00,71.00
2026-06-10T09:08:00Z,31.00,71.00
2026-06-10T09:11:00Z,31.00,71.00
2026-06-10T09:13:00Z,31.00,71.00
2026-06-10T09:15:00Z,31.00,71.00
2026-06-10T09:31:00Z,31.00,71.00
2026-06-10T09:33:00Z,30.00,71.00
2026-06-10T09:46:00Z,30.00,71.00
2026-06-10T09:47:00Z,30.00,71.00
2026-06-10T09:48:00Z,31.00,71.00
2026-06-10T09:55:00Z,31.00,71.00
2026-06-10T09:59:00Z,31.00,69.00
2026-06-10T10:02:00Z,30.00,71.00
2026-06-10T10:04:00Z,30.00,71.00
2026-06-10T10:09:00Z,31.00,70.00
2026-06-10T10:13:00Z,31.00,70.00
2026-06-10T10:14:00Z,31.00,70.00
2026-06-10T10:15:00Z,31.00,70.00
2026-06-10T10:17:00Z,31.00,71.00
2026-06-10T10:24:00Z,31.00,71.00
2026-06-10T10:25:00Z,30.00,71.00
2026-06-10T10:26:00Z,30.00,71.00
2026-06-10T10:28:00Z,30.00,71.00
2026-06-10T10:29:00Z,30.00,71.00
2026-06-10T10:30:00Z,30.00,71.00
2026-06-10T10:31:00Z,31.00,71.00
2026-06-10T10:33:00Z,31.00,71.00
2026-06-10T10:34:00Z,31.00,71.00
2026-06-10T10:35:00Z,31.00,71.00
2026-06-10T10:37:00Z,31.00,71.00
2026-06-10T10:38:00Z,31.00,71.00
2026-06-10T10:39:00Z,31.00,70.99
2026-06-10T10:40:00Z,31.00,70.99
2026-06-10T10:43:00Z,31.00,71.00
2026-06-10T10:44:00Z,31.00,70.00
2026-06-10T10:46:00Z,31.00,70.00
2026-06-10T10:47:00Z,31.00,71.00
2026-06-10T10:53:00Z,31.86,71.00
2026-06-10T10:55:00Z,31.86,71.00
2026-06-10T10:57:00Z,31.86,71.00
2026-06-10T10:59:00Z,31.86,71.00
2026-06-10T11:02:00Z,31.86,71.00
2026-06-10T11:06:00Z,31.86,71.00
2026-06-10T11:09:00Z,31.86,71.00
2026-06-10T11:10:00Z,31.86,71.00
2026-06-10T11:11:00Z,31.86,71.00
2026-06-10T11:12:00Z,31.00,71.00
2026-06-10T11:13:00Z,31.00,71.00
2026-06-10T11:14:00Z,30.00,71.00
2026-06-10T11:15:00Z,31.00,71.00
2026-06-10T11:16:00Z,31.00,71.00
2026-06-10T11:20:00Z,31.00,69.40
2026-06-10T11:21:00Z,31.00,71.00
2026-06-10T11:23:00Z,31.00,71.00
2026-06-10T11:25:00Z,31.00,71.00
2026-06-10T11:26:00Z,31.00,71.00
2026-06-10T11:27:00Z,31.00,71.00
2026-06-10T11:28:00Z,29.05,71.00
2026-06-10T11:29:00Z,31.00,71.00
2026-06-10T11:30:00Z,31.00,71.00
2026-06-10T11:31:00Z,30.08,71.00
2026-06-10T11:32:00Z,31.00,71.00
2026-06-10T11:33:00Z,31.00,71.00
2026-06-10T11:34:00Z,31.00,71.00
2026-06-10T11:35:00Z,31.00,71.00
2026-06-10T11:37:00Z,31.00,71.00
2026-06-10T11:39:00Z,31.00,71.00
2026-06-10T11:40:00Z,31.00,71.00
2026-06-10T11:42:00Z,32.00,71.00
2026-06-10T11:43:00Z,32.00,71.00
2026-06-10T11:44:00Z,32.00,71.00
2026-06-10T11:45:00Z,32.00,69.00
2026-06-10T11:46:00Z,32.00,70.00
2026-06-10T11:47:00Z,32.00,71.00
2026-06-10T11:48:00Z,30.84,71.00
2026-06-10T11:49:00Z,31.00,71.00
2026-06-10T11:50:00Z,31.00,71.00
2026-06-10T11:51:00Z,31.00,71.00
2026-06-10T11:52:00Z,31.00,71.00
2026-06-10T11:53:00Z,31.00,71.00
2026-06-10T11:54:00Z,31.00,70.69
2026-06-10T11:55:00Z,31.00,71.00
2026-06-10T11:56:00Z,31.00,71.00
2026-06-10T11:57:00Z,31.00,71.00
2026-06-10T11:58:00Z,30.00,71.00
2026-06-10T11:59:00Z,31.63,69.93
2026-06-10T12:00:00Z,32.38,69.31
2026-06-10T12:01:00Z,37.62,66.93
2026-06-10T12:02:00Z,32.40,65.28
2026-06-10T12:03:00Z,31.99,68.90
2026-06-10T12:04:00Z,34.06,66.05
2026-06-10T12:05:00Z,36.95,64.56
2026-06-10T12:06:00Z,34.98,65.33
2026-06-10T12:07:00Z,34.67,66.00
2026-06-10T12:08:00Z,35.00,65.74
2026-06-10T12:09:00Z,35.00,65.00
2026-06-10T12:10:00Z,34.19,65.00
2026-06-10T12:11:00Z,34.05,66.34
2026-06-10T12:12:00Z,33.00,66.19
2026-06-10T12:13:00Z,32.13,68.00
2026-06-10T12:14:00Z,32.13,66.11
2026-06-10T12:15:00Z,32.13,66.01
2026-06-10T12:16:00Z,32.00,66.00
2026-06-10T12:17:00Z,32.55,67.00
2026-06-10T12:18:00Z,34.00,67.00
2026-06-10T12:19:00Z,34.00,67.00
2026-06-10T12:20:00Z,34.00,67.00
2026-06-10T12:21:00Z,34.00,66.85
2026-06-10T12:22:00Z,34.00,67.79
2026-06-10T12:23:00Z,34.00,68.00
2026-06-10T12:24:00Z,34.00,67.00
2026-06-10T12:25:00Z,34.00,68.00
2026-06-10T12:26:00Z,34.00,67.17
2026-06-10T12:27:00Z,34.00,67.17
2026-06-10T12:28:00Z,34.00,68.00
2026-06-10T12:29:00Z,34.00,66.00
2026-06-10T12:30:00Z,32.00,68.00
2026-06-10T12:31:00Z,32.00,68.00
2026-06-10T12:33:00Z,32.00,68.00
2026-06-10T12:34:00Z,32.00,68.00
2026-06-10T12:35:00Z,32.00,68.00
2026-06-10T12:36:00Z,34.00,68.00
2026-06-10T12:37:00Z,34.00,67.77
2026-06-10T12:38:00Z,34.00,66.04
2026-06-10T12:39:00Z,35.00,65.13
2026-06-10T12:40:00Z,34.41,66.54
2026-06-10T12:41:00Z,35.01,65.63
2026-06-10T12:42:00Z,34.34,64.28
2026-06-10T12:43:00Z,34.34,66.71
2026-06-10T12:44:00Z,32.00,67.18
2026-06-10T12:45:00Z,32.00,68.00
2026-06-10T12:46:00Z,33.54,68.00
2026-06-10T12:47:00Z,34.00,68.00
2026-06-10T12:48:00Z,34.00,68.00
2026-06-10T12:49:00Z,34.00,66.60
2026-06-10T12:50:00Z,34.00,66.62
2026-06-10T12:51:00Z,34.00,68.00
2026-06-10T12:52:00Z,33.00,67.94
2026-06-10T12:53:00Z,33.00,67.00
2026-06-10T12:54:00Z,33.00,68.00
2026-06-10T12:55:00Z,33.83,68.21
2026-06-10T12:56:00Z,32.83,67.84
2026-06-10T12:57:00Z,32.83,68.00
2026-06-10T12:58:00Z,33.00,67.16
2026-06-10T13:00:00Z,32.00,67.31
2026-06-10T13:01:00Z,36.06,67.10
2026-06-10T13:02:00Z,32.53,67.91
2026-06-10T13:03:00Z,32.53,67.93
2026-06-10T13:04:00Z,32.96,68.00
2026-06-10T13:05:00Z,32.96,68.00
2026-06-10T13:06:00Z,32.96,68.00
2026-06-10T13:07:00Z,32.00,68.00
2026-06-10T13:08:00Z,32.00,67.01
2026-06-10T13:09:00Z,32.00,67.19
2026-06-10T13:10:00Z,33.66,68.00
2026-06-10T13:11:00Z,33.00,68.74
2026-06-10T13:12:00Z,33.00,67.10
2026-06-10T13:13:00Z,33.00,67.10
2026-06-10T13:14:00Z,32.02,67.17
2026-06-10T13:16:00Z,33.00,68.00
2026-06-10T13:17:00Z,32.01,68.00
2026-06-10T13:18:00Z,33.00,68.00
2026-06-10T13:19:00Z,33.00,68.00
2026-06-10T13:22:00Z,33.00,68.00
2026-06-10T13:23:00Z,33.00,67.93
2026-06-10T13:24:00Z,33.00,68.00
2026-06-10T13:25:00Z,33.00,67.00
2026-06-10T13:26:00Z,33.00,68.00
2026-06-10T13:27:00Z,32.00,67.07
2026-06-10T13:28:00Z,32.00,67.99
2026-06-10T13:30:00Z,32.00,68.00
2026-06-10T13:31:00Z,33.00,67.00
2026-06-10T13:33:00Z,33.00,68.00
2026-06-10T13:34:00Z,33.00,68.00
2026-06-10T13:35:00Z,33.00,67.00
2026-06-10T13:36:00Z,33.00,68.00
2026-06-10T13:38:00Z,33.00,68.00
2026-06-10T13:39:00Z,33.00,68.00
2026-06-10T13:40:00Z,32.20,67.06
2026-06-10T13:41:00Z,33.00,67.27
2026-06-10T13:42:00Z,33.00,68.00
2026-06-10T13:43:00Z,32.97,67.28
2026-06-10T13:44:00Z,34.31,67.00
2026-06-10T13:45:00Z,32.33,67.89
2026-06-10T13:46:00Z,32.57,68.00
2026-06-10T13:47:00Z,33.00,68.00
2026-06-10T13:48:00Z,32.00,68.00
2026-06-10T13:49:00Z,33.00,67.94
2026-06-10T13:50:00Z,32.00,67.08
2026-06-10T13:51:00Z,33.00,67.73
2026-06-10T13:52:00Z,33.00,67.43
2026-06-10T13:53:00Z,33.00,67.43
2026-06-10T13:54:00Z,34.00,67.20
2026-06-10T13:55:00Z,34.00,67.99
