# event_ticker=KXATPCHALLENGERMATCH-26MAR03BLAWAT
# final_score=6-7(5) 6-2 3-0 RET
# match_winner=Ugo Blanchet
# fav_player=Ugo Blanchet
# dog_player=Yosuke Watanuki
# kalshi_date=2026-03-03
timestamp,Ugo Blanchet,Yosuke Watanuki
2026-03-03T11:06:00Z,42.00,56.00
2026-03-03T11:29:00Z,44.00,56.00
2026-03-03T11:49:00Z,44.00,56.00
2026-03-03T11:50:00Z,44.00,56.00
2026-03-03T11:51:00Z,44.00,56.00
2026-03-03T11:53:00Z,44.99,56.00
2026-03-03T12:08:00Z,44.99,56.00
2026-03-03T12:33:00Z,44.99,56.00
2026-03-03T12:36:00Z,44.99,57.80
2026-03-03T12:42:00Z,44.99,58.00
2026-03-03T12:44:00Z,44.99,58.00
2026-03-03T12:45:00Z,44.99,58.00
2026-03-03T12:48:00Z,44.99,58.00
2026-03-03T12:49:00Z,44.99,58.00
2026-03-03T12:50:00Z,44.99,58.00
2026-03-03T12:52:00Z,45.00,58.00
2026-03-03T13:03:00Z,45.00,58.00
2026-03-03T13:06:00Z,45.00,58.00
2026-03-03T13:08:00Z,45.00,58.00
2026-03-03T13:11:00Z,45.00,58.00
2026-03-03T13:12:00Z,45.00,58.00
2026-03-03T13:14:00Z,45.00,58.00
2026-03-03T13:15:00Z,45.00,56.00
2026-03-03T13:16:00Z,45.00,58.00
2026-03-03T13:19:00Z,45.00,58.00
2026-03-03T13:22:00Z,44.00,58.00
2026-03-03T13:23:00Z,44.00,58.00
2026-03-03T13:27:00Z,44.00,58.00
2026-03-03T13:33:00Z,44.00,58.00
2026-03-03T13:34:00Z,41.00,59.00
2026-03-03T13:36:00Z,41.00,59.00
2026-03-03T13:44:00Z,41.00,59.00
2026-03-03T13:48:00Z,41.83,59.00
2026-03-03T13:50:00Z,41.83,59.00
2026-03-03T13:56:00Z,42.00,59.00
2026-03-03T13:58:00Z,41.00,59.00
2026-03-03T14:02:00Z,42.00,59.00
2026-03-03T14:03:00Z,42.00,59.00
2026-03-03T14:06:00Z,42.00,59.00
2026-03-03T14:07:00Z,42.00,59.00
2026-03-03T14:08:00Z,42.00,59.00
2026-03-03T14:09:00Z,42.00,59.00
2026-03-03T14:10:00Z,42.00,59.00
2026-03-03T14:12:00Z,41.00,59.00
2026-03-03T14:13:00Z,41.00,59.00
2026-03-03T14:14:00Z,41.79,59.00
2026-03-03T14:15:00Z,42.00,59.00
2026-03-03T14:16:00Z,42.00,59.00
2026-03-03T14:17:00Z,42.00,59.00
2026-03-03T14:18:00Z,42.00,59.00
2026-03-03T14:21:00Z,42.00,59.00
2026-03-03T14:22:00Z,42.00,59.50
2026-03-03T14:24:00Z,41.00,60.00
2026-03-03T14:25:00Z,41.00,60.44
2026-03-03T14:27:00Z,41.00,59.39
2026-03-03T14:31:00Z,41.00,59.39
2026-03-03T14:32:00Z,41.00,59.39
2026-03-03T14:33:00Z,41.00,59.39
2026-03-03T14:34:00Z,41.00,61.00
2026-03-03T14:35:00Z,41.00,61.05
2026-03-03T14:36:00Z,41.00,61.05
2026-03-03T14:37:00Z,41.00,61.83
2026-03-03T14:38:00Z,41.00,61.83
2026-03-03T14:40:00Z,42.00,61.83
2026-03-03T14:42:00Z,42.00,62.00
2026-03-03T14:43:00Z,41.00,62.00
2026-03-03T14:45:00Z,41.00,62.00
2026-03-03T14:46:00Z,41.00,62.00
2026-03-03T14:47:00Z,41.00,62.00
2026-03-03T14:48:00Z,41.00,62.00
2026-03-03T14:50:00Z,41.45,62.00
2026-03-03T14:51:00Z,42.00,62.00
2026-03-03T14:52:00Z,42.00,62.00
2026-03-03T14:53:00Z,40.57,62.00
2026-03-03T14:54:00Z,41.00,62.00
2026-03-03T14:55:00Z,42.00,62.00
2026-03-03T14:56:00Z,40.82,61.56
2026-03-03T14:57:00Z,38.43,66.04
2026-03-03T14:58:00Z,40.17,62.00
2026-03-03T14:59:00Z,44.00,57.63
2026-03-03T15:00:00Z,43.10,57.63
2026-03-03T15:01:00Z,42.03,57.63
2026-03-03T15:02:00Z,49.59,49.00
2026-03-03T15:03:00Z,46.30,52.00
2026-03-03T15:04:00Z,45.97,57.00
2026-03-03T15:05:00Z,45.42,55.74
2026-03-03T15:06:00Z,50.05,55.00
2026-03-03T15:07:00Z,44.00,56.22
2026-03-03T15:08:00Z,47.46,52.95
2026-03-03T15:09:00Z,49.71,51.11
2026-03-03T15:10:00Z,50.27,49.99
2026-03-03T15:11:00Z,53.53,48.07
2026-03-03T15:12:00Z,54.56,47.08
2026-03-03T15:13:00Z,47.38,50.54
2026-03-03T15:14:00Z,46.94,55.55
2026-03-03T15:15:00Z,46.33,50.27
2026-03-03T15:16:00Z,52.54,47.27
2026-03-03T15:17:00Z,54.73,47.00
2026-03-03T15:18:00Z,51.41,48.73
2026-03-03T15:19:00Z,50.83,50.16
2026-03-03T15:20:00Z,50.75,49.13
2026-03-03T15:21:00Z,48.90,53.59
2026-03-03T15:22:00Z,52.21,50.15
2026-03-03T15:23:00Z,55.16,46.71
2026-03-03T15:24:00Z,55.01,48.64
2026-03-03T15:25:00Z,54.75,48.51
2026-03-03T15:26:00Z,55.10,47.04
2026-03-03T15:27:00Z,56.31,45.63
2026-03-03T15:28:00Z,62.04,38.03
2026-03-03T15:29:00Z,51.87,48.46
2026-03-03T15:30:00Z,52.76,46.27
2026-03-03T15:31:00Z,56.25,44.49
2026-03-03T15:32:00Z,56.84,45.23
2026-03-03T15:33:00Z,58.76,44.11
2026-03-03T15:34:00Z,61.78,41.09
2026-03-03T15:35:00Z,60.28,41.24
2026-03-03T15:36:00Z,53.58,46.30
2026-03-03T15:37:00Z,47.09,55.08
2026-03-03T15:38:00Z,45.26,54.49
2026-03-03T15:39:00Z,30.59,68.73
2026-03-03T15:40:00Z,29.09,70.86
2026-03-03T15:41:00Z,32.12,65.53
2026-03-03T15:42:00Z,45.17,53.87
2026-03-03T15:43:00Z,55.02,47.32
2026-03-03T15:44:00Z,60.27,37.86
2026-03-03T15:45:00Z,60.49,37.86
2026-03-03T15:46:00Z,62.36,39.89
2026-03-03T15:47:00Z,58.99,39.49
2026-03-03T15:48:00Z,50.37,48.05
2026-03-03T15:49:00Z,45.44,55.17
2026-03-03T15:50:00Z,53.04,45.40
2026-03-03T15:51:00Z,69.59,32.84
2026-03-03T15:52:00Z,65.05,40.47
2026-03-03T15:53:00Z,58.00,40.34
2026-03-03T15:54:00Z,57.75,42.22
2026-03-03T15:55:00Z,50.16,51.39
2026-03-03T15:56:00Z,32.04,69.83
2026-03-03T15:57:00Z,31.62,69.09
2026-03-03T15:58:00Z,29.08,70.14
2026-03-03T15:59:00Z,29.16,73.39
2026-03-03T16:00:00Z,25.24,74.97
2026-03-03T16:01:00Z,30.37,70.30
2026-03-03T16:02:00Z,34.91,66.29
2026-03-03T16:03:00Z,46.76,52.84
2026-03-03T16:04:00Z,52.66,48.78
2026-03-03T16:05:00Z,51.14,51.19
2026-03-03T16:06:00Z,55.06,42.64
2026-03-03T16:07:00Z,59.86,39.10
2026-03-03T16:08:00Z,69.17,30.75
2026-03-03T16:09:00Z,71.36,27.35
2026-03-03T16:10:00Z,72.99,29.64
2026-03-03T16:11:00Z,74.22,29.11
2026-03-03T16:12:00Z,73.70,28.51
2026-03-03T16:13:00Z,71.52,27.13
2026-03-03T16:14:00Z,75.34,26.09
2026-03-03T16:15:00Z,79.47,19.06
2026-03-03T16:16:00Z,80.60,17.03
2026-03-03T16:17:00Z,78.18,20.88
2026-03-03T16:18:00Z,77.18,25.12
2026-03-03T16:19:00Z,78.93,23.34
2026-03-03T16:20:00Z,80.78,18.08
2026-03-03T16:21:00Z,82.63,20.07
2026-03-03T16:22:00Z,84.85,12.93
2026-03-03T16:23:00Z,90.23,9.92
2026-03-03T16:24:00Z,91.90,7.82
2026-03-03T16:25:00Z,93.18,5.80
2026-03-03T16:26:00Z,93.36,5.79
2026-03-03T16:27:00Z,95.56,3.99
2026-03-03T16:28:00Z,95.60,4.03
2026-03-03T16:29:00Z,94.65,6.93
2026-03-03T16:30:00Z,98.78,2.67
2026-03-03T16:31:00Z,99.00,1.00
2026-03-03T16:32:00Z,99.00,1.00
