# event_ticker=KXATPMATCH-25JUL25BUBVAN
# final_score=6-3 6-4
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Botic Van de Zandschulp
# kalshi_date=2025-07-25
timestamp,Alexander Bublik,Botic Van de Zandschulp
2025-07-25T04:11:00Z,76.00,
2025-07-25T04:13:00Z,76.00,
2025-07-25T04:16:00Z,76.00,
2025-07-25T04:17:00Z,76.00,
2025-07-25T04:21:00Z,76.00,
2025-07-25T04:23:00Z,76.00,26.00
2025-07-25T04:25:00Z,76.21,26.00
2025-07-25T04:26:00Z,77.00,26.00
2025-07-25T04:28:00Z,77.00,26.00
2025-07-25T04:34:00Z,77.98,26.00
2025-07-25T04:35:00Z,78.75,26.00
2025-07-25T04:36:00Z,78.75,22.00
2025-07-25T04:39:00Z,79.07,22.00
2025-07-25T04:42:00Z,81.00,23.21
2025-07-25T04:43:00Z,81.00,27.00
2025-07-25T04:46:00Z,80.51,27.00
2025-07-25T04:49:00Z,78.00,27.00
2025-07-25T04:51:00Z,78.00,27.00
2025-07-25T04:56:00Z,79.00,27.00
2025-07-25T04:59:00Z,79.00,27.00
2025-07-25T05:00:00Z,79.00,27.00
2025-07-25T05:03:00Z,79.00,27.00
2025-07-25T05:07:00Z,80.00,26.00
2025-07-25T05:09:00Z,80.00,26.00
2025-07-25T05:14:00Z,79.00,26.00
2025-07-25T05:16:00Z,79.00,27.00
2025-07-25T05:25:00Z,77.00,27.00
2025-07-25T05:26:00Z,75.00,27.00
2025-07-25T05:28:00Z,77.00,27.00
2025-07-25T05:33:00Z,77.63,27.00
2025-07-25T05:34:00Z,77.99,27.00
2025-07-25T05:37:00Z,78.00,27.00
2025-07-25T05:42:00Z,78.14,27.00
2025-07-25T05:46:00Z,79.00,25.00
2025-07-25T05:57:00Z,79.00,24.93
2025-07-25T05:58:00Z,78.00,24.93
2025-07-25T06:00:00Z,78.00,25.00
2025-07-25T06:08:00Z,78.00,25.00
2025-07-25T06:31:00Z,78.00,25.00
2025-07-25T06:57:00Z,77.00,25.00
2025-07-25T06:59:00Z,77.00,25.00
2025-07-25T07:00:00Z,77.00,25.00
2025-07-25T12:01:00Z,75.00,25.00
2025-07-25T12:02:00Z,75.00,25.00
2025-07-25T12:03:00Z,74.78,25.00
2025-07-25T12:06:00Z,74.78,25.00
2025-07-25T12:07:00Z,74.00,25.00
2025-07-25T12:09:00Z,74.00,25.00
2025-07-25T12:10:00Z,74.00,25.00
2025-07-25T12:11:00Z,74.00,25.00
2025-07-25T12:15:00Z,74.00,25.00
2025-07-25T12:16:00Z,74.00,25.00
2025-07-25T12:17:00Z,74.00,25.00
2025-07-25T12:18:00Z,75.00,25.00
2025-07-25T12:19:00Z,74.97,25.00
2025-07-25T12:22:00Z,74.97,25.00
2025-07-25T12:23:00Z,74.00,25.00
2025-07-25T12:24:00Z,75.00,25.00
2025-07-25T12:29:00Z,75.00,25.00
2025-07-25T12:32:00Z,75.00,25.00
2025-07-25T12:34:00Z,75.00,25.00
2025-07-25T12:40:00Z,75.00,27.00
2025-07-25T12:43:00Z,75.00,27.00
2025-07-25T12:46:00Z,75.00,27.02
2025-07-25T12:49:00Z,75.00,27.92
2025-07-25T12:51:00Z,74.00,27.92
2025-07-25T13:02:00Z,74.00,27.92
2025-07-25T13:04:00Z,74.00,27.92
2025-07-25T13:12:00Z,74.00,27.92
2025-07-25T13:13:00Z,74.00,27.92
2025-07-25T13:15:00Z,74.00,27.92
2025-07-25T13:16:00Z,74.00,28.94
2025-07-25T13:21:00Z,74.00,28.72
2025-07-25T13:24:00Z,74.00,28.72
2025-07-25T13:25:00Z,74.00,28.72
2025-07-25T13:35:00Z,74.00,28.72
2025-07-25T13:50:00Z,74.00,28.72
2025-07-25T13:51:00Z,74.00,28.72
2025-07-25T13:52:00Z,74.00,28.72
2025-07-25T13:54:00Z,74.00,28.72
2025-07-25T13:56:00Z,74.00,28.72
2025-07-25T13:57:00Z,74.00,28.72
2025-07-25T13:58:00Z,73.00,28.72
2025-07-25T14:04:00Z,74.00,28.72
2025-07-25T14:06:00Z,74.00,27.52
2025-07-25T14:12:00Z,74.00,27.00
2025-07-25T14:14:00Z,74.00,27.00
2025-07-25T14:15:00Z,74.00,27.00
2025-07-25T14:16:00Z,74.00,27.00
2025-07-25T14:18:00Z,74.00,27.00
2025-07-25T14:19:00Z,74.00,27.34
2025-07-25T14:20:00Z,74.00,28.00
2025-07-25T14:23:00Z,74.00,28.00
2025-07-25T14:25:00Z,74.00,28.00
2025-07-25T14:27:00Z,74.00,28.00
2025-07-25T14:28:00Z,74.00,28.00
2025-07-25T14:29:00Z,74.00,28.00
2025-07-25T14:31:00Z,74.00,28.93
2025-07-25T14:32:00Z,74.00,28.93
2025-07-25T14:33:00Z,74.00,28.93
2025-07-25T14:34:00Z,74.00,27.00
2025-07-25T14:35:00Z,74.00,28.00
2025-07-25T14:36:00Z,74.00,29.00
2025-07-25T14:37:00Z,74.00,29.00
2025-07-25T14:39:00Z,74.00,29.00
2025-07-25T14:40:00Z,74.00,29.00
2025-07-25T14:41:00Z,74.00,26.00
2025-07-25T14:43:00Z,73.75,26.00
2025-07-25T14:44:00Z,73.75,28.00
2025-07-25T14:45:00Z,74.00,27.00
2025-07-25T14:46:00Z,74.00,26.00
2025-07-25T14:47:00Z,74.00,26.00
2025-07-25T14:48:00Z,74.00,27.00
2025-07-25T14:51:00Z,74.00,27.41
2025-07-25T14:52:00Z,74.00,27.41
2025-07-25T14:53:00Z,74.00,27.00
2025-07-25T14:54:00Z,74.00,27.00
2025-07-25T14:55:00Z,74.00,27.00
2025-07-25T14:56:00Z,74.00,27.00
2025-07-25T14:57:00Z,74.04,26.00
2025-07-25T14:58:00Z,74.01,26.00
2025-07-25T14:59:00Z,74.00,26.00
2025-07-25T15:00:00Z,74.00,26.00
2025-07-25T15:01:00Z,74.00,26.00
2025-07-25T15:02:00Z,74.00,26.00
2025-07-25T15:03:00Z,74.00,26.98
