# event_ticker=KXATPMATCH-26APR24SINBON
# final_score=6-7(6) 6-1 6-4
# score_resolution=7-6 1-6 4-6
# match_winner=Jannik Sinner
# fav_player=Benjamin Bonzi
# dog_player=Jannik Sinner
# kalshi_date=2026-04-24
timestamp,Jannik Sinner,Benjamin Bonzi
2026-04-24T11:07:00Z,99.00,3.00
2026-04-24T11:12:00Z,99.00,3.00
2026-04-24T11:21:00Z,99.00,3.00
2026-04-24T11:24:00Z,99.00,3.00
2026-04-24T11:27:00Z,99.00,3.00
2026-04-24T11:31:00Z,99.00,3.00
2026-04-24T11:33:00Z,99.00,3.00
2026-04-24T11:50:00Z,99.00,3.00
2026-04-24T11:52:00Z,99.00,3.00
2026-04-24T12:07:00Z,99.00,3.00
2026-04-24T12:09:00Z,99.00,3.00
2026-04-24T12:18:00Z,99.00,3.00
2026-04-24T12:19:00Z,99.00,3.00
2026-04-24T12:21:00Z,99.00,3.00
2026-04-24T12:22:00Z,98.00,3.00
2026-04-24T12:27:00Z,98.00,3.00
2026-04-24T12:30:00Z,98.00,3.00
2026-04-24T12:31:00Z,99.00,3.00
2026-04-24T12:32:00Z,99.00,3.00
2026-04-24T12:37:00Z,99.00,2.00
2026-04-24T12:38:00Z,99.00,2.00
2026-04-24T12:39:00Z,99.00,2.00
2026-04-24T12:42:00Z,99.00,2.00
2026-04-24T12:43:00Z,99.00,2.00
2026-04-24T12:44:00Z,99.00,2.00
2026-04-24T12:45:00Z,99.00,2.00
2026-04-24T12:47:00Z,99.00,2.00
2026-04-24T12:51:00Z,99.00,2.00
2026-04-24T12:56:00Z,99.00,2.00
2026-04-24T12:57:00Z,99.00,2.00
2026-04-24T12:59:00Z,99.00,2.00
2026-04-24T13:02:00Z,99.00,2.00
2026-04-24T13:03:00Z,99.00,2.00
2026-04-24T13:05:00Z,99.00,2.00
2026-04-24T13:06:00Z,99.00,2.00
2026-04-24T13:07:00Z,99.00,2.00
2026-04-24T13:12:00Z,99.00,2.00
2026-04-24T13:16:00Z,99.00,2.00
2026-04-24T13:17:00Z,99.00,2.00
2026-04-24T13:21:00Z,99.00,2.00
2026-04-24T13:22:00Z,99.00,2.00
2026-04-24T13:24:00Z,99.00,2.00
2026-04-24T13:25:00Z,99.00,2.00
2026-04-24T13:26:00Z,99.00,2.00
2026-04-24T13:28:00Z,99.00,2.00
2026-04-24T13:33:00Z,99.00,2.00
2026-04-24T13:34:00Z,99.00,2.00
2026-04-24T13:35:00Z,99.00,2.00
2026-04-24T13:36:00Z,99.00,2.00
2026-04-24T13:37:00Z,99.00,2.00
2026-04-24T13:38:00Z,99.00,2.00
2026-04-24T13:39:00Z,99.00,2.00
2026-04-24T13:41:00Z,99.00,2.00
2026-04-24T13:42:00Z,99.00,2.00
2026-04-24T13:43:00Z,99.00,2.00
2026-04-24T13:44:00Z,99.00,2.00
2026-04-24T13:45:00Z,99.00,2.00
2026-04-24T13:46:00Z,99.00,2.00
2026-04-24T13:47:00Z,99.00,2.00
2026-04-24T13:49:00Z,99.00,2.00
2026-04-24T13:50:00Z,99.00,2.00
2026-04-24T13:51:00Z,99.00,2.00
2026-04-24T13:52:00Z,99.00,2.00
2026-04-24T13:54:00Z,99.00,2.00
2026-04-24T13:55:00Z,99.00,2.00
2026-04-24T13:56:00Z,99.00,2.00
2026-04-24T13:57:00Z,99.00,2.00
2026-04-24T13:58:00Z,99.00,2.00
2026-04-24T13:59:00Z,99.00,2.00
2026-04-24T14:00:00Z,99.00,2.00
2026-04-24T14:01:00Z,99.00,2.00
2026-04-24T14:02:00Z,99.00,2.00
2026-04-24T14:03:00Z,99.00,2.00
2026-04-24T14:04:00Z,99.00,2.00
2026-04-24T14:05:00Z,99.00,2.00
2026-04-24T14:06:00Z,99.00,2.00
2026-04-24T14:07:00Z,99.00,2.00
2026-04-24T14:08:00Z,99.00,2.00
2026-04-24T14:09:00Z,99.00,2.00
2026-04-24T14:10:00Z,99.00,2.00
2026-04-24T14:11:00Z,98.04,2.00
2026-04-24T14:12:00Z,98.17,2.00
2026-04-24T14:13:00Z,98.39,2.86
2026-04-24T14:14:00Z,98.39,3.00
2026-04-24T14:15:00Z,98.00,3.00
2026-04-24T14:16:00Z,98.00,2.52
2026-04-24T14:17:00Z,98.50,3.00
2026-04-24T14:18:00Z,98.08,2.49
2026-04-24T14:19:00Z,98.00,2.00
2026-04-24T14:20:00Z,98.00,2.97
2026-04-24T14:21:00Z,98.00,1.82
2026-04-24T14:22:00Z,99.00,1.13
2026-04-24T14:23:00Z,98.01,2.33
2026-04-24T14:24:00Z,97.99,3.00
2026-04-24T14:25:00Z,97.09,3.00
2026-04-24T14:26:00Z,97.00,3.01
2026-04-24T14:27:00Z,97.00,3.25
2026-04-24T14:28:00Z,97.05,2.95
2026-04-24T14:29:00Z,97.79,3.00
2026-04-24T14:30:00Z,97.05,3.00
2026-04-24T14:31:00Z,97.03,3.00
2026-04-24T14:32:00Z,96.08,3.95
2026-04-24T14:33:00Z,96.93,4.00
2026-04-24T14:34:00Z,97.00,4.00
2026-04-24T14:35:00Z,97.74,4.00
2026-04-24T14:36:00Z,97.53,3.68
2026-04-24T14:37:00Z,97.17,2.66
2026-04-24T14:38:00Z,97.89,2.33
2026-04-24T14:39:00Z,97.97,1.89
2026-04-24T14:40:00Z,97.17,3.84
2026-04-24T14:41:00Z,96.01,4.59
2026-04-24T14:42:00Z,95.96,4.73
2026-04-24T14:43:00Z,96.91,3.87
2026-04-24T14:44:00Z,96.85,3.51
2026-04-24T14:45:00Z,97.60,3.40
2026-04-24T14:46:00Z,97.87,3.30
2026-04-24T14:47:00Z,96.18,4.44
2026-04-24T14:48:00Z,96.03,4.15
2026-04-24T14:49:00Z,95.75,4.99
2026-04-24T14:50:00Z,96.08,4.81
2026-04-24T14:51:00Z,95.53,4.46
2026-04-24T14:52:00Z,95.38,5.04
2026-04-24T14:53:00Z,96.75,5.24
2026-04-24T14:54:00Z,96.24,4.60
2026-04-24T14:55:00Z,96.00,5.18
2026-04-24T14:56:00Z,95.07,5.22
2026-04-24T14:57:00Z,95.00,5.58
2026-04-24T14:58:00Z,94.86,5.99
2026-04-24T14:59:00Z,95.02,6.38
2026-04-24T15:00:00Z,95.31,5.49
2026-04-24T15:01:00Z,94.82,6.13
2026-04-24T15:02:00Z,94.95,5.47
2026-04-24T15:03:00Z,91.75,7.89
2026-04-24T15:04:00Z,89.90,11.31
2026-04-24T15:05:00Z,88.58,12.39
2026-04-24T15:06:00Z,90.73,10.62
2026-04-24T15:07:00Z,92.28,6.87
2026-04-24T15:08:00Z,93.36,8.61
2026-04-24T15:09:00Z,93.55,7.67
2026-04-24T15:10:00Z,95.32,4.71
2026-04-24T15:11:00Z,95.45,5.22
2026-04-24T15:12:00Z,92.35,9.09
2026-04-24T15:13:00Z,84.48,15.33
2026-04-24T15:14:00Z,83.94,16.15
2026-04-24T15:15:00Z,83.99,16.17
2026-04-24T15:16:00Z,84.19,14.95
2026-04-24T15:17:00Z,85.96,14.01
2026-04-24T15:18:00Z,86.99,13.63
2026-04-24T15:19:00Z,86.98,14.44
2026-04-24T15:20:00Z,87.60,10.96
2026-04-24T15:21:00Z,89.01,11.31
2026-04-24T15:22:00Z,89.31,11.27
2026-04-24T15:23:00Z,87.21,14.81
2026-04-24T15:24:00Z,84.25,15.48
2026-04-24T15:25:00Z,81.52,18.64
2026-04-24T15:26:00Z,83.67,17.66
2026-04-24T15:27:00Z,82.78,19.29
2026-04-24T15:28:00Z,85.82,15.87
2026-04-24T15:29:00Z,85.11,15.95
2026-04-24T15:30:00Z,85.19,14.14
2026-04-24T15:31:00Z,89.84,8.98
2026-04-24T15:32:00Z,90.58,9.03
2026-04-24T15:33:00Z,93.15,7.20
2026-04-24T15:34:00Z,93.81,6.54
2026-04-24T15:35:00Z,94.08,6.93
2026-04-24T15:36:00Z,94.57,6.15
2026-04-24T15:37:00Z,94.87,5.93
2026-04-24T15:38:00Z,95.00,6.47
2026-04-24T15:39:00Z,95.00,5.84
2026-04-24T15:40:00Z,95.09,5.55
2026-04-24T15:41:00Z,95.94,4.89
2026-04-24T15:42:00Z,95.57,5.43
2026-04-24T15:43:00Z,95.98,4.61
2026-04-24T15:44:00Z,95.32,4.98
2026-04-24T15:45:00Z,95.08,5.99
2026-04-24T15:46:00Z,95.05,5.50
2026-04-24T15:47:00Z,96.78,3.98
2026-04-24T15:48:00Z,95.59,5.30
2026-04-24T15:49:00Z,96.48,5.97
2026-04-24T15:50:00Z,94.83,4.38
2026-04-24T15:51:00Z,95.11,4.17
2026-04-24T15:52:00Z,98.00,2.71
2026-04-24T15:53:00Z,97.84,2.56
2026-04-24T15:54:00Z,98.49,2.38
2026-04-24T15:55:00Z,96.19,3.77
2026-04-24T15:56:00Z,95.22,6.00
2026-04-24T15:57:00Z,95.19,5.46
2026-04-24T15:58:00Z,95.62,5.30
2026-04-24T15:59:00Z,93.76,6.67
2026-04-24T16:00:00Z,94.85,6.00
2026-04-24T16:01:00Z,94.58,6.62
2026-04-24T16:02:00Z,93.90,7.93
2026-04-24T16:03:00Z,91.65,9.56
2026-04-24T16:04:00Z,87.96,12.71
2026-04-24T16:05:00Z,86.03,16.83
2026-04-24T16:06:00Z,88.02,13.34
2026-04-24T16:07:00Z,88.43,12.45
2026-04-24T16:08:00Z,88.68,12.08
2026-04-24T16:09:00Z,88.37,12.02
2026-04-24T16:10:00Z,87.91,14.38
2026-04-24T16:11:00Z,88.24,13.26
2026-04-24T16:12:00Z,91.37,7.88
2026-04-24T16:13:00Z,96.85,3.24
2026-04-24T16:14:00Z,97.27,2.80
2026-04-24T16:15:00Z,97.73,2.41
2026-04-24T16:16:00Z,98.06,1.68
2026-04-24T16:17:00Z,98.97,1.57
2026-04-24T16:18:00Z,98.95,1.26
2026-04-24T16:19:00Z,98.02,1.91
2026-04-24T16:20:00Z,98.00,2.00
2026-04-24T16:21:00Z,98.63,1.74
2026-04-24T16:22:00Z,98.89,1.65
2026-04-24T16:23:00Z,98.72,1.52
2026-04-24T16:24:00Z,99.00,1.00
2026-04-24T16:25:00Z,99.00,1.00
2026-04-24T16:26:00Z,98.99,1.00
2026-04-24T16:27:00Z,98.99,1.41
2026-04-24T16:28:00Z,98.60,1.73
2026-04-24T16:29:00Z,99.00,1.00
2026-04-24T16:30:00Z,98.94,2.22
2026-04-24T16:31:00Z,99.00,1.05
2026-04-24T16:32:00Z,99.00,1.00
2026-04-24T16:33:00Z,99.00,1.00
