# event_ticker=KXATPCHALLENGERMATCH-26MAY23NEDJOR
# final_score=6-4 6-4
# match_winner=David Jorda Sanchis
# fav_player=David Jorda Sanchis
# dog_player=Andrej Nedic
# kalshi_date=2026-05-23
timestamp,Andrej Nedic,David Jorda Sanchis
2026-05-22T23:56:00Z,,35.00
2026-05-23T00:59:00Z,,35.00
2026-05-23T01:26:00Z,65.00,35.00
2026-05-23T01:42:00Z,65.00,35.00
2026-05-23T02:02:00Z,65.00,35.00
2026-05-23T02:06:00Z,65.00,35.00
2026-05-23T02:15:00Z,65.00,35.00
2026-05-23T02:31:00Z,65.00,35.00
2026-05-23T02:32:00Z,65.00,35.00
2026-05-23T02:33:00Z,65.00,35.00
2026-05-23T02:46:00Z,65.00,34.00
2026-05-23T02:58:00Z,65.00,35.00
2026-05-23T03:10:00Z,65.00,35.00
2026-05-23T03:14:00Z,65.00,35.00
2026-05-23T03:18:00Z,65.00,35.00
2026-05-23T03:19:00Z,65.00,36.80
2026-05-23T03:21:00Z,65.00,36.80
2026-05-23T03:26:00Z,65.00,36.80
2026-05-23T03:28:00Z,65.34,36.80
2026-05-23T03:29:00Z,65.00,36.80
2026-05-23T03:33:00Z,65.00,36.00
2026-05-23T03:34:00Z,65.00,36.00
2026-05-23T03:35:00Z,64.70,36.00
2026-05-23T03:36:00Z,64.70,36.00
2026-05-23T03:40:00Z,65.00,36.00
2026-05-23T03:41:00Z,65.00,36.00
2026-05-23T03:45:00Z,65.00,36.00
2026-05-23T03:48:00Z,65.00,37.00
2026-05-23T03:59:00Z,65.00,37.00
2026-05-23T04:00:00Z,65.00,37.00
2026-05-23T04:10:00Z,65.00,37.00
2026-05-23T04:13:00Z,65.00,37.00
2026-05-23T04:15:00Z,65.00,37.00
2026-05-23T04:17:00Z,65.00,37.00
2026-05-23T04:18:00Z,64.00,37.00
2026-05-23T04:20:00Z,65.00,37.00
2026-05-23T04:26:00Z,65.00,37.00
2026-05-23T04:27:00Z,65.00,37.00
2026-05-23T04:28:00Z,66.79,37.00
2026-05-23T04:29:00Z,66.00,37.00
2026-05-23T04:31:00Z,66.00,37.00
2026-05-23T04:32:00Z,66.00,37.00
2026-05-23T04:34:00Z,67.00,37.00
2026-05-23T04:35:00Z,67.00,37.00
2026-05-23T04:41:00Z,67.00,37.00
2026-05-23T04:43:00Z,67.00,37.00
2026-05-23T04:51:00Z,67.00,36.00
2026-05-23T04:52:00Z,68.00,36.00
2026-05-23T04:57:00Z,68.00,37.00
2026-05-23T04:59:00Z,68.00,37.00
2026-05-23T05:02:00Z,68.00,37.00
2026-05-23T05:06:00Z,68.00,37.00
2026-05-23T05:07:00Z,68.00,37.00
2026-05-23T05:08:00Z,68.00,37.00
2026-05-23T05:09:00Z,68.00,37.00
2026-05-23T05:18:00Z,68.00,37.00
2026-05-23T05:20:00Z,68.00,37.00
2026-05-23T05:21:00Z,68.00,37.00
2026-05-23T05:22:00Z,68.00,37.00
2026-05-23T05:23:00Z,68.00,37.00
2026-05-23T05:25:00Z,68.00,34.64
2026-05-23T05:26:00Z,68.00,34.64
2026-05-23T05:27:00Z,69.00,34.64
2026-05-23T05:28:00Z,68.00,34.64
2026-05-23T05:30:00Z,68.00,34.64
2026-05-23T05:31:00Z,68.00,34.64
2026-05-23T05:33:00Z,68.00,33.00
2026-05-23T05:34:00Z,68.00,33.61
2026-05-23T05:35:00Z,68.00,33.61
2026-05-23T05:38:00Z,67.00,33.61
2026-05-23T05:46:00Z,67.00,35.00
2026-05-23T05:49:00Z,67.00,35.00
2026-05-23T05:50:00Z,67.00,35.00
2026-05-23T05:59:00Z,68.00,35.00
2026-05-23T06:01:00Z,68.00,35.00
2026-05-23T06:07:00Z,68.00,35.00
2026-05-23T06:08:00Z,68.00,35.00
2026-05-23T06:09:00Z,67.00,35.00
2026-05-23T06:10:00Z,67.00,35.86
2026-05-23T06:12:00Z,67.00,35.86
2026-05-23T06:19:00Z,67.51,35.86
2026-05-23T06:21:00Z,67.00,35.86
2026-05-23T06:24:00Z,67.00,35.86
2026-05-23T06:26:00Z,67.00,35.00
2026-05-23T06:27:00Z,67.00,35.00
2026-05-23T06:28:00Z,67.00,35.00
2026-05-23T06:30:00Z,67.00,35.68
2026-05-23T06:31:00Z,67.00,35.68
2026-05-23T06:37:00Z,67.48,34.00
2026-05-23T06:38:00Z,68.00,34.00
2026-05-23T06:45:00Z,68.00,34.00
2026-05-23T06:52:00Z,68.00,34.00
2026-05-23T06:53:00Z,68.00,35.00
2026-05-23T06:55:00Z,68.00,35.00
2026-05-23T06:57:00Z,68.00,35.00
2026-05-23T06:59:00Z,68.00,35.00
2026-05-23T07:03:00Z,68.00,35.00
