# event_ticker=KXATPMATCH-25OCT21MAJSHE
# final_score=6-7(2) 6-3 7-6(7)
# score_resolution=6-7 6-3 7-6
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Kamil Majchrzak
# kalshi_date=2025-10-21
timestamp,Ben Shelton,Kamil Majchrzak
2025-10-21T06:19:00Z,65.00,
2025-10-21T06:33:00Z,64.00,
2025-10-21T06:34:00Z,64.00,
2025-10-21T06:35:00Z,64.00,
2025-10-21T06:39:00Z,64.71,
2025-10-21T06:40:00Z,65.00,
2025-10-21T06:41:00Z,65.00,
2025-10-21T06:48:00Z,65.00,
2025-10-21T06:52:00Z,65.00,
2025-10-21T07:00:00Z,65.00,
2025-10-21T07:05:00Z,65.00,
2025-10-21T07:09:00Z,65.00,
2025-10-21T07:43:00Z,65.00,37.00
2025-10-21T08:03:00Z,64.00,37.00
2025-10-21T08:05:00Z,64.00,37.00
2025-10-21T08:15:00Z,64.00,37.00
2025-10-21T08:21:00Z,64.00,37.00
2025-10-21T08:36:00Z,64.00,37.00
2025-10-21T08:44:00Z,64.00,37.00
2025-10-21T08:46:00Z,64.00,37.00
2025-10-21T08:59:00Z,64.00,37.00
2025-10-21T09:18:00Z,64.00,38.00
2025-10-21T09:24:00Z,64.00,38.00
2025-10-21T09:31:00Z,64.00,38.00
2025-10-21T09:38:00Z,64.00,38.00
2025-10-21T09:42:00Z,64.00,38.00
2025-10-21T09:49:00Z,64.00,38.00
2025-10-21T09:53:00Z,64.00,38.00
2025-10-21T09:55:00Z,64.00,38.00
2025-10-21T09:56:00Z,64.00,38.00
2025-10-21T10:03:00Z,64.00,38.00
2025-10-21T10:10:00Z,64.00,38.00
2025-10-21T10:24:00Z,64.00,38.00
2025-10-21T10:30:00Z,64.00,38.00
2025-10-21T10:44:00Z,64.00,37.00
2025-10-21T10:46:00Z,64.00,37.00
2025-10-21T10:47:00Z,64.00,37.00
2025-10-21T10:50:00Z,64.00,37.00
2025-10-21T11:06:00Z,64.00,37.00
2025-10-21T11:07:00Z,64.00,37.00
2025-10-21T11:12:00Z,64.00,37.00
2025-10-21T11:13:00Z,65.00,37.00
2025-10-21T11:24:00Z,65.00,37.00
2025-10-21T11:25:00Z,64.00,37.00
2025-10-21T11:29:00Z,64.00,37.00
2025-10-21T11:35:00Z,65.00,37.00
2025-10-21T11:36:00Z,65.00,37.00
2025-10-21T11:38:00Z,65.00,37.00
2025-10-21T11:39:00Z,65.00,37.00
2025-10-21T11:41:00Z,65.00,37.00
2025-10-21T11:42:00Z,65.00,37.00
2025-10-21T11:44:00Z,65.00,37.00
2025-10-21T11:45:00Z,65.00,37.00
2025-10-21T11:46:00Z,64.02,37.00
2025-10-21T11:53:00Z,65.00,37.00
2025-10-21T12:02:00Z,65.00,37.00
2025-10-21T12:10:00Z,65.00,37.00
2025-10-21T12:12:00Z,64.00,37.00
2025-10-21T12:13:00Z,65.00,37.00
2025-10-21T12:15:00Z,65.00,37.00
2025-10-21T12:20:00Z,65.00,37.00
2025-10-21T12:24:00Z,65.00,37.00
2025-10-21T12:25:00Z,65.00,37.00
2025-10-21T12:27:00Z,65.00,37.00
2025-10-21T12:30:00Z,65.00,37.00
2025-10-21T12:32:00Z,65.00,37.00
2025-10-21T12:33:00Z,65.00,37.00
2025-10-21T12:38:00Z,65.00,37.00
2025-10-21T12:42:00Z,65.00,37.00
2025-10-21T12:44:00Z,65.00,37.00
2025-10-21T12:45:00Z,65.00,37.00
2025-10-21T12:55:00Z,65.00,37.00
2025-10-21T13:02:00Z,65.00,36.00
2025-10-21T13:07:00Z,65.00,36.00
2025-10-21T13:08:00Z,65.00,36.00
2025-10-21T13:10:00Z,65.00,36.00
2025-10-21T13:12:00Z,64.04,36.00
2025-10-21T13:14:00Z,65.00,36.00
2025-10-21T13:18:00Z,65.00,36.00
2025-10-21T13:19:00Z,65.00,36.00
2025-10-21T13:20:00Z,65.00,36.00
2025-10-21T13:32:00Z,65.00,36.00
2025-10-21T13:45:00Z,65.00,36.00
2025-10-21T13:53:00Z,65.00,36.00
2025-10-21T13:57:00Z,65.64,36.00
2025-10-21T13:58:00Z,66.00,36.00
2025-10-21T14:01:00Z,66.00,36.00
