# event_ticker=KXATPCHALLENGERMATCH-26FEB14KASGOM
# final_score=6-3 2-6 7-5
# match_winner=Federico Agustin Gomez
# fav_player=Federico Agustin Gomez
# dog_player=Maks Kasnikowski
# kalshi_date=2026-02-14
timestamp,Federico Agustin Gomez,Maks Kasnikowski
2026-02-13T18:10:00Z,,45.00
2026-02-13T18:21:00Z,,45.00
2026-02-13T18:25:00Z,57.00,45.00
2026-02-13T18:27:00Z,57.00,45.00
2026-02-13T18:30:00Z,57.00,45.00
2026-02-13T18:33:00Z,57.00,45.00
2026-02-13T19:27:00Z,57.88,45.00
2026-02-13T19:28:00Z,58.00,45.00
2026-02-13T19:45:00Z,58.00,45.00
2026-02-13T19:47:00Z,58.00,44.00
2026-02-13T19:57:00Z,58.00,44.00
2026-02-13T20:17:00Z,56.00,44.00
2026-02-13T20:22:00Z,57.00,44.00
2026-02-13T20:31:00Z,57.00,44.00
2026-02-13T20:35:00Z,57.38,44.00
2026-02-13T20:37:00Z,58.00,44.00
2026-02-13T20:40:00Z,58.00,44.00
2026-02-13T21:18:00Z,58.00,44.00
2026-02-13T21:38:00Z,58.00,44.00
2026-02-13T22:58:00Z,58.00,42.00
2026-02-13T23:19:00Z,59.00,42.00
2026-02-13T23:41:00Z,60.00,42.00
2026-02-13T23:42:00Z,60.00,42.00
2026-02-13T23:45:00Z,60.00,43.00
2026-02-13T23:49:00Z,60.00,40.00
2026-02-13T23:50:00Z,60.00,40.00
2026-02-13T23:51:00Z,61.00,40.00
2026-02-13T23:54:00Z,60.00,40.00
2026-02-13T23:59:00Z,60.00,40.00
2026-02-14T00:01:00Z,60.00,40.00
2026-02-14T00:10:00Z,60.00,40.00
2026-02-14T00:11:00Z,60.00,40.00
2026-02-14T00:33:00Z,61.00,40.00
2026-02-14T00:38:00Z,61.00,42.00
2026-02-14T00:42:00Z,61.00,42.00
2026-02-14T00:53:00Z,60.00,42.00
2026-02-14T00:56:00Z,60.00,42.00
2026-02-14T01:36:00Z,61.00,42.00
2026-02-14T01:44:00Z,61.00,42.00
2026-02-14T01:55:00Z,60.41,42.00
2026-02-14T02:04:00Z,61.00,42.00
2026-02-14T02:06:00Z,61.00,42.00
2026-02-14T02:08:00Z,61.00,42.00
2026-02-14T02:10:00Z,61.00,40.00
2026-02-14T02:12:00Z,61.00,40.00
2026-02-14T02:22:00Z,61.00,40.00
2026-02-14T02:30:00Z,61.00,40.00
2026-02-14T02:39:00Z,61.00,40.00
2026-02-14T02:45:00Z,60.00,40.00
2026-02-14T02:47:00Z,60.00,40.00
2026-02-14T02:54:00Z,60.00,40.00
2026-02-14T02:56:00Z,60.00,40.00
2026-02-14T02:57:00Z,60.00,40.00
2026-02-14T03:00:00Z,60.00,40.00
2026-02-14T03:01:00Z,60.00,40.00
2026-02-14T03:04:00Z,60.00,40.00
2026-02-14T03:05:00Z,60.00,40.00
2026-02-14T03:09:00Z,60.00,40.00
2026-02-14T03:14:00Z,60.00,41.00
2026-02-14T03:15:00Z,60.00,41.00
2026-02-14T03:17:00Z,59.00,41.00
2026-02-14T03:21:00Z,59.00,41.00
2026-02-14T03:24:00Z,59.00,43.00
2026-02-14T03:25:00Z,59.00,43.00
2026-02-14T03:26:00Z,59.03,43.00
2026-02-14T03:27:00Z,59.00,43.00
2026-02-14T03:29:00Z,59.00,42.00
2026-02-14T03:32:00Z,59.00,43.00
2026-02-14T03:34:00Z,59.00,43.00
2026-02-14T03:35:00Z,59.00,43.00
2026-02-14T03:36:00Z,58.00,43.00
2026-02-14T03:37:00Z,58.00,43.00
2026-02-14T03:38:00Z,58.00,43.00
2026-02-14T03:39:00Z,58.00,43.00
2026-02-14T03:43:00Z,58.00,43.00
2026-02-14T03:44:00Z,58.00,43.00
2026-02-14T03:46:00Z,58.00,43.00
2026-02-14T03:47:00Z,58.00,43.00
2026-02-14T03:50:00Z,58.00,43.00
2026-02-14T03:52:00Z,58.00,43.00
2026-02-14T03:57:00Z,58.00,43.00
2026-02-14T03:58:00Z,58.00,43.00
2026-02-14T03:59:00Z,58.00,43.00
2026-02-14T04:04:00Z,58.00,43.00
2026-02-14T04:05:00Z,58.00,43.00
2026-02-14T04:06:00Z,58.00,43.00
2026-02-14T04:07:00Z,58.00,43.00
2026-02-14T04:09:00Z,58.00,43.00
2026-02-14T04:14:00Z,58.00,43.00
2026-02-14T04:15:00Z,58.00,43.00
2026-02-14T04:16:00Z,58.00,43.00
2026-02-14T04:17:00Z,58.00,43.00
2026-02-14T04:18:00Z,58.00,43.00
2026-02-14T04:19:00Z,58.00,43.00
2026-02-14T04:21:00Z,58.00,43.00
2026-02-14T04:22:00Z,58.00,43.00
2026-02-14T04:23:00Z,58.00,43.00
2026-02-14T04:24:00Z,58.00,43.00
2026-02-14T04:32:00Z,58.00,43.00
2026-02-14T04:34:00Z,58.00,43.00
2026-02-14T04:35:00Z,58.00,43.00
2026-02-14T04:40:00Z,58.00,45.00
2026-02-14T04:43:00Z,58.00,45.00
2026-02-14T04:46:00Z,58.00,45.00
2026-02-14T04:47:00Z,58.00,45.00
2026-02-14T04:48:00Z,58.00,45.00
2026-02-14T04:49:00Z,57.00,45.00
2026-02-14T04:50:00Z,55.15,45.00
2026-02-14T04:54:00Z,55.15,45.00
2026-02-14T05:03:00Z,57.00,45.00
2026-02-14T05:04:00Z,57.00,45.00
2026-02-14T05:05:00Z,57.00,45.00
2026-02-14T05:12:00Z,59.00,45.00
2026-02-14T05:15:00Z,59.00,45.00
2026-02-14T05:16:00Z,59.00,45.00
2026-02-14T05:17:00Z,59.00,43.00
2026-02-14T05:18:00Z,57.00,43.00
2026-02-14T05:19:00Z,57.00,41.00
2026-02-14T05:20:00Z,57.00,41.00
2026-02-14T05:21:00Z,57.00,41.00
2026-02-14T05:22:00Z,57.97,41.00
2026-02-14T05:23:00Z,58.00,43.00
2026-02-14T05:25:00Z,58.00,43.00
2026-02-14T05:27:00Z,58.00,43.00
