# event_ticker=KXATPCHALLENGERMATCH-26FEB14KASGOM
# final_score=6-3 2-6 7-5
# match_winner=Federico Agustin Gomez
# fav_player=Federico Agustin Gomez
# dog_player=Maks Kasnikowski
# kalshi_date=2026-02-14
timestamp,Federico Agustin Gomez,Maks Kasnikowski
2026-02-14T05:28:00Z,58.00,43.00
2026-02-14T05:29:00Z,58.00,43.00
2026-02-14T05:30:00Z,58.00,43.00
2026-02-14T05:31:00Z,58.00,44.00
2026-02-14T05:32:00Z,58.00,44.00
2026-02-14T05:33:00Z,58.00,44.15
2026-02-14T05:34:00Z,56.86,44.67
2026-02-14T05:35:00Z,58.54,45.00
2026-02-14T05:37:00Z,59.00,45.00
2026-02-14T05:38:00Z,58.81,44.69
2026-02-14T05:39:00Z,58.70,44.92
2026-02-14T05:40:00Z,58.77,44.00
2026-02-14T05:41:00Z,59.24,44.00
2026-02-14T05:42:00Z,60.93,42.83
2026-02-14T05:43:00Z,61.58,41.00
2026-02-14T05:44:00Z,62.17,39.67
2026-02-14T05:45:00Z,59.62,41.50
2026-02-14T05:46:00Z,57.08,44.60
2026-02-14T05:47:00Z,59.46,42.00
2026-02-14T05:48:00Z,61.91,39.77
2026-02-14T05:49:00Z,61.78,40.00
2026-02-14T05:50:00Z,57.29,42.85
2026-02-14T05:51:00Z,57.42,43.50
2026-02-14T05:52:00Z,55.64,44.00
2026-02-14T05:53:00Z,55.23,47.45
2026-02-14T05:54:00Z,60.42,44.19
2026-02-14T05:55:00Z,60.90,40.36
2026-02-14T05:56:00Z,60.58,39.89
2026-02-14T05:57:00Z,60.32,42.22
2026-02-14T05:58:00Z,64.44,38.96
2026-02-14T05:59:00Z,62.97,39.46
2026-02-14T06:00:00Z,60.12,40.51
2026-02-14T06:01:00Z,59.20,43.64
2026-02-14T06:02:00Z,56.28,46.38
2026-02-14T06:03:00Z,56.70,46.61
2026-02-14T06:04:00Z,57.08,46.38
2026-02-14T06:05:00Z,49.39,50.30
2026-02-14T06:06:00Z,53.99,46.48
2026-02-14T06:07:00Z,60.11,44.31
2026-02-14T06:08:00Z,58.62,42.90
2026-02-14T06:09:00Z,59.11,43.01
2026-02-14T06:10:00Z,63.09,41.28
2026-02-14T06:11:00Z,59.89,42.70
2026-02-14T06:12:00Z,62.96,37.58
2026-02-14T06:13:00Z,69.07,29.58
2026-02-14T06:14:00Z,63.36,38.11
2026-02-14T06:15:00Z,66.45,35.28
2026-02-14T06:16:00Z,69.10,30.13
2026-02-14T06:17:00Z,77.79,23.23
2026-02-14T06:18:00Z,75.26,23.43
2026-02-14T06:19:00Z,79.87,21.84
2026-02-14T06:20:00Z,78.82,20.87
2026-02-14T06:21:00Z,80.56,20.99
2026-02-14T06:22:00Z,79.57,20.84
2026-02-14T06:23:00Z,78.77,21.00
2026-02-14T06:24:00Z,79.93,21.14
2026-02-14T06:25:00Z,77.65,22.86
2026-02-14T06:26:00Z,73.60,26.01
2026-02-14T06:27:00Z,76.07,25.07
2026-02-14T06:28:00Z,78.17,23.69
2026-02-14T06:29:00Z,79.92,21.36
2026-02-14T06:30:00Z,80.95,20.48
2026-02-14T06:31:00Z,84.40,15.89
2026-02-14T06:32:00Z,81.50,18.82
2026-02-14T06:33:00Z,79.69,20.05
2026-02-14T06:34:00Z,78.52,20.72
2026-02-14T06:35:00Z,78.72,23.79
2026-02-14T06:36:00Z,77.38,24.13
2026-02-14T06:37:00Z,76.62,24.75
2026-02-14T06:38:00Z,74.30,27.98
2026-02-14T06:39:00Z,79.68,23.48
2026-02-14T06:40:00Z,73.61,27.25
2026-02-14T06:41:00Z,65.92,37.72
2026-02-14T06:42:00Z,67.67,33.69
2026-02-14T06:43:00Z,69.10,32.11
2026-02-14T06:44:00Z,68.13,34.18
2026-02-14T06:45:00Z,65.03,36.17
2026-02-14T06:46:00Z,67.72,33.94
2026-02-14T06:47:00Z,64.49,38.44
2026-02-14T06:48:00Z,60.98,39.23
2026-02-14T06:49:00Z,62.11,39.55
2026-02-14T06:50:00Z,67.01,36.70
2026-02-14T06:51:00Z,59.89,42.18
2026-02-14T06:52:00Z,63.56,38.37
2026-02-14T06:53:00Z,64.18,37.43
2026-02-14T06:54:00Z,62.20,41.77
2026-02-14T06:55:00Z,59.05,41.42
2026-02-14T06:56:00Z,65.83,33.91
2026-02-14T06:57:00Z,69.62,33.43
2026-02-14T06:58:00Z,68.61,32.64
2026-02-14T06:59:00Z,60.24,40.28
2026-02-14T07:00:00Z,58.95,42.45
2026-02-14T07:01:00Z,56.12,47.16
2026-02-14T07:02:00Z,57.52,44.78
2026-02-14T07:03:00Z,55.45,44.87
2026-02-14T07:04:00Z,55.80,44.10
2026-02-14T07:05:00Z,52.55,48.32
2026-02-14T07:06:00Z,53.97,48.22
2026-02-14T07:07:00Z,65.84,38.86
2026-02-14T07:08:00Z,74.48,23.35
2026-02-14T07:09:00Z,76.77,23.64
2026-02-14T07:10:00Z,79.06,21.14
2026-02-14T07:11:00Z,83.36,17.55
2026-02-14T07:12:00Z,84.66,15.58
2026-02-14T07:13:00Z,85.09,14.82
2026-02-14T07:14:00Z,83.63,17.12
2026-02-14T07:15:00Z,80.98,19.14
2026-02-14T07:16:00Z,79.20,20.88
2026-02-14T07:17:00Z,83.72,19.03
2026-02-14T07:18:00Z,87.43,13.11
2026-02-14T07:19:00Z,87.31,13.39
2026-02-14T07:20:00Z,82.73,15.39
2026-02-14T07:21:00Z,82.78,17.96
2026-02-14T07:22:00Z,83.97,17.63
2026-02-14T07:23:00Z,79.09,22.24
2026-02-14T07:24:00Z,64.46,34.03
2026-02-14T07:25:00Z,62.80,40.86
2026-02-14T07:26:00Z,64.81,39.14
2026-02-14T07:27:00Z,58.12,34.76
2026-02-14T07:28:00Z,63.03,37.88
2026-02-14T07:29:00Z,59.25,40.77
2026-02-14T07:30:00Z,61.69,40.87
2026-02-14T07:31:00Z,60.87,44.57
2026-02-14T07:32:00Z,54.67,44.80
2026-02-14T07:33:00Z,55.20,42.98
2026-02-14T07:34:00Z,49.76,49.98
2026-02-14T07:35:00Z,49.84,51.83
2026-02-14T07:36:00Z,49.87,52.78
2026-02-14T07:37:00Z,53.12,51.14
2026-02-14T07:38:00Z,47.57,53.91
2026-02-14T07:39:00Z,32.88,63.92
2026-02-14T07:40:00Z,36.08,68.83
2026-02-14T07:41:00Z,36.73,61.05
2026-02-14T07:42:00Z,54.83,47.59
2026-02-14T07:43:00Z,58.90,40.74
2026-02-14T07:44:00Z,63.13,37.63
2026-02-14T07:45:00Z,63.06,38.00
2026-02-14T07:46:00Z,61.57,50.14
2026-02-14T07:47:00Z,54.19,44.71
2026-02-14T07:48:00Z,46.07,54.84
2026-02-14T07:49:00Z,46.36,56.23
2026-02-14T07:50:00Z,49.24,54.17
2026-02-14T07:51:00Z,57.03,45.02
2026-02-14T07:52:00Z,60.28,38.73
2026-02-14T07:53:00Z,72.17,27.40
2026-02-14T07:54:00Z,71.26,28.71
2026-02-14T07:55:00Z,75.10,19.49
2026-02-14T07:56:00Z,91.24,8.94
2026-02-14T07:57:00Z,91.17,8.32
2026-02-14T07:58:00Z,96.21,3.57
2026-02-14T07:59:00Z,96.45,3.61
2026-02-14T08:00:00Z,98.91,1.22
2026-02-14T08:01:00Z,99.00,1.00
2026-02-14T08:02:00Z,99.00,1.00
