# event_ticker=KXATPMATCH-26MAR06NAKUGO
# final_score=6-3 6-4
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-03-06
timestamp,Brandon Nakashima,Camilo Ugo Carabelli
2026-03-06T11:52:00Z,82.00,
2026-03-06T11:56:00Z,82.00,20.00
2026-03-06T13:05:00Z,82.00,20.00
2026-03-06T13:30:00Z,82.00,20.00
2026-03-06T14:34:00Z,82.00,19.00
2026-03-06T14:40:00Z,82.00,19.00
2026-03-06T15:00:00Z,82.00,19.00
2026-03-06T15:05:00Z,82.00,19.00
2026-03-06T15:06:00Z,82.50,19.00
2026-03-06T15:29:00Z,82.50,19.00
2026-03-06T15:37:00Z,83.00,19.00
2026-03-06T15:40:00Z,83.00,19.00
2026-03-06T15:52:00Z,83.00,18.00
2026-03-06T16:00:00Z,83.00,18.00
2026-03-06T16:05:00Z,83.00,18.00
2026-03-06T16:16:00Z,83.00,18.00
2026-03-06T16:17:00Z,83.00,19.00
2026-03-06T16:34:00Z,83.00,19.00
2026-03-06T16:53:00Z,83.00,19.00
2026-03-06T17:12:00Z,82.00,19.00
2026-03-06T17:16:00Z,83.00,19.00
2026-03-06T17:40:00Z,81.00,19.00
2026-03-06T17:52:00Z,81.00,19.00
2026-03-06T17:54:00Z,81.00,19.00
2026-03-06T18:01:00Z,83.00,19.00
2026-03-06T18:18:00Z,83.00,19.00
2026-03-06T18:24:00Z,83.00,19.00
2026-03-06T18:40:00Z,83.00,19.00
2026-03-06T18:52:00Z,83.00,19.00
2026-03-06T18:55:00Z,83.00,19.00
2026-03-06T18:59:00Z,83.00,19.00
2026-03-06T19:00:00Z,83.00,19.00
2026-03-06T19:03:00Z,82.52,19.00
2026-03-06T19:04:00Z,82.52,19.00
2026-03-06T19:08:00Z,82.52,20.00
2026-03-06T19:14:00Z,82.52,20.00
2026-03-06T19:30:00Z,82.52,20.00
2026-03-06T19:40:00Z,82.52,20.00
2026-03-06T19:43:00Z,80.00,19.00
2026-03-06T19:54:00Z,82.00,19.00
2026-03-06T20:09:00Z,82.00,20.00
2026-03-06T20:16:00Z,82.00,20.00
2026-03-06T20:27:00Z,82.00,20.00
2026-03-06T20:28:00Z,82.00,20.00
2026-03-06T20:31:00Z,82.00,20.00
2026-03-06T20:32:00Z,82.00,20.00
2026-03-06T20:54:00Z,81.00,20.00
2026-03-06T20:57:00Z,81.00,20.00
2026-03-06T20:59:00Z,81.00,20.00
2026-03-06T21:09:00Z,81.00,20.00
2026-03-06T21:16:00Z,81.00,20.00
2026-03-06T21:17:00Z,81.00,20.00
2026-03-06T21:21:00Z,81.00,20.00
2026-03-06T21:23:00Z,81.00,19.00
2026-03-06T21:24:00Z,81.00,19.00
2026-03-06T21:25:00Z,81.00,20.00
2026-03-06T21:31:00Z,81.00,20.00
2026-03-06T21:34:00Z,81.00,20.00
2026-03-06T21:35:00Z,81.00,20.00
2026-03-06T21:36:00Z,81.00,20.00
2026-03-06T21:42:00Z,81.00,20.00
2026-03-06T21:43:00Z,81.00,20.00
2026-03-06T21:49:00Z,81.00,20.00
2026-03-06T21:51:00Z,81.00,20.00
2026-03-06T21:58:00Z,81.00,20.00
2026-03-06T22:01:00Z,81.00,20.00
2026-03-06T22:03:00Z,81.00,20.00
2026-03-06T22:04:00Z,81.00,20.00
2026-03-06T22:07:00Z,81.00,20.00
2026-03-06T22:08:00Z,81.00,20.00
2026-03-06T22:12:00Z,81.00,20.00
2026-03-06T22:17:00Z,81.00,20.00
2026-03-06T22:19:00Z,81.00,20.00
2026-03-06T22:21:00Z,81.00,20.00
2026-03-06T22:22:00Z,81.00,20.00
2026-03-06T22:26:00Z,81.00,20.00
2026-03-06T22:28:00Z,81.00,20.00
2026-03-06T22:29:00Z,81.00,20.00
2026-03-06T22:31:00Z,81.00,19.00
2026-03-06T22:38:00Z,81.00,19.00
2026-03-06T22:40:00Z,81.00,19.00
2026-03-06T22:41:00Z,82.00,19.00
2026-03-06T22:45:00Z,82.00,19.00
2026-03-06T22:47:00Z,80.00,19.00
2026-03-06T22:50:00Z,80.00,19.00
2026-03-06T22:51:00Z,82.00,19.00
2026-03-06T22:52:00Z,82.00,19.00
2026-03-06T22:54:00Z,82.00,19.00
2026-03-06T22:55:00Z,82.00,19.50
2026-03-06T22:56:00Z,82.00,20.00
2026-03-06T22:57:00Z,82.00,20.00
2026-03-06T22:58:00Z,82.00,20.00
2026-03-06T22:59:00Z,82.00,20.00
2026-03-06T23:00:00Z,81.00,18.79
2026-03-06T23:01:00Z,83.00,17.00
2026-03-06T23:02:00Z,82.00,17.03
2026-03-06T23:03:00Z,82.00,18.00
2026-03-06T23:04:00Z,82.00,18.02
2026-03-06T23:05:00Z,82.08,19.00
2026-03-06T23:06:00Z,82.22,18.00
2026-03-06T23:07:00Z,84.06,17.98
2026-03-06T23:08:00Z,84.06,17.98
2026-03-06T23:09:00Z,84.00,17.98
2026-03-06T23:10:00Z,84.79,17.46
2026-03-06T23:11:00Z,87.88,12.92
2026-03-06T23:12:00Z,89.22,11.90
2026-03-06T23:13:00Z,86.00,14.52
2026-03-06T23:14:00Z,84.00,18.46
2026-03-06T23:15:00Z,81.61,20.18
2026-03-06T23:16:00Z,81.82,20.17
2026-03-06T23:17:00Z,83.50,17.82
2026-03-06T23:18:00Z,84.00,17.00
2026-03-06T23:19:00Z,84.00,17.00
2026-03-06T23:20:00Z,84.50,17.48
2026-03-06T23:21:00Z,87.69,15.19
2026-03-06T23:22:00Z,89.00,10.67
2026-03-06T23:23:00Z,91.72,8.17
2026-03-06T23:24:00Z,92.33,9.59
2026-03-06T23:25:00Z,92.96,7.25
2026-03-06T23:26:00Z,91.44,8.51
2026-03-06T23:27:00Z,92.65,8.57
2026-03-06T23:28:00Z,93.09,6.64
2026-03-06T23:29:00Z,94.00,7.99
2026-03-06T23:30:00Z,94.00,7.93
2026-03-06T23:31:00Z,93.00,8.09
2026-03-06T23:32:00Z,93.00,7.46
2026-03-06T23:33:00Z,94.00,7.26
2026-03-06T23:34:00Z,93.04,7.03
2026-03-06T23:35:00Z,94.00,6.78
2026-03-06T23:36:00Z,94.00,6.58
2026-03-06T23:37:00Z,94.00,7.00
2026-03-06T23:38:00Z,94.00,8.14
2026-03-06T23:39:00Z,92.89,8.88
2026-03-06T23:40:00Z,92.17,9.00
2026-03-06T23:41:00Z,92.07,9.31
2026-03-06T23:42:00Z,93.23,8.76
2026-03-06T23:43:00Z,94.00,6.01
2026-03-06T23:44:00Z,93.61,6.67
2026-03-06T23:45:00Z,93.00,8.00
2026-03-06T23:46:00Z,93.00,8.68
2026-03-06T23:47:00Z,92.00,9.00
2026-03-06T23:48:00Z,92.66,8.00
2026-03-06T23:49:00Z,91.02,8.00
2026-03-06T23:50:00Z,92.96,7.07
2026-03-06T23:51:00Z,93.00,8.07
2026-03-06T23:52:00Z,94.42,6.56
2026-03-06T23:53:00Z,95.00,4.96
