# event_ticker=KXATPCHALLENGERMATCH-26FEB17GOFSCH
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Joel Schwaerzler
# fav_player=David Goffin
# dog_player=Joel Schwaerzler
# kalshi_date=2026-02-17
timestamp,David Goffin,Joel Schwaerzler
2026-02-17T09:01:00Z,72.00,
2026-02-17T12:10:00Z,74.00,
2026-02-17T12:58:00Z,74.00,29.00
2026-02-17T13:49:00Z,74.00,29.00
2026-02-17T13:52:00Z,74.00,26.00
2026-02-17T14:40:00Z,76.00,26.00
2026-02-17T14:58:00Z,75.00,26.00
2026-02-17T15:11:00Z,75.00,29.00
2026-02-17T15:13:00Z,75.00,29.00
2026-02-17T15:21:00Z,75.00,29.00
2026-02-17T15:34:00Z,75.00,29.00
2026-02-17T15:37:00Z,75.00,29.00
2026-02-17T15:52:00Z,75.00,29.00
2026-02-17T16:16:00Z,75.00,25.00
2026-02-17T16:21:00Z,75.00,26.00
2026-02-17T17:03:00Z,74.00,26.00
2026-02-17T17:21:00Z,74.00,26.00
2026-02-17T17:23:00Z,74.00,26.00
2026-02-17T17:35:00Z,74.00,26.00
2026-02-17T17:56:00Z,74.00,26.00
2026-02-17T18:00:00Z,74.00,26.00
2026-02-17T18:02:00Z,74.00,26.00
2026-02-17T18:16:00Z,74.00,26.00
2026-02-17T18:18:00Z,74.00,26.00
2026-02-17T18:27:00Z,74.00,26.00
2026-02-17T18:28:00Z,74.00,26.00
2026-02-17T18:36:00Z,75.00,26.00
2026-02-17T18:40:00Z,75.00,26.00
2026-02-17T18:50:00Z,75.00,26.00
2026-02-17T18:51:00Z,75.00,26.00
2026-02-17T18:52:00Z,75.00,26.00
2026-02-17T18:53:00Z,75.00,26.00
2026-02-17T18:54:00Z,75.00,27.00
2026-02-17T18:55:00Z,75.00,27.98
2026-02-17T19:11:00Z,74.00,27.98
2026-02-17T19:17:00Z,74.00,27.98
2026-02-17T19:20:00Z,74.29,27.98
2026-02-17T19:21:00Z,75.00,27.98
2026-02-17T19:22:00Z,75.00,27.98
2026-02-17T19:23:00Z,75.00,27.98
2026-02-17T19:24:00Z,75.00,27.00
2026-02-17T19:25:00Z,75.00,27.00
2026-02-17T19:26:00Z,75.00,27.00
2026-02-17T19:27:00Z,75.00,27.00
2026-02-17T19:28:00Z,75.09,28.29
2026-02-17T19:29:00Z,70.59,31.78
2026-02-17T19:30:00Z,69.43,29.29
2026-02-17T19:31:00Z,73.50,29.52
2026-02-17T19:32:00Z,75.63,26.39
2026-02-17T19:33:00Z,78.00,24.08
2026-02-17T19:34:00Z,81.10,16.92
2026-02-17T19:35:00Z,83.29,17.84
2026-02-17T19:36:00Z,86.00,15.00
2026-02-17T19:37:00Z,86.00,16.13
2026-02-17T19:38:00Z,83.92,16.50
2026-02-17T19:39:00Z,77.55,22.57
2026-02-17T19:40:00Z,78.99,22.62
2026-02-17T19:41:00Z,75.37,25.15
2026-02-17T19:42:00Z,76.95,26.95
2026-02-17T19:43:00Z,80.99,18.11
2026-02-17T19:44:00Z,87.84,21.42
2026-02-17T19:45:00Z,81.72,14.00
2026-02-17T19:46:00Z,87.00,14.00
2026-02-17T19:47:00Z,87.00,14.19
2026-02-17T19:48:00Z,81.75,17.57
2026-02-17T19:49:00Z,84.07,20.75
2026-02-17T19:50:00Z,85.73,14.58
2026-02-17T19:51:00Z,89.30,12.00
2026-02-17T19:52:00Z,90.00,11.39
2026-02-17T19:53:00Z,90.00,11.59
2026-02-17T19:54:00Z,91.00,11.59
2026-02-17T19:55:00Z,90.00,10.98
2026-02-17T19:56:00Z,90.38,8.44
2026-02-17T19:57:00Z,93.00,7.40
2026-02-17T19:58:00Z,93.00,10.00
2026-02-17T19:59:00Z,90.00,10.62
2026-02-17T20:00:00Z,90.02,9.98
2026-02-17T20:01:00Z,89.00,12.30
2026-02-17T20:02:00Z,86.68,14.00
2026-02-17T20:03:00Z,86.44,15.00
2026-02-17T20:04:00Z,86.00,15.00
2026-02-17T20:05:00Z,88.00,12.56
2026-02-17T20:06:00Z,90.86,10.82
2026-02-17T20:07:00Z,90.98,11.00
2026-02-17T20:08:00Z,91.00,11.00
2026-02-17T20:09:00Z,90.00,8.70
2026-02-17T20:10:00Z,89.31,10.86
2026-02-17T20:11:00Z,83.33,13.53
2026-02-17T20:12:00Z,88.00,13.00
2026-02-17T20:13:00Z,88.01,13.37
2026-02-17T20:14:00Z,88.16,13.04
2026-02-17T20:15:00Z,84.16,17.15
2026-02-17T20:16:00Z,77.98,21.78
2026-02-17T20:17:00Z,75.64,25.17
2026-02-17T20:18:00Z,79.96,21.31
2026-02-17T20:19:00Z,82.88,18.39
2026-02-17T20:20:00Z,80.26,19.51
2026-02-17T20:21:00Z,82.14,18.00
2026-02-17T20:22:00Z,82.53,18.34
2026-02-17T20:23:00Z,83.83,20.86
2026-02-17T20:24:00Z,88.20,19.16
2026-02-17T20:25:00Z,80.33,21.00
2026-02-17T20:26:00Z,79.50,22.77
2026-02-17T20:27:00Z,76.08,25.40
2026-02-17T20:28:00Z,74.68,26.00
2026-02-17T20:29:00Z,78.15,23.65
2026-02-17T20:30:00Z,80.07,22.46
2026-02-17T20:31:00Z,79.95,20.40
2026-02-17T20:32:00Z,73.63,26.12
2026-02-17T20:33:00Z,73.24,25.64
2026-02-17T20:34:00Z,76.28,26.18
2026-02-17T20:35:00Z,77.96,23.02
2026-02-17T20:36:00Z,77.46,24.66
2026-02-17T20:37:00Z,75.43,24.18
2026-02-17T20:38:00Z,80.00,22.95
2026-02-17T20:39:00Z,83.88,14.93
2026-02-17T20:40:00Z,89.00,11.85
2026-02-17T20:41:00Z,88.03,15.33
2026-02-17T20:42:00Z,80.74,20.41
2026-02-17T20:43:00Z,75.27,23.93
2026-02-17T20:44:00Z,73.80,34.24
2026-02-17T20:45:00Z,73.54,28.43
2026-02-17T20:46:00Z,75.04,26.80
2026-02-17T20:47:00Z,79.31,22.72
2026-02-17T20:48:00Z,77.73,21.94
2026-02-17T20:49:00Z,78.25,24.43
2026-02-17T20:50:00Z,74.00,27.83
2026-02-17T20:51:00Z,72.98,31.06
2026-02-17T20:52:00Z,70.00,29.87
2026-02-17T20:53:00Z,68.02,30.92
2026-02-17T20:54:00Z,66.66,36.24
2026-02-17T20:55:00Z,64.86,37.34
2026-02-17T20:56:00Z,72.15,28.25
2026-02-17T20:57:00Z,76.13,24.67
2026-02-17T20:58:00Z,76.24,24.03
2026-02-17T20:59:00Z,73.48,26.43
2026-02-17T21:00:00Z,76.22,27.25
2026-02-17T21:01:00Z,71.62,31.10
2026-02-17T21:02:00Z,67.61,32.56
2026-02-17T21:03:00Z,61.04,41.53
2026-02-17T21:04:00Z,59.91,41.45
2026-02-17T21:05:00Z,61.27,38.46
2026-02-17T21:06:00Z,68.22,32.37
2026-02-17T21:07:00Z,68.39,34.41
2026-02-17T21:08:00Z,68.32,32.77
2026-02-17T21:09:00Z,70.89,27.74
2026-02-17T21:10:00Z,74.02,27.00
2026-02-17T21:11:00Z,78.21,25.07
2026-02-17T21:12:00Z,81.44,19.18
2026-02-17T21:13:00Z,86.16,16.02
2026-02-17T21:14:00Z,92.76,10.24
2026-02-17T21:15:00Z,94.72,8.99
2026-02-17T21:16:00Z,91.66,9.90
2026-02-17T21:17:00Z,94.26,8.22
2026-02-17T21:18:00Z,92.56,8.15
2026-02-17T21:19:00Z,94.11,7.37
2026-02-17T21:20:00Z,93.49,6.82
2026-02-17T21:21:00Z,83.17,15.12
2026-02-17T21:22:00Z,74.87,23.68
2026-02-17T21:23:00Z,76.49,23.82
2026-02-17T21:24:00Z,69.99,29.41
2026-02-17T21:25:00Z,71.82,26.55
2026-02-17T21:26:00Z,52.99,43.06
2026-02-17T21:27:00Z,43.43,56.01
2026-02-17T21:28:00Z,34.33,65.25
2026-02-17T21:29:00Z,27.49,72.58
2026-02-17T21:30:00Z,23.75,76.43
2026-02-17T21:31:00Z,19.86,79.33
2026-02-17T21:32:00Z,24.72,74.81
2026-02-17T21:33:00Z,28.46,71.83
2026-02-17T21:34:00Z,39.37,60.93
2026-02-17T21:35:00Z,45.49,54.23
2026-02-17T21:36:00Z,53.47,45.49
2026-02-17T21:37:00Z,45.22,56.59
2026-02-17T21:38:00Z,23.34,80.22
2026-02-17T21:39:00Z,20.67,80.41
2026-02-17T21:40:00Z,22.29,78.78
2026-02-17T21:41:00Z,17.52,83.21
2026-02-17T21:42:00Z,24.30,76.44
2026-02-17T21:43:00Z,23.94,76.44
2026-02-17T21:44:00Z,4.91,95.75
2026-02-17T21:45:00Z,4.91,99.00
2026-02-17T21:46:00Z,4.91,99.00
