# event_ticker=KXATPCHALLENGERMATCH-26APR27BROGAK
# final_score=7-6(4) 3-6 6-1
# score_resolution=6-7 6-3 1-6
# match_winner=Gijs Brouwer
# fav_player=Ivan Gakhov
# dog_player=Gijs Brouwer
# kalshi_date=2026-04-27
timestamp,Gijs Brouwer,Ivan Gakhov
2026-04-27T09:09:00Z,20.87,77.93
2026-04-27T09:10:00Z,25.69,76.15
2026-04-27T09:11:00Z,20.00,79.89
2026-04-27T09:12:00Z,20.00,79.89
2026-04-27T09:13:00Z,20.10,80.00
2026-04-27T09:14:00Z,21.00,79.00
2026-04-27T09:15:00Z,20.00,79.63
2026-04-27T09:16:00Z,20.96,83.52
2026-04-27T09:17:00Z,30.80,74.09
2026-04-27T09:18:00Z,41.45,61.80
2026-04-27T09:19:00Z,43.54,61.51
2026-04-27T09:20:00Z,46.66,59.65
2026-04-27T09:21:00Z,38.00,68.31
2026-04-27T09:22:00Z,43.32,59.68
2026-04-27T09:23:00Z,42.07,59.73
2026-04-27T09:24:00Z,50.66,50.40
2026-04-27T09:25:00Z,49.96,52.12
2026-04-27T09:26:00Z,49.96,55.56
2026-04-27T09:27:00Z,31.77,64.60
2026-04-27T09:28:00Z,30.96,69.67
2026-04-27T09:29:00Z,40.03,61.37
2026-04-27T09:30:00Z,41.09,62.72
2026-04-27T09:31:00Z,37.22,65.77
2026-04-27T09:32:00Z,43.68,58.91
2026-04-27T09:33:00Z,58.79,45.65
2026-04-27T09:34:00Z,58.88,37.47
2026-04-27T09:35:00Z,59.35,39.49
2026-04-27T09:36:00Z,59.00,41.21
2026-04-27T09:37:00Z,59.05,43.00
2026-04-27T09:38:00Z,56.42,43.00
2026-04-27T09:39:00Z,54.70,43.00
2026-04-27T09:40:00Z,55.79,43.43
2026-04-27T09:41:00Z,58.76,44.52
2026-04-27T09:42:00Z,58.76,42.90
2026-04-27T09:43:00Z,58.35,38.00
2026-04-27T09:44:00Z,59.00,38.00
2026-04-27T09:45:00Z,55.00,48.00
2026-04-27T09:46:00Z,59.09,41.00
2026-04-27T09:47:00Z,60.00,39.51
2026-04-27T09:48:00Z,57.38,41.97
2026-04-27T09:49:00Z,57.30,42.00
2026-04-27T09:50:00Z,57.30,42.00
2026-04-27T09:51:00Z,55.63,41.69
2026-04-27T09:52:00Z,61.14,42.00
2026-04-27T09:53:00Z,60.72,39.37
2026-04-27T09:54:00Z,61.96,40.36
2026-04-27T09:55:00Z,66.90,34.72
2026-04-27T09:56:00Z,70.50,26.68
2026-04-27T09:57:00Z,74.00,25.43
2026-04-27T09:58:00Z,72.03,27.77
2026-04-27T09:59:00Z,67.25,32.47
2026-04-27T10:00:00Z,61.95,34.47
2026-04-27T10:01:00Z,65.00,39.28
2026-04-27T10:02:00Z,49.67,50.25
2026-04-27T10:03:00Z,44.43,55.08
2026-04-27T10:04:00Z,37.22,59.85
2026-04-27T10:05:00Z,38.34,59.73
2026-04-27T10:06:00Z,39.00,60.00
2026-04-27T10:07:00Z,40.00,58.00
2026-04-27T10:08:00Z,40.00,57.79
2026-04-27T10:09:00Z,39.51,58.43
2026-04-27T10:10:00Z,39.45,59.09
2026-04-27T10:11:00Z,41.00,57.89
2026-04-27T10:12:00Z,42.32,58.00
2026-04-27T10:13:00Z,42.32,58.26
2026-04-27T10:14:00Z,41.99,59.00
2026-04-27T10:15:00Z,36.19,63.67
2026-04-27T10:16:00Z,47.42,53.85
2026-04-27T10:17:00Z,51.67,49.31
2026-04-27T10:18:00Z,64.41,30.03
2026-04-27T10:19:00Z,76.48,22.34
2026-04-27T10:20:00Z,78.60,17.84
2026-04-27T10:21:00Z,83.41,16.98
2026-04-27T10:22:00Z,84.26,17.45
2026-04-27T10:23:00Z,87.64,13.90
2026-04-27T10:24:00Z,88.11,12.38
2026-04-27T10:25:00Z,92.88,9.05
2026-04-27T10:26:00Z,95.87,4.72
2026-04-27T10:27:00Z,91.29,6.26
2026-04-27T10:28:00Z,88.91,10.38
2026-04-27T10:29:00Z,83.71,12.95
2026-04-27T10:30:00Z,88.90,12.58
2026-04-27T10:31:00Z,88.00,13.66
2026-04-27T10:32:00Z,91.71,9.13
2026-04-27T10:33:00Z,96.95,1.63
2026-04-27T10:34:00Z,96.46,2.15
2026-04-27T10:35:00Z,97.37,4.08
2026-04-27T10:36:00Z,98.98,1.00
2026-04-27T10:37:00Z,99.00,1.00
2026-04-27T10:38:00Z,99.00,1.00
2026-04-27T10:39:00Z,99.00,1.00
2026-04-27T10:40:00Z,99.00,1.00
2026-04-27T10:42:00Z,99.00,1.00
