# event_ticker=KXATPMATCH-26APR24BUBTSI
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Stefanos Tsitsipas
# fav_player=Alexander Bublik
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-24
timestamp,Alexander Bublik,Stefanos Tsitsipas
2026-04-25T08:07:00Z,,39.00
2026-04-25T08:13:00Z,,39.00
2026-04-25T08:17:00Z,,39.00
2026-04-25T08:18:00Z,,39.00
2026-04-25T08:19:00Z,,39.00
2026-04-25T08:28:00Z,62.00,39.00
2026-04-25T08:36:00Z,62.00,39.00
2026-04-25T08:39:00Z,63.00,39.00
2026-04-25T08:42:00Z,63.00,39.00
2026-04-25T08:48:00Z,63.00,39.00
2026-04-25T08:54:00Z,63.00,39.00
2026-04-25T08:55:00Z,63.00,39.00
2026-04-25T08:57:00Z,63.00,39.00
2026-04-25T09:02:00Z,63.00,39.00
2026-04-25T09:04:00Z,63.00,39.00
2026-04-25T09:07:00Z,63.00,39.00
2026-04-25T09:13:00Z,63.00,39.00
2026-04-25T09:16:00Z,63.00,39.00
2026-04-25T09:22:00Z,63.00,39.00
2026-04-25T09:26:00Z,63.00,39.00
2026-04-25T09:34:00Z,63.00,39.00
2026-04-25T09:40:00Z,62.00,39.00
2026-04-25T09:56:00Z,62.00,39.00
2026-04-25T10:10:00Z,62.00,39.00
2026-04-25T10:17:00Z,62.00,39.00
2026-04-25T10:18:00Z,62.00,39.00
2026-04-25T10:21:00Z,62.00,39.00
2026-04-25T10:32:00Z,62.00,39.00
2026-04-25T10:36:00Z,62.00,39.00
2026-04-25T10:46:00Z,62.00,39.00
2026-04-25T10:59:00Z,62.00,39.00
2026-04-25T11:01:00Z,62.00,39.00
2026-04-25T11:18:00Z,62.00,39.00
2026-04-25T11:30:00Z,62.00,39.00
2026-04-25T11:31:00Z,62.00,39.00
2026-04-25T11:42:00Z,62.00,39.00
2026-04-25T11:45:00Z,62.00,39.00
2026-04-25T11:46:00Z,62.00,39.00
2026-04-25T11:50:00Z,62.00,39.00
2026-04-25T11:55:00Z,62.00,39.00
2026-04-25T11:56:00Z,63.00,39.00
2026-04-25T11:57:00Z,64.00,39.00
2026-04-25T12:03:00Z,64.00,39.00
2026-04-25T12:08:00Z,63.00,39.00
2026-04-25T12:09:00Z,63.00,39.00
2026-04-25T12:12:00Z,64.00,39.00
2026-04-25T12:19:00Z,64.00,39.00
2026-04-25T12:23:00Z,64.00,39.00
2026-04-25T12:28:00Z,62.00,39.00
2026-04-25T12:29:00Z,62.00,39.00
2026-04-25T12:33:00Z,62.00,39.00
2026-04-25T12:34:00Z,62.00,39.00
2026-04-25T12:35:00Z,62.00,39.00
2026-04-25T12:38:00Z,62.00,39.00
2026-04-25T12:54:00Z,62.00,39.00
2026-04-25T12:56:00Z,62.00,39.00
2026-04-25T12:59:00Z,62.00,39.00
2026-04-25T13:01:00Z,62.00,39.00
2026-04-25T13:04:00Z,62.00,37.00
2026-04-25T13:10:00Z,62.00,37.00
2026-04-25T13:12:00Z,62.00,38.96
2026-04-25T13:28:00Z,62.00,37.00
2026-04-25T13:29:00Z,64.00,37.00
2026-04-25T13:34:00Z,64.00,37.00
2026-04-25T13:50:00Z,64.00,38.00
2026-04-25T13:58:00Z,63.00,38.00
2026-04-25T14:00:00Z,63.00,38.00
2026-04-25T14:10:00Z,63.00,38.00
2026-04-25T14:13:00Z,63.00,38.00
2026-04-25T14:14:00Z,63.00,38.00
2026-04-25T14:15:00Z,63.00,39.00
2026-04-25T14:16:00Z,62.00,39.00
2026-04-25T14:19:00Z,62.00,39.00
2026-04-25T14:21:00Z,62.00,39.00
2026-04-25T14:22:00Z,62.00,39.00
2026-04-25T14:30:00Z,62.00,39.00
2026-04-25T14:31:00Z,62.00,39.00
2026-04-25T14:32:00Z,62.00,39.00
2026-04-25T14:35:00Z,62.00,39.00
2026-04-25T14:36:00Z,62.00,39.00
2026-04-25T14:40:00Z,62.00,39.00
2026-04-25T14:41:00Z,62.00,39.00
2026-04-25T14:46:00Z,63.00,39.00
2026-04-25T14:49:00Z,63.00,38.00
2026-04-25T14:52:00Z,63.00,38.00
2026-04-25T14:55:00Z,64.00,38.00
2026-04-25T14:58:00Z,64.00,38.00
2026-04-25T14:59:00Z,64.00,38.00
2026-04-25T15:00:00Z,64.00,38.00
2026-04-25T15:02:00Z,64.00,38.00
2026-04-25T15:05:00Z,64.00,38.00
2026-04-25T15:10:00Z,62.00,38.00
2026-04-25T15:11:00Z,62.00,39.00
2026-04-25T15:12:00Z,62.00,39.00
2026-04-25T15:13:00Z,62.00,39.00
2026-04-25T15:17:00Z,62.00,39.00
2026-04-25T15:18:00Z,62.00,39.00
2026-04-25T15:20:00Z,62.84,39.00
2026-04-25T15:23:00Z,63.98,38.00
2026-04-25T15:24:00Z,63.98,38.00
2026-04-25T15:26:00Z,63.98,38.00
2026-04-25T15:27:00Z,63.41,38.00
2026-04-25T15:29:00Z,63.41,38.00
2026-04-25T15:30:00Z,64.00,38.00
2026-04-25T15:31:00Z,64.00,38.00
2026-04-25T15:32:00Z,64.00,38.00
2026-04-25T15:37:00Z,64.00,36.29
2026-04-25T15:42:00Z,64.00,36.29
2026-04-25T15:43:00Z,64.00,36.29
2026-04-25T15:45:00Z,64.00,36.29
2026-04-25T15:46:00Z,64.00,36.29
2026-04-25T15:47:00Z,64.00,37.00
2026-04-25T15:49:00Z,64.00,37.00
2026-04-25T15:51:00Z,64.00,37.00
2026-04-25T15:53:00Z,64.00,37.00
2026-04-25T15:56:00Z,62.02,37.00
2026-04-25T16:00:00Z,64.00,37.00
2026-04-25T16:01:00Z,64.00,37.00
2026-04-25T16:02:00Z,64.00,37.00
2026-04-25T16:03:00Z,64.00,37.00
2026-04-25T16:04:00Z,64.00,38.00
2026-04-25T16:05:00Z,64.00,38.00
2026-04-25T16:09:00Z,64.00,38.00
2026-04-25T16:10:00Z,64.00,38.00
2026-04-25T16:11:00Z,64.00,38.00
2026-04-25T16:12:00Z,64.00,38.00
2026-04-25T16:13:00Z,64.00,38.00
2026-04-25T16:14:00Z,64.00,38.00
2026-04-25T16:15:00Z,64.00,38.00
2026-04-25T16:18:00Z,64.00,38.00
2026-04-25T16:21:00Z,64.00,38.00
2026-04-25T16:22:00Z,64.00,38.00
2026-04-25T16:23:00Z,64.00,38.00
2026-04-25T16:24:00Z,64.00,36.00
2026-04-25T16:26:00Z,62.00,38.00
2026-04-25T16:27:00Z,64.00,38.00
2026-04-25T16:29:00Z,63.00,38.00
2026-04-25T16:30:00Z,63.00,38.00
