# event_ticker=KXATPMATCH-26APR24BUBTSI
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Stefanos Tsitsipas
# fav_player=Alexander Bublik
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-24
timestamp,Alexander Bublik,Stefanos Tsitsipas
2026-04-25T16:31:00Z,63.00,38.00
2026-04-25T16:32:00Z,63.00,38.00
2026-04-25T16:33:00Z,63.00,38.00
2026-04-25T16:35:00Z,63.00,38.00
2026-04-25T16:45:00Z,63.00,38.00
2026-04-25T16:47:00Z,63.00,38.00
2026-04-25T16:48:00Z,64.00,38.00
2026-04-25T16:51:00Z,64.00,38.00
2026-04-25T16:52:00Z,64.00,38.00
2026-04-25T16:53:00Z,64.00,38.00
2026-04-25T16:54:00Z,64.00,37.00
2026-04-25T16:55:00Z,64.00,37.00
2026-04-25T16:57:00Z,64.00,37.00
2026-04-25T16:58:00Z,64.00,37.00
2026-04-25T16:59:00Z,65.00,37.00
2026-04-25T17:00:00Z,65.00,37.00
2026-04-25T17:01:00Z,65.00,37.00
2026-04-25T17:02:00Z,65.00,37.00
2026-04-25T17:03:00Z,65.00,37.00
2026-04-25T17:04:00Z,65.00,36.66
2026-04-25T17:08:00Z,65.00,36.66
2026-04-25T17:09:00Z,65.00,36.66
2026-04-25T17:10:00Z,65.00,37.00
2026-04-25T17:12:00Z,65.00,37.00
2026-04-25T17:13:00Z,65.00,37.00
2026-04-25T17:14:00Z,65.00,37.00
2026-04-25T17:20:00Z,65.00,35.25
2026-04-25T17:23:00Z,65.00,35.25
2026-04-25T17:25:00Z,65.00,37.00
2026-04-25T17:26:00Z,65.00,37.00
2026-04-25T17:27:00Z,65.00,37.00
2026-04-25T17:28:00Z,65.00,37.00
2026-04-25T17:29:00Z,65.00,37.00
2026-04-25T17:30:00Z,65.00,37.00
2026-04-25T17:31:00Z,65.00,37.00
2026-04-25T17:32:00Z,65.00,37.00
2026-04-25T17:33:00Z,64.91,37.00
2026-04-25T17:34:00Z,65.00,37.00
2026-04-25T17:35:00Z,65.00,37.00
2026-04-25T17:36:00Z,65.00,37.00
2026-04-25T17:38:00Z,65.00,37.00
2026-04-25T17:39:00Z,65.00,37.00
2026-04-25T17:40:00Z,65.00,37.00
2026-04-25T17:41:00Z,65.00,37.00
2026-04-25T17:42:00Z,63.00,37.00
2026-04-25T17:44:00Z,65.00,37.00
2026-04-25T17:45:00Z,65.00,37.00
2026-04-25T17:46:00Z,65.00,37.00
2026-04-25T17:49:00Z,65.00,37.00
2026-04-25T17:50:00Z,65.00,37.00
2026-04-25T17:51:00Z,65.00,37.00
2026-04-25T17:52:00Z,65.00,37.00
2026-04-25T17:53:00Z,65.00,37.00
2026-04-25T17:54:00Z,65.00,36.00
2026-04-25T17:55:00Z,65.00,36.00
2026-04-25T17:57:00Z,65.00,37.00
2026-04-25T17:58:00Z,64.00,37.00
2026-04-25T17:59:00Z,64.00,37.00
2026-04-25T18:00:00Z,64.00,37.00
2026-04-25T18:01:00Z,64.00,37.00
2026-04-25T18:02:00Z,64.00,37.00
2026-04-25T18:03:00Z,64.00,37.00
2026-04-25T18:04:00Z,64.00,37.00
2026-04-25T18:05:00Z,64.00,37.00
2026-04-25T18:06:00Z,64.00,37.00
2026-04-25T18:07:00Z,64.00,37.00
2026-04-25T18:08:00Z,64.00,37.00
2026-04-25T18:11:00Z,64.00,37.00
2026-04-25T18:12:00Z,64.00,37.00
2026-04-25T18:13:00Z,64.00,37.00
2026-04-25T18:14:00Z,64.00,37.00
2026-04-25T18:16:00Z,64.00,37.00
2026-04-25T18:17:00Z,64.00,37.00
2026-04-25T18:18:00Z,64.00,37.00
2026-04-25T18:20:00Z,64.00,37.00
2026-04-25T18:21:00Z,64.00,37.00
2026-04-25T18:22:00Z,64.00,37.00
2026-04-25T18:23:00Z,64.00,37.00
2026-04-25T18:24:00Z,64.00,37.00
2026-04-25T18:25:00Z,64.00,37.00
2026-04-25T18:27:00Z,64.00,37.00
2026-04-25T18:28:00Z,64.00,37.00
2026-04-25T18:29:00Z,64.00,37.00
2026-04-25T18:31:00Z,64.00,37.00
2026-04-25T18:32:00Z,64.00,36.73
2026-04-25T18:33:00Z,64.00,36.73
2026-04-25T18:34:00Z,64.00,37.00
2026-04-25T18:35:00Z,64.00,37.00
2026-04-25T18:36:00Z,64.00,37.00
2026-04-25T18:37:00Z,64.00,37.00
2026-04-25T18:38:00Z,64.00,37.00
2026-04-25T18:39:00Z,64.00,37.00
2026-04-25T18:40:00Z,64.00,37.00
2026-04-25T18:43:00Z,64.00,37.00
2026-04-25T18:44:00Z,64.00,37.00
2026-04-25T18:45:00Z,64.00,37.00
2026-04-25T18:46:00Z,64.00,37.00
2026-04-25T18:48:00Z,64.00,37.00
2026-04-25T18:49:00Z,64.00,37.00
2026-04-25T18:50:00Z,63.00,37.00
2026-04-25T18:51:00Z,64.00,37.00
2026-04-25T18:52:00Z,64.00,37.00
2026-04-25T18:53:00Z,64.00,37.00
2026-04-25T18:54:00Z,64.00,37.00
2026-04-25T18:55:00Z,64.00,37.00
2026-04-25T18:56:00Z,64.00,36.00
2026-04-25T18:57:00Z,64.00,37.00
2026-04-25T18:58:00Z,64.00,37.00
2026-04-25T19:00:00Z,64.00,37.00
2026-04-25T19:01:00Z,64.00,37.00
2026-04-25T19:03:00Z,64.00,37.00
2026-04-25T19:04:00Z,64.00,37.00
2026-04-25T19:05:00Z,64.00,37.00
2026-04-25T19:06:00Z,64.00,37.00
2026-04-25T19:08:00Z,64.00,37.00
2026-04-25T19:09:00Z,64.00,37.00
2026-04-25T19:10:00Z,64.00,37.00
2026-04-25T19:11:00Z,64.00,37.00
2026-04-25T19:12:00Z,64.00,37.00
2026-04-25T19:13:00Z,64.00,37.00
2026-04-25T19:14:00Z,64.00,37.00
2026-04-25T19:15:00Z,64.00,37.00
2026-04-25T19:16:00Z,64.12,37.00
2026-04-25T19:17:00Z,65.00,37.00
2026-04-25T19:18:00Z,65.00,36.00
2026-04-25T19:19:00Z,65.00,37.00
2026-04-25T19:20:00Z,65.00,37.00
2026-04-25T19:21:00Z,65.00,36.79
2026-04-25T19:22:00Z,65.00,36.00
2026-04-25T19:23:00Z,64.55,36.22
2026-04-25T19:24:00Z,64.74,36.67
2026-04-25T19:25:00Z,66.00,35.89
2026-04-25T19:26:00Z,66.00,35.87
2026-04-25T19:27:00Z,65.99,36.82
2026-04-25T19:28:00Z,65.89,35.26
2026-04-25T19:29:00Z,65.99,36.00
2026-04-25T19:30:00Z,65.97,36.94
2026-04-25T19:31:00Z,66.00,36.00
2026-04-25T19:32:00Z,65.98,36.00
2026-04-25T19:33:00Z,65.98,35.00
2026-04-25T19:34:00Z,64.53,36.00
2026-04-25T19:35:00Z,64.85,36.00
2026-04-25T19:36:00Z,64.22,36.85
2026-04-25T19:37:00Z,65.00,36.85
2026-04-25T19:38:00Z,65.43,36.17
2026-04-25T19:39:00Z,65.00,36.00
2026-04-25T19:40:00Z,65.00,37.00
2026-04-25T19:41:00Z,65.67,37.00
2026-04-25T19:42:00Z,65.00,37.00
2026-04-25T19:43:00Z,65.00,36.58
2026-04-25T19:44:00Z,65.00,36.00
2026-04-25T19:45:00Z,63.67,36.03
2026-04-25T19:46:00Z,65.98,36.00
2026-04-25T19:47:00Z,65.00,36.54
2026-04-25T19:48:00Z,66.00,37.00
2026-04-25T19:49:00Z,65.06,36.18
2026-04-25T19:50:00Z,66.00,36.00
2026-04-25T19:51:00Z,66.00,36.00
2026-04-25T19:52:00Z,66.00,36.00
2026-04-25T19:53:00Z,65.96,37.12
2026-04-25T19:54:00Z,65.97,36.32
2026-04-25T19:55:00Z,66.00,37.02
2026-04-25T19:56:00Z,64.99,37.05
2026-04-25T19:57:00Z,61.43,39.37
2026-04-25T19:58:00Z,61.01,40.70
2026-04-25T19:59:00Z,60.19,41.69
2026-04-25T20:00:00Z,53.83,45.80
2026-04-25T20:01:00Z,43.33,56.96
2026-04-25T20:02:00Z,41.68,60.56
2026-04-25T20:03:00Z,42.09,59.55
2026-04-25T20:04:00Z,39.19,61.33
2026-04-25T20:05:00Z,38.23,62.92
2026-04-25T20:06:00Z,37.95,63.30
2026-04-25T20:07:00Z,37.79,62.97
2026-04-25T20:08:00Z,37.89,63.10
2026-04-25T20:09:00Z,38.71,62.76
2026-04-25T20:10:00Z,38.74,63.24
2026-04-25T20:11:00Z,36.82,64.47
2026-04-25T20:12:00Z,35.54,65.84
2026-04-25T20:13:00Z,34.86,65.87
2026-04-25T20:14:00Z,33.34,67.76
2026-04-25T20:15:00Z,33.43,67.96
2026-04-25T20:16:00Z,32.29,68.49
2026-04-25T20:17:00Z,29.86,71.10
2026-04-25T20:18:00Z,28.73,72.78
2026-04-25T20:19:00Z,27.80,72.82
2026-04-25T20:20:00Z,26.56,74.02
2026-04-25T20:21:00Z,25.02,75.81
2026-04-25T20:22:00Z,25.01,75.95
2026-04-25T20:23:00Z,21.61,79.12
2026-04-25T20:24:00Z,19.92,80.93
2026-04-25T20:25:00Z,20.00,80.96
2026-04-25T20:26:00Z,17.56,82.80
2026-04-25T20:27:00Z,18.56,81.78
2026-04-25T20:28:00Z,18.51,82.94
2026-04-25T20:29:00Z,17.43,84.75
2026-04-25T20:30:00Z,17.09,84.52
2026-04-25T20:31:00Z,18.87,81.85
2026-04-25T20:32:00Z,18.31,82.88
2026-04-25T20:33:00Z,16.31,83.86
2026-04-25T20:34:00Z,16.00,84.24
2026-04-25T20:35:00Z,17.05,82.05
2026-04-25T20:36:00Z,17.01,83.00
2026-04-25T20:37:00Z,18.53,82.03
2026-04-25T20:38:00Z,17.45,83.12
2026-04-25T20:39:00Z,17.77,84.00
2026-04-25T20:40:00Z,17.28,83.27
2026-04-25T20:41:00Z,15.61,85.95
2026-04-25T20:42:00Z,11.73,89.10
2026-04-25T20:43:00Z,14.72,87.53
2026-04-25T20:44:00Z,18.79,82.34
2026-04-25T20:45:00Z,20.47,80.01
2026-04-25T20:46:00Z,21.45,79.12
2026-04-25T20:47:00Z,18.29,81.76
2026-04-25T20:48:00Z,16.83,84.48
2026-04-25T20:49:00Z,17.00,84.29
2026-04-25T20:50:00Z,12.40,87.37
2026-04-25T20:51:00Z,10.38,89.15
2026-04-25T20:52:00Z,16.77,84.69
2026-04-25T20:53:00Z,17.02,83.87
2026-04-25T20:54:00Z,17.71,83.00
2026-04-25T20:55:00Z,14.25,84.75
2026-04-25T20:56:00Z,15.48,85.98
2026-04-25T20:57:00Z,15.67,85.09
2026-04-25T20:58:00Z,16.20,84.46
2026-04-25T20:59:00Z,13.43,86.18
2026-04-25T21:00:00Z,15.55,87.79
2026-04-25T21:01:00Z,14.35,85.94
2026-04-25T21:02:00Z,18.70,82.25
2026-04-25T21:03:00Z,15.66,84.17
2026-04-25T21:04:00Z,14.65,85.54
2026-04-25T21:05:00Z,14.97,86.00
2026-04-25T21:06:00Z,16.42,85.90
2026-04-25T21:07:00Z,11.51,88.91
2026-04-25T21:08:00Z,8.51,91.89
2026-04-25T21:09:00Z,1.90,98.31
2026-04-25T21:10:00Z,1.00,99.00
2026-04-25T21:11:00Z,1.00,99.00
2026-04-25T21:12:00Z,1.00,99.00
