# event_ticker=KXATPCHALLENGERMATCH-26FEB24NOGNAG
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Sumit Nagal
# fav_player=Rio Noguchi
# dog_player=Sumit Nagal
# kalshi_date=2026-02-24
timestamp,Rio Noguchi,Sumit Nagal
2026-02-23T20:01:00Z,,63.00
2026-02-23T21:34:00Z,,62.00
2026-02-23T21:35:00Z,,62.00
2026-02-23T22:13:00Z,,62.00
2026-02-23T22:25:00Z,,60.00
2026-02-23T22:35:00Z,,62.00
2026-02-24T00:06:00Z,41.00,62.00
2026-02-24T00:38:00Z,41.00,62.00
2026-02-24T01:03:00Z,41.00,61.00
2026-02-24T02:01:00Z,41.00,61.00
2026-02-24T02:16:00Z,41.00,61.00
2026-02-24T02:31:00Z,38.00,61.00
2026-02-24T02:35:00Z,41.00,61.00
2026-02-24T03:06:00Z,41.00,62.00
2026-02-24T03:56:00Z,41.00,62.00
2026-02-24T04:08:00Z,41.00,62.00
2026-02-24T04:30:00Z,41.00,62.00
2026-02-24T04:49:00Z,41.00,62.00
2026-02-24T04:50:00Z,41.00,62.00
2026-02-24T04:52:00Z,41.00,62.00
2026-02-24T04:55:00Z,41.00,62.00
2026-02-24T04:57:00Z,41.00,62.00
2026-02-24T04:59:00Z,41.00,62.00
2026-02-24T05:04:00Z,41.00,62.00
2026-02-24T05:06:00Z,41.00,62.00
2026-02-24T05:07:00Z,41.00,61.00
2026-02-24T05:08:00Z,42.00,61.00
2026-02-24T05:09:00Z,42.00,61.00
2026-02-24T05:10:00Z,42.00,61.37
2026-02-24T05:11:00Z,41.00,61.37
2026-02-24T05:15:00Z,41.00,61.37
2026-02-24T05:16:00Z,41.00,61.37
2026-02-24T05:17:00Z,41.00,62.00
2026-02-24T05:18:00Z,41.00,62.00
2026-02-24T05:25:00Z,41.00,62.00
2026-02-24T05:28:00Z,41.00,62.00
2026-02-24T05:29:00Z,41.00,62.00
2026-02-24T05:31:00Z,41.00,62.00
2026-02-24T05:34:00Z,41.00,62.00
2026-02-24T05:35:00Z,41.00,62.00
2026-02-24T05:37:00Z,41.00,62.00
2026-02-24T05:40:00Z,41.00,62.00
2026-02-24T05:41:00Z,41.00,62.00
2026-02-24T05:44:00Z,41.00,59.00
2026-02-24T05:45:00Z,41.00,61.00
2026-02-24T05:49:00Z,41.00,62.00
2026-02-24T05:50:00Z,41.00,61.00
2026-02-24T05:52:00Z,41.00,61.00
2026-02-24T05:54:00Z,41.00,62.00
2026-02-24T05:58:00Z,41.00,62.00
2026-02-24T05:59:00Z,41.00,61.00
2026-02-24T06:01:00Z,41.75,61.00
2026-02-24T06:02:00Z,42.00,61.00
2026-02-24T06:03:00Z,42.00,61.00
2026-02-24T06:04:00Z,42.56,60.00
2026-02-24T06:06:00Z,42.56,60.00
2026-02-24T06:07:00Z,42.00,60.00
2026-02-24T06:08:00Z,43.26,60.00
2026-02-24T06:09:00Z,42.00,60.00
2026-02-24T06:10:00Z,42.00,60.00
2026-02-24T06:11:00Z,42.00,60.00
2026-02-24T06:12:00Z,42.90,60.00
2026-02-24T06:13:00Z,43.73,60.00
2026-02-24T06:14:00Z,43.69,58.00
2026-02-24T06:15:00Z,43.69,57.90
2026-02-24T06:16:00Z,43.69,58.00
2026-02-24T06:17:00Z,43.69,58.00
2026-02-24T06:18:00Z,43.84,58.00
2026-02-24T06:19:00Z,43.00,58.00
2026-02-24T06:20:00Z,43.00,58.00
2026-02-24T06:21:00Z,43.94,58.00
2026-02-24T06:23:00Z,44.00,58.00
2026-02-24T06:24:00Z,44.00,58.00
2026-02-24T06:25:00Z,44.00,56.26
2026-02-24T06:26:00Z,44.00,58.00
2026-02-24T06:27:00Z,44.00,58.00
2026-02-24T06:28:00Z,44.00,58.00
2026-02-24T06:29:00Z,44.00,58.00
2026-02-24T06:30:00Z,44.00,58.00
2026-02-24T06:31:00Z,44.00,58.00
2026-02-24T06:32:00Z,43.00,58.00
2026-02-24T06:33:00Z,43.00,58.28
2026-02-24T06:34:00Z,43.00,58.28
2026-02-24T06:35:00Z,43.00,58.28
2026-02-24T06:37:00Z,43.00,58.28
2026-02-24T06:38:00Z,43.00,58.00
2026-02-24T06:39:00Z,43.00,58.00
2026-02-24T06:40:00Z,43.00,58.00
2026-02-24T06:41:00Z,43.00,58.00
2026-02-24T06:42:00Z,43.00,58.00
2026-02-24T06:43:00Z,43.00,58.00
2026-02-24T06:44:00Z,43.00,58.49
2026-02-24T06:45:00Z,43.00,58.12
2026-02-24T06:46:00Z,43.00,58.00
2026-02-24T06:47:00Z,43.00,58.59
2026-02-24T06:51:00Z,43.00,58.59
2026-02-24T06:55:00Z,43.00,59.00
2026-02-24T06:58:00Z,45.09,59.00
2026-02-24T06:59:00Z,43.00,58.00
2026-02-24T07:00:00Z,43.00,58.00
2026-02-24T07:01:00Z,43.00,58.00
2026-02-24T07:02:00Z,43.00,58.00
2026-02-24T07:03:00Z,43.00,58.00
2026-02-24T07:05:00Z,43.00,57.84
2026-02-24T07:06:00Z,43.58,58.00
2026-02-24T07:07:00Z,44.34,58.00
2026-02-24T07:08:00Z,44.00,58.00
2026-02-24T07:09:00Z,44.00,54.60
2026-02-24T07:10:00Z,44.00,57.00
2026-02-24T07:11:00Z,44.40,57.85
2026-02-24T07:12:00Z,44.11,58.00
2026-02-24T07:13:00Z,44.00,58.00
2026-02-24T07:14:00Z,44.55,58.00
2026-02-24T07:15:00Z,45.00,58.00
2026-02-24T07:16:00Z,45.08,56.85
2026-02-24T07:17:00Z,45.44,56.26
2026-02-24T07:18:00Z,46.00,56.10
2026-02-24T07:19:00Z,46.00,57.00
2026-02-24T07:20:00Z,45.06,57.00
2026-02-24T07:21:00Z,45.67,56.00
2026-02-24T07:22:00Z,46.00,56.34
2026-02-24T07:23:00Z,45.11,56.75
2026-02-24T07:24:00Z,45.52,56.75
2026-02-24T07:25:00Z,45.98,57.00
2026-02-24T07:26:00Z,46.00,57.00
2026-02-24T07:27:00Z,47.31,56.36
2026-02-24T07:28:00Z,46.00,56.00
2026-02-24T07:29:00Z,45.92,56.00
2026-02-24T07:30:00Z,46.29,56.00
2026-02-24T07:31:00Z,46.00,56.00
2026-02-24T07:32:00Z,46.00,55.00
2026-02-24T07:33:00Z,47.34,55.00
2026-02-24T07:34:00Z,47.00,55.00
2026-02-24T07:35:00Z,47.00,55.00
2026-02-24T07:36:00Z,46.00,55.00
2026-02-24T07:37:00Z,44.67,58.56
2026-02-24T07:38:00Z,43.61,57.31
2026-02-24T07:39:00Z,45.00,58.00
2026-02-24T07:40:00Z,45.00,57.00
2026-02-24T07:41:00Z,45.00,57.00
2026-02-24T07:42:00Z,44.55,57.65
2026-02-24T07:43:00Z,40.87,62.60
2026-02-24T07:44:00Z,41.07,60.27
2026-02-24T07:45:00Z,39.29,62.42
2026-02-24T07:46:00Z,39.57,63.05
2026-02-24T07:47:00Z,37.92,65.92
2026-02-24T07:48:00Z,39.00,63.00
2026-02-24T07:49:00Z,43.76,58.15
2026-02-24T07:50:00Z,45.04,55.41
2026-02-24T07:51:00Z,43.66,53.53
2026-02-24T07:52:00Z,48.06,54.23
2026-02-24T07:53:00Z,43.00,59.80
2026-02-24T07:54:00Z,41.68,58.54
2026-02-24T07:55:00Z,41.75,62.84
2026-02-24T07:56:00Z,39.15,61.94
2026-02-24T07:57:00Z,41.75,57.70
2026-02-24T07:58:00Z,43.98,60.11
2026-02-24T07:59:00Z,37.15,60.11
2026-02-24T08:00:00Z,31.88,69.87
2026-02-24T08:01:00Z,27.69,74.24
2026-02-24T08:02:00Z,33.10,69.15
2026-02-24T08:03:00Z,32.35,69.88
2026-02-24T08:04:00Z,32.17,69.70
2026-02-24T08:05:00Z,34.12,70.52
2026-02-24T08:06:00Z,33.75,71.00
