# event_ticker=KXATPMATCH-25OCT25MUSZVE
# final_score=6-4 7-5
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-25
timestamp,Alexander Zverev,Lorenzo Musetti
2025-10-25T03:18:00Z,53.00,
2025-10-25T03:22:00Z,53.00,
2025-10-25T03:25:00Z,53.00,
2025-10-25T03:39:00Z,53.00,48.00
2025-10-25T03:41:00Z,52.50,48.00
2025-10-25T03:42:00Z,52.50,48.00
2025-10-25T04:04:00Z,52.50,48.00
2025-10-25T04:10:00Z,53.00,48.00
2025-10-25T04:11:00Z,53.00,48.00
2025-10-25T04:21:00Z,53.00,47.00
2025-10-25T04:23:00Z,53.00,48.00
2025-10-25T04:41:00Z,53.00,48.00
2025-10-25T04:48:00Z,53.00,48.00
2025-10-25T04:57:00Z,53.00,48.00
2025-10-25T05:03:00Z,53.00,48.00
2025-10-25T05:08:00Z,53.00,48.00
2025-10-25T05:12:00Z,53.00,48.00
2025-10-25T05:13:00Z,53.00,48.00
2025-10-25T05:22:00Z,53.00,48.00
2025-10-25T05:29:00Z,53.00,48.00
2025-10-25T05:31:00Z,53.00,48.00
2025-10-25T05:33:00Z,53.00,48.00
2025-10-25T05:38:00Z,53.00,48.00
2025-10-25T05:53:00Z,53.00,48.00
2025-10-25T06:04:00Z,53.00,48.00
2025-10-25T06:10:00Z,53.00,48.00
2025-10-25T06:15:00Z,53.00,48.00
2025-10-25T06:16:00Z,53.00,48.00
2025-10-25T06:20:00Z,53.00,48.00
2025-10-25T06:23:00Z,53.00,48.00
2025-10-25T06:29:00Z,53.00,48.00
2025-10-25T06:38:00Z,53.00,48.00
2025-10-25T06:39:00Z,52.00,48.00
2025-10-25T06:40:00Z,53.00,48.00
2025-10-25T06:43:00Z,53.00,48.00
2025-10-25T06:45:00Z,53.00,48.00
2025-10-25T06:47:00Z,53.00,48.00
2025-10-25T06:48:00Z,53.00,48.00
2025-10-25T06:53:00Z,53.00,48.00
2025-10-25T06:57:00Z,53.00,48.00
2025-10-25T07:07:00Z,53.00,48.00
2025-10-25T07:21:00Z,53.00,48.00
2025-10-25T07:50:00Z,53.00,48.00
2025-10-25T08:19:00Z,53.00,48.00
2025-10-25T08:20:00Z,53.00,48.00
2025-10-25T08:22:00Z,53.00,48.00
2025-10-25T09:06:00Z,53.00,48.00
2025-10-25T09:10:00Z,53.00,48.00
2025-10-25T09:25:00Z,53.00,48.00
2025-10-25T09:29:00Z,53.00,48.00
2025-10-25T09:35:00Z,53.00,48.00
2025-10-25T09:54:00Z,53.00,48.00
2025-10-25T10:00:00Z,53.00,48.00
2025-10-25T10:03:00Z,53.00,48.00
2025-10-25T10:06:00Z,52.00,48.00
2025-10-25T10:07:00Z,51.00,48.00
2025-10-25T10:20:00Z,51.00,48.00
2025-10-25T10:26:00Z,51.00,48.00
2025-10-25T10:42:00Z,51.00,48.00
2025-10-25T10:44:00Z,51.00,50.52
2025-10-25T10:47:00Z,51.00,50.52
2025-10-25T10:53:00Z,51.00,51.00
2025-10-25T10:58:00Z,51.00,51.00
2025-10-25T11:00:00Z,51.00,51.00
2025-10-25T11:09:00Z,51.00,51.00
2025-10-25T11:21:00Z,51.00,51.00
