# event_ticker=KXATPMATCH-25AUG12SHEBAU
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Roberto Bautista Agut
# kalshi_date=2025-08-12
timestamp,Ben Shelton,Roberto Bautista Agut
2025-08-13T09:04:00Z,,18.00
2025-08-13T10:00:00Z,85.00,18.00
2025-08-13T10:18:00Z,85.00,18.00
2025-08-13T10:26:00Z,85.00,18.00
2025-08-13T10:29:00Z,85.00,18.00
2025-08-13T10:43:00Z,85.00,18.00
2025-08-13T11:36:00Z,85.00,18.00
2025-08-13T11:39:00Z,85.00,18.00
2025-08-13T11:56:00Z,85.00,18.00
2025-08-13T12:08:00Z,84.00,18.00
2025-08-13T12:19:00Z,84.00,18.00
2025-08-13T12:23:00Z,84.00,18.00
2025-08-13T12:29:00Z,84.00,18.00
2025-08-13T12:39:00Z,84.00,18.00
2025-08-13T12:45:00Z,84.00,18.00
2025-08-13T12:47:00Z,84.00,18.00
2025-08-13T12:49:00Z,84.00,18.00
2025-08-13T12:51:00Z,84.00,18.00
2025-08-13T12:54:00Z,84.00,18.00
2025-08-13T13:01:00Z,84.00,18.00
2025-08-13T13:08:00Z,84.00,18.00
2025-08-13T13:09:00Z,84.00,18.00
2025-08-13T13:16:00Z,84.00,18.00
2025-08-13T13:22:00Z,84.00,17.00
2025-08-13T13:25:00Z,82.00,17.00
2025-08-13T13:41:00Z,84.00,17.00
2025-08-13T13:45:00Z,84.00,17.00
2025-08-13T13:47:00Z,84.00,17.00
2025-08-13T13:57:00Z,84.00,17.00
2025-08-13T14:10:00Z,84.00,17.00
2025-08-13T14:17:00Z,84.00,17.00
2025-08-13T14:38:00Z,84.00,16.00
2025-08-13T14:40:00Z,84.00,16.00
2025-08-13T14:43:00Z,84.00,17.00
2025-08-13T14:45:00Z,84.00,17.00
2025-08-13T14:46:00Z,84.00,17.00
2025-08-13T14:48:00Z,84.00,17.00
2025-08-13T15:02:00Z,84.00,17.00
2025-08-13T15:10:00Z,84.00,17.00
2025-08-13T15:16:00Z,84.00,17.00
2025-08-13T15:17:00Z,85.00,17.00
2025-08-13T15:22:00Z,85.00,17.00
2025-08-13T15:23:00Z,85.00,17.00
2025-08-13T15:26:00Z,85.00,17.00
2025-08-13T15:32:00Z,85.00,17.00
2025-08-13T15:35:00Z,85.00,16.00
2025-08-13T15:36:00Z,85.00,17.00
2025-08-13T15:41:00Z,83.21,17.00
2025-08-13T15:47:00Z,85.00,17.65
2025-08-13T15:51:00Z,85.00,18.00
2025-08-13T15:52:00Z,85.00,16.00
2025-08-13T15:54:00Z,85.00,16.00
2025-08-13T15:58:00Z,85.00,16.00
2025-08-13T16:01:00Z,85.00,16.00
2025-08-13T16:02:00Z,85.00,16.00
2025-08-13T16:07:00Z,85.00,18.00
2025-08-13T16:08:00Z,85.00,18.00
2025-08-13T16:09:00Z,84.00,18.00
2025-08-13T16:12:00Z,84.43,18.00
2025-08-13T16:14:00Z,85.00,18.00
2025-08-13T16:15:00Z,85.00,18.00
2025-08-13T16:17:00Z,84.00,18.00
2025-08-13T16:19:00Z,84.74,18.00
2025-08-13T16:21:00Z,84.00,16.00
2025-08-13T16:23:00Z,85.00,16.00
2025-08-13T16:27:00Z,85.00,18.00
2025-08-13T16:28:00Z,85.00,18.00
2025-08-13T16:30:00Z,85.00,18.00
2025-08-13T16:32:00Z,85.00,18.00
2025-08-13T16:33:00Z,85.00,18.00
2025-08-13T16:34:00Z,85.00,18.00
2025-08-13T16:36:00Z,85.00,17.65
2025-08-13T16:37:00Z,84.00,17.65
2025-08-13T16:39:00Z,83.05,17.65
2025-08-13T16:41:00Z,83.05,19.00
2025-08-13T16:44:00Z,83.05,18.00
2025-08-13T16:45:00Z,83.00,18.00
2025-08-13T16:49:00Z,83.00,17.00
2025-08-13T16:50:00Z,84.00,17.00
2025-08-13T16:51:00Z,84.00,17.00
2025-08-13T16:54:00Z,84.08,17.00
2025-08-13T16:56:00Z,85.00,17.00
2025-08-13T16:59:00Z,85.00,17.00
2025-08-13T17:00:00Z,83.50,17.00
2025-08-13T17:01:00Z,85.00,17.00
2025-08-13T17:04:00Z,85.00,17.00
2025-08-13T17:05:00Z,84.99,17.00
2025-08-13T17:09:00Z,85.00,17.00
2025-08-13T17:14:00Z,85.00,17.00
2025-08-13T17:20:00Z,85.00,17.00
2025-08-13T17:21:00Z,84.80,17.00
2025-08-13T17:22:00Z,84.76,17.00
2025-08-13T17:24:00Z,85.00,17.00
2025-08-13T17:25:00Z,85.00,17.00
2025-08-13T17:26:00Z,85.00,17.00
2025-08-13T17:28:00Z,85.00,18.09
2025-08-13T17:29:00Z,84.00,18.09
2025-08-13T17:30:00Z,84.00,18.96
2025-08-13T17:31:00Z,84.27,19.49
2025-08-13T17:32:00Z,82.68,20.85
2025-08-13T17:33:00Z,81.28,23.63
2025-08-13T17:34:00Z,81.69,22.85
2025-08-13T17:35:00Z,83.00,22.42
2025-08-13T17:36:00Z,79.90,21.00
2025-08-13T17:37:00Z,81.83,17.67
2025-08-13T17:38:00Z,84.07,18.83
2025-08-13T17:39:00Z,85.12,18.00
2025-08-13T17:40:00Z,83.39,18.00
2025-08-13T17:41:00Z,84.94,18.00
2025-08-13T17:42:00Z,84.00,18.00
2025-08-13T17:43:00Z,84.00,18.00
2025-08-13T17:44:00Z,80.90,22.10
2025-08-13T17:45:00Z,75.65,25.05
2025-08-13T17:46:00Z,81.78,25.90
2025-08-13T17:47:00Z,81.97,22.08
2025-08-13T17:48:00Z,84.00,19.00
2025-08-13T17:49:00Z,84.00,19.00
2025-08-13T17:50:00Z,84.00,19.00
2025-08-13T17:51:00Z,82.00,22.37
2025-08-13T17:52:00Z,78.48,24.79
2025-08-13T17:53:00Z,76.95,23.00
2025-08-13T17:54:00Z,80.00,23.00
2025-08-13T17:55:00Z,81.14,19.09
2025-08-13T17:56:00Z,82.00,19.09
2025-08-13T17:57:00Z,82.00,19.09
2025-08-13T17:58:00Z,85.00,17.58
2025-08-13T17:59:00Z,85.00,17.58
2025-08-13T18:00:00Z,83.00,19.99
2025-08-13T18:01:00Z,77.00,21.88
2025-08-13T18:02:00Z,79.61,23.86
2025-08-13T18:03:00Z,80.00,23.86
2025-08-13T18:04:00Z,81.94,20.00
2025-08-13T18:05:00Z,80.13,20.00
2025-08-13T18:06:00Z,83.00,20.00
2025-08-13T18:07:00Z,82.11,20.00
2025-08-13T18:08:00Z,80.00,20.00
2025-08-13T18:09:00Z,80.50,20.00
2025-08-13T18:10:00Z,82.00,20.00
2025-08-13T18:11:00Z,82.00,20.00
2025-08-13T18:12:00Z,82.00,20.00
2025-08-13T18:13:00Z,82.00,20.00
2025-08-13T18:15:00Z,79.00,24.00
2025-08-13T18:16:00Z,77.75,24.38
2025-08-13T18:17:00Z,73.00,25.82
2025-08-13T18:18:00Z,71.99,28.47
2025-08-13T18:19:00Z,77.00,23.85
2025-08-13T18:20:00Z,78.97,23.85
2025-08-13T18:21:00Z,78.97,22.00
2025-08-13T18:22:00Z,82.00,20.00
2025-08-13T18:23:00Z,78.00,25.47
2025-08-13T18:24:00Z,73.72,27.00
2025-08-13T18:25:00Z,76.00,23.00
2025-08-13T18:26:00Z,80.67,17.66
2025-08-13T18:27:00Z,86.00,13.03
2025-08-13T18:28:00Z,87.93,14.71
2025-08-13T18:29:00Z,90.00,8.88
2025-08-13T18:30:00Z,90.01,10.00
2025-08-13T18:31:00Z,90.00,10.00
2025-08-13T18:32:00Z,90.11,9.78
2025-08-13T18:33:00Z,90.00,10.00
2025-08-13T18:34:00Z,90.00,10.00
2025-08-13T18:35:00Z,90.00,10.00
2025-08-13T18:36:00Z,91.81,10.00
2025-08-13T18:37:00Z,91.81,9.99
2025-08-13T18:38:00Z,91.81,8.00
2025-08-13T18:39:00Z,91.81,10.00
2025-08-13T18:40:00Z,90.00,10.00
2025-08-13T18:41:00Z,90.00,8.47
2025-08-13T18:42:00Z,90.00,10.00
2025-08-13T18:43:00Z,90.22,10.00
2025-08-13T18:44:00Z,92.00,9.90
2025-08-13T18:45:00Z,90.01,10.00
2025-08-13T18:46:00Z,90.00,12.00
2025-08-13T18:47:00Z,88.97,9.39
2025-08-13T18:48:00Z,87.57,12.15
2025-08-13T18:49:00Z,86.68,14.00
2025-08-13T18:50:00Z,86.79,16.17
2025-08-13T18:51:00Z,87.19,11.00
2025-08-13T18:52:00Z,91.00,12.00
2025-08-13T18:53:00Z,91.94,11.00
2025-08-13T18:54:00Z,90.00,11.30
2025-08-13T18:55:00Z,89.00,11.30
2025-08-13T18:56:00Z,85.23,13.00
2025-08-13T18:57:00Z,88.00,13.00
2025-08-13T18:58:00Z,86.00,14.00
2025-08-13T18:59:00Z,86.00,14.00
2025-08-13T19:00:00Z,86.00,14.00
2025-08-13T19:01:00Z,88.00,14.00
2025-08-13T19:02:00Z,88.00,12.70
2025-08-13T19:03:00Z,88.00,11.00
2025-08-13T19:04:00Z,88.00,12.00
2025-08-13T19:05:00Z,88.00,14.00
2025-08-13T19:07:00Z,88.00,14.00
2025-08-13T19:09:00Z,87.76,14.00
2025-08-13T19:10:00Z,87.76,13.00
2025-08-13T19:11:00Z,87.00,13.00
2025-08-13T19:12:00Z,88.00,14.00
2025-08-13T19:13:00Z,88.00,13.96
2025-08-13T19:14:00Z,87.00,13.96
2025-08-13T19:15:00Z,88.00,13.96
2025-08-13T19:17:00Z,88.00,14.00
2025-08-13T19:19:00Z,86.02,12.00
2025-08-13T19:22:00Z,86.00,12.16
2025-08-13T19:24:00Z,86.78,12.16
2025-08-13T19:25:00Z,86.00,12.16
2025-08-13T19:26:00Z,86.00,14.00
2025-08-13T19:27:00Z,86.00,10.96
2025-08-13T19:28:00Z,89.00,14.00
2025-08-13T19:30:00Z,89.00,14.00
2025-08-13T19:32:00Z,89.00,13.82
2025-08-13T19:33:00Z,87.00,13.82
2025-08-13T19:36:00Z,86.00,13.82
2025-08-13T19:37:00Z,86.00,13.85
2025-08-13T19:38:00Z,86.00,11.81
2025-08-13T19:39:00Z,86.00,13.93
2025-08-13T19:40:00Z,86.00,13.90
2025-08-13T19:42:00Z,86.00,12.72
2025-08-13T19:47:00Z,86.00,11.05
2025-08-13T19:51:00Z,88.95,11.05
2025-08-13T19:52:00Z,88.95,11.00
2025-08-13T19:55:00Z,88.00,11.00
2025-08-13T19:56:00Z,88.00,13.69
2025-08-13T19:57:00Z,88.00,14.00
2025-08-13T19:58:00Z,88.00,14.00
2025-08-13T20:00:00Z,88.00,14.00
